timestamp,open,close,high,low,volume
2019-01-14 20:00:00,2.52,2.518,2.532,2.51,114233.57
2019-01-15 00:00:00,2.518,2.5095,2.5396,2.486,302475.51999999996
2019-01-15 04:00:00,2.5088,2.4962,2.5258,2.4957,125906.86000000002
2019-01-15 08:00:00,2.4975,2.4776,2.5088,2.4524,461550.54
2019-01-15 12:00:00,2.4775,2.4742,2.48189546,2.44,351082.89
2019-01-15 16:00:00,2.4743,2.4306,2.5283,2.3833,1161151.9
2019-01-15 20:00:00,2.4263,2.45363881,2.4819,2.4177,395202.19000000006
2019-01-16 00:00:00,2.4533,2.419,2.45466331,2.3684,689783.33
2019-01-16 04:00:00,2.4165,2.451,2.4605,2.3954,364256.17000000004
2019-01-16 08:00:00,2.4511,2.4241,2.4535,2.423,222837.41000000003
2019-01-16 12:00:00,2.4242,2.4568,2.47468785,2.4241,335032.58
2019-01-16 16:00:00,2.4568,2.4653,2.5089,2.4524,1082200.3800000001
2019-01-16 20:00:00,2.4612,2.4636,2.5,2.456,434371.73
2019-01-17 00:00:00,2.46,2.4605,2.4708,2.4271,824516.48
2019-01-17 04:00:00,2.4614,2.445,2.4862,2.4333,358188.45999999996
2019-01-17 08:00:00,2.4443,2.45,2.4546,2.4328,202393.04
2019-01-17 12:00:00,2.4506,2.45664625,2.4848,2.3946,789489.0299999999
2019-01-17 16:00:00,2.4558,2.4809,2.488,2.432,803797.24
2019-01-17 20:00:00,2.48,2.528,2.584,2.48,1768372.54
2019-01-18 00:00:00,2.52809649,2.5507,2.553,2.514,327417.38
2019-01-18 04:00:00,2.5485,2.5227,2.5541,2.5223,166965.15
2019-01-18 08:00:00,2.52325338,2.5392,2.5392,2.5066,312710.69
2019-01-18 12:00:00,2.5392,2.4954,2.5392,2.4785,477217.72000000003
2019-01-18 16:00:00,2.49590784,2.4853,2.498,2.4378,781760.7699999999
2019-01-18 20:00:00,2.4853,2.4612,2.4854,2.4395,262955.0
2019-01-19 00:00:00,2.4615,2.483,2.4968,2.4535,362322.87
2019-01-19 04:00:00,2.4829,2.4949,2.5118,2.4795,433178.14
2019-01-19 08:00:00,2.4928,2.48909662,2.5107,2.4866,135030.48
2019-01-19 12:00:00,2.489,2.5571,2.5944,2.489,1344199.55
2019-01-19 16:00:00,2.5564,2.5402,2.5633,2.5374,325904.74
2019-01-19 20:00:00,2.5376,2.5062,2.5454,2.4801,647307.5200000001
2019-01-20 00:00:00,2.507,2.5051,2.518,2.4923,232602.68
2019-01-20 04:00:00,2.50501811,2.5037,2.5164,2.49594188,228494.82
2019-01-20 08:00:00,2.5036,2.5015,2.515,2.4919,135547.05
2019-01-20 12:00:00,2.5015,2.3587,2.5114,2.3079,2315605.09
2019-01-20 16:00:00,2.3656,2.3392,2.3849,2.3133,1199612.27
2019-01-20 20:00:00,2.3335,2.3397,2.3511,2.32305829,434565.9199999999
2019-01-21 00:00:00,2.3397,2.3579,2.3639,2.3368,415237.31
2019-01-21 04:00:00,2.3576,2.3568,2.3798,2.3522,354118.81
2019-01-21 08:00:00,2.3597,2.3545,2.3634,2.33,377065.78
2019-01-21 12:00:00,2.35454037,2.4131,2.43,2.3431853,941596.6199999999
2019-01-21 16:00:00,2.4134,2.353,2.4208,2.3222,1066619.03
2019-01-21 20:00:00,2.3527,2.36027669,2.37364328,2.3438,336718.92
