timestamp,open,close,high,low,volume
2018-06-06 20:00:00,52.879,53.79,54.28,52.534,11488.43
2018-06-07 02:00:00,53.736,54.261,54.93,53.736,8537.75
2018-06-07 08:00:00,54.262,53.79,54.373,53.511,5384.87
2018-06-07 14:00:00,53.639,53.547,54.0,53.313,8965.99
2018-06-07 20:00:00,53.511,53.559,53.969,52.796,12168.69
2018-06-08 02:00:00,53.443,52.304,53.817,52.094,10484.07
2018-06-08 08:00:00,52.303,52.122,52.804,51.811,11893.6
2018-06-08 14:00:00,52.118,52.65,52.799,51.809,7049.74
2018-06-08 20:00:00,52.606,52.322,52.749,52.24,5925.51
2018-06-09 02:00:00,52.322,52.94,53.209,52.322,6396.69
2018-06-09 08:00:00,53.019,52.716,53.268,52.639,3092.69
2018-06-09 14:00:00,52.78,51.832,52.789,51.733,9151.33
2018-06-09 20:00:00,51.784,50.729,51.99,50.348,12326.82
2018-06-10 02:00:00,50.777,49.345,50.877,48.55,31714.79
2018-06-10 08:00:00,49.344,48.95,49.63,48.21,21553.48
2018-06-10 14:00:00,48.946,45.522,49.177,45.0,43860.83
2018-06-10 20:00:00,45.6,45.328,46.808,43.645,87983.95
2018-06-11 02:00:00,45.328,44.951,45.641,44.108,17262.56
2018-06-11 08:00:00,44.958,44.904,44.958,42.778,28700.9
2018-06-11 14:00:00,44.843,43.45,44.916,43.007,21853.68
2018-06-11 20:00:00,43.501,45.589,45.686,42.544,30520.01
2018-06-12 02:00:00,45.588,44.753,46.5,44.406,42981.14
2018-06-12 08:00:00,44.769,44.205,45.034,44.05,12918.07
2018-06-12 14:00:00,44.259,43.218,44.289,42.913,24842.27
2018-06-12 20:00:00,43.221,41.226,43.354,40.159,68672.72
2018-06-13 02:00:00,41.112,40.992,41.497,40.608,13892.65
2018-06-13 08:00:00,41.038,39.377,41.198,38.705,40275.98
2018-06-13 14:00:00,39.352,38.057,39.758,35.727,121475.31
2018-06-13 20:00:00,38.057,37.923,38.588,37.05,46123.18
2018-06-14 02:00:00,37.937,39.457,40.612,37.657,44280.75
2018-06-14 08:00:00,39.391,40.01,40.74,39.307,28770.8
2018-06-14 14:00:00,40.15,40.6,41.159,37.394,63730.9
2018-06-14 20:00:00,40.525,40.632,41.979,40.082,43071.92
2018-06-15 02:00:00,40.796,39.461,40.796,39.114,18705.46
2018-06-15 08:00:00,39.567,39.004,40.176,38.505,19036.24
2018-06-15 14:00:00,39.021,39.13,40.07,38.43,10218.42
2018-06-15 20:00:00,39.13,37.85,39.224,37.799,9697.01
2018-06-16 02:00:00,37.862,37.935,38.54,37.431,9076.5
2018-06-16 08:00:00,38.015,37.764,38.382,37.653,9850.0
2018-06-16 14:00:00,37.753,38.097,38.233,36.4,40629.67
2018-06-16 20:00:00,38.012,37.89,38.366,37.611,12640.35
2018-06-17 02:00:00,38.005,37.99,38.31,37.896,7195.04
2018-06-17 08:00:00,38.042,38.122,38.31,37.62,20988.73
2018-06-17 14:00:00,38.122,38.577,38.775,37.396,29273.24
2018-06-17 20:00:00,38.618,38.46,39.723,38.367,16478.94
2018-06-18 02:00:00,38.631,37.122,38.7,37.0,19082.09
2018-06-18 08:00:00,37.13,37.119,37.985,36.857,12561.61
2018-06-18 14:00:00,37.112,39.652,40.814,37.001,77818.15
2018-06-18 20:00:00,39.686,39.523,40.067,38.9,53887.71
2018-06-19 02:00:00,39.567,39.349,39.898,39.24813321,16293.76
2018-06-19 08:00:00,39.454,39.838,40.35,38.732,14873.87
2018-06-19 14:00:00,39.841,39.545,41.456,39.166,44563.06
2018-06-19 20:00:00,39.713,39.949,39.949,38.957,8907.44
2018-06-20 02:00:00,39.92,37.794,39.92,37.5,53711.3
2018-06-20 08:00:00,37.794,38.01,38.416,37.599,8294.44
2018-06-20 14:00:00,37.999,39.175,39.685,37.801,17065.85
2018-06-20 20:00:00,39.171,38.962,39.222,38.485,11421.5
2018-06-21 02:00:00,38.963,39.186,39.586,38.879,7948.66
2018-06-21 08:00:00,39.183,37.999,39.405,37.65,35217.33
2018-06-21 14:00:00,37.99,37.56,38.024,37.511,21648.88
2018-06-21 20:00:00,37.576,37.606,37.834,36.962,11292.52
2018-06-22 02:00:00,37.602,36.61,37.621,36.44,25700.98
2018-06-22 08:00:00,36.61,34.6,36.631,33.942,76464.65
2018-06-22 14:00:00,34.615,33.48,34.659,32.95,63999.68
2018-06-22 20:00:00,33.48,32.97,34.256,32.13,46844.14
2018-06-23 02:00:00,32.959,33.135,34.401,32.881,19943.22
2018-06-23 08:00:00,33.066,33.603,34.077,32.57,16898.57
2018-06-23 14:00:00,33.575,33.638,33.668,32.8,15455.4
2018-06-23 20:00:00,33.603,33.852,34.744,33.383,12962.61
2018-06-24 02:00:00,33.896,31.77,34.266,31.19,137605.61
2018-06-24 08:00:00,31.755,30.485,31.856,30.325,43656.34
2018-06-24 14:00:00,30.486,31.832,32.45,28.598,91574.36
2018-06-24 20:00:00,31.862,31.135,32.099,30.923,38444.08
2018-06-25 02:00:00,31.133,31.075,31.474,30.542,17642.51
2018-06-25 08:00:00,31.068,32.242,32.412,31.068,19213.72
2018-06-25 14:00:00,32.242,32.02,32.849,31.009,37472.35
2018-06-25 20:00:00,32.041,31.578,32.38,31.386,6842.22
2018-06-26 02:00:00,31.577,31.477,31.691,30.804,9070.44
2018-06-26 08:00:00,31.478,31.056,31.478,30.803,9122.16
2018-06-26 14:00:00,31.039,30.706,31.633,30.041,45450.6
2018-06-26 20:00:00,30.7,29.995,31.347,29.734,20425.14
2018-06-27 02:00:00,29.995,29.82,30.39,29.436,19408.5
2018-06-27 08:00:00,29.793,29.933,30.453,29.534,14503.66
2018-06-27 14:00:00,29.938,30.311,30.36,29.43,18380.7
2018-06-27 20:00:00,30.311,30.373,30.586,30.018,9995.03
2018-06-28 02:00:00,30.395,29.901,30.577,29.693,18207.83
2018-06-28 08:00:00,29.926,30.103,30.18122342,29.71,7848.15
2018-06-28 14:00:00,30.076,30.246,30.264,30.0,10369.72
2018-06-28 20:00:00,30.238,28.23,30.332,28.079,33100.12
2018-06-29 02:00:00,28.23,27.867,28.49,27.026,55659.21
2018-06-29 08:00:00,27.868,27.86,28.3,27.521,26099.34
2018-06-29 14:00:00,27.813,27.992,28.402,27.36,33812.45
2018-06-29 20:00:00,28.034,29.619,30.191,27.85,41544.15
2018-06-30 02:00:00,29.585,31.407,32.1,29.577,93140.03
2018-06-30 08:00:00,31.398,31.333,31.531,30.739,20266.62
2018-06-30 14:00:00,31.284,30.217,31.91,30.165,46207.82
2018-06-30 20:00:00,30.239,30.9,31.05,29.66,21033.41
2018-07-01 02:00:00,30.812,30.62997134,30.96326035,29.887,19142.43
2018-07-01 08:00:00,30.64984499,30.614,30.792,30.101,13027.63
2018-07-01 14:00:00,30.665,30.936,31.49,29.949,79405.38
2018-07-01 20:00:00,30.984,31.32,31.609,30.551,18504.4
2018-07-02 02:00:00,31.32,31.44,32.705,31.037,44300.17
2018-07-02 08:00:00,31.43,33.03,33.617,31.1,112843.2
2018-07-02 14:00:00,33.03,35.899,37.19,32.777,220864.2
2018-07-02 20:00:00,35.9,36.184,37.209,35.672,84429.82
2018-07-03 02:00:00,36.2,37.692,38.952,35.79,131800.89
2018-07-03 08:00:00,37.709,37.339,38.399,36.255,116817.08
2018-07-03 14:00:00,37.346,36.49,38.15,35.4,202082.32
2018-07-03 20:00:00,36.473,35.8,37.398,35.411,100728.66
2018-07-04 02:00:00,35.806,36.367,36.389,34.869,63152.14
2018-07-04 08:00:00,36.387,38.939,40.355,36.25,191010.84
2018-07-04 14:00:00,38.94,38.829,40.265,38.076,169542.42
2018-07-04 20:00:00,38.829,40.581,48.9,38.599,396773.46
2018-07-05 02:00:00,40.581,41.542,43.563,40.09,189852.94
2018-07-05 08:00:00,41.542,42.03,42.939,40.749,119069.5
2018-07-05 14:00:00,42.099,40.944,42.971,40.465,221343.57
2018-07-05 20:00:00,40.943,40.161,41.272,39.179,125949.15
2018-07-06 02:00:00,40.142,37.8,40.406,37.8,69163.96
2018-07-06 08:00:00,37.8,38.0,38.386,36.857,111397.14
2018-07-06 14:00:00,38.077,37.501,39.11,36.912,97425.68
2018-07-06 20:00:00,37.584,37.532,37.999,36.623,43585.3
2018-07-07 02:00:00,37.598,37.12,37.697,36.443,29694.95
2018-07-07 08:00:00,37.045,36.972,37.299,36.696,25587.36
2018-07-07 14:00:00,36.995,36.94,37.33,36.182,36350.49
2018-07-07 20:00:00,36.94,38.735,38.878,36.3,48227.41
2018-07-08 02:00:00,38.663,40.5,40.692,38.662,102660.73
2018-07-08 08:00:00,40.5,39.772,40.999,38.888,107254.71
2018-07-08 14:00:00,39.772,39.7,40.24125241,38.949,42527.05
2018-07-08 20:00:00,39.629,38.999,40.17,38.706,39731.27
2018-07-09 02:00:00,38.99,38.446,39.252,37.77,45061.88
2018-07-09 08:00:00,38.449,38.62,39.159,37.909,35490.26
2018-07-09 14:00:00,38.62,37.411,38.736,36.933,39376.37
2018-07-09 20:00:00,37.348,36.3,38.625,36.167,107705.94
2018-07-10 02:00:00,36.398,35.142,36.8,34.12,126237.53
2018-07-10 08:00:00,35.094,33.7,35.172,32.8,113746.15
2018-07-10 14:00:00,33.7,34.105,34.7,33.6,79578.67
2018-07-10 20:00:00,34.109,33.262,35.085,32.52,82897.54
2018-07-11 02:00:00,33.262,32.596,34.737,32.0,66788.36
2018-07-11 08:00:00,32.596,33.709,33.939,31.90356977,58200.32
2018-07-11 14:00:00,33.677,33.2,34.228,32.8,34585.31
2018-07-11 20:00:00,33.2,33.832,33.86,32.339,29265.0
2018-07-12 02:00:00,33.827,32.724,33.859,32.499,21001.52
2018-07-12 08:00:00,32.683,31.292,32.699,31.0,82374.72
2018-07-12 14:00:00,31.31,31.7,32.092,31.032,53842.9
2018-07-12 20:00:00,31.647,32.172,32.2,30.309,97594.23
2018-07-13 02:00:00,32.199,33.195,33.741,31.88,84458.63
2018-07-13 08:00:00,33.141,33.12,33.236,32.553,30159.05
2018-07-13 14:00:00,33.129,33.4,34.007,32.88,44668.14
2018-07-13 20:00:00,33.394,33.091,34.366,32.01,129686.38
2018-07-14 02:00:00,33.035,32.549,33.631,32.352,27341.24
2018-07-14 08:00:00,32.528,32.04,32.555,31.5,24118.01
2018-07-14 14:00:00,31.997,32.426,32.67,31.87,13848.04
2018-07-14 20:00:00,32.476,32.477,33.203,31.854,26973.41
2018-07-15 02:00:00,32.485,32.6,32.683,32.111,8850.94
2018-07-15 08:00:00,32.599,33.613,33.9,32.378,44848.63
2018-07-15 14:00:00,33.613,33.532,33.95,33.112,31862.18
2018-07-15 20:00:00,33.595,33.635,33.95,33.289,38836.09
2018-07-16 02:00:00,33.571,33.3,33.759,33.0,23569.46
2018-07-16 08:00:00,33.235,35.27468437,35.69,33.23,71657.23
2018-07-16 14:00:00,35.275,36.551,37.089,34.911,122373.41
2018-07-16 20:00:00,36.55,36.735,37.239,36.0,46923.93
2018-07-17 02:00:00,36.813,36.118,37.88,36.078,53945.14
2018-07-17 08:00:00,36.1,35.793,36.952,35.712,36341.86
2018-07-17 14:00:00,35.811,39.05,39.381,35.693,109228.15
2018-07-17 20:00:00,39.05,39.325,40.263,38.914,120846.48
2018-07-18 02:00:00,39.325,39.821,40.517,39.105,56122.56
2018-07-18 08:00:00,39.826,39.04,40.123,38.527,71417.59
2018-07-18 14:00:00,39.04,40.184,40.2,38.6,63066.05
2018-07-18 20:00:00,40.156,37.51,40.81,36.66,117293.87
2018-07-19 02:00:00,37.51,36.728,37.595,36.21,28046.96
2018-07-19 08:00:00,36.686,37.668,37.897,36.647,28935.44
2018-07-19 14:00:00,37.67,36.235,38.199,35.8,66770.89
2018-07-19 20:00:00,36.256,35.964,36.689,35.65,41365.22
2018-07-20 02:00:00,35.964,34.422,35.964,34.4,49856.45
2018-07-20 08:00:00,34.43,35.102,35.257,33.231,82085.04
2018-07-20 14:00:00,35.099,33.356,35.49,33.332,56268.98
2018-07-20 20:00:00,33.352,33.166,33.799,32.82,48085.63
2018-07-21 02:00:00,33.165,33.17,33.17,31.785,48416.49
2018-07-21 08:00:00,33.182,32.829,33.801,32.496,33137.92
2018-07-21 14:00:00,32.848,34.957,35.323,32.567,56049.8
2018-07-21 20:00:00,34.977,34.08571942,35.2,34.016,20113.15
2018-07-22 02:00:00,34.087,34.181,34.621,33.598,23754.95
2018-07-22 08:00:00,34.167,34.13453412,34.443,33.792,13284.54
2018-07-22 14:00:00,34.151,34.1,34.857,34.085,26130.55
2018-07-22 20:00:00,34.1,33.152,34.541,32.539,62871.15
2018-07-23 02:00:00,33.099,34.4,34.682,32.837,36375.88
2018-07-23 08:00:00,34.41,33.374,34.588,32.935,49186.47
2018-07-23 14:00:00,33.346,32.978,33.559,32.648,40595.68
2018-07-23 20:00:00,32.944,32.08,33.636,32.0,60707.38
2018-07-24 02:00:00,32.142,32.777,32.809,31.195,56895.21
2018-07-24 08:00:00,32.808,33.875,34.475,32.775,73764.54
2018-07-24 14:00:00,33.851,34.224,35.748,33.164,116604.05
2018-07-24 20:00:00,34.272,33.789,34.306,33.551,41362.39
2018-07-25 02:00:00,33.783,35.5,35.5,33.722,51434.33
2018-07-25 08:00:00,35.49,33.906,35.49,33.55,46321.85
2018-07-25 14:00:00,33.902,33.955,34.37,33.5,30782.21
2018-07-25 20:00:00,33.972,34.163,34.883,33.697,22884.41
2018-07-26 02:00:00,34.184,34.99,35.3,34.125,32143.52
2018-07-26 08:00:00,34.991,34.81,35.67,34.667,44307.66
2018-07-26 14:00:00,34.756,34.529,34.81,34.2,16863.48
2018-07-26 20:00:00,34.516,33.1,34.937,32.728,54403.72
2018-07-27 02:00:00,33.109,33.229,33.459,32.662,19440.33
2018-07-27 08:00:00,33.222,32.804,33.469,32.73,23523.42
2018-07-27 14:00:00,32.803,33.38,33.779,32.212,43034.14
2018-07-27 20:00:00,33.443,33.362,33.914,33.134,29989.83
2018-07-28 02:00:00,33.433,33.217,33.65,33.0,9196.61
2018-07-28 08:00:00,33.2,33.149,33.464,32.97,8348.1
2018-07-28 14:00:00,33.148,33.341,33.675,32.621,29856.21
2018-07-28 20:00:00,33.395,34.048,34.056,33.171,8113.8
2018-07-29 02:00:00,33.971,33.87,34.31819958,33.776,21683.29
2018-07-29 08:00:00,33.86,33.686,33.931,33.4,11950.49
2018-07-29 14:00:00,33.689,33.354,33.929,33.247,12635.2
2018-07-29 20:00:00,33.354,33.477,33.775,33.169,17813.97
2018-07-30 02:00:00,33.437,33.154,33.5,32.856,11907.61
2018-07-30 08:00:00,33.13,32.727,33.178,32.68,11748.73
2018-07-30 14:00:00,32.739,31.726,32.89733387,31.501,49605.45
2018-07-30 20:00:00,31.722,31.951,32.424,31.365,33635.32
2018-07-31 02:00:00,31.976,31.737,32.087,31.266,16166.69
2018-07-31 08:00:00,31.737,30.746,31.886,30.352,58468.57
2018-07-31 14:00:00,30.772,29.874,30.814,29.647,73624.01
2018-07-31 20:00:00,29.932,29.688,30.289,29.2,29690.46
2018-08-01 02:00:00,29.697,29.2,29.96,28.6,42945.29
2018-08-01 08:00:00,29.2,29.716,30.29,29.144,48454.89
2018-08-01 14:00:00,29.813,29.233,30.235,29.118,26651.13
2018-08-01 20:00:00,29.25,29.7156522,29.818,28.525,50828.49
2018-08-02 02:00:00,29.738,29.32,29.966,29.042,17264.79
2018-08-02 08:00:00,29.32,28.14065109,29.496,28.1,20351.03
2018-08-02 14:00:00,28.167,27.912,28.686,27.8,44741.19
2018-08-02 20:00:00,27.904,28.243,28.357,27.8,15613.17
2018-08-03 02:00:00,28.223,27.048,28.233,26.625,62025.5
2018-08-03 08:00:00,27.045,27.153,27.621,26.784,23908.65
2018-08-03 14:00:00,27.141,28.354,28.577,26.917,36757.1
2018-08-03 20:00:00,28.367,27.892,28.499,27.313,38751.3
2018-08-04 02:00:00,27.923,28.29,28.75827195,27.728,13901.32
2018-08-04 08:00:00,28.29,27.642,28.4,27.379,19906.09
2018-08-04 14:00:00,27.642,26.544,27.642,26.207,80993.87
2018-08-04 20:00:00,26.547,26.717,26.854,26.151,34760.43
2018-08-05 02:00:00,26.753,26.931,26.991,26.171,21991.44
