timestamp,ema50_dist_eth_usd_12h,ema200_dist_eth_usd_12h,lower_bb_dist_eth_usd_12h,width_bb_eth_usd_12h,rsi_eth_usd_12h,stoch_rsi_fastk_eth_usd_12h,stoch_rsi_fastd_eth_usd_12h,kijun_dist_eth_usd_12h,tenkan_dist_eth_usd_12h,ema50_dist_xrp_usd_12h,ema200_dist_xrp_usd_12h,lower_bb_dist_xrp_usd_12h,width_bb_xrp_usd_12h,rsi_xrp_usd_12h,stoch_rsi_fastk_xrp_usd_12h,stoch_rsi_fastd_xrp_usd_12h,kijun_dist_xrp_usd_12h,tenkan_dist_xrp_usd_12h,ema50_dist_ltc_usd_12h,ema200_dist_ltc_usd_12h,lower_bb_dist_ltc_usd_12h,width_bb_ltc_usd_12h,rsi_ltc_usd_12h,stoch_rsi_fastk_ltc_usd_12h,stoch_rsi_fastd_ltc_usd_12h,kijun_dist_ltc_usd_12h,tenkan_dist_ltc_usd_12h,ema50_dist_eos_usd_12h,ema200_dist_eos_usd_12h,lower_bb_dist_eos_usd_12h,width_bb_eos_usd_12h,rsi_eos_usd_12h,stoch_rsi_fastk_eos_usd_12h,stoch_rsi_fastd_eos_usd_12h,kijun_dist_eos_usd_12h,tenkan_dist_eos_usd_12h,ema50_dist_iot_usd_12h,ema200_dist_iot_usd_12h,lower_bb_dist_iot_usd_12h,width_bb_iot_usd_12h,rsi_iot_usd_12h,stoch_rsi_fastk_iot_usd_12h,stoch_rsi_fastd_iot_usd_12h,kijun_dist_iot_usd_12h,tenkan_dist_iot_usd_12h,ema50_dist_xmr_usd_12h,ema200_dist_xmr_usd_12h,lower_bb_dist_xmr_usd_12h,width_bb_xmr_usd_12h,rsi_xmr_usd_12h,stoch_rsi_fastk_xmr_usd_12h,stoch_rsi_fastd_xmr_usd_12h,kijun_dist_xmr_usd_12h,tenkan_dist_xmr_usd_12h,ema50_dist_zec_usd_12h,ema200_dist_zec_usd_12h,lower_bb_dist_zec_usd_12h,width_bb_zec_usd_12h,rsi_zec_usd_12h,stoch_rsi_fastk_zec_usd_12h,stoch_rsi_fastd_zec_usd_12h,kijun_dist_zec_usd_12h,tenkan_dist_zec_usd_12h,ema50_dist_neo_usd_12h,ema200_dist_neo_usd_12h,lower_bb_dist_neo_usd_12h,width_bb_neo_usd_12h,rsi_neo_usd_12h,stoch_rsi_fastk_neo_usd_12h,stoch_rsi_fastd_neo_usd_12h,kijun_dist_neo_usd_12h,tenkan_dist_neo_usd_12h,ema50_dist_etc_usd_12h,ema200_dist_etc_usd_12h,lower_bb_dist_etc_usd_12h,width_bb_etc_usd_12h,rsi_etc_usd_12h,stoch_rsi_fastk_etc_usd_12h,stoch_rsi_fastd_etc_usd_12h,kijun_dist_etc_usd_12h,tenkan_dist_etc_usd_12h,ema50_dist_dsh_usd_12h,ema200_dist_dsh_usd_12h,lower_bb_dist_dsh_usd_12h,width_bb_dsh_usd_12h,rsi_dsh_usd_12h,stoch_rsi_fastk_dsh_usd_12h,stoch_rsi_fastd_dsh_usd_12h,kijun_dist_dsh_usd_12h,tenkan_dist_dsh_usd_12h,ema50_dist_omg_usd_12h,ema200_dist_omg_usd_12h,lower_bb_dist_omg_usd_12h,width_bb_omg_usd_12h,rsi_omg_usd_12h,stoch_rsi_fastk_omg_usd_12h,stoch_rsi_fastd_omg_usd_12h,kijun_dist_omg_usd_12h,tenkan_dist_omg_usd_12h,ema50_dist_trx_usd_12h,ema200_dist_trx_usd_12h,lower_bb_dist_trx_usd_12h,width_bb_trx_usd_12h,rsi_trx_usd_12h,stoch_rsi_fastk_trx_usd_12h,stoch_rsi_fastd_trx_usd_12h,kijun_dist_trx_usd_12h,tenkan_dist_trx_usd_12h,ema50_dist_eth_btc_12h,ema200_dist_eth_btc_12h,lower_bb_dist_eth_btc_12h,width_bb_eth_btc_12h,rsi_eth_btc_12h,stoch_rsi_fastk_eth_btc_12h,stoch_rsi_fastd_eth_btc_12h,kijun_dist_eth_btc_12h,tenkan_dist_eth_btc_12h,ema50_dist_xrp_btc_12h,ema200_dist_xrp_btc_12h,lower_bb_dist_xrp_btc_12h,width_bb_xrp_btc_12h,rsi_xrp_btc_12h,stoch_rsi_fastk_xrp_btc_12h,stoch_rsi_fastd_xrp_btc_12h,kijun_dist_xrp_btc_12h,tenkan_dist_xrp_btc_12h,ema50_dist_ltc_btc_12h,ema200_dist_ltc_btc_12h,lower_bb_dist_ltc_btc_12h,width_bb_ltc_btc_12h,rsi_ltc_btc_12h,stoch_rsi_fastk_ltc_btc_12h,stoch_rsi_fastd_ltc_btc_12h,kijun_dist_ltc_btc_12h,tenkan_dist_ltc_btc_12h,ema50_dist_eos_btc_12h,ema200_dist_eos_btc_12h,lower_bb_dist_eos_btc_12h,width_bb_eos_btc_12h,rsi_eos_btc_12h,stoch_rsi_fastk_eos_btc_12h,stoch_rsi_fastd_eos_btc_12h,kijun_dist_eos_btc_12h,tenkan_dist_eos_btc_12h,ema50_dist_iota_btc_12h,ema200_dist_iota_btc_12h,lower_bb_dist_iota_btc_12h,width_bb_iota_btc_12h,rsi_iota_btc_12h,stoch_rsi_fastk_iota_btc_12h,stoch_rsi_fastd_iota_btc_12h,kijun_dist_iota_btc_12h,tenkan_dist_iota_btc_12h,ema50_dist_xmr_btc_12h,ema200_dist_xmr_btc_12h,lower_bb_dist_xmr_btc_12h,width_bb_xmr_btc_12h,rsi_xmr_btc_12h,stoch_rsi_fastk_xmr_btc_12h,stoch_rsi_fastd_xmr_btc_12h,kijun_dist_xmr_btc_12h,tenkan_dist_xmr_btc_12h,ema50_dist_zec_btc_12h,ema200_dist_zec_btc_12h,lower_bb_dist_zec_btc_12h,width_bb_zec_btc_12h,rsi_zec_btc_12h,stoch_rsi_fastk_zec_btc_12h,stoch_rsi_fastd_zec_btc_12h,kijun_dist_zec_btc_12h,tenkan_dist_zec_btc_12h,ema50_dist_neo_btc_12h,ema200_dist_neo_btc_12h,lower_bb_dist_neo_btc_12h,width_bb_neo_btc_12h,rsi_neo_btc_12h,stoch_rsi_fastk_neo_btc_12h,stoch_rsi_fastd_neo_btc_12h,kijun_dist_neo_btc_12h,tenkan_dist_neo_btc_12h,ema50_dist_etc_btc_12h,ema200_dist_etc_btc_12h,lower_bb_dist_etc_btc_12h,width_bb_etc_btc_12h,rsi_etc_btc_12h,stoch_rsi_fastk_etc_btc_12h,stoch_rsi_fastd_etc_btc_12h,kijun_dist_etc_btc_12h,tenkan_dist_etc_btc_12h,ema50_dist_dash_btc_12h,ema200_dist_dash_btc_12h,lower_bb_dist_dash_btc_12h,width_bb_dash_btc_12h,rsi_dash_btc_12h,stoch_rsi_fastk_dash_btc_12h,stoch_rsi_fastd_dash_btc_12h,kijun_dist_dash_btc_12h,tenkan_dist_dash_btc_12h,ema50_dist_omg_btc_12h,ema200_dist_omg_btc_12h,lower_bb_dist_omg_btc_12h,width_bb_omg_btc_12h,rsi_omg_btc_12h,stoch_rsi_fastk_omg_btc_12h,stoch_rsi_fastd_omg_btc_12h,kijun_dist_omg_btc_12h,tenkan_dist_omg_btc_12h,ema50_dist_trx_btc_12h,ema200_dist_trx_btc_12h,lower_bb_dist_trx_btc_12h,width_bb_trx_btc_12h,rsi_trx_btc_12h,stoch_rsi_fastk_trx_btc_12h,stoch_rsi_fastd_trx_btc_12h,kijun_dist_trx_btc_12h,tenkan_dist_trx_btc_12h
2018-07-04 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5286985773354825,-0.5591562127689397,,,,,,,,0.21288401678170255,0.21944782785221273,,,,,,,,-0.21801526717557262,-0.19591603053435125,,,,,,,,-0.49305959302325586,-0.4841933139534884,,,,,,,,-0.5510011647900606,-0.5875533862111043,,,,,,,,-0.4143265550790797,-0.4143265550790797,,,,,,,,-0.46304141406763566,-0.4936637206924257,,,,,,,,-0.6380522088353414,-0.6567101740294512,,,,,,,,-0.5354775828460039,-0.5641325536062378,,,,,,,,-0.45673128557620013,-0.47484158522178066,,,,,,,,-0.725521669341894,-0.7487961476725522,,,,,,,,0.2372448979591839,0.31122448979591866
2018-07-04 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5258942797118,-0.5565331415760755,,,,,,,,0.20246880450825167,0.20897625117402363,,,,,,,,-0.209384888477271,-0.18704175349232077,,,,,,,,-0.48390796093518784,-0.4748816217815922,,,,,,,,-0.558060817819512,-0.5940383250532293,,,,,,,,-0.3970616158739201,-0.3970616158739201,,,,,,,,-0.46612200435729845,-0.4965686274509804,,,,,,,,-0.6489206297678949,-0.6670183411783801,,,,,,,,-0.534206411258796,-0.5629397967161844,,,,,,,,-0.456847954472243,-0.4749543648663159,,,,,,,,-0.7221770917952884,-0.7457351746547523,,,,,,,,0.23305084745762716,0.3067796610169493
2018-07-05 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5296413384064458,-0.5600380483437779,,,,,,,,0.21469232854432097,0.2212659257251286,,,,,,,,-0.19528672427337002,-0.17254516889238025,,,,,,,,-0.48577220788794695,-0.47677847401400664,,,,,,,,-0.5502777777777779,-0.5868888888888889,,,,,,,,-0.3939545758183033,-0.3939545758183033,,,,,,,,-0.46522877718775,-0.49572634029242746,,,,,,,,-0.660759096612296,-0.6782465495608532,,,,,,,,-0.5383572258814413,-0.5668345602479659,,,,,,,,-0.459546450130883,-0.4775629040012821,,,,,,,,-0.7259615384615385,-0.749198717948718,,,,,,,,0.25,0.3247422680412373
2018-07-05 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5304689027285168,-0.560812131706091,,,,,,,,0.22683093771389462,0.23347022587268973,,,,,,,,-0.19673802242609584,-0.17403748137693098,,,,,,,,-0.4844800827728919,-0.47546374990761964,,,,,,,,-0.54115179684843,-0.5785058383403242,,,,,,,,-0.39806170323681345,-0.39806170323681345,,,,,,,,-0.4494495618962031,-0.4808470006740059,,,,,,,,-0.6492053194939993,-0.6672883554978917,,,,,,,,-0.5527402402402404,-0.5803303303303303,,,,,,,,-0.45297123391370175,-0.47120687790634797,,,,,,,,-0.7246376811594204,-0.7479871175523349,,,,,,,,0.28306878306878325,0.35978835978836
2018-07-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5264417998732484,-0.557045278501514,,,,,,,,0.23358568479008945,0.2402615278733653,,,,,,,,-0.18549733640772836,-0.16247912856802105,,,,,,,,-0.46715300588190367,-0.45783362615537393,,,,,,,,-0.514280571222849,-0.5538221528861155,,,,,,,,-0.3799912135116664,-0.3799912135116664,,,,,,,,-0.4298953082590151,-0.46240791004265225,,,,,,,,-0.628158844765343,-0.6473268007564037,,,,,,,,-0.5577208611729771,-0.585003711952487,,,,,,,,-0.4426186606429574,-0.4611994159940498,,,,,,,,-0.7173553719008264,-0.7413223140495868,,,,,,,,0.32513661202185795,0.4043715846994538
2018-07-06 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5276856950219126,-0.558208787504214,,,,,,,,0.24213444213444202,0.24885654885654862,,,,,,,,-0.1863383637807785,-0.1633439237490072,,,,,,,,-0.4662560257096947,-0.45692095799219523,,,,,,,,-0.49522978113113436,-0.5363222547858079,,,,,,,,-0.36977771162052187,-0.36977771162052187,,,,,,,,-0.4456718443673654,-0.4772847232694918,,,,,,,,-0.6189889025893958,-0.6386295578650696,,,,,,,,-0.570475847152127,-0.5969718817591925,,,,,,,,-0.44748914557221264,-0.46590753938996754,,,,,,,,-0.7205882352941178,-0.744281045751634,,,,,,,,0.3422509225092252,0.4225092250922511
2018-07-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5297465876034907,-0.5601364958603714,,,,,,,,0.25606166783461815,0.2628591450595654,,,,,,,,-0.17373769962897245,-0.15038715921922885,,,,,,,,-0.46313399522819976,-0.4537443238666975,,,,,,,,-0.5002777949256128,-0.5409593184764492,,,,,,,,-0.3694335501166658,-0.3694335501166658,,,,,,,,-0.4342606487360037,-0.46652429874177537,,,,,,,,-0.6152614727854856,-0.6350942725008895,,,,,,,,-0.5604942825525636,-0.5876060494282552,,,,,,,,-0.45220110461338525,-0.4704624214858133,,,,,,,,-0.7128463476070529,-0.7371956339210748,,,,,,,,0.34473197781885423,0.425138632162662
2018-07-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5323170646897646,-0.5625408570594044,,,,,,,,0.24732080723729988,0.2540709812108559,,,,,,,,-0.18387507966857874,-0.16081102613129394,,,,,,,,-0.4665009560229446,-0.45717017208413,,,,,,,,-0.5062217884591924,-0.5464194217396608,,,,,,,,-0.36019040902679833,-0.36019040902679833,,,,,,,,-0.4322508398656215,-0.46462910761864307,,,,,,,,-0.6225130890052356,-0.6419720767888307,,,,,,,,-0.5682971014492755,-0.594927536231884,,,,,,,,-0.44699081666120044,-0.4654258226741008,,,,,,,,-0.7123633305298571,-0.7367535744322959,,,,,,,,0.32513661202185795,0.4043715846994538
2018-07-08 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5338342737519235,-0.5639600171909442,,,,,,,,0.24558721334259892,0.25232800555941615,,,,,,,,-0.17929818939272557,-0.1561047908988945,,,,,,,,-0.46584730836970667,-0.45650509227352787,,,,,,,,-0.5132583729180447,-0.5528831699837653,,,,,,,,-0.36590784284359235,-0.36590784284359235,,,,,,,,-0.43099845201238385,-0.46344814241486065,,,,,,,,-0.6339482145879167,-0.6528177356574717,,,,,,,,-0.5664119359534208,-0.5931586608442503,,,,,,,,-0.44103265373777556,-0.4596662799049671,,,,,,,,-0.7099236641221374,-0.734520780322307,,,,,,,,0.3155515370705244,0.39421338155515384
2018-07-08 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5364242975707944,-0.5663826619240632,,,,,,,,0.2558856502242153,0.2626821748878925,,,,,,,,-0.16457347904093955,-0.14096395367802972,,,,,,,,-0.4607267104754541,-0.4512949362195593,,,,,,,,-0.49810899621799254,-0.5389670779341559,,,,,,,,-0.3792640015638745,-0.3792640015638745,,,,,,,,-0.43284215398858195,-0.46518669958339764,,,,,,,,-0.6284781861903126,-0.6476296805221573,,,,,,,,-0.5651459854014599,-0.5919708029197079,,,,,,,,-0.4433547002668573,-0.46191091914495586,,,,,,,,-0.7064377682403433,-0.7313304721030043,,,,,,,,0.329981718464351,0.40950639853747717
