timestamp,ema50_dist_etc_usd_12h,ema200_dist_etc_usd_12h,lower_bb_dist_etc_usd_12h,width_bb_etc_usd_12h,rsi_etc_usd_12h,stoch_rsi_fastk_etc_usd_12h,stoch_rsi_fastd_etc_usd_12h,kijun_dist_etc_usd_12h,tenkan_dist_etc_usd_12h
2018-07-15 14:00:00,,,,,,,,-0.7331785283474065,-0.7563630880579011
2018-07-16 02:00:00,,,,,,,,-0.735475962688352,-0.7584608945228414
2018-07-16 14:00:00,,,,,,,,-0.7421518913562977,-0.7645567406889316
2018-07-17 02:00:00,,,,,,,,-0.7447700917325333,-0.7669474412969479
2018-07-17 14:00:00,,,,,,,,-0.7424821002386635,-0.7648582571744571
2018-07-18 02:00:00,,,,,,,,-0.7535019780464702,-0.7749205995430991
2018-07-18 14:00:00,,,,,,,,-0.7520235426008969,-0.7735706278026906
2018-07-19 02:00:00,,,,,,,,-0.7451523705282563,-0.7672965032547958
2018-07-19 14:00:00,,,,,,,,-0.7482271925331512,-0.77010414888168
2018-07-20 02:00:00,,,,,,,,-0.7454163549519479,-0.7675375496345744
2018-07-20 14:00:00,,,,,,,,-0.7384319754035358,-0.7611600543960267
2018-07-21 02:00:00,,,,,,,,-0.7253941651148355,-0.7492551210428304
2018-07-21 14:00:00,,,,,,,,-0.7267510809141446,-0.7504941321803582
2018-07-22 02:00:00,,,,,,,,-0.7314616972198615,-0.7547954352312736
2018-07-22 14:00:00,,,,,0.477567752220451,,,-0.7299700909479339,-0.7534334370994323
2018-07-23 02:00:00,,,,,0.45856111961513235,,,-0.7271555445910941,-0.7508634513383495
2018-07-23 14:00:00,,,,,0.46224340694152277,,,-0.7276091373683886,-0.7512776306877655
2018-07-24 02:00:00,,,,,0.43587659818063523,,,-0.7238169559245848,-0.7478149581720565
2018-07-24 14:00:00,,,,,0.5138211417384069,,,-0.7335,-0.7566566265060242
2018-07-25 02:00:00,,0.08365053010833834,-0.05571989009388867,0.13745087475105555,0.5149372690046037,,,-0.7336444096574146,-0.756788488169065
2018-07-25 14:00:00,,0.10031554240048135,-0.04286444215598195,0.13918190769097585,0.4819702696929895,0.5830164484056,0.8610054828018667,-0.7295904645476773,-0.7530867970660147
2018-07-26 02:00:00,,0.08109940883681466,-0.059812845079231236,0.1394282794361322,0.52035252052748,1.0,0.8610054828018667,-0.734284341401886,-0.7573728151840952
2018-07-26 14:00:00,,0.04431436779910247,-0.09237467513456166,0.14005457591476464,0.5881278022761236,1.0,0.8610054828018667,-0.7434676717889244,-0.7657581907799362
2018-07-27 02:00:00,,0.08934424298640131,-0.0519716701708669,0.13872368269096466,0.4920249736494803,0.09471493648947364,0.6982383121631579,-0.7315594660194176,-0.7548847087378641
2018-07-27 14:00:00,,0.07851828438698472,-0.060286107123014854,0.1375504692410273,0.5065540259907609,0.23157806798607866,0.4420976681585174,-0.7336283718689789,-0.7567738439306358
