timestamp,ema50_dist_ltc_btc_1h,ema200_dist_ltc_btc_1h,upper_bb_dist_ltc_btc_1h,lower_bb_dist_ltc_btc_1h,width_bb_ltc_btc_1h,rsi_ltc_btc_1h,stoch_rsi_fastk_ltc_btc_1h,stoch_rsi_fastd_ltc_btc_1h,kijun_dist_ltc_btc_1h,tenkan_dist_ltc_btc_1h
2018-02-16 16:00:00,,,,,,,,,-46.10506057822683,-45.4774089139658
2018-02-16 17:00:00,,,,,,,,,-46.26488160132571,-45.63909118660329
2018-02-16 18:00:00,,,,,,,,,-46.6164110562343,-45.99471449614418
2018-02-16 19:00:00,,,,,,,,,-45.989304812834234,-45.36030507583063
2018-02-16 20:00:00,,,,,,,,,-45.865916879008886,-45.23548018627537
2018-02-16 21:00:00,,,,,,,,,-45.489935854899365,-44.8551205485512
2018-02-16 22:00:00,,,,,,,,,-45.39572808650182,-44.75981565186563
2018-02-16 23:00:00,,,,,,,,,-45.48270064596054,-44.84780107955048
2018-02-17 00:00:00,,,,,,,,,-45.1429080224379,-44.5040512866174
2018-02-17 01:00:00,,,,,,,,,-45.05239687848383,-44.41248606465997
2018-02-17 02:00:00,,,,,,,,,-45.022977736135275,-44.38272431178333
2018-02-17 03:00:00,,,,,,,,,-44.42790781581202,-43.78072430433409
2018-02-17 04:00:00,,,,,,,,,-44.28216142889442,-43.633280578792665
2018-02-17 05:00:00,,,,,,,,,-43.331493745401026,-42.67154157468727
2018-02-17 06:00:00,,,,,,23.835920177383585,,,-43.78393174871117,-43.12924859710753
2018-02-17 07:00:00,,,,,,17.50375751503004,,,-42.18552057429738,-41.51222258715337
2018-02-17 08:00:00,,,,,,18.617946451484155,,,-42.26408021741168,-41.59169712304376
2018-02-17 09:00:00,,,,,,16.86682947281412,,,-41.69860421102437,-41.01963567541992
2018-02-17 10:00:00,,,,,,16.535096747195837,,,-41.58528491514175,-40.904996681520814
2018-02-17 11:00:00,,,11.359235904669651,-0.9987045953717577,11.74929576677219,16.41636666489102,,,-41.54648956356737,-40.8657495256167
2018-02-17 12:00:00,,,11.389388239955567,-1.4573669431310554,12.238966789085021,16.026862712032678,0.0,0.0,-41.424225137858905,-40.74206122837041
2018-02-17 13:00:00,,,11.1994822752711,-1.8460873605010586,12.462725661633668,15.716547616729862,0.0,0.0,-41.32939720026664,-40.64612894010094
2018-02-17 14:00:00,,,10.43638415035717,-2.2526631094932803,12.190239656019742,16.687336450324043,100.0,33.333333333333336,-41.38242709671282,-40.69977641406213
2018-02-17 15:00:00,,,9.470451811708891,-2.8785086837468166,11.954929421237717,20.773458434344825,100.0,66.66666666666667,-41.601895734597164,-40.92180094786729
2018-02-17 16:00:00,,,9.791114780023813,-2.3964659505923414,11.753032973034545,18.65332550877129,58.07454388579719,86.0248479619324,-41.12756808408983,-40.441949354992836
2018-02-17 17:00:00,,,8.604583136077238,-3.1309489318016803,11.422907969021285,24.510120538295162,100.0,86.0248479619324,-41.463182897862225,-40.78147268408551
2018-02-17 18:00:00,,,7.458992656263819,-3.6263685427885606,10.87692536684516,29.091754594322026,100.0,86.0248479619324,-41.73995271867612,-41.06146572104018
2018-02-17 19:00:00,,,6.8443269803685425,-3.4055543693257695,10.076625235339177,28.495754284714952,94.29032563499348,98.09677521166448,-41.6516715598068,-40.972156454209674
2018-02-17 20:00:00,,,6.197574847785736,-3.230750203235888,9.290508503084862,28.146447224202937,90.94396903622578,95.07809822373974,-41.601895734597164,-40.92180094786729
2018-02-17 21:00:00,,,5.3226740284542995,-3.074924146881508,8.304268581730144,28.66958267328149,90.78556000156331,92.00661822426086,-41.629559450497396,-40.949786830885834
2018-02-17 22:00:00,,,4.112388873582606,-2.8985488282053273,6.968643608418631,31.15268946647967,100.0,93.90984301259637,-41.75647570429193,-41.07818113064852
