timestamp,ema50_dist_xrp_btc_1h,ema200_dist_xrp_btc_1h,upper_bb_dist_xrp_btc_1h,lower_bb_dist_xrp_btc_1h,width_bb_xrp_btc_1h,rsi_xrp_btc_1h,stoch_rsi_fastk_xrp_btc_1h,stoch_rsi_fastd_xrp_btc_1h,kijun_dist_xrp_btc_1h,tenkan_dist_xrp_btc_1h
2018-02-16 16:00:00,,,,,,,,,-23.330907767873388,-23.79934509732582
2018-02-16 17:00:00,,,,,,,,,-23.11411110097602,-23.583873027456004
2018-02-16 18:00:00,,,,,,,,,-23.560351863607508,-24.02738732202776
2018-02-16 19:00:00,,,,,,,,,-23.37272727272728,-23.8409090909091
2018-02-16 20:00:00,,,,,,,,,-23.149161196207146,-23.618708971553616
2018-02-16 21:00:00,,,,,,,,,-23.615768010874493,-24.082464884458552
2018-02-16 22:00:00,,,,,,,,,-23.344852673699535,-23.813204801746103
2018-02-16 23:00:00,,,,,,,,,-22.867862371888727,-23.33912884333822
2018-02-17 00:00:00,,,,,,,,,-22.86080351423081,-23.332113114304033
2018-02-17 01:00:00,,,,,,,,,-22.747685821647888,-23.219686554852913
2018-02-17 02:00:00,,,,,,,,,-22.463434826602892,-22.93717229325729
2018-02-17 03:00:00,,,,,,,,,-21.859645870028743,-22.33707240196533
2018-02-17 04:00:00,,,,,,,,,-21.437226209339176,-21.91723366576569
2018-02-17 05:00:00,,,,,,,,,-21.172729823248858,-21.654353315252973
2018-02-17 06:00:00,,,,,,22.82229965156795,,,-21.09155588841042,-21.57367534169632
2018-02-17 07:00:00,,,,,,17.156961515212583,,,-19.76965543498953,-20.259851513420912
2018-02-17 08:00:00,,,,,,17.781384116045494,,,-19.80782037865094,-20.29778327466465
2018-02-17 09:00:00,,,,,,14.943056219863763,,,-18.90513757937272,-19.400615739849925
2018-02-17 10:00:00,,,,,,24.38618475313473,,,-19.562935394598735,-20.054394503292315
2018-02-17 11:00:00,,,7.604439921561612,-0.6715540155213806,7.998722775113463,22.813777066233435,,,-19.185043144774696,-19.67881112176415
2018-02-17 12:00:00,,,8.284945145010703,-0.5849161902766187,8.5410304273192,20.78170047203489,61.82955396190822,81.72607044455164,-18.646848759772226,-19.143905028472176
2018-02-17 13:00:00,,,2.027812609845281,-6.393382506227729,8.609113550833293,58.11039344026273,100.0,81.72607044455164,-23.38665697145974,-23.85475368114889
2018-02-17 14:00:00,,,2.8199986356679307,-5.471374782456884,8.402767910144622,53.76856610527745,88.36865962952197,83.39940453047673,-22.66972477064221,-23.142201834862398
2018-02-17 15:00:00,,,3.2037419704505687,-4.910384036871207,8.183961471911436,51.33860908123899,81.85903705552319,90.07589889501504,-22.241697416974183,-22.7167896678967
2018-02-17 16:00:00,,,3.5318656924848035,-4.41449131829601,7.9815807492998685,49.18422484870424,76.08764764639373,82.1051147771463,-21.85240126089376,-22.329872056369382
2018-02-17 17:00:00,,,2.6915793062853632,-4.867296094337325,7.642009644007285,51.65239333300623,27.650928379687404,61.86587102720144,-22.291877938600535,-22.76666359362036
2018-02-17 18:00:00,,,3.1006590593630756,-4.177125280595417,7.3171677595999975,48.688157294912116,0.0,34.57952534202705,-21.779881217520426,-22.257795100222722
2018-02-17 19:00:00,,,3.141847124971453,-3.9379780773524,7.108120174745651,47.69182580040802,0.0,9.216976126562466,-21.605282738095244,-22.08426339285715
2018-02-17 20:00:00,,,2.3479095630488667,-4.512219700744025,6.935178651099403,50.80851156081284,78.69290789141556,26.230969297138518,-22.105165881157006,-22.58109232048795
2018-02-17 21:00:00,,,1.8778341000209808,-4.868445292951684,6.848688211077358,52.69993698704907,100.0,59.56430263047185,-22.413475699558184,-22.887518409425635
2018-02-17 22:00:00,,,2.222624442447785,-4.476575093958656,6.77555840784501,50.60450706407558,58.15927712302046,78.95072833814534,-22.105165881157006,-22.58109232048795
2018-02-17 23:00:00,,,2.674439309512233,-4.042801730603918,6.763515744008977,48.250141253834435,11.148224003406757,56.43583370880908,-21.75083549944301,-22.228926847382112
2018-02-18 00:00:00,,,4.104597679465516,-2.7326579431189324,6.790673647516502,41.75969894523513,0.0,23.102500375475746,-20.630885122410557,-21.115819209039564
2018-02-18 01:00:00,,,5.033789087104967,-2.003860346012276,6.932622669726471,38.29268034215031,0.0,3.7160746678022605,-19.914489311163898,-20.403800475059384
2018-02-18 02:00:00,,,6.277676686215705,-1.209933820836595,7.3025727034677494,34.46512279951959,0.0,8.289665250534503e-15,-19.00643797444028,-19.501297203805134
2018-02-18 03:00:00,,,6.564057147854174,-1.1972171709621837,7.558449377406457,33.81728443466957,0.0,8.289665250534503e-15,-18.842672828808016,-19.338532640092442
2018-02-18 04:00:00,,,6.224613664908518,-1.6712221269635563,7.720073211699726,36.09646548522966,28.69632461927242,9.565441539757481,-19.13076849275641,-19.624868080207236
2018-02-18 05:00:00,,,6.565087320726315,-1.365857291852357,7.729994514562939,34.94071797494345,25.102439281316695,17.93292130019638,-18.873917228103952,-19.369586140519747
2018-02-18 06:00:00,,,6.570152697838871,-1.5316689572192566,7.902732703883234,35.211504418537004,61.17197155201068,38.32357848419994,-18.90513757937272,-19.400615739849925
2018-02-18 07:00:00,,,6.084640559160115,-1.9585989922603186,7.880659899814263,38.45301174953574,100.0,62.091470277775805,-19.270184848194628,-19.763432621396426
2018-02-18 08:00:00,,,6.189105865104705,-1.7070417945118876,7.723071160794446,37.802952536001854,81.49188948155835,80.88795367785634,-19.154037981968152,-19.647995396125072
2018-02-18 09:00:00,,,5.638697921748292,-1.8577893536056211,7.357399010562525,38.40105998013046,98.52085922364769,93.33758290173535,-19.21602453517347,-19.709603220241522
2018-02-18 10:00:00,,,6.701836094674585,-0.9663422076184758,7.454404835465771,32.942580082826694,0.0,60.00424956840201,-18.21269163594024,-18.71240054337281
2018-02-18 11:00:00,,,5.921875985530023,-1.6658172812719862,7.429589423135008,36.79743549573349,69.95559778366693,56.15881900243821,-18.6154291783335,-19.11267741624023
2018-02-18 12:00:00,,,6.192800130969811,-1.5050576949728778,7.521562096811631,34.891501178852245,35.704465944597985,35.220021242754974,-18.26027928626843,-18.75969743987589
2018-02-18 13:00:00,,,5.753737044242047,-1.7165241360144745,7.322449737260928,35.45157623126835,45.96510742269069,50.54172371698521,-18.31572826824306,-18.81480763639889
2018-02-18 14:00:00,,,6.212115927907513,-1.3145549522976974,7.346764738796632,32.48517751527108,0.0,27.223191122429565,-17.76585365853659,-18.268292682926834
2018-02-18 15:00:00,,,5.213242734596579,-2.0679485599333414,7.168456767961935,37.91736225606457,100.0,48.65503580756357,-18.29989337985849,-18.799069496946796
