timestamp,ema50_dist_xrp_usd_1D,ema200_dist_xrp_usd_1D,upper_bb_dist_xrp_usd_1D,lower_bb_dist_xrp_usd_1D,width_bb_xrp_usd_1D,rsi_xrp_usd_1D,stoch_rsi_fastk_xrp_usd_1D,stoch_rsi_fastd_xrp_usd_1D,kijun_dist_xrp_usd_1D,tenkan_dist_xrp_usd_1D
2019-01-19 01:00:00,8.43,39.0,17.46,-7.09,23.34,44.46,100.0,61.53,12.12,-6.35
2019-01-20 01:00:00,12.63,44.61,22.57,-4.28,24.6,40.4,0.0,33.33,17.01,-2.27
2019-01-21 01:00:00,11.86,43.8,21.38,-5.35,24.74,40.75,8.41,36.14,16.71,-2.52
2019-01-22 01:00:00,10.78,42.54,18.87,-6.02,23.39,41.57,28.65,12.35,16.04,-3.08
2019-01-23 01:00:00,11.53,43.68,19.43,-5.7,23.51,40.42,0.49,12.52,17.32,-2.01
2019-01-24 01:00:00,10.2,42.08,17.43,-6.85,23.06,41.71,100.0,43.05,16.36,-2.81
2019-01-25 01:00:00,11.0,43.25,18.03,-6.38,23.06,40.43,0.07,33.52,17.68,-1.71
2019-01-26 01:00:00,10.9,43.26,16.4,-5.92,21.21,40.06,0.0,33.36,18.04,-1.41
2019-01-27 01:00:00,13.33,46.63,17.51,-3.43,19.56,37.04,0.0,0.02,21.2,1.23
2019-01-28 01:00:00,17.37,52.26,20.18,0.31,18.02,33.02,0.0,0.0,26.29,5.48
2019-01-29 01:00:00,18.68,54.4,19.15,2.37,15.15,31.5,0.0,0.0,28.52,7.34
2019-01-30 01:00:00,5.79,37.56,6.15,-8.5,14.82,48.72,100.0,33.33,14.82,-4.1
2019-01-31 01:00:00,9.43,42.37,9.72,-5.2,14.59,44.57,75.89,58.63,19.19,-0.45
2019-02-01 01:00:00,10.04,43.26,10.24,-4.55,14.38,43.6,70.27,82.05,20.3,0.48
2019-02-02 01:00:00,8.59,41.41,9.07,-5.65,14.47,45.01,78.41,74.86,19.09,-0.53
2019-02-03 01:00:00,11.59,45.48,11.77,-2.93,14.08,41.56,0.0,49.56,22.9,2.65
2019-02-04 01:00:00,12.71,47.14,13.12,-2.2,14.53,40.07,0.0,26.14,24.71,4.16
2019-02-05 01:00:00,11.53,45.75,11.81,-3.22,14.41,41.06,20.03,6.68,23.92,3.5
2019-02-06 01:00:00,14.54,49.96,14.88,-0.92,14.77,37.74,0.0,6.68,27.93,6.85
2019-02-07 01:00:00,13.57,48.92,14.13,-2.06,15.26,38.35,15.95,11.99,27.46,6.46
2019-02-08 01:00:00,5.31,37.99,5.07,-8.58,13.89,49.45,100.0,38.65,18.43,-1.08
2019-02-09 01:00:00,5.17,37.71,4.99,-8.49,13.72,49.35,99.2,71.72,18.51,-1.02
2019-02-10 01:00:00,5.5,38.05,5.29,-7.97,13.44,48.61,92.81,97.34,19.13,-0.49
2019-02-11 01:00:00,6.84,39.78,6.44,-6.5,12.94,46.42,72.73,88.25,20.97,1.04
