timestamp,ema50_dist_omg_btc_1D,ema200_dist_omg_btc_1D,upper_bb_dist_omg_btc_1D,lower_bb_dist_omg_btc_1D,width_bb_omg_btc_1D,rsi_omg_btc_1D,stoch_rsi_fastk_omg_btc_1D,stoch_rsi_fastd_omg_btc_1D,kijun_dist_omg_btc_1D,tenkan_dist_omg_btc_1D
2018-11-04 01:00:00,2.9,66.39,2.73,-6.9,9.84,52.66,100.0,55.05,-28.19,-36.68
2018-11-05 01:00:00,1.1,62.92,1.02,-7.62,8.94,55.72,100.0,66.67,-29.41,-37.76
2018-11-06 01:00:00,-0.58,59.59,0.0,-9.07,9.51,58.6,100.0,100.0,-30.6,-38.81
2018-11-07 01:00:00,1.82,62.92,2.58,-6.35,9.11,53.22,55.23,85.08,-28.87,-37.28
2018-11-08 01:00:00,3.27,64.8,4.22,-4.77,9.01,50.16,0.0,51.74,-27.77,-36.31
2018-11-09 01:00:00,2.0,62.28,3.14,-5.83,9.09,52.37,26.17,27.13,-28.6,-37.04
2018-11-10 01:00:00,2.68,62.9,3.98,-5.07,9.1,50.76,7.03,11.07,-28.05,-36.56
2018-11-11 01:00:00,5.93,67.76,7.1,-2.04,8.91,44.48,0.0,11.07,-25.6,-34.4
2018-11-12 01:00:00,3.31,63.19,4.5,-4.37,8.86,49.25,60.45,22.5,-27.34,-35.94
2018-11-13 01:00:00,6.17,67.44,7.25,-1.72,8.73,44.15,0.0,20.15,-25.15,-34.0
2018-11-14 01:00:00,8.67,71.22,10.45,0.05,9.88,40.25,0.0,20.15,-23.14,-32.23
2018-11-15 01:00:00,7.48,69.12,9.63,-1.35,10.54,41.95,18.85,6.28,-23.77,-32.79
2018-11-16 01:00:00,7.82,69.47,10.47,-1.11,11.07,41.01,8.4,9.09,-23.3,-32.37
2018-11-17 01:00:00,8.16,69.82,11.39,-1.12,11.9,40.04,0.0,9.09,-22.82,-31.95
2018-11-18 01:00:00,5.31,65.04,8.66,-3.43,11.78,45.57,100.0,36.13,-24.7,-33.6
2018-11-19 01:00:00,11.65,74.96,16.42,1.23,13.96,36.51,0.0,33.33,-19.83,-29.31
2018-11-20 01:00:00,20.49,89.22,28.57,5.85,19.38,28.88,0.0,33.33,-12.88,-23.19
2018-11-21 01:00:00,17.29,84.47,26.72,1.15,22.44,32.57,22.11,7.37,-14.68,-24.77
2018-11-22 01:00:00,21.75,91.95,33.73,2.36,26.57,29.13,1.52,7.88,-10.79,-21.34
2018-11-23 01:00:00,28.68,103.67,44.59,4.36,32.32,25.21,0.0,7.88,-4.86,-16.11
2018-11-24 01:00:00,28.19,103.68,46.06,0.85,36.62,24.93,0.0,0.51,-4.37,-15.68
2018-11-25 01:00:00,29.01,105.8,48.25,-1.23,40.06,24.08,0.0,0.0,-2.87,-14.36
2018-11-26 01:00:00,31.2,110.21,51.34,-2.07,42.85,22.68,0.0,0.0,-0.27,-12.06
2018-11-27 01:00:00,33.09,114.26,54.39,-3.32,45.97,21.47,0.0,0.0,2.2,-9.89
2018-11-28 01:00:00,27.38,105.81,47.75,-9.0,47.54,27.48,100.0,33.33,-1.33,-13.0
2018-11-29 01:00:00,23.46,100.01,42.11,-12.42,47.48,31.4,100.0,66.67,-3.63,-15.03
2018-11-30 01:00:00,25.37,103.74,43.13,-11.67,47.36,29.68,82.62,94.21,-1.33,-13.0
2018-12-01 01:00:00,20.96,96.99,37.04,-15.03,46.9,34.42,100.0,94.21,-4.12,-15.46
2018-12-02 01:00:00,20.44,96.53,34.33,-14.98,44.96,34.2,96.74,93.12,-3.88,-15.25
2018-12-03 01:00:00,22.7,100.73,35.25,-13.26,43.7,31.94,47.67,81.47,-1.33,-13.0
2018-12-04 01:00:00,22.44,100.79,33.62,-13.36,42.66,31.49,38.23,60.88,-0.8,-12.53
2018-12-05 01:00:00,24.45,104.67,33.92,-11.57,40.91,29.49,0.0,28.63,1.64,-10.38
2018-12-06 01:00:00,27.55,110.5,35.15,-8.96,39.0,27.02,0.0,12.74,5.08,-7.34
2018-12-07 01:00:00,16.89,93.12,20.87,-14.91,34.74,40.44,100.0,33.33,-3.12,-14.58
2018-12-08 01:00:00,15.94,91.7,14.75,-12.15,26.55,40.83,100.0,66.67,-3.38,-14.81
2018-12-09 01:00:00,16.48,92.78,11.55,-9.0,20.29,39.71,91.88,97.29,-2.36,-13.91
2018-12-10 01:00:00,16.73,93.37,10.52,-7.67,17.93,38.85,85.64,92.5,-1.59,-13.23
2018-12-11 01:00:00,16.67,93.46,7.7,-5.36,12.91,38.25,0.0,59.17,-1.06,-12.77
2018-12-12 01:00:00,21.32,101.6,10.68,-0.37,10.51,33.54,0.0,28.55,3.62,-8.64
2018-12-13 01:00:00,20.81,101.14,10.72,-0.75,10.93,33.28,0.0,0.0,3.91,-8.38
2018-12-14 01:00:00,25.07,108.84,15.94,1.87,12.92,29.58,0.0,0.0,8.45,-4.37
2018-12-15 01:00:00,23.74,107.16,15.84,0.2,14.48,30.14,6.43,2.14,8.14,-4.65
2018-12-16 01:00:00,19.78,100.87,12.94,-2.97,15.15,35.12,100.0,35.48,5.38,-7.08
2018-12-17 01:00:00,17.71,97.63,11.71,-4.29,15.43,37.26,100.0,68.81,4.2,-8.12
2018-12-18 01:00:00,15.15,93.43,9.67,-6.06,15.46,40.43,100.0,100.0,2.48,-9.64
2018-12-19 01:00:00,14.25,91.97,8.81,-6.37,14.99,40.97,100.0,100.0,2.2,-9.89
2018-12-20 01:00:00,4.31,74.82,0.45,-14.78,16.41,55.6,100.0,100.0,-6.53,-17.59
2018-12-21 01:00:00,8.34,81.33,4.42,-11.12,16.08,49.4,66.17,88.72,-2.62,-14.14
2018-12-22 01:00:00,5.88,76.83,2.41,-13.0,16.28,52.27,78.0,81.39,-4.62,-15.9
2018-12-23 01:00:00,-0.71,65.13,-2.04,-19.45,19.51,60.17,100.0,81.39,-10.58,-21.15
2018-12-24 01:00:00,4.14,72.74,3.57,-15.51,20.29,52.91,32.63,70.21,-6.06,-17.17
2018-12-25 01:00:00,6.83,76.9,6.84,-12.92,20.38,49.38,0.0,44.21,-3.38,-14.81
2018-12-26 01:00:00,6.04,75.23,6.55,-12.78,19.96,50.04,6.05,12.89,-3.88,-15.25
2018-12-27 01:00:00,13.14,86.97,13.97,-6.88,20.14,42.39,0.0,2.02,3.05,-9.14
2018-12-28 01:00:00,8.28,78.72,9.22,-10.63,19.99,47.39,47.48,17.84,-1.06,-12.77
2018-12-29 01:00:00,5.79,74.25,7.02,-12.49,20.06,49.88,97.98,48.49,-3.12,-14.58
2018-12-30 01:00:00,10.27,81.51,11.84,-8.6,20.11,45.0,34.09,59.85,1.36,-10.63
2018-12-31 01:00:00,11.33,83.18,13.26,-7.6,20.29,43.64,16.72,49.6,2.76,-9.39
2019-01-01 01:00:00,8.58,78.43,10.84,-9.32,20.01,46.42,44.52,31.78,0.54,-11.35
2019-01-02 01:00:00,4.18,70.77,6.79,-12.43,19.78,51.27,100.0,53.75,-3.38,-14.81
2019-01-03 01:00:00,5.33,72.29,7.94,-10.05,18.18,49.66,78.85,74.46,-2.11,-13.68
2019-01-04 01:00:00,4.59,70.67,7.02,-9.17,16.37,50.33,87.67,88.84,-2.62,-14.14
2019-01-05 01:00:00,2.1,66.08,4.6,-10.33,15.38,53.35,100.0,88.84,-4.86,-16.11
2019-01-06 01:00:00,2.77,66.7,5.36,-8.78,14.39,52.21,69.14,85.6,-4.12,-15.46
2019-01-07 01:00:00,7.47,74.06,10.37,-4.04,13.97,45.87,0.0,56.38,0.54,-11.35
2019-01-08 01:00:00,6.62,72.4,9.65,-4.22,13.51,46.65,10.36,26.5,0.0,-11.83
2019-01-09 01:00:00,4.47,68.52,7.1,-5.97,13.0,49.38,46.89,19.08,-1.85,-13.46
2019-01-10 01:00:00,12.61,81.67,16.51,0.37,14.88,40.2,0.0,19.08,6.29,-6.29
2019-01-11 01:00:00,10.89,78.82,15.15,-1.73,15.82,41.8,17.51,21.46,5.08,-7.34
2019-01-12 01:00:00,10.17,77.54,12.82,-1.72,13.78,42.22,22.06,13.19,4.79,-7.61
2019-01-13 01:00:00,15.09,85.61,18.43,1.57,15.33,37.31,0.0,13.19,10.06,-2.96
2019-01-14 01:00:00,11.01,78.96,14.46,-2.42,15.93,42.01,95.7,39.25,6.59,-6.02
2019-01-15 01:00:00,12.76,81.81,16.53,-1.47,16.73,39.96,53.89,49.87,8.77,-4.09
2019-01-16 01:00:00,10.09,77.38,14.29,-3.89,17.28,42.96,100.0,83.2,6.59,-6.02
2019-01-17 01:00:00,7.62,73.16,11.79,-6.08,17.37,45.87,100.0,84.63,4.49,-7.87
2019-01-18 01:00:00,8.79,74.87,12.78,-5.09,17.2,44.14,70.68,90.23,5.98,-6.55
2019-01-19 01:00:00,8.45,74.13,12.7,-5.46,17.52,44.14,70.68,80.45,5.98,-6.55
2019-01-20 01:00:00,7.82,72.9,12.35,-5.99,17.77,44.62,57.14,66.17,5.68,-6.82
2019-01-21 01:00:00,5.78,69.31,10.28,-7.71,17.75,47.57,100.0,75.94,3.91,-8.38
2019-01-22 01:00:00,4.98,67.68,8.85,-8.1,16.89,48.55,100.0,85.71,3.33,-8.89
2019-01-23 01:00:00,5.64,68.41,9.11,-7.32,16.28,47.13,67.68,89.23,4.2,-8.12
2019-01-24 01:00:00,7.15,70.58,10.1,-5.74,15.5,44.32,0.0,55.89,5.98,-6.55
2019-01-25 01:00:00,8.36,72.31,9.93,-3.92,13.45,42.08,0.0,22.56,7.51,-5.2
2019-01-26 01:00:00,8.03,71.59,8.02,-3.23,10.99,42.08,0.0,0.0,7.51,-5.2
2019-01-27 01:00:00,13.08,79.66,13.45,0.69,11.92,35.07,0.0,0.0,13.07,-0.3
2019-01-28 01:00:00,14.24,81.61,14.88,1.08,12.77,33.31,0.0,0.0,14.81,1.23
2019-01-29 01:00:00,14.02,81.36,13.96,0.94,12.12,32.95,0.0,0.0,15.17,1.55
2019-01-30 01:00:00,11.8,77.81,12.35,-1.4,13.03,36.6,39.97,13.32,13.41,0.0
2019-01-31 01:00:00,15.42,83.72,17.01,0.75,14.94,32.09,0.0,13.32,17.72,3.8
2019-02-01 01:00:00,15.88,84.63,18.35,0.15,16.66,31.06,0.0,13.32,18.85,4.79
2019-02-02 01:00:00,14.9,83.21,18.38,-1.34,18.17,31.84,14.18,4.73,18.47,4.46
2019-02-03 01:00:00,12.93,80.1,16.8,-3.47,19.01,35.03,71.74,28.64,16.98,3.14
2019-02-04 01:00:00,11.74,78.19,16.05,-4.74,19.68,36.63,100.0,61.97,16.25,2.5
2019-02-05 01:00:00,14.39,82.51,19.31,-3.11,20.74,32.73,30.03,67.26,19.61,5.47
2019-02-06 01:00:00,18.24,88.94,23.92,-0.94,22.3,28.39,0.0,43.34,24.41,9.7
2019-02-07 01:00:00,15.29,84.38,21.06,-3.98,23.07,33.16,57.92,29.31,21.97,7.54
2019-02-08 01:00:00,12.2,79.44,17.63,-6.66,23.03,38.33,100.0,52.64,19.23,5.13
2019-02-09 01:00:00,11.04,77.52,15.96,-7.55,22.56,39.76,100.0,85.97,18.47,4.46
2019-02-10 01:00:00,7.63,71.85,11.32,-9.8,20.96,45.85,100.0,100.0,15.17,1.55
2019-02-11 01:00:00,8.3,72.73,10.53,-8.37,18.7,44.24,87.34,95.78,16.25,2.5
