timestamp,ema50_dist_zec_usd_15m,ema200_dist_zec_usd_15m,upper_bb_dist_zec_usd_15m,lower_bb_dist_zec_usd_15m,width_bb_zec_usd_15m,rsi_zec_usd_15m,stoch_rsi_fastk_zec_usd_15m,stoch_rsi_fastd_zec_usd_15m,kijun_dist_zec_usd_15m,tenkan_dist_zec_usd_15m
2018-12-17 19:15:00,,,0.5715129352584558,-3.1895237347708383,3.81092184273114,59.99244152785077,13.375997508333615,71.12533250277788,-11.32903675317889,-10.721128723218953
2018-12-17 19:30:00,,,0.19389120195933973,-3.7393803662604808,4.004256813944411,62.554186193547736,33.19623168845113,48.85740973226158,-11.884650003461882,-11.280551132036287
2018-12-17 19:45:00,,,-0.6281013592191798,-5.339343358225612,4.856135602755737,67.69820797422278,79.4565224802059,42.00958389233022,-13.141550641550637,-12.546068796068798
2018-12-17 20:00:00,,,-0.018244312811621644,-5.334405259838038,5.462351206276095,66.42863687509156,66.36558528656259,59.672779818406546,-12.981196581196585,-12.384615384615394
2018-12-17 20:15:00,,,0.44668694678380305,-5.327323551558449,5.9184392546901465,65.63089486146177,73.17186905224288,72.99799227300379,-12.884401471720718,-12.287156669804066
2018-12-17 20:30:00,,,0.676894734251321,-5.359666442719391,6.181289003303371,66.0096185897373,67.17375126930568,68.90373520270371,-12.967807013044741,-12.371134020618568
2018-12-17 20:45:00,,,0.9454413577911991,-5.230618311116652,6.311284523845163,65.99563347127265,17.643123702909055,52.662914674819206,-12.966319028893835,-12.36963583518551
2018-12-17 21:00:00,,,1.1372288280629528,-5.108209139793962,6.371952456619516,66.16546818428137,67.01080219998038,50.609225724065034,-12.999042931364514,-12.402584085315837
2018-12-17 21:15:00,-4.761750736283044,,0.9481706781556243,-5.213845419818252,6.296306066747384,67.95933728055925,100.0,61.551308634296475,-13.338213513559527,-12.744079944161669
2018-12-17 21:30:00,-5.34578186440009,,0.4359868068692263,-5.832003012136033,6.441789830589155,71.5046483328247,100.0,89.00360073332679,-14.068197164078333,-13.47906819716409
2018-12-17 21:45:00,-4.326108504069525,,1.430628956864477,-4.665807865868798,6.196673560782414,63.56572373848716,0.0,66.66666666666667,-13.302791355144162,-12.70841493945536
2018-12-17 22:00:00,-2.60755027553633,,3.0695934677734904,-2.7642803616500067,5.824981613276177,51.998828634868325,0.0,33.333333333333336,-11.841922970351904,-11.237531172069836
2018-12-17 22:15:00,-2.4274455334579614,,3.1429103745477693,-2.5503216335606593,5.6764131156009485,51.50095155366272,0.0,0.0,-11.7685801442041,-11.163685524126466
2018-12-17 22:30:00,-2.0225139260561797,,3.4029006910031745,-1.9948737025151209,5.360038995691874,49.481343453792306,0.0,0.0,-11.47706326296387,-10.870170069210172
2018-12-17 22:45:00,-2.8414242216495356,,2.280150958072813,-2.5090520948280015,4.794690603548515,55.02008758738871,39.3254372690804,13.108479089693468,-12.321736135032735,-11.720633827075455
2018-12-17 23:00:00,-2.6334284736780234,,2.338011058400946,-2.186114506676917,4.52069217731218,54.325401464002155,87.45769606556131,42.261044444880575,-12.231034482758618,-11.629310344827593
2018-12-17 23:15:00,-2.177217724426339,,2.5797454585302804,-1.4923826119691785,4.050108383595131,51.76788917040257,41.282746800682574,56.021960045108095,-11.899899622719879,-11.295905299228137
2018-12-17 23:30:00,-2.4176442970564205,,2.0516376810440384,-1.4566356977042227,3.497867189173169,53.92183230610503,80.17140249137016,69.63728178587134,-12.205301553903725,-11.603400996843904
2018-12-17 23:45:00,-1.6141448484044418,,2.7618752914999156,-0.5935983748391993,3.319485843688853,48.83860958112679,0.0,40.48471643068424,-11.54166956279975,-10.935219295197063
2018-12-18 00:00:00,-2.1271431795051754,,2.1213916635823393,-1.237814523291303,3.3444308735379416,52.73269497375252,70.97199011282763,50.381130868065924,-12.080965786428566,-11.478212811523125
2018-12-18 00:15:00,-1.6425023575289521,,2.5223423144232315,-0.7391491828649843,3.2326691303391124,49.88323334528889,20.55042284551038,30.507470986112665,-11.705836440898453,-11.100511664209535
2018-12-18 00:30:00,-1.677967844490491,,2.4178557518117927,-0.8576298179287956,3.250130877324004,50.59612458033684,34.57481787240741,42.03241027691514,-11.799154480559991,-11.194469471203838
2018-12-18 00:45:00,-1.7298638612528339,,2.203537596233507,-1.0363402542249212,3.221079672298903,51.473541833748335,67.66498386530871,40.9300748610755,-11.909046860939988,-11.305115248840591
2018-12-18 01:00:00,-2.219126869936383,,1.541467217365966,-1.6247274399667777,3.167513296643601,55.52582135966939,100.0,67.41326724590537,-12.428824551444151,-11.828456417402078
2018-12-18 01:15:00,-2.404433841098219,,1.2221949669036114,-1.9081297868008051,3.141097695113309,57.41284232187412,100.00000000000001,89.22166128843624,-12.682675814751288,-12.084048027444261
2018-12-18 01:30:00,-1.6166665832727745,,1.8944281130284457,-1.2132696944496035,3.097149559996101,51.45808390478034,12.644785322284896,70.8815951074283,-12.036909040641419,-11.433854022670731
2018-12-18 01:45:00,-1.2271099423120102,,2.164806666940855,-0.9328610424719663,3.078703731457787,48.91761232542694,0.0,37.54826177409496,-11.733393442338702,-11.12825759020687
2018-12-18 02:00:00,-0.05850859079636894,,3.371990894879051,-0.029359315931798413,3.345437387526182,41.462373496601316,0.0,4.214928440761625,-10.691228070175441,-10.078947368421066
2018-12-18 02:15:00,0.622388105697258,,4.083390568143153,0.3180228594185541,3.684287349665525,37.777217422223615,0.0,-7.105427357601002e-15,-10.060070671378096,-9.443462897526512
2018-12-18 02:30:00,-0.03158429337084545,,2.952539186934633,-0.2804779628031495,3.190392528906537,42.85075439910496,37.08490966818634,12.361636556062107,-10.645767144687646,-10.033174773130193
2018-12-18 02:45:00,-0.38643393950688054,,2.279822505397533,-0.6274083263584584,2.883407911174114,45.58134050139851,70.05248150521923,35.71246372446851,-10.977038630362168,-10.366717381039825
2018-12-18 03:00:00,-1.136684513252506,,1.4514652210006584,-1.429086482537112,2.8802294240327995,51.057558767075676,100.0,69.04579705780185,-11.688987578932764,-11.083547290264384
2018-12-18 03:15:00,-0.9815769511772099,,1.55973247832899,-1.3252638537046724,2.881618086886046,50.265851709714404,94.03850370406205,88.03032840309375,-11.586223665699846,-10.980078850930063
2018-12-18 03:30:00,0.5181882230608892,,3.215807848048735,-0.04683102019998886,3.211749076251205,41.3001525551493,0.0,64.67950123468734,-10.228194547314228,-9.612739392656877
2018-12-18 03:45:00,0.011537257058269468,,2.623078763453579,-0.6644171734338955,3.255612718964408,44.794316912753,35.810381178276806,43.28296162744627,-10.680258979172885,-10.067903075816343
2018-12-18 04:00:00,-1.0872810896193297,,1.3828886138627539,-1.7931085541945446,3.1825248438149703,51.87770290141023,100.0,45.27012705942559,-11.701241934364814,-11.09588565878028
2018-12-18 04:15:00,-0.9588482228887307,,1.44740825421521,-1.7090401986597725,3.1605830002546442,51.31816329014048,94.7101210303618,76.84016740287952,-11.621527777777786,-11.015625000000007
2018-12-18 04:30:00,-1.0828707231776646,,1.2149036865684026,-1.8651861920279789,3.0901371893649605,52.361009023985346,100.0,98.23670701012058,-11.771638531664873,-11.166764879198599
2018-12-18 04:45:00,-1.135844735020941,,1.1422849933708568,-1.9567458286088524,3.111702621560551,53.002680600824625,100.0,98.23670701012058,-11.860239628783164,-11.255973405360486
2018-12-18 05:00:00,-0.9974654052445908,,1.202296309740447,-1.8549939301498952,3.0673003380489603,52.257721781466785,55.776125621690035,85.25870854056332,-11.773167645886407,-11.168304476680714
2018-12-18 05:15:00,-0.5760017388852678,,1.5887232822628494,-1.4726586897940708,3.059606412200187,49.2374122125698,0.0,51.92537520722999,-11.418528572422925,-10.811234078095644
2018-12-18 05:30:00,-0.5534134353995634,,1.557613794287338,-1.4847036529913704,3.0412087724721504,49.2374122125698,0.0,18.592041873896658,-11.418528572422925,-10.811234078095644
2018-12-18 05:45:00,-0.5317109477368298,,1.5109219429314757,-1.4936949644391406,3.0043581273064084,49.2374122125698,0.0,-2.1316282072803006e-14,-11.418528572422925,-10.811234078095644
2018-12-18 06:00:00,-0.17375463265766333,,1.7043417393811433,-1.132623791558729,2.828878926666904,46.31389450968834,0.0,-2.1316282072803006e-14,-11.106066426850136,-10.496629762861042
2018-12-18 06:15:00,0.31446830091919065,,1.9527199618913471,-0.605931615103017,2.541537014821904,42.46902060642644,0.0,-2.1316282072803006e-14,-10.65988065988066,-10.047385047385049
2018-12-18 06:30:00,0.40881744402232467,,1.9562528608491503,-0.5543869859787831,2.4931644361108116,41.64879663685603,0.0,-2.1316282072803006e-14,-10.560992322153318,-9.947818753623705
2018-12-18 06:45:00,1.451760004308067,,3.141424157930528,0.2271969543449659,2.8659556107003064,34.59117820510721,0.0,-2.1316282072803006e-14,-9.579210998419152,-8.959306559619185
2018-12-18 07:00:00,1.0325959486739533,,2.8131273136117185,-0.28715799898931804,3.0616175526455818,38.41043083170796,32.57992880974372,10.859976269914553,-9.91523474136864,-9.297634005202715
2018-12-18 07:15:00,1.1641854045391975,,3.032668578747577,-0.18152780333939855,3.1690197745998043,37.29371394457384,34.30553191841027,22.29515357605131,-9.755535464198973,-9.13683986597884
2018-12-18 07:30:00,0.8727543450372632,,2.8056503631466168,-0.5415394563705767,3.309721931895187,39.98093771146874,76.3679640445792,47.75114159091104,-9.98373178667421,-9.36660065072854
2018-12-18 07:45:00,1.013648789422117,,3.021835707430509,-0.5221014293083193,3.500189419381097,38.706764584345414,76.35936954850358,62.344288503830995,-9.821080602302935,-9.2028343666962
2018-12-18 08:00:00,1.2376598042458609,,3.253187233544219,-0.4423802633682139,3.6443496795078385,36.81164494407995,0.0,50.909111197694244,-9.575998721068613,-8.95607225962307
2018-12-18 08:15:00,0.8224989385816839,,2.776124547650771,-0.9185772108962431,3.6607021211678923,41.132764278134715,100.0,58.786456516167846,-9.916828879844275,-9.299239072730492
2018-12-18 08:30:00,0.40948306392321054,,2.3716390650776464,-1.3027726205039558,3.6548787990451888,45.34667871033539,100.0,66.66666666666664,-10.270918160506227,-9.655755909259167
2018-12-18 08:45:00,0.7741225500994764,,2.7770654564532204,-1.000211802232709,3.744014430078233,42.10111352752296,61.97361051289256,87.32453683763083,-9.916828879844275,-9.299239072730492
2018-12-18 09:00:00,1.0807529489758494,,3.0140211889519763,-0.7724826727748324,3.7445362505724153,39.42991259341233,30.676711083254325,64.21677386538228,-9.603295805661116,-8.983556486841648
2018-12-18 09:15:00,1.8101596341867365,,3.7724529108611238,-0.23334426579222356,3.9361449534876907,34.144853884215856,0.0,30.88344053204894,-8.884911401467688,-8.260247001968857
2018-12-18 09:30:00,2.8619255555621725,,4.98850544554803,0.44110567763253616,4.42720963453391,28.309723101078,0.0,10.225570361084754,-7.8390904482583785,-7.207256137301766
2018-12-18 09:45:00,2.2406185145349644,,4.272446604352997,-0.3033892937374105,4.48679418184696,33.80526171589246,39.847603794007455,13.282534598002464,-8.313821548215117,-7.685241886099215
2018-12-18 10:00:00,2.274979884762507,,4.194379703204665,-0.37655199325214994,4.485310973838444,33.145119754137895,43.483041870762726,27.776881888256707,-8.199736713974005,-7.570374912087729
2018-12-18 10:15:00,2.3846336379109268,,4.245524610027784,-0.3995514617291418,4.557437166911928,32.05104049483484,64.11711292861433,49.14925286446148,-8.013949874414994,-7.383314360058558
2018-12-18 10:30:00,1.919251201289951,,3.5956624986830388,-0.8653786154047216,4.400961739545734,36.29699253424853,100.0,69.20005159979233,-8.361685658223983,-7.733434141599627
2018-12-18 10:45:00,1.9993544011358555,,3.4554889872800088,-0.7650467104469483,4.1645137780720685,35.30151006255059,76.55455213678292,80.22388835513239,-8.216288336368393,-7.587040008654434
2018-12-18 11:00:00,2.4378377012635344,,3.770621727175949,-0.3906463773609592,4.092111917487951,32.16042462231544,2.5761979048568535,59.71025001387989,-7.732182991372428,-7.099615747118104
2018-12-18 11:15:00,1.6619580105893705,,2.8342460739660513,-1.1163398172162164,3.916941202189456,39.77563047255689,100.0,59.71025001387989,-8.36993304053567,-7.741738066095472
2018-12-18 11:30:00,1.71119613552555,,2.7270364627271393,-1.0298243021967024,3.7252480831849697,38.97803031476601,89.52621671066721,64.03413820517466,-8.262601142527615,-7.6336703249175635
2018-12-18 11:45:00,1.0646386704890265,,2.0569751125874225,-1.6411892217201296,3.690492061659578,45.02368209165073,100.0,96.5087389035557,-8.806563720396987,-8.181362186951391
2018-12-18 12:00:00,1.6743162832927982,,2.620850244687656,-1.0515084953640175,3.6437671604034834,40.20293551390826,62.52312768181277,84.01644813082662,-8.194770063119938,-7.565374211000919
2018-12-18 12:15:00,2.0155389342880525,,2.95783015531883,-0.7642408760722752,3.6816904479108965,37.52751139807688,0.0,54.174375893937544,-7.812386816370875,-7.1803694313654525
2018-12-18 12:30:00,0.6006392478451916,,1.411238403773174,-2.0750113348416033,3.4978586580844726,49.52728213722715,100.0,54.174375893937544,-9.068824464569602,-8.445420931354164
2018-12-18 12:45:00,0.24672679514952112,,0.9869437274919068,-2.380980220593898,3.3915637663808935,52.024546967162244,100.0,66.66666666666663,-9.379617267467733,-8.758344459279044
2018-12-18 13:00:00,0.7836516854568432,,1.4692933125706853,-1.8148123071642153,3.2897890427472634,47.81785495564388,70.98239849470295,90.32746616490094,-8.865337104801462,-8.240538508360483
2018-12-18 13:15:00,0.8448844370422037,,1.3843053893805468,-1.6665381642215982,3.0551548777957906,47.13166168904502,66.24906343920955,79.07715397797078,-8.77878326314846,-8.15339127318342
2018-12-18 13:30:00,0.8082793831991397,,1.057846989385225,-1.5131662145721148,2.5768797183411167,47.162474948298275,0.6297564218614619,45.953739451924605,-8.782052430698661,-8.156682853405496
2018-12-18 13:45:00,0.14208913998499106,,0.2491111140139779,-2.07127399785918,2.3417200890260386,52.63290234809516,100.0,55.62627328702362,-9.379617267467733,-8.758344459279044
2018-12-18 14:00:00,0.26686401193904974,,0.299332628537452,-1.8913396161844065,2.2082499918090286,51.448226172341016,78.46529084661621,59.6983490894925,-9.256849498208519,-8.63473502201465
2018-12-18 14:15:00,-1.444014656325343,,-0.8962445469653635,-3.981266090960056,3.1621383614781986,63.25995859826421,100.0,92.8217636155387,-10.858563748752347,-10.24743026248972
2018-12-18 14:30:00,-1.814904334247247,,-0.759932125040419,-4.6272310029449315,3.974351271029266,65.57723663579138,100.0,92.8217636155387,-11.26102569466234,-10.652651396297463
2018-12-18 14:45:00,-0.9895314010706535,,0.30837292246332915,-3.8955529052435933,4.280704108151766,58.5863643489806,50.52114721766879,83.50704907255623,-10.551562966737539,-9.938324752684025
2018-12-18 15:00:00,-1.5206218511491176,,0.07417515201024738,-4.5234712710588205,4.702255048765312,61.88505060211759,73.86804940639739,74.79639887468869,-11.087434939043561,-10.477870541796207
2018-12-18 15:15:00,-2.0652591466014503,,-0.11386089216138817,-5.18845419582592,5.212792649237548,65.09720383828447,93.133434887481,72.50754383718235,-11.65527055638471,-11.049599111450492
2018-12-18 15:30:00,-1.49511813986406,,0.6834918706901005,-4.664372479161316,5.456472171135085,60.64047098609247,29.382694359718364,65.46139288453222,-11.196008652571344,-10.587188612099652
2018-12-18 15:45:00,-1.2893185337467639,,1.0435738871124034,-4.410045451714561,5.546988229546739,59.333951280589005,11.48218955230816,44.666106266502474,-11.05791910544247,-10.448152354328656
2018-12-18 16:00:00,-0.8293699498495566,,1.5407500604597058,-3.7395954516756036,5.33904417552961,55.75800946552345,0.0,13.62162797067547,-10.67398971731387,-10.061590833318713
2018-12-18 16:15:00,-0.801861162325801,,1.619405974644983,-3.5766982261891345,5.247458247676511,55.7929998769269,0.37466198910585713,3.9522838471379687,-10.678691746209989,-10.06632509825941
2018-12-18 16:30:00,-0.6314118607657959,,1.7997879985989673,-3.2190714159846867,5.054729886117308,54.5085402358558,0.0,0.12488732970191545,-10.548419406420773,-9.935159640830104
2018-12-18 16:45:00,-0.261494801221529,,2.1873682995050325,-2.733185173094299,4.934018826249205,51.36329796937369,0.0,0.12488732970191545,-10.22502821670429,-9.609551354401813
2018-12-18 17:00:00,-0.9674574049852391,,1.4403802926591158,-3.1826918223015865,4.663700208178221,56.93709980470807,100.0,33.33333333333329,-10.896010922266374,-10.285134165339315
2018-12-18 17:15:00,-1.3490194169059833,,0.9499149149774233,-3.1892150683303644,4.185998518934719,59.8714894127636,100.0,66.66666666666663,-11.288861006552352,-10.680677540777928
2018-12-18 17:30:00,-1.2564588224242224,,1.0695281350189711,-2.986020464168293,4.094786736032805,59.45758773202855,95.13525661136109,98.37841887045367,-11.251743375174339,-10.643305439330552
2018-12-18 17:45:00,-0.7902169276771454,,1.5408701311059536,-2.4232179221722605,3.981654071652785,55.16253493807983,44.65387261187923,79.92970974108007,-10.861685548687605,-10.25057346477789
2018-12-18 18:00:00,-0.38556522319251885,,1.8589017088231907,-1.7799719194199315,3.6374381171203654,51.596410179043005,0.0,46.59637640774674,-10.512252575326098,-9.898744858137343
2018-12-18 18:15:00,0.2322799620399607,,2.365562652777098,-0.8983770875905739,3.2401700864695826,46.43543624750892,0.0,14.884624203959712,-9.948699805413064,-9.331328498142588
2018-12-18 18:30:00,0.002217744112398279,,1.9461679609842575,-0.7906790799395158,2.7211258873897584,48.462707292465154,15.567865627782012,5.189288542593974,-10.155312389692906,-9.539357571479002
2018-12-18 18:45:00,-1.3355728412300483,,0.5165869401809742,-1.9380975562618197,2.4722561885311314,58.79725955353033,100.0,38.52262187592731,-11.406195614340408,-10.798816568047343
2018-12-18 19:00:00,-0.7840045629157744,,0.8740785959372666,-1.0644248231281517,1.9403501106804115,54.37889416267626,64.25797973748827,59.94194845509006,-10.939659546178204,-10.32908203432531
2018-12-18 19:15:00,-0.5644336987671528,,1.0695745295372205,-0.8748194196259607,1.9425023878329488,52.77552424569924,51.287644558890264,71.84854143212615,-10.763243698068226,-10.151456719138952
2018-12-18 19:30:00,-0.5004126633131323,,1.061437190219272,-0.8394137251801381,1.8987430878015434,52.40735976340849,38.16955366130942,51.23839265256263,-10.72411918416023,-10.112063976429742
2018-12-18 19:45:00,-0.0073494831132503435,,1.574767408037503,-0.39129895544679494,1.954500912630999,48.326551993139375,0.0,29.819066073399878,-10.281988015509347,-9.666901656679606
2018-12-18 20:00:00,0.8677438377919122,,2.593440165104055,0.23949004760130954,2.321072929365273,41.92129101079839,0.0,12.723184553769789,-9.465035213772499,-8.844348011666792
2018-12-18 20:15:00,0.49878266339613564,,2.1144843828687865,-0.19505436319601221,2.287584454690444,44.915811631962235,27.588504469714376,9.19616815657144,-9.777927440937207,-9.159385357035266
2018-12-18 20:30:00,0.5185989071837094,,2.113474058792275,-0.2755307963809628,2.367250494687487,44.62356298721408,25.77011499894144,17.78620648955192,-9.74113475177305,-9.122340425531917
2018-12-18 20:45:00,-0.3974749184753157,,1.1117407657789125,-1.199746667971191,2.3125050041962067,52.29699670733539,100.0,51.11953982288526,-10.578274311410906,-9.965219224283306
2018-12-18 21:00:00,-0.7536222722416719,,0.7468912179934284,-1.583286668562156,2.3399635609399274,55.11334104934572,100.0,75.25670499964713,-10.925634295713039,-10.314960629921266
2018-12-18 21:15:00,-0.3891979996460626,,1.095658840642444,-1.2399959784826775,2.3373416451411995,52.127487333875614,71.53558733288064,90.51186244429353,-10.612818261633016,-10.000000000000009
2018-12-18 21:30:00,0.33882436260814774,,1.8508774111621218,-0.5740106701973446,2.409504997392668,46.42574657587191,17.180378631305466,62.90532198806202,-9.947106794742533,-9.329724566151897
2018-12-18 21:45:00,0.5186321490287638,,2.076513924018508,-0.447543419197205,2.503665358104231,45.00288686938004,0.0,29.57198865472869,-9.766732841747016,-9.148114010209873
2018-12-18 22:00:00,-0.2507845052411417,,1.2435969417250448,-1.2267124771912719,2.4701008872621766,51.278660035415335,62.07211915831655,26.41749926320733,-10.466609212585965,-9.852788574845672
2018-12-18 22:15:00,-0.0906972846170917,,1.2749551236316936,-1.052999092064677,2.325373562257428,50.03769166709129,70.66788969853785,44.24666961895145,-10.32624013528749,-9.7114571589628
2018-12-18 22:30:00,-0.04146341916331231,,1.1882391026098782,-0.9801003669514197,2.166085238347113,49.64517371960962,73.97155262643656,68.90385382776364,-10.283569200401832,-9.668493681817392
2018-12-18 22:45:00,-0.19361541601478072,,0.9733636033790072,-1.1345404051808394,2.1096041047732195,51.03920657986642,96.18447880103693,80.2746403753371,-10.427224099099098,-9.813133445945954
2018-12-18 23:00:00,-1.51055859788497,,-0.17796081259893182,-2.6147788278536477,2.471326877937372,61.16652606700684,100.0,90.05201047582449,-11.66446866106754,-11.058860276254611
2018-12-18 23:15:00,-0.8814075397473919,,0.5128381967570261,-1.9863992881803516,2.5177880575274934,55.78105724495307,53.25662596135772,83.1470349207982,-11.132447672084222,-10.52319187193409
2018-12-18 23:30:00,-0.9381909874873862,,0.5149346269721189,-2.060680903438039,2.595676819301885,56.43951913384505,58.97177006109301,70.74279867415022,-11.217691583243228,-10.60902019603056
2018-12-18 23:45:00,-1.808943177285871,,-0.2599756194556324,-3.103817781822704,2.8924908708908768,62.47849878678685,100.0,70.74279867415022,-12.064259803074794,-11.461392295733297
2018-12-19 00:00:00,-3.4516555829429474,,-1.2590398969344774,-5.370935849745573,4.252878354531734,70.90615931875978,100.0,86.32392335369765,-13.661572904123066,-13.069656213429226
2018-12-19 00:15:00,-4.233792718746498,,-1.3015479084586001,-6.820534375336584,5.752602000862636,74.3220064090083,100.0,99.99999999999999,-14.515533165407223,-13.9294710327456
2018-12-19 00:30:00,-4.565664845085249,,-0.9516152906775655,-7.732287572000784,7.088449307489508,75.99183082347271,100.0,99.99999999999999,-14.978120720179044,-14.395229982964231
2018-12-19 00:45:00,-4.577646957448334,,-0.3815356409927695,-8.157773347490437,8.123064494768702,76.62342807389518,100.0,99.99999999999999,-15.155252587543133,-14.573576226270447
2018-12-19 01:00:00,-3.094788946781002,,1.3590453365732502,-6.681233375384665,8.26008740385971,64.35629947552415,0.0,66.66666666666664,-13.949085499847868,-13.359139930356001
2018-12-19 01:15:00,-2.2453850472015313,,2.3194426652917377,-5.731596194312749,8.190779851482846,58.821302940238006,0.0,33.333333333333314,-13.27620572752517,-12.681647046798073
2018-12-19 01:30:00,-3.018192242850515,,1.6426874777605294,-6.376997595582424,8.214126176679544,62.887752356158934,22.842494283071794,7.614164761023912,-14.071098207352895,-13.481989129333927
2018-12-19 01:45:00,-3.583682745129768,,1.2779927164049631,-6.9842594724372375,8.504908574140762,65.81983304362787,39.312891302838054,20.71846186196993,-14.701742627345848,-14.116957104557649
