timestamp,ema50_dist_eos_usd_6h,ema200_dist_eos_usd_6h,upper_bb_dist_eos_usd_6h,lower_bb_dist_eos_usd_6h,width_bb_eos_usd_6h,rsi_eos_usd_6h,stoch_rsi_fastk_eos_usd_6h,stoch_rsi_fastd_eos_usd_6h,kijun_dist_eos_usd_6h,tenkan_dist_eos_usd_6h
2018-06-06 20:00:00,,,,,,,,,-81.72,-81.12
2018-06-07 02:00:00,,,,,,,,,-81.8,-81.2
2018-06-07 08:00:00,,,,,,,,,-81.52,-80.91
2018-06-07 14:00:00,,,,,,,,,-82.16,-81.57
2018-06-07 20:00:00,,,,,,,,,-82.66,-82.09
2018-06-08 02:00:00,,,,,,,,,-81.72,-81.12
2018-06-08 08:00:00,,,,,,,,,-81.65,-81.05
2018-06-08 14:00:00,,,,,,,,,-81.91,-81.32
2018-06-08 20:00:00,,,,,,,,,-81.84,-81.24
2018-06-09 02:00:00,,,,,,,,,-82.6,-82.02
2018-06-09 08:00:00,,,,,,,,,-82.66,-82.09
2018-06-09 14:00:00,,,,,,,,,-82.2,-81.61
2018-06-09 20:00:00,,,,,,,,,-81.98,-81.39
2018-06-10 02:00:00,,,,,,,,,-80.67,-80.03
2018-06-10 08:00:00,,,,,,41.19,,,-80.64,-80.0
2018-06-10 14:00:00,,,,,,32.5,,,-78.87,-78.17
2018-06-10 20:00:00,,,,,,26.58,,,-76.79,-76.03
2018-06-11 02:00:00,,,,,,25.88,,,-76.47,-75.7
2018-06-11 08:00:00,,,,,,28.73,,,-76.92,-76.16
2018-06-11 14:00:00,,,48.15,-1.43,40.19,27.44,,,-76.41,-75.63
2018-06-11 20:00:00,,,41.76,-7.92,42.49,33.9,100.0,47.42,-77.42,-76.67
2018-06-12 02:00:00,,,44.59,-8.39,44.86,32.37,80.86,68.16,-76.93,-76.17
2018-06-12 08:00:00,,,46.2,-9.66,47.23,31.48,62.45,81.1,-76.64,-75.87
2018-06-12 14:00:00,,,51.75,-8.6,49.64,28.69,19.27,54.19,-75.63,-74.82
2018-06-12 20:00:00,,,57.23,-7.42,51.76,26.12,0.0,27.24,-74.49,-73.64
2018-06-13 02:00:00,,,54.28,-11.25,53.92,27.92,28.75,16.0,-74.79,-73.96
2018-06-13 08:00:00,,,58.22,-11.23,56.24,26.06,0.0,9.58,-73.94,-73.08
2018-06-13 14:00:00,,,57.34,-13.01,57.59,25.65,0.0,9.58,-73.75,-72.88
2018-06-13 20:00:00,,,50.06,-16.97,57.52,30.4,100.0,33.33,-74.52,-73.68
2018-06-14 02:00:00,,,43.84,-17.82,54.56,32.17,100.0,66.67,-74.81,-73.97
2018-06-14 08:00:00,,,35.99,-17.86,49.37,34.77,100.0,100.0,-75.21,-74.39
2018-06-14 14:00:00,,,24.34,-19.71,43.05,42.17,100.0,100.0,-76.37,-75.59
2018-06-14 20:00:00,,,13.62,-20.24,35.01,48.17,100.0,100.0,-77.37,-76.62
2018-06-15 02:00:00,,,13.17,-15.94,29.52,44.68,78.21,92.74,-76.68,-75.91
2018-06-15 08:00:00,,,9.94,-11.56,21.68,42.83,60.18,79.46,-76.28,-75.49
2018-06-15 14:00:00,,,6.76,-11.06,18.21,43.97,29.92,56.1,-76.46,-75.68
2018-06-15 20:00:00,,,9.28,-8.7,17.93,41.0,0.0,30.03,-75.82,-75.03
2018-06-16 02:00:00,,,7.91,-9.75,17.83,42.75,47.59,25.84,-76.1,-75.31
2018-06-16 08:00:00,,,8.34,-8.98,17.38,41.77,26.03,24.54,-75.9,-75.1
2018-06-16 14:00:00,,,6.95,-10.07,17.29,43.79,94.02,55.88,-76.19,-75.4
2018-06-16 20:00:00,,,7.54,-8.46,16.07,41.89,32.15,50.74,-75.84,-75.04
2018-06-17 02:00:00,,,6.8,-8.46,15.39,42.16,19.09,48.42,-75.87,-75.07
2018-06-17 08:00:00,,,6.04,-8.74,14.99,42.89,55.55,35.6,-75.96,-75.17
2018-06-17 14:00:00,,,7.84,-7.2,15.0,40.43,0.0,24.88,-75.55,-74.74
2018-06-17 20:00:00,,,8.72,-5.94,14.45,39.16,0.0,18.52,-75.33,-74.51
2018-06-18 02:00:00,,,10.03,-4.65,14.29,37.45,0.0,0.0,-75.03,-74.2
2018-06-18 08:00:00,,,9.04,-4.33,13.06,38.75,23.96,7.99,-75.16,-74.34
2018-06-18 14:00:00,,,4.07,-6.86,11.08,47.8,100.0,41.32,-76.19,-75.4
2018-06-18 20:00:00,,,3.66,-6.25,10.04,48.29,100.0,74.65,-76.24,-75.46
2018-06-19 02:00:00,10.34,,5.15,-4.05,9.16,45.23,71.83,90.61,-75.85,-75.05
2018-06-19 08:00:00,8.98,,4.16,-4.51,8.68,47.19,88.45,86.76,-76.07,-75.27
2018-06-19 14:00:00,9.27,,4.65,-3.97,8.59,45.98,24.39,61.55,-75.92,-75.12
2018-06-19 20:00:00,7.77,,2.27,-4.29,6.63,48.51,100.0,70.95,-76.18,-75.39
2018-06-20 02:00:00,12.01,,6.37,-0.37,6.55,40.58,0.0,41.46,-75.13,-74.31
2018-06-20 08:00:00,10.68,,5.35,-1.38,6.6,42.43,23.34,41.11,-75.33,-74.52
2018-06-20 14:00:00,8.45,,3.15,-2.96,6.11,46.36,72.87,32.07,-75.75,-74.95
2018-06-20 20:00:00,8.84,,3.83,-2.36,6.14,45.03,56.09,50.77,-75.59,-74.78
2018-06-21 02:00:00,6.33,,1.68,-4.37,6.14,49.77,100.0,76.32,-76.09,-75.3
2018-06-21 08:00:00,7.88,,3.42,-2.73,6.13,46.18,51.1,69.06,-75.67,-74.87
2018-06-21 14:00:00,9.1,,4.73,-1.46,6.09,43.4,0.0,50.37,-75.31,-74.5
2018-06-21 20:00:00,7.9,,3.84,-2.32,6.11,45.34,30.4,27.17,-75.51,-74.7
2018-06-22 02:00:00,10.4,,6.76,-0.21,6.75,40.41,0.0,10.13,-74.84,-74.01
2018-06-22 08:00:00,19.59,,18.53,5.29,11.83,29.75,0.0,10.13,-72.57,-71.66
2018-06-22 14:00:00,27.61,,30.84,8.02,19.11,24.33,0.0,0.0,-70.47,-69.5
2018-06-22 20:00:00,27.87,,34.34,5.03,24.48,23.67,0.0,0.0,-70.15,-69.16
2018-06-23 02:00:00,30.96,,40.94,4.23,29.95,21.76,0.0,0.0,-69.13,-68.11
2018-06-23 08:00:00,29.2,,41.48,0.25,34.12,22.63,10.83,3.61,-69.27,-68.25
2018-06-23 14:00:00,28.13,,41.65,-2.68,37.1,22.59,32.2,14.34,-69.25,-68.23
2018-06-23 20:00:00,25.87,,39.8,-5.9,39.07,24.68,100.0,47.68,-69.53,-68.53
2018-06-24 02:00:00,42.73,,61.66,2.33,44.94,17.64,0.0,44.07,-65.03,-63.88
2018-06-24 08:00:00,42.18,,63.12,-1.7,49.59,17.35,0.0,33.33,-64.75,-63.58
2018-06-24 14:00:00,28.15,,47.02,-12.59,50.85,32.11,100.0,33.33,-67.94,-66.88
2018-06-24 20:00:00,25.41,,43.07,-15.04,50.97,33.99,100.0,66.67,-68.36,-67.32
2018-06-25 02:00:00,27.25,,45.1,-14.72,51.93,32.32,89.94,96.65,-67.62,-66.55
2018-06-25 08:00:00,19.73,,35.59,-19.8,51.33,39.87,100.0,96.65,-69.33,-68.32
2018-06-25 14:00:00,19.4,,33.6,-19.68,49.81,39.52,95.53,95.16,-69.21,-68.19
2018-06-25 20:00:00,19.98,,32.46,-18.81,47.99,38.45,81.24,92.26,-68.85,-67.82
2018-06-26 02:00:00,19.65,,29.22,-17.79,44.47,38.07,76.22,84.33,-68.73,-67.69
2018-06-26 08:00:00,21.9,,28.73,-14.93,40.84,35.64,0.0,52.49,-67.91,-66.85
2018-06-26 14:00:00,23.2,,26.96,-12.47,36.77,34.03,0.0,25.41,-67.32,-66.24
2018-06-26 20:00:00,29.27,,28.88,-5.87,31.16,29.67,0.0,0.0,-65.39,-64.24
2018-06-27 02:00:00,25.62,,20.32,-5.29,23.82,32.9,38.45,12.82,-66.08,-64.96
2018-06-27 08:00:00,22.92,,15.46,-5.65,20.12,35.18,92.21,43.55,-66.56,-65.46
2018-06-27 14:00:00,15.58,,8.15,-10.48,18.85,43.6,100.0,76.89,-68.38,-67.34
2018-06-27 20:00:00,15.87,,8.11,-9.51,17.74,42.71,93.67,95.29,-68.13,-67.08
2018-06-28 02:00:00,18.96,,11.24,-6.7,17.54,39.31,59.94,84.54,-67.07,-65.98
2018-06-28 08:00:00,16.32,,8.85,-8.23,17.03,41.84,79.14,77.59,-67.61,-66.54
2018-06-28 14:00:00,16.33,,8.87,-7.68,16.46,41.2,44.0,61.03,-67.43,-66.35
2018-06-28 20:00:00,22.43,,14.67,-2.67,16.36,35.44,0.0,41.05,-65.46,-64.32
2018-06-29 02:00:00,20.48,,13.42,-3.14,15.75,36.89,22.64,22.22,-65.77,-64.64
2018-06-29 08:00:00,23.62,,17.34,0.06,15.9,33.93,0.0,7.55,-64.61,-63.44
2018-06-29 14:00:00,19.77,,14.42,-3.14,16.63,37.9,54.67,25.77,-65.48,-64.34
2018-06-29 20:00:00,13.4,,8.53,-7.9,16.38,45.26,100.0,51.56,-67.16,-66.07
2018-06-30 02:00:00,9.15,,5.03,-11.05,16.58,49.92,100.0,84.89,-68.28,-67.23
2018-06-30 08:00:00,8.64,,4.31,-10.94,15.77,50.11,100.0,100.0,-68.33,-67.28
2018-06-30 14:00:00,8.36,,3.84,-10.66,15.01,50.03,99.37,99.79,-68.31,-67.26
2018-06-30 20:00:00,6.98,,2.65,-11.5,14.81,51.57,100.0,99.79,-68.63,-67.59
2018-07-01 02:00:00,7.64,,3.38,-10.61,14.52,50.09,10.33,69.9,-68.34,-67.3
2018-07-01 08:00:00,6.84,,3.14,-11.11,14.84,50.9,56.19,55.51,-68.5,-67.46
2018-07-01 14:00:00,7.95,,4.73,-9.9,15.02,48.58,0.0,22.17,-68.07,-67.02
2018-07-01 20:00:00,5.74,,3.13,-10.92,14.62,51.86,100.0,52.06,-68.66,-67.62
2018-07-02 02:00:00,8.05,,5.77,-8.25,14.19,47.53,0.0,33.33,-67.88,-66.82
2018-07-02 08:00:00,6.21,,4.47,-9.31,14.12,50.2,61.77,53.92,-68.35,-67.3
2018-07-02 14:00:00,-4.2,,-3.53,-19.77,18.38,64.8,100.0,53.92,-71.5,-70.56
2018-07-02 20:00:00,-4.5,,-1.89,-21.19,21.81,65.35,100.0,87.26,-71.65,-70.71
2018-07-03 02:00:00,-6.34,,-1.66,-23.74,25.29,67.8,100.0,100.0,-72.27,-71.35
2018-07-03 08:00:00,-4.53,,1.67,-22.73,27.27,64.01,78.46,92.82,-71.79,-70.85
2018-07-03 14:00:00,-3.44,,3.92,-21.95,28.42,61.9,0.0,59.49,-71.51,-70.56
2018-07-03 20:00:00,-2.02,,5.96,-19.84,27.72,59.04,0.0,26.15,-71.11,-70.16
2018-07-04 02:00:00,-1.09,,7.27,-17.98,26.68,57.2,0.0,0.0,-70.85,-69.89
2018-07-04 08:00:00,-3.81,,4.34,-18.55,24.64,61.49,63.04,21.01,-71.7,-70.76
2018-07-04 14:00:00,-4.25,,3.92,-17.46,22.93,62.38,100.0,54.35,-71.88,-70.95
2018-07-04 20:00:00,-2.58,,5.88,-15.08,21.98,58.68,28.53,63.86,-71.42,-70.47
2018-07-05 02:00:00,-3.54,,5.22,-15.49,21.83,60.45,62.77,63.77,-71.74,-70.81
2018-07-05 08:00:00,-2.98,,6.06,-14.44,21.39,59.37,18.67,36.66,-71.62,-70.68
2018-07-05 14:00:00,-1.3,,7.92,-12.18,20.54,55.42,0.0,27.15,-71.14,-70.18
2018-07-05 20:00:00,-1.44,,7.79,-11.62,19.79,55.79,7.5,8.72,-71.19,-70.24
2018-07-06 02:00:00,0.76,,10.0,-8.71,18.59,50.7,0.0,2.5,-70.55,-69.57
2018-07-06 08:00:00,1.92,,11.08,-6.77,17.48,48.13,0.0,2.5,-70.18,-69.2
2018-07-06 14:00:00,1.13,,9.73,-6.18,15.63,49.76,21.25,7.08,-70.4,-69.42
2018-07-06 20:00:00,0.8,,8.99,-5.47,14.21,50.45,30.27,17.17,-70.49,-69.51
2018-07-07 02:00:00,0.47,,7.55,-3.81,11.15,51.18,100.0,50.51,-70.58,-69.6
2018-07-07 08:00:00,1.39,,7.41,-1.07,8.22,48.72,19.3,49.86,-70.29,-69.31
2018-07-07 14:00:00,3.16,,9.61,-0.03,9.2,44.37,0.0,39.77,-69.73,-68.73
2018-07-07 20:00:00,-1.77,,4.14,-4.88,9.05,55.91,100.0,39.77,-71.2,-70.25
2018-07-08 02:00:00,-1.14,,4.09,-4.1,8.19,54.43,87.14,62.38,-71.03,-70.08
2018-07-08 08:00:00,-1.28,,3.59,-4.22,7.83,54.85,90.77,92.64,-71.09,-70.13
2018-07-08 14:00:00,-1.2,,3.46,-4.19,7.67,54.77,90.08,89.33,-71.08,-70.12
2018-07-08 20:00:00,0.03,,4.69,-3.07,7.7,51.29,0.0,60.28,-70.72,-69.75
2018-07-09 02:00:00,1.38,,6.19,-1.92,7.94,47.65,0.0,30.03,-70.31,-69.33
2018-07-09 08:00:00,1.08,,5.56,-2.26,7.7,48.36,9.8,3.27,-70.38,-69.4
2018-07-09 14:00:00,6.51,,11.68,1.95,9.11,36.98,0.0,3.27,-68.71,-67.68
2018-07-09 20:00:00,12.3,,19.87,4.79,13.43,29.56,0.0,3.27,-66.86,-65.77
2018-07-10 02:00:00,13.78,,22.96,3.84,16.87,27.75,0.0,0.0,-66.26,-65.15
2018-07-10 08:00:00,14.57,,25.04,2.49,19.82,26.59,0.0,0.0,-65.85,-64.72
2018-07-10 14:00:00,17.29,,29.66,2.49,23.41,24.01,0.0,0.0,-64.83,-63.67
2018-07-10 20:00:00,18.29,,32.11,1.1,26.59,22.84,0.0,0.0,-64.31,-63.13
2018-07-11 02:00:00,20.09,,35.73,0.26,30.07,21.22,0.0,0.0,-63.52,-62.31
2018-07-11 08:00:00,16.32,,32.31,-4.35,32.16,27.84,100.0,33.33,-64.46,-63.29
2018-07-11 14:00:00,18.18,,35.21,-4.43,34.35,25.86,70.1,56.7,-63.66,-62.46
2018-07-11 20:00:00,15.12,,31.85,-7.89,35.49,30.85,100.0,90.03,-64.42,-63.24
2018-07-12 02:00:00,18.29,,35.72,-6.65,36.99,27.66,66.88,78.99,-63.21,-61.99
2018-07-12 08:00:00,21.46,,39.88,-5.79,39.02,24.96,0.0,55.63,-61.95,-60.69
2018-07-12 14:00:00,18.86,,37.17,-8.98,40.45,28.33,57.17,41.35,-62.52,-61.28
2018-07-12 20:00:00,16.14,,32.76,-11.32,39.81,32.17,100.0,52.39,-63.17,-61.95
2018-07-13 02:00:00,11.92,,26.24,-14.23,38.18,38.94,100.0,85.72,-64.35,-63.18
2018-07-13 08:00:00,11.98,,24.21,-13.53,35.83,38.31,95.5,98.5,-64.18,-62.99
2018-07-13 14:00:00,11.72,,21.33,-12.66,32.58,38.05,91.59,95.7,-64.11,-62.92
2018-07-13 20:00:00,14.34,,21.49,-9.44,29.17,34.44,33.53,73.54,-63.08,-61.86
2018-07-14 02:00:00,13.82,,18.02,-8.33,25.13,34.4,0.0,41.71,-63.07,-61.85
2018-07-14 08:00:00,12.84,,12.81,-6.37,18.59,35.38,25.05,19.53,-63.21,-62.0
2018-07-14 14:00:00,10.83,,7.87,-5.91,13.64,38.91,100.0,41.68,-63.73,-62.53
2018-07-14 20:00:00,11.65,,7.42,-4.17,11.4,37.1,59.86,61.64,-63.3,-62.09
2018-07-15 02:00:00,10.37,,5.19,-4.29,9.44,39.1,100.0,86.62,-63.58,-62.38
2018-07-15 08:00:00,7.61,,1.83,-5.82,7.8,44.74,100.0,86.62,-64.39,-63.21
2018-07-15 14:00:00,3.73,,-1.11,-9.45,8.81,52.41,100.0,100.0,-65.63,-64.49
2018-07-15 20:00:00,3.63,,-0.33,-9.77,9.94,52.3,99.26,99.75,-65.61,-64.47
2018-07-16 02:00:00,4.41,,1.16,-9.01,10.58,50.16,83.12,94.13,-65.29,-64.14
2018-07-16 08:00:00,-1.86,,-2.97,-15.73,14.08,61.86,100.0,94.13,-67.4,-66.32
2018-07-16 14:00:00,-4.82,,-3.46,-19.76,18.43,66.49,100.0,94.37,-68.45,-67.4
2018-07-16 20:00:00,-4.94,,-1.69,-20.96,21.74,66.94,100.0,100.0,-68.55,-67.51
2018-07-17 02:00:00,-2.06,,2.37,-18.61,22.83,59.57,56.07,85.36,-67.63,-66.56
2018-07-17 08:00:00,-2.23,,2.97,-18.18,22.9,60.01,5.9,53.99,-67.72,-66.65
2018-07-17 14:00:00,-10.77,,-3.48,-26.53,27.13,72.15,100.0,53.99,-70.68,-69.71
2018-07-17 20:00:00,-11.32,,-1.84,-27.97,30.71,73.24,100.0,68.63,-71.01,-70.06
2018-07-18 02:00:00,-13.6,,-1.9,-31.22,35.14,76.17,100.0,100.0,-71.94,-71.01
2018-07-18 08:00:00,-11.32,,2.27,-29.88,37.3,70.78,66.65,88.88,-71.35,-70.4
2018-07-18 14:00:00,-12.55,,2.44,-31.25,39.37,72.75,36.56,67.74,-71.91,-70.98
2018-07-18 20:00:00,-7.58,,8.76,-26.47,38.65,61.28,0.0,34.41,-70.42,-69.44
2018-07-19 02:00:00,-5.81,,10.99,-23.81,37.18,58.23,0.0,12.19,-69.92,-68.93
2018-07-19 08:00:00,-7.7,,8.91,-24.11,35.75,61.23,20.64,6.88,-70.63,-69.66
2018-07-19 14:00:00,-3.32,,13.84,-19.0,33.72,53.49,0.0,6.88,-69.28,-68.26
2018-07-19 20:00:00,-4.63,,11.8,-18.22,31.01,55.56,26.52,15.72,-69.75,-68.75
2018-07-20 02:00:00,-0.6,,15.73,-12.69,27.99,49.41,0.0,8.84,-68.48,-67.44
2018-07-20 08:00:00,-4.42,,10.6,-14.21,25.26,54.79,45.51,24.01,-69.75,-68.75
2018-07-20 14:00:00,2.63,,18.45,-6.81,23.87,45.72,0.0,15.17,-67.49,-66.41
2018-07-20 20:00:00,2.31,,17.68,-5.94,22.3,46.0,2.86,16.12,-67.56,-66.49
2018-07-21 02:00:00,1.6,,16.15,-5.03,20.06,46.86,12.62,5.16,-67.76,-66.7
2018-07-21 08:00:00,0.82,,15.18,-5.44,19.66,47.92,24.28,13.25,-68.0,-66.94
2018-07-21 14:00:00,-1.09,,12.94,-7.21,19.58,50.75,100.0,45.64,-68.62,-67.59
2018-07-21 20:00:00,0.29,,14.56,-6.04,19.76,48.7,56.95,60.41,-68.18,-67.13
2018-07-22 02:00:00,-0.22,,13.87,-6.2,19.33,49.5,67.98,74.98,-68.34,-67.3
2018-07-22 08:00:00,-1.25,,12.51,-6.81,18.79,51.26,100.0,74.98,-68.69,-67.65
2018-07-22 14:00:00,-0.44,,12.99,-6.39,18.75,49.88,46.17,71.38,-68.43,-67.39
2018-07-22 20:00:00,2.2,,15.45,-4.39,18.81,45.55,0.0,48.72,-67.57,-66.5
2018-07-23 02:00:00,-3.27,,7.6,-9.03,16.75,54.56,100.0,48.72,-69.35,-68.33
2018-07-23 08:00:00,-0.41,,9.48,-6.09,15.31,49.92,48.55,49.52,-68.45,-67.4
2018-07-23 14:00:00,1.29,,9.08,-3.53,12.26,47.37,20.22,56.25,-67.89,-66.83
2018-07-23 20:00:00,1.28,,8.21,-3.44,11.38,47.31,19.58,29.45,-67.88,-66.82
2018-07-24 02:00:00,-0.04,,6.18,-4.63,10.72,49.56,30.95,23.58,-68.3,-67.25
2018-07-24 08:00:00,-2.08,,2.62,-5.91,8.67,53.12,100.0,50.17,-68.97,-67.94
2018-07-24 14:00:00,-5.38,,-0.48,-9.63,9.63,58.67,100.0,76.98,-70.09,-69.1
2018-07-24 20:00:00,-5.96,,-0.84,-10.72,10.48,59.91,100.0,100.0,-70.35,-69.37
2018-07-25 02:00:00,-9.12,,-2.6,-15.09,13.71,65.0,100.0,100.0,-71.46,-70.52
2018-07-25 08:00:00,-4.57,,2.27,-11.09,13.97,55.7,21.7,73.9,-70.09,-69.1
2018-07-25 14:00:00,-4.46,,2.66,-10.81,14.04,55.81,1.13,40.94,-70.11,-69.12
2018-07-25 20:00:00,-4.41,,2.92,-10.54,13.98,56.02,3.41,8.74,-70.15,-69.17
2018-07-26 02:00:00,-4.24,,3.26,-10.16,13.89,56.03,3.57,2.7,-70.16,-69.17
2018-07-26 08:00:00,-4.73,,2.95,-10.48,13.96,57.25,100.0,35.66,-70.37,-69.39
2018-07-26 14:00:00,-4.84,5.63,3.08,-10.65,14.27,57.83,100.0,67.86,-70.46,-69.49
2018-07-26 20:00:00,-1.2,9.53,6.98,-6.9,13.87,49.72,0.0,66.67,-69.35,-68.34
2018-07-27 02:00:00,-0.23,10.48,7.98,-5.75,13.58,47.89,0.0,33.33,-69.05,-68.03
2018-07-27 08:00:00,0.41,11.1,8.69,-5.07,13.52,46.64,0.0,0.0,-68.85,-67.82
2018-07-27 14:00:00,-1.88,8.4,6.17,-6.98,13.2,51.63,44.57,14.86,-69.58,-68.58
2018-07-27 20:00:00,-2.48,7.54,5.2,-6.76,12.06,53.07,100.0,48.19,-69.8,-68.8
2018-07-28 02:00:00,-1.31,8.69,6.42,-5.67,12.04,50.5,60.02,68.2,-69.45,-68.44
2018-07-28 08:00:00,-1.02,8.87,6.62,-5.07,11.6,49.93,51.15,70.39,-69.38,-68.36
2018-07-28 14:00:00,-0.62,9.19,6.72,-3.98,10.55,49.04,0.0,37.06,-69.26,-68.25
2018-07-28 20:00:00,-1.61,7.96,5.19,-4.06,9.21,51.67,65.13,38.76,-69.59,-68.58
2018-07-29 02:00:00,-0.54,9.02,6.02,-2.45,8.33,48.95,0.0,21.71,-69.26,-68.25
2018-07-29 08:00:00,0.18,9.71,6.78,-1.7,8.27,47.14,0.0,21.71,-69.04,-68.02
2018-07-29 14:00:00,-0.12,9.28,6.38,-2.24,8.45,48.01,19.27,6.42,-69.13,-68.11
2018-07-29 20:00:00,-1.11,8.07,5.04,-3.32,8.3,51.0,85.15,34.81,-69.45,-68.44
2018-07-30 02:00:00,0.32,9.55,5.14,-1.34,6.36,46.98,0.0,34.81,-69.01,-67.98
2018-07-30 08:00:00,0.82,10.04,5.56,-1.09,6.5,45.56,0.0,28.38,-68.84,-67.81
2018-07-30 14:00:00,9.04,19.21,16.14,4.43,10.61,30.88,0.0,0.0,-66.19,-65.07
2018-07-30 20:00:00,5.87,15.85,13.16,0.45,11.9,37.87,34.77,11.59,-67.1,-66.01
2018-07-31 02:00:00,7.23,17.49,15.11,0.66,13.39,35.64,29.58,21.45,-66.58,-65.48
2018-07-31 08:00:00,11.05,21.94,20.14,2.49,15.86,30.87,0.0,21.45,-65.25,-64.1
2018-07-31 14:00:00,11.71,22.97,21.45,1.57,17.83,29.77,0.0,9.86,-64.89,-63.73
2018-07-31 20:00:00,10.13,21.47,20.39,-1.02,19.52,32.42,32.75,10.92,-65.26,-64.11
2018-08-01 02:00:00,10.67,22.32,21.67,-1.68,21.23,31.34,26.85,19.87,-64.95,-63.79
2018-08-01 08:00:00,10.12,21.95,21.6,-3.11,22.62,31.69,72.27,43.96,-65.0,-63.84
2018-08-01 14:00:00,10.65,22.79,22.3,-3.51,23.6,30.54,29.05,42.73,-64.69,-63.52
2018-08-01 20:00:00,9.99,22.29,21.29,-4.67,23.97,31.24,37.17,46.16,-64.77,-63.6
2018-08-02 02:00:00,10.51,23.1,21.68,-4.84,24.45,30.03,0.0,22.07,-64.47,-63.29
2018-08-02 08:00:00,12.32,25.42,23.58,-4.03,25.15,27.3,0.0,12.39,-63.72,-62.52
2018-08-02 14:00:00,11.38,24.65,22.21,-5.34,25.41,28.7,35.56,11.85,-63.87,-62.68
2018-08-02 20:00:00,11.35,24.88,21.37,-5.59,24.99,28.16,22.03,19.2,-63.74,-62.54
2018-08-03 02:00:00,11.21,24.98,20.41,-5.85,24.47,27.75,16.67,24.75,-63.63,-62.43
2018-08-03 08:00:00,9.99,23.83,18.12,-6.79,23.57,30.58,100.0,46.23,-63.9,-62.71
2018-08-03 14:00:00,7.11,20.71,13.59,-8.65,21.7,39.04,100.0,72.22,-64.75,-63.58
2018-08-03 20:00:00,7.4,21.16,11.75,-7.27,18.61,37.88,89.71,96.57,-64.55,-63.38
2018-08-04 02:00:00,7.24,21.1,9.39,-6.12,15.26,37.61,87.34,92.35,-64.51,-63.34
2018-08-04 08:00:00,8.62,22.83,8.03,-3.05,10.82,34.24,43.26,73.43,-63.94,-62.74
2018-08-04 14:00:00,9.32,23.82,8.58,-2.32,10.57,32.32,0.0,43.53,-63.58,-62.37
2018-08-04 20:00:00,9.14,23.8,7.16,-1.62,8.55,31.98,0.0,14.42,-63.51,-62.31
2018-08-05 02:00:00,7.99,22.63,4.88,-1.74,6.52,35.16,56.46,18.82,-63.79,-62.59
2018-08-05 08:00:00,8.25,23.07,5.11,-1.33,6.32,33.93,61.17,39.21,-63.59,-62.39
2018-08-05 14:00:00,7.96,22.89,4.95,-1.47,6.31,33.85,58.67,58.77,-63.58,-62.37
2018-08-05 20:00:00,7.01,21.91,3.78,-1.99,5.72,36.75,100.0,73.28,-63.8,-62.61
2018-08-06 02:00:00,6.16,21.02,2.86,-2.45,5.3,39.31,100.0,86.22,-64.0,-62.81
2018-08-06 08:00:00,7.28,22.41,3.8,-1.14,4.88,35.6,32.18,77.39,-63.52,-62.32
2018-08-06 14:00:00,7.17,22.39,3.71,-1.06,4.71,35.16,24.03,52.07,-63.46,-62.25
2018-08-06 20:00:00,5.54,20.59,1.98,-2.2,4.19,41.41,100.0,52.07,-63.94,-62.75
2018-08-07 02:00:00,6.04,21.22,2.46,-1.51,3.95,39.24,65.29,63.11,-63.68,-62.49
2018-08-07 08:00:00,4.41,19.37,1.16,-2.82,4.0,45.33,100.0,88.43,-64.18,-63.0
2018-08-07 14:00:00,4.12,19.04,1.13,-2.92,4.09,45.83,100.0,88.43,-64.22,-63.04
2018-08-07 20:00:00,12.28,28.65,10.88,3.11,7.26,27.77,0.0,66.67,-61.25,-59.97
2018-08-08 02:00:00,22.34,40.81,25.33,7.88,14.97,19.09,0.0,33.33,-57.46,-56.05
2018-08-08 08:00:00,21.25,40.16,26.75,4.28,19.45,19.58,1.82,0.61,-57.53,-56.13
2018-08-08 14:00:00,31.11,52.49,41.0,8.07,26.44,14.94,0.0,0.61,-53.64,-52.11
2018-08-08 20:00:00,27.66,49.29,39.5,2.32,30.76,19.0,31.65,11.15,-54.46,-52.96
2018-08-09 02:00:00,24.63,46.46,37.41,-2.06,33.54,22.62,100.0,43.88,-55.18,-53.7
2018-08-09 08:00:00,27.48,50.62,42.14,-2.1,36.86,20.68,74.73,68.79,-53.75,-52.22
2018-08-09 14:00:00,19.73,41.99,33.95,-9.0,38.18,32.03,100.0,91.58,-56.27,-54.83
2018-08-09 20:00:00,20.19,43.08,34.83,-9.58,39.43,31.1,92.85,89.19,-55.8,-54.34
2018-08-10 02:00:00,21.54,45.28,36.53,-9.53,40.58,29.52,77.92,90.26,-54.98,-53.5
2018-08-10 08:00:00,25.0,50.13,40.83,-8.28,42.23,26.73,53.36,74.71,-53.33,-51.78
2018-08-10 14:00:00,22.17,47.35,37.52,-11.16,43.0,29.76,57.09,62.79,-54.04,-52.52
2018-08-10 20:00:00,27.89,55.06,43.95,-8.31,44.36,25.79,0.0,36.82,-51.46,-49.86
2018-08-11 02:00:00,29.82,58.3,45.8,-8.15,45.4,24.3,0.0,19.03,-50.27,-48.62
2018-08-11 08:00:00,32.23,62.21,48.28,-7.85,46.69,22.69,0.0,0.0,-48.84,-47.15
2018-08-11 14:00:00,23.91,52.67,37.59,-13.74,45.87,32.53,100.0,33.33,-51.68,-50.09
2018-08-11 20:00:00,30.38,61.56,42.99,-9.44,44.9,28.42,58.23,52.74,-48.68,-46.98
