timestamp,ema50_dist_eos_usd_6h,ema200_dist_eos_usd_6h,upper_bb_dist_eos_usd_6h,lower_bb_dist_eos_usd_6h,width_bb_eos_usd_6h,rsi_eos_usd_6h,stoch_rsi_fastk_eos_usd_6h,stoch_rsi_fastd_eos_usd_6h,kijun_dist_eos_usd_6h,tenkan_dist_eos_usd_6h
2019-02-04 13:00:00,-0.77,8.52,1.83,-4.24,6.15,54.65,100.0,50.27,5.26,8.74
2019-02-04 19:00:00,-0.68,8.51,2.01,-4.12,6.2,54.34,89.54,73.95,5.34,8.82
2019-02-05 01:00:00,-0.44,8.66,2.31,-3.87,6.23,53.33,30.03,73.19,5.57,9.06
2019-02-05 07:00:00,-0.49,8.5,2.22,-3.61,5.88,53.64,46.49,55.35,5.49,8.98
2019-02-05 13:00:00,-0.06,8.88,2.62,-2.91,5.53,51.47,0.0,25.51,5.95,9.45
2019-02-05 19:00:00,-0.75,8.02,1.91,-3.37,5.31,54.77,100.0,48.83,5.19,8.66
2019-02-06 01:00:00,2.54,11.59,5.37,-0.04,5.27,40.99,0.0,33.33,8.78,12.37
2019-02-06 07:00:00,2.46,11.5,5.51,-0.24,5.6,40.92,0.0,33.33,8.8,12.4
2019-02-06 13:00:00,1.58,10.51,4.71,-1.18,5.79,44.68,27.17,9.06,7.94,11.51
2019-02-06 19:00:00,0.69,9.48,3.82,-2.03,5.81,48.5,54.74,27.31,7.03,10.56
2019-02-07 01:00:00,0.2,8.86,3.31,-2.41,5.7,50.59,100.0,60.64,6.51,10.03
2019-02-07 07:00:00,0.58,9.2,3.73,-2.03,5.71,48.83,81.75,78.83,6.94,10.47
2019-02-07 13:00:00,0.66,9.23,3.82,-1.85,5.61,48.33,61.73,81.16,7.05,10.59
2019-02-07 19:00:00,1.02,9.57,3.57,-1.27,4.78,46.49,0.0,47.83,7.48,11.03
2019-02-08 01:00:00,0.11,8.5,2.15,-1.97,4.12,51.08,100.0,53.91,6.51,10.03
2019-02-08 07:00:00,-2.98,4.97,-0.64,-5.38,4.89,63.48,100.0,66.67,3.1,6.51
2019-02-08 13:00:00,-13.63,-7.08,-6.98,-20.08,15.15,82.74,100.0,100.0,-8.81,-5.8
2019-02-08 19:00:00,-12.44,-6.29,-3.53,-20.81,19.68,79.67,91.53,97.18,-8.09,-5.05
2019-02-09 01:00:00,-11.31,-5.51,-0.85,-20.91,22.51,76.71,80.97,90.83,-7.39,-4.33
2019-02-09 07:00:00,-13.89,-8.78,-1.86,-24.68,26.31,80.46,88.17,86.89,-10.68,-7.73
2019-02-09 13:00:00,-10.86,-5.98,2.56,-22.62,27.99,70.45,0.0,56.38,-7.99,-4.96
2019-02-09 19:00:00,-11.87,-7.48,2.45,-24.12,29.8,72.53,20.84,36.34,-9.53,-6.55
2019-02-10 01:00:00,-10.67,-6.61,4.61,-23.37,30.87,69.79,0.0,6.95,-8.75,-5.73
2019-02-10 07:00:00,-8.85,-5.04,7.18,-21.78,31.23,64.94,0.0,6.95,-7.26,-4.2
2019-02-10 13:00:00,-9.67,-6.24,6.69,-22.4,31.57,67.0,27.1,9.03,-8.5,-5.48
2019-02-10 19:00:00,-12.55,-9.67,4.13,-25.13,32.69,72.13,94.75,40.62,-11.93,-9.03
2019-02-11 01:00:00,-8.21,-5.47,9.33,-20.6,31.72,60.33,0.0,40.62,-7.9,-4.86
2019-02-11 07:00:00,-8.76,-6.34,8.63,-20.14,30.53,61.79,12.38,35.71,-8.81,-5.79
2019-02-11 13:00:00,-9.3,-7.21,7.91,-19.69,29.33,63.3,25.17,12.52,-9.73,-6.74
