timestamp,ema50_dist_omg_usd_4h,ema200_dist_omg_usd_4h,lower_bb_dist_omg_usd_4h,width_bb_omg_usd_4h,rsi_omg_usd_4h,stoch_rsi_fastk_omg_usd_4h,stoch_rsi_fastd_omg_usd_4h,kijun_dist_omg_usd_4h,tenkan_dist_omg_usd_4h
2019-01-14 20:00:00,,,,,,,,-0.15876524390243918,-0.1611280487804878
2019-01-15 00:00:00,,,,,,,,-0.15805934853917158,-0.1604241360897093
2019-01-15 04:00:00,,,,,,,,-0.1623406193078326,-0.16469338190649674
2019-01-15 08:00:00,,,,,,,,-0.1492330224312033,-0.15162260078624823
2019-01-15 12:00:00,,,,,,,,-0.14936416184971113,-0.15175337186897886
2019-01-15 16:00:00,,,,,,,,-0.1414903546981955,-0.14390168014934668
2019-01-15 20:00:00,,,,,,,,-0.13934809731752973,-0.14176543980037426
2019-01-16 00:00:00,,,,,,,,-0.11999681071599433,-0.12246850582044333
2019-01-16 04:00:00,,,,,,,,-0.11950538492221796,-0.12197846031112891
2019-01-16 08:00:00,,,,,,,,-0.11929460580912876,-0.12176827322055539
2019-01-16 12:00:00,,,,,,,,-0.13786908295578826,-0.14029057959693791
2019-01-16 16:00:00,,,,,,,,-0.1386092250058536,-0.14102864278467186
2019-01-16 20:00:00,,,,,,,,-0.14355552106774272,-0.1459610460153643
2019-01-17 00:00:00,,,,,,,,-0.14275728155339817,-0.1451650485436894
2019-01-17 04:00:00,,,,,0.34276475343573165,,,-0.13306103212630582,-0.1354960333045322
2019-01-17 08:00:00,,,,,0.37847691855336746,,,-0.13753223411737137,-0.13995467687739316
2019-01-17 12:00:00,,,,,0.39458018462623107,,,-0.1395493880096671,-0.14196616512044902
2019-01-17 16:00:00,,,,,0.4498427141685386,,,-0.14673366834170865,-0.1491302667182065
2019-01-17 20:00:00,,,,,0.49235215848833286,,,-0.15275965302832584,-0.1551393260151992
2019-01-18 00:00:00,,0.0037658324333884607,-0.05497648618641482,0.06028596034038326,0.5664632394118755,,,-0.16487590799031493,-0.1672215496368039
2019-01-18 04:00:00,,0.008781950565379004,-0.05097241951726761,0.06104206679457443,0.5399624358825733,0.8458207322277851,0.948606910742595,-0.16113095690506962,-0.16348711712396446
2019-01-18 08:00:00,,0.011896887265285816,-0.04819815270209005,0.06120596699446714,0.5225595846613312,0.6235340677900723,0.8231182666726191,-0.15863698734563203,-0.16100015246226562
2019-01-18 12:00:00,,0.027726144809824493,-0.02974509185129004,0.057529310977212096,0.4305886228717462,0.0,0.48978493333928574,-0.14295698089765507,-0.14536418698555675
2019-01-18 16:00:00,,0.027406423962058835,-0.02957358257631948,0.0570418158696959,0.4292326808375823,0.0,0.20784468926335736,-0.14269069442286797,-0.14509864843871378
