timestamp,ema50_dist_omg_btc_6h,ema200_dist_omg_btc_6h,upper_bb_dist_omg_btc_6h,lower_bb_dist_omg_btc_6h,width_bb_omg_btc_6h,rsi_omg_btc_6h,stoch_rsi_fastk_omg_btc_6h,stoch_rsi_fastd_omg_btc_6h,kijun_dist_omg_btc_6h,tenkan_dist_omg_btc_6h
2018-10-24 20:00:00,,,,,,,,,-40.45,-40.83
2018-10-25 02:00:00,,,,,,,,,-39.54,-39.92
2018-10-25 08:00:00,,,,,,,,,-39.42,-39.81
2018-10-25 14:00:00,,,,,,,,,-39.42,-39.81
2018-10-25 20:00:00,,,,,,,,,-38.36,-38.75
2018-10-26 02:00:00,,,,,,,,,-38.24,-38.63
2018-10-26 08:00:00,,,,,,,,,-38.11,-38.51
2018-10-26 14:00:00,,,,,,,,,-38.36,-38.75
2018-10-26 20:00:00,,,,,,,,,-38.48,-38.87
2018-10-27 02:00:00,,,,,,,,,-38.36,-38.75
2018-10-27 08:00:00,,,,,,,,,-37.87,-38.26
2018-10-27 14:00:00,,,,,,,,,-36.75,-37.15
2018-10-27 20:00:00,,,,,,,,,-36.36,-36.77
2018-10-28 02:00:00,,,,,,,,,-36.75,-37.15
2018-10-28 07:00:00,,,,,,12.77,,,-36.23,-36.64
2018-10-28 13:00:00,,,,,,23.31,,,-37.0,-37.4
2018-10-28 19:00:00,,,,,,24.94,,,-37.13,-37.52
2018-10-29 01:00:00,,,,,,24.38,,,-37.0,-37.4
2018-10-29 07:00:00,,,,,,21.3,,,-36.23,-36.64
2018-10-29 13:00:00,,,8.87,-0.08,8.58,17.7,,,-35.05,-35.46
2018-10-29 19:00:00,,,6.81,-1.35,7.94,26.62,100.0,56.71,-35.85,-36.25
2018-10-30 01:00:00,,,6.35,-1.51,7.67,26.62,100.0,66.67,-35.85,-36.25
2018-10-30 07:00:00,,,5.62,-1.76,7.24,28.12,100.0,100.0,-35.98,-36.38
2018-10-30 13:00:00,,,5.0,-1.7,6.59,28.12,100.0,100.0,-35.98,-36.38
2018-10-30 19:00:00,,,2.48,-3.79,6.31,43.04,100.0,100.0,-37.38,-37.77
2018-10-31 01:00:00,,,2.28,-3.74,6.07,43.04,100.0,100.0,-37.38,-37.77
2018-10-31 07:00:00,,,1.58,-4.27,5.93,46.55,100.0,100.0,-37.75,-38.14
2018-10-31 13:00:00,,,1.75,-3.8,5.61,44.58,89.3,96.43,-37.5,-37.9
2018-10-31 19:00:00,,,-0.41,-6.16,5.94,56.48,100.0,96.43,-38.95,-39.34
2018-11-01 01:00:00,,,-0.04,-6.08,6.23,55.41,92.05,93.78,-38.83,-39.22
2018-11-01 07:00:00,,,1.2,-5.0,6.32,49.38,40.34,77.46,-38.11,-38.51
2018-11-01 13:00:00,,,0.93,-5.59,6.68,52.18,63.89,65.43,-38.48,-38.87
2018-11-01 19:00:00,,,1.37,-5.35,6.86,51.17,25.15,43.13,-38.36,-38.75
2018-11-02 01:00:00,,,1.77,-5.12,7.01,50.11,12.17,33.74,-38.24,-38.63
2018-11-02 07:00:00,,,2.83,-4.02,6.89,45.12,0.0,12.44,-37.62,-38.02
2018-11-02 13:00:00,,,2.16,-4.73,6.97,49.46,61.44,24.54,-38.11,-38.51
2018-11-02 19:00:00,,,2.64,-4.31,7.01,47.44,38.37,33.27,-37.87,-38.26
2018-11-03 01:00:00,,,2.71,-4.25,7.02,47.44,46.45,48.75,-37.87,-38.26
2018-11-03 07:00:00,,,3.13,-3.67,6.82,45.29,4.03,29.61,-37.62,-38.02
2018-11-03 13:00:00,,,3.27,-2.66,5.91,43.19,0.0,16.83,-37.38,-37.77
2018-11-03 19:00:00,,,3.33,-2.1,5.39,42.13,0.0,1.34,-37.25,-37.65
2018-11-04 01:00:00,,,3.14,-1.68,4.79,42.13,0.0,0.0,-37.25,-37.65
2018-11-04 07:00:00,,,1.2,-2.93,4.17,53.88,100.0,33.33,-38.36,-38.75
2018-11-04 13:00:00,,,0.46,-2.91,3.41,57.01,100.0,66.67,-38.72,-39.11
2018-11-04 19:00:00,,,-0.02,-3.67,3.72,60.83,100.0,100.0,-39.19,-39.58
2018-11-05 01:00:00,,,1.02,-2.6,3.66,54.33,65.24,88.41,-38.6,-38.99
2018-11-05 07:00:00,,,0.45,-3.35,3.86,58.18,61.88,75.71,-39.07,-39.46
2018-11-05 13:00:00,,,0.45,-3.47,3.98,59.11,73.5,66.87,-39.19,-39.58
2018-11-05 19:00:00,,,-0.75,-5.42,4.82,66.35,100.0,78.46,-40.23,-40.61
2018-11-06 01:00:00,-3.38,,-0.01,-5.23,5.36,63.65,77.56,83.69,-40.0,-40.38
2018-11-06 07:00:00,-4.64,,-0.74,-6.97,6.48,69.07,100.0,92.52,-40.9,-41.28
2018-11-06 13:00:00,-5.47,,-0.92,-8.43,7.87,72.39,100.0,92.52,-41.56,-41.93
2018-11-06 19:00:00,-4.75,,0.26,-8.08,8.68,68.43,54.7,84.9,-41.23,-41.6
2018-11-07 01:00:00,-3.35,,1.89,-6.81,8.92,60.17,0.0,51.57,-40.45,-40.83
2018-11-07 07:00:00,-3.75,,1.65,-7.16,9.06,62.27,17.21,23.97,-40.79,-41.17
2018-11-07 13:00:00,-3.25,,2.29,-6.67,9.16,60.0,0.0,5.74,-40.57,-40.94
2018-11-07 19:00:00,-1.88,,3.71,-5.17,8.94,52.74,0.0,5.74,-39.77,-40.15
2018-11-08 01:00:00,-1.26,,4.3,-4.36,8.67,49.95,0.0,0.0,-39.42,-39.81
2018-11-08 07:00:00,-1.58,,3.87,-4.37,8.25,51.78,14.86,4.95,-39.66,-40.04
2018-11-08 13:00:00,-2.05,,3.19,-4.41,7.65,54.47,45.0,19.95,-40.0,-40.38
2018-11-08 19:00:00,-0.15,,4.96,-2.06,6.92,45.38,0.0,19.95,-38.83,-39.22
2018-11-09 01:00:00,-1.06,,3.63,-2.34,5.94,49.88,49.55,31.52,-39.42,-39.81
2018-11-09 07:00:00,-1.02,,3.53,-2.07,5.56,49.88,49.55,33.03,-39.42,-39.81
2018-11-09 13:00:00,-0.61,,3.89,-1.57,5.39,48.04,29.33,42.81,-39.19,-39.58
2018-11-09 19:00:00,-1.14,,3.28,-2.07,5.32,50.96,100.0,59.63,-39.54,-39.92
