timestamp,ema50_dist_omg_btc_6h,ema200_dist_omg_btc_6h,upper_bb_dist_omg_btc_6h,lower_bb_dist_omg_btc_6h,width_bb_omg_btc_6h,rsi_omg_btc_6h,stoch_rsi_fastk_omg_btc_6h,stoch_rsi_fastd_omg_btc_6h,kijun_dist_omg_btc_6h,tenkan_dist_omg_btc_6h
2018-11-10 01:00:00,-0.91,,3.39,-1.66,5.0,49.95,65.49,64.94,-39.42,-39.81
2018-11-10 07:00:00,-0.88,,3.36,-1.58,4.9,49.95,65.49,76.99,-39.42,-39.81
2018-11-10 13:00:00,-0.84,,3.35,-1.52,4.83,49.95,65.49,65.49,-39.42,-39.81
2018-11-10 19:00:00,-0.26,,3.93,-1.12,4.98,46.51,0.0,43.66,-39.07,-39.46
2018-11-11 01:00:00,-0.43,,3.71,-1.43,5.09,47.8,37.51,34.33,-39.19,-39.58
2018-11-11 07:00:00,0.71,,4.78,-0.54,5.2,41.35,0.0,12.5,-38.48,-38.87
2018-11-11 13:00:00,2.41,,6.39,0.79,5.41,33.95,0.0,12.5,-37.38,-37.77
2018-11-11 19:00:00,2.91,,6.88,0.82,5.84,31.9,0.0,0.0,-37.0,-37.4
2018-11-12 01:00:00,3.19,,7.38,0.53,6.59,30.57,0.0,0.0,-36.75,-37.15
2018-11-12 07:00:00,2.67,,6.7,-0.26,6.74,33.54,27.59,9.2,-37.0,-37.4
2018-11-12 13:00:00,-0.12,,3.4,-2.9,6.29,49.77,100.0,42.53,-38.72,-39.11
2018-11-12 19:00:00,0.26,,3.63,-2.56,6.16,47.96,90.62,72.74,-38.48,-38.87
2018-11-13 01:00:00,1.2,,4.56,-1.76,6.23,43.71,68.43,86.35,-37.87,-38.26
2018-11-13 07:00:00,1.73,,5.03,-1.38,6.3,41.33,48.02,69.02,-37.5,-37.9
2018-11-13 13:00:00,1.08,,4.09,-2.0,6.02,44.57,38.41,51.62,-37.87,-38.26
2018-11-13 19:00:00,2.99,,6.26,-0.47,6.54,37.2,0.0,28.81,-36.62,-37.02
2018-11-14 01:00:00,2.28,,5.47,-1.31,6.64,40.39,43.21,27.21,-37.0,-37.4
2018-11-14 07:00:00,3.99,,7.39,-0.07,7.2,34.7,0.0,14.4,-35.85,-36.25
2018-11-14 13:00:00,5.49,,9.36,0.66,8.28,30.58,0.0,14.4,-34.78,-35.2
2018-11-14 19:00:00,5.07,,9.02,-0.2,8.83,31.67,11.14,3.71,-34.92,-35.33
2018-11-15 01:00:00,7.0,,11.42,0.83,9.98,27.08,0.0,3.71,-33.54,-33.97
2018-11-15 07:00:00,5.44,,9.75,-0.98,10.27,33.32,81.95,31.03,-34.38,-34.79
2018-11-15 13:00:00,3.77,,7.66,-2.56,9.97,39.8,100.0,60.65,-35.32,-35.73
2018-11-15 19:00:00,3.42,,6.95,-2.87,9.63,40.69,100.0,93.98,-35.45,-35.86
2018-11-16 01:00:00,-0.06,,2.92,-5.97,9.02,53.28,100.0,100.0,-37.62,-38.02
2018-11-16 07:00:00,2.68,,5.45,-3.31,8.67,44.84,57.69,85.9,-35.85,-36.25
2018-11-16 13:00:00,3.18,,5.96,-2.88,8.71,43.26,25.63,61.11,-35.45,-35.86
2018-11-16 19:00:00,3.67,,6.53,-2.51,8.87,41.67,7.83,30.38,-35.05,-35.46
2018-11-17 01:00:00,2.91,,5.8,-3.24,8.93,43.88,19.06,17.5,-35.45,-35.86
2018-11-17 07:00:00,3.0,,5.9,-3.19,8.96,43.29,51.27,26.05,-35.32,-35.73
2018-11-17 13:00:00,4.12,,6.57,-2.02,8.4,39.84,0.0,23.44,-34.51,-34.93
2018-11-17 19:00:00,3.75,,5.68,-2.17,7.71,40.69,21.01,24.09,-34.65,-35.06
2018-11-18 01:00:00,2.18,,3.65,-3.43,7.07,46.4,100.0,40.34,-35.58,-35.99
2018-11-18 07:00:00,2.29,,3.43,-3.12,6.55,45.72,89.68,70.23,-35.45,-35.86
2018-11-18 13:00:00,1.8,,2.36,-3.22,5.6,47.37,100.0,96.56,-35.71,-36.12
2018-11-18 19:00:00,0.94,,1.43,-3.96,5.46,50.62,100.0,96.56,-36.23,-36.64
2018-11-19 01:00:00,8.52,,9.86,2.21,7.21,31.69,0.0,66.67,-31.22,-31.66
2018-11-19 07:00:00,10.52,,13.24,2.61,9.84,28.51,0.0,33.33,-29.69,-30.13
2018-11-19 13:00:00,8.93,,12.42,0.38,11.31,32.18,16.61,5.54,-30.46,-30.91
2018-11-19 19:00:00,6.1,,9.77,-2.44,11.78,39.54,49.9,22.17,-32.11,-32.54
2018-11-20 01:00:00,10.21,,15.03,0.5,13.48,32.9,39.81,35.44,-29.21,-29.66
2018-11-20 07:00:00,16.38,,23.68,3.77,17.51,26.37,0.0,29.9,-24.82,-25.3
2018-11-20 13:00:00,10.16,,17.54,-2.48,18.62,37.64,85.61,41.81,-28.57,-29.02
2018-11-20 19:00:00,13.24,,21.62,-0.94,20.44,34.07,58.46,48.03,-26.23,-26.7
2018-11-21 01:00:00,13.49,,21.88,-1.55,21.28,33.34,61.81,68.63,-25.71,-26.18
2018-11-21 07:00:00,13.21,,21.9,-2.66,22.4,33.08,59.55,59.94,-25.53,-26.0
2018-11-21 13:00:00,9.7,,17.97,-5.99,22.61,39.1,100.0,73.79,-27.59,-28.05
2018-11-21 19:00:00,9.07,,17.11,-6.74,22.67,39.58,100.0,86.52,-27.75,-28.21
2018-11-22 01:00:00,8.72,,16.29,-7.12,22.39,39.58,100.0,100.0,-27.75,-28.21
2018-11-22 07:00:00,10.58,,17.9,-5.73,22.27,36.53,53.07,84.36,-26.23,-26.7
2018-11-22 13:00:00,10.16,,17.15,-6.24,22.18,36.53,0.0,51.02,-26.23,-26.7
2018-11-22 19:00:00,12.3,,19.13,-4.72,22.25,33.23,0.0,17.69,-24.46,-24.94
2018-11-23 01:00:00,16.97,,23.79,-1.43,22.69,28.05,0.0,0.0,-20.85,-21.36
2018-11-23 07:00:00,14.36,,20.12,-3.65,21.97,32.24,49.43,16.48,-22.22,-22.72
2018-11-23 13:00:00,18.61,,23.72,-0.39,21.59,27.98,0.0,16.48,-18.81,-19.33
2018-11-23 19:00:00,17.01,,20.03,-1.06,19.26,29.74,33.6,27.68,-19.44,-19.95
2018-11-24 01:00:00,15.2,,18.02,-2.86,19.41,32.13,97.44,43.68,-20.25,-20.76
2018-11-24 07:00:00,16.9,,20.12,-2.08,20.36,29.94,46.01,59.02,-18.6,-19.12
2018-11-24 13:00:00,16.23,,19.28,-2.95,20.56,29.94,47.22,63.56,-18.6,-19.12
2018-11-24 19:00:00,15.02,,16.79,-3.5,19.03,31.3,65.11,52.78,-19.02,-19.54
2018-11-25 01:00:00,17.95,,19.8,-1.53,19.55,27.81,0.0,37.44,-16.45,-16.98
2018-11-25 07:00:00,18.16,,20.96,-2.14,21.11,27.0,0.0,21.7,-15.78,-16.31
2018-11-25 13:00:00,18.98,,21.84,-2.0,21.69,25.66,0.0,0.0,-14.63,-15.18
2018-11-25 19:00:00,14.06,,16.79,-6.13,21.76,35.35,100.0,33.33,-17.75,-18.28
2018-11-26 01:00:00,14.66,,17.47,-5.78,21.96,33.98,85.93,61.98,-16.89,-17.41
2018-11-26 07:00:00,15.26,,18.13,-5.47,22.2,32.63,71.95,85.96,-16.0,-16.53
2018-11-26 13:00:00,16.16,,18.42,-4.63,21.57,30.97,54.8,70.89,-14.86,-15.41
2018-11-26 19:00:00,14.63,,15.75,-5.37,20.08,33.17,50.22,58.99,-15.55,-16.09
2018-11-27 01:00:00,14.35,,13.97,-4.75,17.9,32.79,60.48,55.17,-15.32,-15.86
2018-11-27 07:00:00,16.21,,14.79,-2.7,16.49,29.88,0.0,36.9,-13.46,-14.01
2018-11-27 13:00:00,16.81,,13.99,-1.4,14.48,28.52,0.0,20.16,-12.5,-13.06
2018-11-27 19:00:00,14.92,,10.97,-2.18,12.6,31.87,72.0,24.0,-13.46,-14.01
2018-11-28 01:00:00,14.33,,10.36,-2.5,12.37,31.87,78.32,50.11,-13.46,-14.01
2018-11-28 07:00:00,14.07,,9.38,-2.1,11.08,31.44,87.25,79.19,-13.22,-13.77
2018-11-28 13:00:00,9.73,,5.25,-5.46,10.72,42.26,100.0,88.52,-16.22,-16.76
2018-11-28 19:00:00,9.07,,4.45,-5.56,10.07,43.01,100.0,95.75,-16.45,-16.98
2018-11-29 01:00:00,7.07,,2.15,-6.69,9.05,47.4,100.0,100.0,-17.75,-18.28
2018-11-29 07:00:00,6.26,,1.52,-7.13,8.9,48.81,100.0,100.0,-18.18,-18.7
2018-11-29 13:00:00,4.71,,0.39,-8.41,9.17,52.27,100.0,100.0,-19.23,-19.74
2018-11-29 19:00:00,5.57,,1.27,-7.38,8.92,49.4,68.97,89.66,-18.39,-18.91
2018-11-30 01:00:00,8.32,,4.2,-4.68,8.9,42.48,0.0,56.32,-16.0,-16.53
2018-11-30 07:00:00,12.03,,8.32,-1.43,9.43,35.64,0.0,22.99,-12.74,-13.3
2018-11-30 13:00:00,5.64,,2.61,-6.74,9.54,48.92,79.89,26.63,-17.54,-18.06
2018-11-30 19:00:00,6.77,,3.78,-5.48,9.33,46.47,78.7,52.86,-16.45,-16.98
2018-12-01 01:00:00,7.32,,4.5,-4.74,9.25,45.0,70.49,76.36,-15.78,-16.31
2018-12-01 07:00:00,4.88,,2.5,-6.74,9.45,49.56,100.0,83.06,-17.54,-18.06
2018-12-01 13:00:00,4.42,,2.49,-6.9,9.61,50.12,100.0,90.16,-17.75,-18.28
2018-12-01 19:00:00,2.96,,1.6,-8.14,10.07,52.91,100.0,100.0,-18.81,-19.33
2018-12-02 01:00:00,2.59,,1.77,-8.38,10.5,53.48,100.0,100.0,-19.02,-19.54
2018-12-02 07:00:00,2.49,,2.07,-8.04,10.42,53.48,100.0,100.0,-19.02,-19.54
2018-12-02 13:00:00,2.14,,1.95,-7.64,9.86,54.11,100.0,100.0,-19.23,-19.74
2018-12-02 19:00:00,2.81,,2.77,-6.36,9.3,51.82,0.0,66.67,-18.6,-19.12
2018-12-03 01:00:00,4.26,,4.19,-4.25,8.44,47.5,0.0,33.33,-17.32,-17.85
2018-12-03 07:00:00,4.89,,4.65,-2.72,7.29,45.46,0.0,0.0,-16.67,-17.2
2018-12-03 13:00:00,5.77,,5.79,-1.75,7.39,42.82,0.0,0.0,-15.78,-16.31
2018-12-03 19:00:00,4.74,,4.95,-2.53,7.39,45.38,28.47,9.49,-16.45,-16.98
2018-12-04 01:00:00,6.18,,6.67,-1.31,7.78,41.39,0.0,9.49,-15.09,-15.63
2018-12-04 07:00:00,5.39,,6.01,-2.07,7.93,43.18,44.08,24.18,-15.55,-16.09
2018-12-04 13:00:00,2.02,,2.52,-5.06,7.67,52.57,100.0,48.03,-18.18,-18.7
2018-12-04 19:00:00,4.56,,5.08,-2.65,7.63,45.78,39.29,61.12,-16.0,-16.53
2018-12-05 01:00:00,2.54,,3.21,-4.31,7.56,50.59,82.3,73.86,-17.54,-18.06
2018-12-05 07:00:00,4.28,,4.62,-1.64,6.17,46.18,31.92,51.17,-16.0,-16.53
2018-12-05 13:00:00,4.92,,5.48,-1.13,6.47,44.39,0.0,38.07,-15.32,-15.86
2018-12-05 19:00:00,6.38,,7.45,-0.04,7.22,40.98,0.0,10.64,-13.93,-14.48
2018-12-06 01:00:00,6.13,,7.62,-0.44,7.78,40.98,0.0,0.0,-13.93,-14.48
2018-12-06 07:00:00,4.78,,6.42,-1.8,8.04,44.29,63.7,21.23,-14.86,-15.41
2018-12-06 13:00:00,6.26,,8.22,-0.75,8.64,40.61,0.0,21.23,-13.46,-14.01
2018-12-06 19:00:00,8.89,,11.43,0.94,9.87,35.34,0.0,21.23,-11.02,-11.58
2018-12-07 01:00:00,9.14,,12.02,0.51,10.83,34.37,0.0,0.0,-10.51,-11.08
2018-12-07 07:00:00,11.85,,15.54,1.83,12.61,29.98,0.0,0.0,-7.89,-8.48
2018-12-07 13:00:00,9.23,,12.75,-0.92,12.9,36.13,57.89,19.3,-9.74,-10.32
2018-12-07 19:00:00,-0.7,,2.33,-9.88,12.69,56.65,100.0,52.63,-17.97,-18.49
2018-12-08 01:00:00,1.88,,4.84,-7.43,12.43,51.55,80.89,79.6,-15.78,-16.31
2018-12-08 07:00:00,2.6,,5.5,-6.69,12.26,50.1,75.44,85.44,-15.09,-15.63
2018-12-08 13:00:00,1.18,,4.15,-7.93,12.31,52.5,79.8,78.71,-16.22,-16.76
2018-12-08 19:00:00,-1.13,,2.04,-10.19,12.75,56.56,98.75,84.66,-18.18,-18.7
2018-12-09 01:00:00,3.3,,6.71,-6.08,12.75,48.18,0.0,59.52,-14.4,-14.95
2018-12-09 07:00:00,1.32,,4.76,-7.83,12.79,51.38,38.12,45.62,-16.0,-16.53
2018-12-09 13:00:00,-1.75,,1.61,-10.73,12.94,56.35,97.4,45.17,-18.6,-19.12
2018-12-09 19:00:00,-0.2,,3.4,-9.36,13.16,53.41,62.34,65.95,-17.32,-17.85
2018-12-10 01:00:00,1.6,,5.08,-7.62,12.86,50.12,23.76,61.17,-15.78,-16.31
2018-12-10 07:00:00,-0.25,,3.34,-9.35,13.09,53.22,49.78,45.29,-17.32,-17.85
2018-12-10 13:00:00,-0.74,,3.12,-9.86,13.44,54.1,63.88,45.81,-17.75,-18.28
2018-12-10 19:00:00,0.55,,4.69,-8.55,13.5,51.5,34.59,49.42,-16.67,-17.2
2018-12-11 01:00:00,-0.98,,3.43,-9.89,13.76,54.34,100.0,66.16,-17.97,-18.49
2018-12-11 07:00:00,1.86,,6.52,-7.19,13.75,48.71,0.0,44.86,-15.55,-16.09
2018-12-11 13:00:00,0.75,,5.52,-7.96,13.64,50.71,35.53,45.18,-16.45,-16.98
2018-12-11 19:00:00,0.98,,5.71,-7.04,12.84,50.18,26.17,20.56,-16.22,-16.76
2018-12-12 01:00:00,1.72,,6.28,-5.45,11.68,48.55,0.0,20.56,-15.55,-16.09
2018-12-12 07:00:00,1.13,,4.59,-3.95,8.5,49.73,54.36,26.84,-16.0,-16.53
2018-12-12 13:00:00,3.48,,6.08,-0.05,5.95,44.78,0.0,18.12,-13.93,-14.48
2018-12-12 19:00:00,5.28,,8.36,0.99,7.04,41.34,0.0,18.12,-12.26,-12.81
2018-12-13 01:00:00,4.23,,7.66,-0.37,7.74,43.35,23.97,7.99,-12.98,-13.54
2018-12-13 07:00:00,3.79,,7.49,-0.99,8.21,44.04,32.17,18.71,-13.22,-13.77
2018-12-13 13:00:00,-0.06,18.49,3.52,-4.66,8.22,52.7,100.0,52.05,-16.45,-16.98
2018-12-13 19:00:00,5.04,24.53,8.89,-0.23,8.74,42.98,14.4,48.86,-12.01,-12.57
2018-12-14 01:00:00,4.84,24.29,9.09,-0.71,9.4,42.98,0.0,38.13,-12.01,-12.57
2018-12-14 07:00:00,5.5,25.08,10.19,-0.61,10.3,41.58,0.0,4.8,-11.27,-11.83
2018-12-14 13:00:00,7.03,26.96,11.87,0.22,10.99,38.84,0.0,0.0,-9.74,-10.32
2018-12-14 19:00:00,8.55,28.89,14.01,0.68,12.41,36.27,0.0,0.0,-8.16,-8.75
2018-12-15 01:00:00,7.31,27.5,13.13,-1.1,13.43,38.46,32.67,10.89,-8.96,-9.54
2018-12-15 07:00:00,8.54,29.08,14.64,-0.68,14.33,36.23,0.0,10.89,-7.62,-8.21
2018-12-15 13:00:00,7.9,28.41,13.83,-1.69,14.63,37.02,30.17,20.95,-7.89,-8.48
2018-12-15 19:00:00,6.98,27.39,12.74,-2.82,14.82,38.65,100.0,43.39,-8.43,-9.01
2018-12-16 01:00:00,5.53,25.67,10.46,-3.99,14.0,41.9,100.0,76.72,-9.48,-10.06
2018-12-16 07:00:00,1.12,20.27,5.55,-7.9,13.61,52.13,100.0,100.0,-13.22,-13.77
2018-12-16 13:00:00,3.83,23.45,7.81,-5.23,12.88,46.28,61.29,87.1,-10.76,-11.33
2018-12-16 19:00:00,3.68,23.21,7.05,-5.12,12.05,46.28,56.59,72.63,-10.76,-11.33
2018-12-17 01:00:00,4.68,24.38,7.59,-4.03,11.42,43.99,20.43,46.1,-9.74,-10.32
2018-12-17 07:00:00,2.24,21.38,4.33,-5.85,10.26,49.38,66.28,47.77,-11.76,-12.32
2018-12-17 13:00:00,0.53,19.18,2.47,-7.35,10.07,53.04,100.0,62.24,-13.22,-13.77
2018-12-17 19:00:00,2.13,20.97,4.14,-5.79,10.02,49.21,57.73,74.67,-11.76,-12.32
2018-12-18 01:00:00,0.96,19.43,2.95,-6.83,9.97,51.71,85.36,81.03,-12.74,-13.3
2018-12-18 07:00:00,3.4,22.26,5.29,-4.47,9.72,46.2,0.0,47.7,-10.51,-11.08
2018-12-18 13:00:00,1.6,20.01,2.26,-5.33,7.71,50.02,55.94,47.1,-12.01,-12.57
2018-12-18 19:00:00,0.2,18.18,1.08,-6.72,8.03,53.02,100.0,51.98,-13.22,-13.77
2018-12-19 01:00:00,-0.34,17.36,0.84,-7.36,8.48,54.2,100.0,85.31,-13.7,-14.25
2018-12-19 07:00:00,-0.06,17.5,1.44,-7.18,8.88,53.48,90.94,96.98,-13.46,-14.01
2018-12-19 13:00:00,-2.12,14.83,0.05,-9.35,9.85,58.29,100.0,96.98,-15.32,-15.86
2018-12-19 19:00:00,0.03,17.18,2.42,-6.95,9.59,52.45,0.0,63.65,-13.46,-14.01
2018-12-20 01:00:00,-3.78,12.42,-0.63,-10.77,10.75,60.45,100.0,66.67,-16.89,-17.41
2018-12-20 07:00:00,-8.04,6.98,-3.27,-15.7,13.74,67.83,100.0,66.67,-20.85,-21.36
2018-12-20 13:00:00,-7.06,7.71,-1.15,-15.1,15.18,65.74,86.44,95.48,-20.25,-20.76
2018-12-20 19:00:00,-7.45,6.83,-0.58,-15.7,16.46,66.84,93.58,93.34,-20.85,-21.36
2018-12-21 01:00:00,-3.19,11.48,4.18,-11.39,16.15,55.9,0.0,60.0,-17.32,-17.85
2018-12-21 07:00:00,-3.8,10.51,3.84,-12.02,16.54,57.23,11.15,34.91,-17.97,-18.49
2018-12-21 13:00:00,-2.43,11.85,5.42,-10.38,16.21,54.29,0.0,3.72,-16.89,-17.41
2018-12-21 19:00:00,-3.07,10.86,4.83,-10.56,15.85,55.76,11.7,7.62,-17.54,-18.06
2018-12-22 01:00:00,-3.19,10.46,4.63,-9.99,15.02,56.27,67.1,26.27,-17.75,-18.28
2018-12-22 07:00:00,-4.03,9.23,3.86,-10.45,14.79,58.31,100.0,59.6,-18.6,-19.12
2018-12-22 13:00:00,-4.81,8.03,3.26,-11.11,14.95,60.31,100.0,89.03,-19.44,-19.95
2018-12-22 19:00:00,-4.39,8.23,3.76,-10.28,14.51,59.54,83.1,94.37,-19.23,-19.74
2018-12-23 01:00:00,-8.27,3.42,0.25,-14.15,15.47,67.56,100.0,94.37,-22.79,-23.28
2018-12-23 07:00:00,-9.43,1.66,-0.45,-15.07,15.85,70.05,100.0,94.37,-24.1,-24.58
2018-12-23 13:00:00,-7.35,3.62,1.99,-12.68,15.49,64.01,42.52,80.84,-22.6,-23.1
2018-12-23 19:00:00,-8.99,1.36,0.66,-14.17,15.91,67.41,74.91,72.48,-24.28,-24.76
2018-12-24 01:00:00,-10.89,-1.24,-0.61,-16.25,17.08,71.02,100.0,72.48,-26.23,-26.7
2018-12-24 07:00:00,-8.41,1.12,2.27,-13.47,16.67,64.08,0.95,58.62,-24.46,-24.94
2018-12-24 13:00:00,-8.29,0.87,2.59,-13.14,16.6,64.45,6.29,35.74,-24.64,-25.12
2018-12-24 19:00:00,-3.07,6.41,7.82,-7.04,14.8,51.69,0.0,2.41,-20.45,-20.96
2018-12-25 01:00:00,0.21,9.92,11.41,-3.71,14.56,45.91,0.0,2.1,-17.75,-18.28
2018-12-25 07:00:00,-0.79,8.7,10.22,-4.94,14.77,47.84,10.43,3.48,-18.6,-19.12
2018-12-25 13:00:00,0.49,10.02,11.68,-4.06,15.17,45.64,0.0,3.48,-17.54,-18.06
2018-12-25 19:00:00,-0.28,9.07,10.75,-5.08,15.4,47.21,25.9,12.11,-18.18,-18.7
2018-12-26 01:00:00,-2.7,6.25,7.93,-7.12,14.98,52.16,100.0,41.97,-20.25,-20.76
2018-12-26 07:00:00,0.09,9.2,11.02,-4.46,14.98,46.95,19.98,48.63,-17.97,-18.49
2018-12-26 13:00:00,-0.17,8.83,10.65,-4.47,14.67,47.46,27.87,49.28,-18.18,-18.7
2018-12-26 19:00:00,-0.66,8.18,10.03,-4.79,14.44,48.53,30.47,26.11,-18.6,-19.12
2018-12-27 01:00:00,1.64,10.65,12.74,-2.74,14.74,44.16,0.0,19.45,-16.67,-17.2
2018-12-27 07:00:00,1.58,10.54,12.84,-3.08,15.19,44.16,0.0,10.16,-16.67,-17.2
2018-12-27 13:00:00,2.03,11.02,13.57,-3.09,15.84,43.16,0.0,0.0,-16.22,-16.76
2018-12-27 19:00:00,6.03,15.48,18.84,-0.42,17.63,36.47,0.0,0.0,-12.74,-13.3
2018-12-28 01:00:00,6.36,15.96,19.54,-1.26,19.06,35.67,0.0,0.0,-12.26,-12.81
2018-12-28 07:00:00,4.98,14.54,17.62,-3.18,19.4,38.55,33.95,11.32,-13.22,-13.77
2018-12-28 13:00:00,2.88,12.25,14.88,-5.5,19.47,43.34,100.0,44.65,-14.86,-15.41
2018-12-28 19:00:00,1.19,10.35,11.96,-6.98,18.48,47.14,100.0,77.98,-16.22,-16.76
2018-12-29 01:00:00,2.45,11.72,11.34,-5.11,15.95,44.46,76.66,92.22,-15.09,-15.63
