timestamp,ema50_dist_xrp_btc_1D,ema200_dist_xrp_btc_1D,upper_bb_dist_xrp_btc_1D,lower_bb_dist_xrp_btc_1D,width_bb_xrp_btc_1D,rsi_xrp_btc_1D,stoch_rsi_fastk_xrp_btc_1D,stoch_rsi_fastd_xrp_btc_1D,kijun_dist_xrp_btc_1D,tenkan_dist_xrp_btc_1D
2018-11-23 01:00:00,-15.9,-20.26,7.66,-25.46,36.35,66.15,0.0,44.21,1.25,-4.51
2018-11-24 01:00:00,-17.65,-22.38,5.26,-25.92,34.77,69.16,29.23,31.19,-1.73,-7.32
2018-11-25 01:00:00,-14.44,-19.71,9.15,-22.41,33.8,62.84,0.0,9.74,1.4,-4.36
2018-11-26 01:00:00,-14.38,-20.01,9.22,-22.67,34.2,63.54,5.13,11.45,0.78,-4.95
2018-11-27 01:00:00,-13.86,-19.85,9.81,-22.08,33.98,63.6,12.05,5.73,0.72,-5.0
2018-11-28 01:00:00,-11.3,-17.72,12.3,-18.33,31.58,58.67,0.0,5.73,3.17,-2.69
2018-11-29 01:00:00,-7.83,-14.64,15.9,-13.88,29.49,52.48,0.0,4.02,6.85,0.77
2018-11-30 01:00:00,-8.96,-15.87,13.62,-13.66,27.29,54.87,21.44,7.15,5.11,-0.87
2018-12-01 01:00:00,-7.13,-14.31,14.85,-10.42,24.73,52.0,0.0,7.15,6.88,0.81
2018-12-02 01:00:00,-6.96,-14.27,14.21,-9.18,22.81,52.2,2.96,8.13,6.75,0.68
2018-12-03 01:00:00,-7.47,-14.87,12.34,-8.02,19.93,53.65,57.61,20.19,5.82,-0.2
2018-12-04 01:00:00,-6.62,-14.19,12.26,-5.84,17.53,52.42,14.6,25.06,6.49,0.43
2018-12-05 01:00:00,-7.34,-14.98,10.63,-5.92,16.17,54.41,100.0,57.4,5.32,-0.67
2018-12-06 01:00:00,-5.18,-13.06,12.49,-3.05,14.84,50.16,0.0,38.2,7.54,1.42
2018-12-07 01:00:00,-5.16,-13.1,12.28,-3.28,14.89,50.56,9.47,36.49,7.32,1.22
2018-12-08 01:00:00,-5.16,-13.17,12.08,-3.84,15.29,51.04,20.6,10.02,7.07,0.99
2018-12-09 01:00:00,-3.39,-11.56,13.14,-2.58,14.94,47.37,0.0,10.02,8.92,2.73
2018-12-10 01:00:00,-3.29,-11.47,12.33,-2.98,14.62,47.45,2.22,7.61,8.88,2.69
2018-12-11 01:00:00,-4.58,-12.69,9.56,-4.38,13.59,51.11,100.0,34.07,7.22,1.12
2018-12-12 01:00:00,-4.33,-12.5,8.12,-3.86,11.73,50.91,94.71,65.64,7.3,1.2
2018-12-13 01:00:00,-6.43,-14.52,5.03,-6.15,11.24,56.69,100.0,98.24,4.65,-1.3
2018-12-14 01:00:00,-4.85,-13.12,5.14,-4.12,9.21,52.75,57.34,84.02,6.2,0.16
2018-12-15 01:00:00,-3.79,-12.17,5.45,-3.1,8.46,50.35,0.0,52.45,7.21,1.11
2018-12-16 01:00:00,-3.9,-12.3,4.13,-2.96,7.06,51.07,11.25,22.86,6.91,0.83
2018-12-17 01:00:00,-8.19,-16.36,-1.24,-7.38,6.42,61.71,100.0,37.08,1.76,-4.03
2018-12-18 01:00:00,-10.11,-18.3,-2.51,-10.58,8.63,66.02,100.0,70.42,-0.83,-6.46
2018-12-19 01:00:00,-8.27,-16.76,-0.07,-9.32,9.7,61.19,69.22,89.74,0.84,-4.89
2018-12-20 01:00:00,-5.82,-14.61,2.53,-7.16,9.91,55.13,27.19,65.47,3.26,-2.61
2018-12-21 01:00:00,-5.95,-14.79,2.42,-7.44,10.12,55.9,7.04,34.49,2.86,-2.99
2018-12-22 01:00:00,-3.61,-12.68,4.85,-5.19,10.06,50.48,0.0,11.41,5.26,-0.73
2018-12-23 01:00:00,-6.67,-15.54,1.67,-8.51,10.55,57.33,63.94,23.66,1.62,-4.16
2018-12-24 01:00:00,-12.34,-20.92,-2.9,-15.62,14.02,67.3,100.0,54.65,-5.1,-10.5
2018-12-25 01:00:00,-12.17,-21.0,-1.51,-16.67,16.68,67.77,100.0,87.98,-5.46,-10.83
2018-12-26 01:00:00,-10.23,-19.44,1.24,-15.23,17.71,63.39,74.66,91.55,-3.82,-9.29
2018-12-27 01:00:00,-5.16,-14.93,6.88,-10.24,17.41,52.54,0.0,58.22,1.39,-4.37
2018-12-28 01:00:00,-7.64,-17.26,4.2,-12.54,17.47,56.98,29.16,34.61,-1.6,-7.19
2018-12-29 01:00:00,-7.35,-17.09,4.47,-11.85,16.94,57.0,29.26,19.47,-1.61,-7.2
2018-12-30 01:00:00,-6.63,-16.53,5.06,-10.6,16.11,56.01,32.01,30.14,-1.14,-6.76
2018-12-31 01:00:00,-4.6,-14.73,7.08,-8.19,15.36,52.1,0.0,20.42,0.82,-4.91
2019-01-01 01:00:00,-5.24,-15.34,6.06,-8.26,14.48,53.69,32.52,21.51,-0.08,-5.76
2019-01-02 01:00:00,-5.64,-15.74,5.48,-8.47,14.16,54.89,56.96,29.83,-0.74,-6.39
2019-01-03 01:00:00,-3.45,-13.78,7.6,-5.86,13.35,50.37,0.0,29.83,1.41,-4.35
2019-01-04 01:00:00,-2.78,-13.15,7.86,-4.48,12.14,49.23,0.0,18.99,1.99,-3.81
2019-01-05 01:00:00,-2.01,-12.41,8.23,-3.01,10.96,47.78,0.0,-0.0,2.72,-3.12
2019-01-06 01:00:00,0.22,-10.31,10.89,-1.32,11.65,43.47,0.0,-0.0,5.06,-0.91
2019-01-07 01:00:00,-0.11,-10.5,10.52,-2.19,12.21,44.26,11.42,3.81,4.71,-1.24
2019-01-08 01:00:00,-0.72,-10.96,9.84,-3.16,12.58,45.83,40.99,17.47,4.05,-1.87
2019-01-09 01:00:00,-1.44,-11.55,8.97,-3.92,12.57,47.83,100.0,50.81,3.22,-2.65
2019-01-10 01:00:00,0.07,-10.09,10.72,-2.72,12.92,44.47,22.89,54.63,4.8,-1.15
2019-01-11 01:00:00,0.14,-9.92,10.78,-2.58,12.83,44.3,1.13,41.34,4.89,-1.08
2019-01-12 01:00:00,-0.17,-10.1,10.49,-3.22,13.22,45.2,25.39,16.47,4.56,-1.38
2019-01-13 01:00:00,1.12,-8.81,10.99,-2.13,12.57,42.1,0.0,8.84,5.95,-0.07
2019-01-14 01:00:00,-0.11,-9.82,8.24,-2.99,10.94,45.8,100.0,41.8,4.67,-1.28
2019-01-15 01:00:00,0.05,-9.58,7.3,-2.63,9.7,45.4,89.25,63.08,4.83,-1.13
2019-01-16 01:00:00,-0.11,-9.64,7.02,-3.01,9.84,45.94,100.0,96.42,4.65,-1.3
2019-01-17 01:00:00,0.74,-8.75,7.34,-2.24,9.34,43.47,35.58,74.94,5.59,-0.42
2019-01-18 01:00:00,1.55,-7.88,7.54,-1.49,8.77,41.17,0.0,45.19,6.5,0.44
2019-01-19 01:00:00,1.48,-7.81,6.77,-1.52,8.08,41.21,0.91,12.16,6.49,0.43
2019-01-20 01:00:00,0.88,-8.24,5.78,-2.18,7.82,43.46,48.05,16.32,5.89,-0.13
2019-01-21 01:00:00,0.4,-8.57,4.57,-2.44,6.93,45.31,100.0,49.65,5.41,-0.58
2019-01-22 01:00:00,1.54,-7.41,4.66,-0.87,5.43,41.53,8.73,52.26,6.67,0.6
2019-01-23 01:00:00,2.07,-6.78,4.77,-0.32,4.98,39.71,0.0,36.24,7.32,1.22
2019-01-24 01:00:00,1.93,-6.76,4.22,-0.4,4.54,39.97,4.68,4.47,7.26,1.16
2019-01-25 01:00:00,2.35,-6.23,4.42,-0.08,4.4,38.39,0.0,1.56,7.79,1.66
2019-01-26 01:00:00,2.69,-5.76,4.99,-0.05,4.92,37.0,0.0,1.56,8.27,2.12
2019-01-27 01:00:00,4.1,-4.27,6.85,0.73,5.9,32.67,0.0,-0.0,9.93,3.68
2019-01-28 01:00:00,5.42,-2.83,8.72,1.21,7.15,29.16,0.0,-0.0,11.56,5.21
2019-01-29 01:00:00,6.31,-1.75,10.02,1.29,8.26,26.89,0.0,-0.0,12.77,6.36
2019-01-30 01:00:00,-3.49,-10.82,0.2,-8.41,8.98,59.19,100.0,33.33,2.23,-3.58
2019-01-31 01:00:00,-0.53,-8.03,3.2,-5.62,8.93,51.46,76.07,58.69,5.34,-0.65
2019-02-01 01:00:00,1.29,-6.24,4.92,-3.89,8.77,47.42,63.57,79.88,7.32,1.22
2019-02-02 01:00:00,1.03,-6.38,4.63,-4.14,8.74,47.92,65.13,68.26,7.09,1.0
2019-02-03 01:00:00,2.41,-4.96,5.92,-2.87,8.66,44.81,0.0,42.9,8.66,2.48
2019-02-04 01:00:00,3.37,-3.9,6.85,-2.09,8.73,42.64,0.0,21.71,9.83,3.58
2019-02-05 01:00:00,3.37,-3.74,6.69,-2.18,8.68,42.38,0.0,-0.0,9.97,3.71
2019-02-06 01:00:00,4.77,-2.23,8.25,-1.17,9.1,39.29,0.0,-0.0,11.66,5.31
2019-02-07 01:00:00,3.68,-3.08,7.18,-2.34,9.3,41.97,48.51,16.17,10.66,4.37
2019-02-08 01:00:00,4.04,-2.55,7.62,-2.17,9.53,40.86,46.83,31.78,11.23,4.91
2019-02-09 01:00:00,4.03,-2.39,7.54,-2.33,9.62,40.54,40.6,45.31,11.38,5.05
2019-02-10 01:00:00,5.06,-1.22,8.53,-1.56,9.75,37.92,0.0,29.14,12.71,6.3
2019-02-11 01:00:00,5.13,-0.94,8.67,-1.74,10.06,37.32,0.0,13.53,13.02,6.59
