timestamp,ema50_dist_iota_btc_5m,ema200_dist_iota_btc_5m,upper_bb_dist_iota_btc_5m,lower_bb_dist_iota_btc_5m,width_bb_iota_btc_5m,rsi_iota_btc_5m,stoch_rsi_fastk_iota_btc_5m,stoch_rsi_fastd_iota_btc_5m,kijun_dist_iota_btc_5m,tenkan_dist_iota_btc_5m
2019-02-11 16:00:00,0.30316201951776645,1.2531477946760905,0.19884968611867393,-0.6562693013481891,0.857079211683019,50.81987719222467,46.210954756043996,18.007789509372607,1.1166420018835055,-0.1950760123772488
