timestamp,ema50_dist_dash_btc_5m,ema200_dist_dash_btc_5m,upper_bb_dist_dash_btc_5m,lower_bb_dist_dash_btc_5m,width_bb_dash_btc_5m,rsi_dash_btc_5m,stoch_rsi_fastk_dash_btc_5m,stoch_rsi_fastd_dash_btc_5m,kijun_dist_dash_btc_5m,tenkan_dist_dash_btc_5m
2019-02-11 16:00:00,-0.3849494490620997,-2.9609232132220997,0.5519348086177711,-0.9850488437054161,1.540319321907365,51.746978040955426,63.295334391662124,22.253814245919173,-0.2147295321637488,-0.5459612573099459
