timestamp,ema50_dist_xrp_btc_12h,ema200_dist_xrp_btc_12h,lower_bb_dist_xrp_btc_12h,width_bb_xrp_btc_12h,rsi_xrp_btc_12h,stoch_rsi_fastk_xrp_btc_12h,stoch_rsi_fastd_xrp_btc_12h,kijun_dist_xrp_btc_12h,tenkan_dist_xrp_btc_12h
2018-07-04 02:00:00,,,,,,,,0.21288401678170255,0.21944782785221273
2018-07-04 14:00:00,,,,,,,,0.20246880450825167,0.20897625117402363
2018-07-05 02:00:00,,,,,,,,0.21469232854432097,0.2212659257251286
2018-07-05 14:00:00,,,,,,,,0.22683093771389462,0.23347022587268973
2018-07-06 02:00:00,,,,,,,,0.23358568479008945,0.2402615278733653
2018-07-06 14:00:00,,,,,,,,0.24213444213444202,0.24885654885654862
2018-07-07 02:00:00,,,,,,,,0.25606166783461815,0.2628591450595654
2018-07-07 14:00:00,,,,,,,,0.24732080723729988,0.2540709812108559
2018-07-08 02:00:00,,,,,,,,0.24558721334259892,0.25232800555941615
2018-07-08 14:00:00,,,,,,,,0.2558856502242153,0.2626821748878925
2018-07-09 02:00:00,,,,,,,,0.25729517396184076,0.26409932659932656
2018-07-09 14:00:00,,,,,,,,0.26278709313794546,0.26962096660560775
2018-07-10 02:00:00,,,,,,,,0.2795545402627071,0.28647915476870356
2018-07-10 14:00:00,,,,,,,,0.2751849743881616,0.2820859419464996
2018-07-11 02:00:00,,,,,0.2345864661654139,,,0.27373507674815234,0.2806281978396816
2018-07-11 14:00:00,,,,,0.2491773516396243,,,0.2715664018161179,0.27844778660612923
2018-07-12 02:00:00,,,,,0.2358617612796095,,,0.2775481111903064,0.2844618674269421
2018-07-12 14:00:00,,,,,0.2326164746498294,,,0.27900670757813617,0.2859283573569287
2018-07-13 02:00:00,,,,,0.30821500755438436,,,0.2683272006793094,0.27519105575997727
2018-07-13 14:00:00,,0.05417095968605978,-0.022517304611539113,0.07549344260135324,0.29699975759015174,,,0.27210787792760804,0.27899219304471234
2018-07-14 02:00:00,,0.05679023711952791,-0.016524370910265818,0.07186770042475844,0.2721183747742966,0.5225220464838829,0.7913897667650385,0.2810177244139509,0.2879502572898798
2018-07-14 14:00:00,,0.04571788794233944,-0.01612153934727467,0.06093766115850647,0.2916810016348357,0.7812919737420927,0.7184870913457361,0.27827699329624855,0.28519469405220343
2018-07-15 02:00:00,,0.03616497310774669,-0.01591162838813398,0.051554525705396946,0.3116055487898937,1.0,0.7679380067419918,0.2755479647025336,0.2824508966695132
2018-07-15 14:00:00,,0.030374168433382254,-0.014637116640553671,0.04465987766995912,0.3143748470372546,1.0,0.9270973245806975,0.2751849743881616,0.2820859419464996
2018-07-16 02:00:00,,0.020765990462692896,-0.017338713872975253,0.03803951836028806,0.3601155223804265,1.0,1.0,0.269225322192324,0.2760940376717178
2018-07-16 14:00:00,,0.0032209168418926293,-0.03218258931576068,0.03592371154150871,0.4873517782418771,1.0,1.0,0.24905923344947745,0.25581881533101036
2018-07-17 02:00:00,,0.019953373404322905,-0.015173231560351663,0.035042850067704155,0.39468055754629733,0.4726986690721634,0.8242328896907212,0.27120567375886506,0.27808510638297856
2018-07-17 14:00:00,,0.036122056590853324,-2.738203464036637e-05,0.035508602892812796,0.3293871891919365,0.08678811706355846,0.5198289287119073,0.29340453167845304,0.3004040987155434
2018-07-18 02:00:00,,0.03601861296123898,0.000709290987842115,0.03467259608407622,0.3218060095741763,0.0,0.18649559537857396,0.29639809055402866,0.30341385794879216
2018-07-18 14:00:00,,0.09054052028973913,0.026709706091184282,0.06029595690034493,0.22276364583181166,0.0,0.02892937235451948,0.35255055840627825,0.35987020827044947
2018-07-19 02:00:00,,0.10400250401372424,0.019720900241594563,0.07937154490387405,0.21152659259326953,0.0,-5.921189464667501e-18,0.3620060790273556,0.3693768996960485
2018-07-19 14:00:00,,0.1483689810017681,0.030039041561691127,0.1086389126503778,0.1714390140602686,0.0,-5.921189464667501e-18,0.404261986837982,0.4118614854277656
2018-07-20 02:00:00,,0.20229229384712277,0.037795240599302726,0.14686662973504824,0.14057502151648713,0.0,-5.921189464667501e-18,0.452747609012806,0.4606094991084453
2018-07-20 14:00:00,,0.23330512085400446,0.028247285210596162,0.1813425460259274,0.12873966678080276,0.0,-5.921189464667501e-18,0.47692814765985503,0.48492089650626213
2018-07-21 02:00:00,,0.2240523983308087,-0.0015385411413733063,0.20300520398775962,0.17747346737365405,0.5886654216783652,0.19622180722612176,0.4610368438213237,0.4689435930877075
2018-07-21 14:00:00,,0.22151676385014718,-0.019386682549334622,0.21879129525098584,0.18931197151228074,1.0,0.5295551405594551,0.4572357723577234,0.46512195121951194
2018-07-22 02:00:00,,0.23066091040935865,-0.026860124039764788,0.23370627330916594,0.18123565931446908,0.8666665857669672,0.8184440024817775,0.4682175622542595,0.47616317169069444
