timestamp,ema50_dist_iot_usd_3h,ema200_dist_iot_usd_3h,lower_bb_dist_iot_usd_3h,width_bb_iot_usd_3h,rsi_iot_usd_3h,stoch_rsi_fastk_iot_usd_3h,stoch_rsi_fastd_iot_usd_3h,kijun_dist_iot_usd_3h,tenkan_dist_iot_usd_3h
2017-06-12 20:00:00,,,,,,,,-0.46963999999999995,-0.46797
2017-06-12 23:00:00,,,,,,,,-0.49966037735849056,-0.49808490566037733
2017-06-13 02:00:00,,,,,,,,-0.49966037735849056,-0.49808490566037733
2017-06-13 14:00:00,,,,,,,,-0.5816690329705001,-0.5803517905032339
2017-06-13 17:00:00,,,,,,,,-0.58565625,-0.5843515625
2017-06-13 20:00:00,,,,,,,,-0.5835675811492014,-0.5822563168391464
2017-06-13 23:00:00,,,,,,,,-0.5482453151618398,-0.5468228279386712
2017-06-14 02:00:00,,,,,,,,-0.5592747095680499,-0.5578869517525635
2017-06-14 05:00:00,,,,,,,,-0.5564810168924569,-0.5550844622846629
2017-06-14 08:00:00,,,,,,,,-0.5502984669651336,-0.5488824447157781
2017-06-14 11:00:00,,,,,,,,-0.5470879590093937,-0.5456618274978651
2017-06-14 14:00:00,,,,,,,,-0.5241359509026307,-0.5226375480027277
2017-06-14 17:00:00,,,,,,,,-0.46024832078159983,-0.4585487482190108
2017-06-14 20:00:00,,,,,,,,-0.5169675221770887,-0.5154465472959434
2017-06-14 23:00:00,,,,,0.5249783710295389,,,-0.4902443244074507,-0.48863920339862743
2017-06-15 02:00:00,,,,,0.5422570437567681,,,-0.5037706543909879,-0.5022081251520425
2017-06-15 05:00:00,,,,,0.44997242714245206,,,-0.42370965989351295,-0.42189503422796915
2017-06-15 08:00:00,,,,,0.4864356130844088,,,-0.4576097850320099,-0.45590190423595345
2017-06-15 11:00:00,,,,,0.39978749307296774,,,-0.33969123505976095,-0.3376120517928287
2017-06-15 14:00:00,,0.8501555108114325,0.07018773243181098,0.534161715534105,0.37383262871341316,,,-0.28329729729729725,-0.2810405405405405
2017-06-15 17:00:00,,0.9366081658966399,0.0267622147646549,0.6140615814138948,0.36566139474265724,0.0,0.0,-0.2631842178382884,-0.26086412892470134
2017-06-15 20:00:00,,0.9413073934103353,-0.049249542170665794,0.685018755870601,0.37021159078480426,0.03767522658910043,0.012558408863033476,-0.26947658402203845,-0.2671763085399449
