timestamp,ema50_dist_xrp_btc_15m,ema200_dist_xrp_btc_15m,upper_bb_dist_xrp_btc_15m,lower_bb_dist_xrp_btc_15m,width_bb_xrp_btc_15m,rsi_xrp_btc_15m,stoch_rsi_fastk_xrp_btc_15m,stoch_rsi_fastd_xrp_btc_15m,kijun_dist_xrp_btc_15m,tenkan_dist_xrp_btc_15m
2019-02-07 02:15:00,,,0.20497196993360944,-0.5167028969227938,0.7228014647095059,52.45173661797473,100.0,88.13741001057186,-1.8340560178132015,-1.7520215633423208
2019-02-07 02:30:00,,,0.1548525131252143,-0.5449649779798005,0.7011851965317105,53.4889084660489,100.0,88.13741001057186,-1.8685567010309323,-1.78655107778819
2019-02-07 02:45:00,,,0.11277275628982508,-0.5403234181147076,0.6544953239491161,53.85027555846311,100.0,100.0,-1.8800515403537665,-1.798055523017461
2019-02-07 03:00:00,,,0.061344856279710314,-0.6022017984477102,0.6653459395792471,55.70345146744102,100.0,100.0,-1.9374853664247405,-1.8555373448841062
2019-02-07 03:15:00,,,-0.05291328385657046,-0.8095385099962771,0.7599021208762186,60.79028118225382,100.00000000000001,100.0,-2.1093841299520855,-2.027579759261422
2019-02-07 03:30:00,,,-0.049447811294578425,-0.9278992228015204,0.8827652515087616,62.92969564373051,100.0,100.0,-2.1893974778141145,-2.107659971975717
2019-02-07 03:45:00,,,0.21998092194368546,-0.6624484392091401,0.8843859213674883,53.498832513703675,0.0,66.66666666666667,-1.948964064146086,-1.8670256350228231
2019-02-07 04:00:00,,,0.0878832082776837,-0.8449810000756508,0.9364089741862227,58.590720654179776,53.99175102291631,51.33058367430544,-2.132258441406709,-2.050473186119872
2019-02-07 04:15:00,,,0.15248638578100326,-0.8045840835721352,0.9602011942942202,57.73961480268404,44.96706431332012,32.986271778745476,-2.1093841299520855,-2.027579759261422
2019-02-07 04:30:00,-0.43903575171773124,,-0.08389246898966585,-1.2041010095242277,1.1274694067501563,65.77151578986465,100.0,66.3196051120788,-2.4513799930127034,-2.3698614184232025
2019-02-07 04:45:00,-0.45522609509462963,,-0.009449701776398367,-1.272273231867227,1.2709686786074,66.45804334251217,99.99999999999999,81.65568810444005,-2.4854481955762564,-2.40395809080326
2019-02-07 05:00:00,-0.22535914697825454,,0.2622224179421373,-1.0485950699079538,1.3159917876100287,58.46060922571187,8.26977499137758,69.42325833045919,-2.2692801306732124,-2.1876093804690244
2019-02-07 05:15:00,-0.22770467730957034,,0.28916041990594277,-1.0217782453841195,1.3157584055999023,58.74202092850047,11.497555106831165,39.92244336606958,-2.2806812879141436,-2.1990200653289826
2019-02-07 05:30:00,-0.1404309380423907,,0.37657080407134114,-0.8657710375796657,1.2453880623054463,55.88783637513986,0.0,6.589110032736248,-2.200817279626388,-2.1190893169877323
2019-02-07 05:45:00,-0.16851750753447137,,0.34334655282324267,-0.8218712960537444,1.1680124631971864,56.85537380817198,9.15343886849781,6.883664658442991,-2.235060690943058,-2.1533613445378186
2019-02-07 06:00:00,-0.18429323042810086,,0.31408717574246126,-0.7586612714249319,1.0751383404445853,57.52424720890683,57.33374290181069,22.162393923436166,-2.2578763127187873,-2.1761960326721064
2019-02-07 06:15:00,-0.12108159347473668,,0.3537089176282482,-0.6129033134249284,0.9678665589930293,55.21944355894826,0.0,22.162393923436166,-2.200817279626388,-2.1190893169877323
2019-02-07 06:30:00,-0.08270957527205525,,0.3739738943127291,-0.5106242096594715,0.8852029202631929,53.82593229480581,0.0,19.111247633936895,-2.1665498715253473,-2.084793272599861
2019-02-07 06:45:00,-0.02337224148670769,,0.42304545979954256,-0.4090218533953083,0.8320089743629504,51.49352437259892,0.0,0.0,-2.1093841299520855,-2.027579759261422
2019-02-07 07:00:00,0.03370426537150362,,0.44286628900949143,-0.2709766725453755,0.7132299774185197,49.19768096759701,0.0,0.0,-2.0521515434985926,-1.9702993451824025
2019-02-07 07:15:00,0.06610956675450197,,0.4636861005369086,-0.20283687840554343,0.6656548012568705,47.820041650309584,0.0,0.0,-2.017779857293256,-1.9358989355480083
2019-02-07 07:30:00,0.1986585810394681,,0.6035356863368868,-0.06001922856474495,0.6617565370569815,42.672671453126256,0.0,0.0,-1.8800515403537665,-1.798055523017461
2019-02-07 07:45:00,0.08948451290218262,,0.48846787238272515,-0.14561741602878708,0.633000166431851,47.258073199783716,51.98365496532493,17.327884988441642,-1.983384039316638,-1.9014743739761308
2019-02-07 08:00:00,0.345482690932819,,0.7911737949447994,0.07002531335049689,0.7180565333631032,38.7318943816186,0.0,17.327884988441642,-1.7188783292268028,-1.6367476240760293
2019-02-07 08:15:00,0.3093160824937158,,0.7901145102769069,-0.013574920834025228,0.8005810168402726,39.74983745617317,11.200776621010744,21.061477195445224,-1.741935483870971,-1.6598240469208214
2019-02-07 08:30:00,0.3650641600659199,,0.8798751157625517,-0.014750101089355816,0.890772070847593,37.72484928267518,0.0,3.733592207003582,-1.672731541260719,-1.5905622725672086
2019-02-07 08:45:00,0.2602784175766537,,0.7955530298696001,-0.13764286216694233,0.9301361618453994,41.969726851865914,44.527198837454996,18.575991819488582,-1.7649818224463543,-1.6828896446581476
2019-02-07 09:00:00,0.2387758646652527,,0.7848484027512592,-0.18681838398942885,0.9687700189775557,42.49736095106873,100.0,48.17573294581833,-1.7765009380863006,-1.6944183864915585
2019-02-07 09:15:00,0.15042500458182229,,0.6978733604384946,-0.2901404957635245,0.9860037255839487,46.18592113701717,100.0,81.50906627915167,-1.8570591681312365,-1.7750439367311133
2019-02-07 09:30:00,0.1558012317309343,,0.6500283429050402,-0.2809165547634218,0.9292299490280517,45.73458461319002,94.66572874457351,98.22190958152451,-1.84555894070777,-1.7635340988985337
