timestamp,ema50_dist_omg_usd_1D,ema200_dist_omg_usd_1D,upper_bb_dist_omg_usd_1D,lower_bb_dist_omg_usd_1D,width_bb_omg_usd_1D,rsi_omg_usd_1D,stoch_rsi_fastk_omg_usd_1D,stoch_rsi_fastd_omg_usd_1D,kijun_dist_omg_usd_1D,tenkan_dist_omg_usd_1D
2018-11-07 01:00:00,1.7,99.54,2.77,-8.84,11.98,54.14,73.38,91.13,-56.98,-65.8
2018-11-08 01:00:00,4.38,104.12,5.71,-6.22,11.96,49.77,0.0,57.79,-55.77,-64.83
2018-11-09 01:00:00,3.61,101.86,5.05,-6.79,11.95,50.69,11.57,28.32,-56.04,-65.04
2018-11-10 01:00:00,4.39,102.71,5.93,-5.96,11.89,49.2,0.0,3.86,-55.63,-64.72
2018-11-11 01:00:00,7.48,108.22,8.69,-3.02,11.39,44.44,0.0,3.86,-54.19,-63.57
2018-11-12 01:00:00,4.49,101.75,5.64,-5.59,11.23,48.84,70.4,23.47,-55.38,-64.52
2018-11-13 01:00:00,6.91,105.9,7.7,-3.2,10.66,45.14,11.08,27.16,-54.23,-63.61
2018-11-14 01:00:00,18.95,129.28,22.46,4.97,15.38,33.72,0.0,27.16,-48.74,-59.24
2018-11-15 01:00:00,20.48,132.51,26.29,3.83,19.53,32.29,0.0,3.69,-47.73,-58.43
2018-11-16 01:00:00,22.88,137.56,31.4,3.35,23.9,30.41,0.0,0.0,-46.28,-57.28
2018-11-17 01:00:00,23.18,138.59,33.9,1.3,27.72,29.73,0.0,0.0,-45.73,-56.85
2018-11-18 01:00:00,19.49,131.65,31.38,-2.94,30.05,33.51,94.79,31.6,-47.01,-57.86
2018-11-19 01:00:00,44.1,181.03,64.58,10.36,39.44,23.17,0.0,31.6,-35.29,-48.55
2018-11-20 01:00:00,65.59,225.9,98.05,16.18,52.11,19.05,0.0,31.6,-24.44,-39.92
2018-11-21 01:00:00,56.88,211.21,92.9,3.13,60.65,22.6,24.49,8.16,-27.36,-42.24
2018-11-22 01:00:00,71.81,244.17,117.78,4.01,70.71,20.09,7.15,10.55,-19.09,-35.66
2018-11-23 01:00:00,78.07,260.47,132.26,-1.26,80.68,19.05,0.0,10.55,-14.64,-32.13
2018-11-24 01:00:00,97.28,304.35,163.98,-1.76,91.51,17.05,0.0,2.38,-3.53,-23.29
2018-11-25 01:00:00,88.6,291.05,155.65,-14.39,99.65,18.9,33.38,11.13,-6.0,-25.26
2018-11-26 01:00:00,101.48,323.08,174.84,-17.12,107.32,17.54,16.17,16.51,2.48,-18.51
2018-11-27 01:00:00,101.01,327.47,174.8,-24.84,114.09,17.28,11.35,20.3,4.34,-17.04
2018-11-28 01:00:00,72.64,270.71,134.06,-38.95,117.25,26.76,100.0,42.5,-8.85,-27.52
2018-11-29 01:00:00,65.4,258.32,120.37,-43.25,118.08,28.65,100.0,70.45,-11.26,-29.44
2018-11-30 01:00:00,78.42,290.53,133.12,-40.78,118.97,26.19,78.36,92.79,-2.56,-22.52
2018-12-01 01:00:00,60.87,254.98,104.82,-46.64,117.33,32.1,100.0,92.79,-10.79,-29.06
2018-12-02 01:00:00,62.17,260.84,98.04,-44.18,112.04,31.35,87.37,88.58,-8.66,-27.37
2018-12-03 01:00:00,75.98,295.51,105.27,-36.96,106.02,28.53,39.55,75.64,0.87,-19.8
2018-12-04 01:00:00,70.13,285.91,92.36,-37.95,102.44,29.66,58.69,61.87,-0.85,-21.16
2018-12-05 01:00:00,80.97,314.83,97.61,-32.6,98.27,27.54,0.0,32.75,7.4,-14.6
2018-12-06 01:00:00,94.94,352.19,105.09,-25.92,93.85,25.42,0.0,19.56,17.98,-6.18
2018-12-07 01:00:00,80.66,323.47,79.7,-26.76,84.18,28.98,83.93,27.98,11.34,-11.47
2018-12-08 01:00:00,74.48,312.95,56.22,-18.33,62.67,30.11,100.0,61.31,9.4,-13.01
2018-12-09 01:00:00,66.58,297.7,41.21,-16.79,51.7,32.15,100.0,94.64,6.15,-15.59
2018-12-10 01:00:00,70.93,311.87,42.66,-13.14,48.63,30.79,79.78,93.26,10.77,-11.92
2018-12-11 01:00:00,72.91,320.57,38.82,-8.34,40.92,29.91,29.32,69.7,13.98,-9.37
2018-12-12 01:00:00,73.58,326.24,37.55,-6.55,38.18,29.26,0.0,36.37,16.4,-7.44
2018-12-13 01:00:00,79.43,345.08,42.08,-3.34,38.05,27.74,0.0,9.77,22.5,-2.6
2018-12-14 01:00:00,88.78,373.52,53.09,-0.7,42.63,25.88,0.0,0.0,31.36,4.45
2018-12-15 01:00:00,84.64,368.1,52.03,-4.49,45.67,26.15,6.68,2.23,30.88,4.07
2018-12-16 01:00:00,76.14,350.92,47.69,-9.77,48.3,28.46,76.43,27.71,27.06,1.03
2018-12-17 01:00:00,55.36,300.47,31.83,-19.83,48.74,37.01,100.0,61.04,13.7,-9.59
2018-12-18 01:00:00,45.2,276.27,22.49,-23.63,46.38,41.09,100.0,92.14,7.62,-14.43
2018-12-19 01:00:00,42.64,271.42,18.51,-22.83,42.26,41.52,100.0,100.0,7.01,-14.91
2018-12-20 01:00:00,16.74,203.7,-0.41,-37.55,45.85,55.04,100.0,100.0,-11.91,-29.96
2018-12-21 01:00:00,27.7,232.81,8.07,-30.15,42.96,48.62,64.37,88.12,-2.79,-22.7
2018-12-22 01:00:00,20.28,213.5,2.28,-33.63,42.59,51.8,76.76,80.38,-7.8,-26.69
2018-12-23 01:00:00,13.37,194.93,-0.51,-38.43,47.09,55.05,100.0,80.38,-12.69,-30.57
2018-12-24 01:00:00,16.93,203.96,4.68,-36.71,49.28,52.45,59.55,78.77,-9.41,-27.97
2018-12-25 01:00:00,25.35,226.25,13.94,-31.51,49.83,47.62,0.0,53.18,-2.09,-22.15
2018-12-26 01:00:00,23.11,220.67,13.71,-31.38,49.46,48.28,8.89,22.81,-3.1,-22.95
2018-12-27 01:00:00,38.23,261.48,29.14,-21.98,49.36,41.72,0.0,2.96,10.03,-12.51
2018-12-28 01:00:00,21.63,218.18,15.23,-30.55,49.58,48.81,66.13,25.01,-2.48,-22.46
2018-12-29 01:00:00,22.26,220.01,17.22,-29.49,49.76,48.12,90.19,52.11,-1.24,-21.47
2018-12-30 01:00:00,24.76,226.91,20.93,-26.99,49.42,46.55,68.08,74.8,1.59,-19.22
2018-12-31 01:00:00,30.34,242.34,27.58,-22.44,48.77,43.77,28.96,62.41,7.14,-14.81
2019-01-01 01:00:00,21.55,219.37,20.12,-26.07,47.6,47.74,78.69,58.58,0.64,-19.98
2019-01-02 01:00:00,13.77,198.4,13.44,-28.65,45.55,51.57,100.0,69.22,-5.34,-24.73
2019-01-03 01:00:00,17.68,208.47,17.08,-22.25,40.38,49.02,67.28,81.99,-1.48,-21.66
2019-01-04 01:00:00,15.92,203.51,14.47,-18.95,34.19,49.65,75.33,80.87,-2.41,-22.4
2019-01-05 01:00:00,13.63,196.98,11.03,-15.99,27.71,50.7,77.25,73.29,-3.87,-23.56
2019-01-06 01:00:00,7.61,180.24,5.49,-18.29,25.4,54.33,100.0,84.19,-8.7,-27.41
2019-01-07 01:00:00,13.57,195.26,11.64,-12.09,23.79,49.84,15.4,64.22,-3.17,-23.01
2019-01-08 01:00:00,12.97,193.12,11.25,-10.88,22.09,49.89,5.09,40.16,-3.24,-23.06
2019-01-09 01:00:00,10.52,186.01,8.0,-12.0,20.41,51.29,32.33,17.61,-4.97,-24.44
2019-01-10 01:00:00,30.86,239.49,30.41,2.2,24.25,40.21,0.0,12.47,13.6,-9.67
2019-01-11 01:00:00,28.06,232.87,28.72,-1.21,26.31,41.1,8.08,13.47,12.17,-10.81
2019-01-12 01:00:00,27.24,231.31,27.15,-2.0,25.9,40.98,7.0,5.03,12.42,-10.61
2019-01-13 01:00:00,35.94,255.22,37.14,2.6,28.82,37.21,0.0,5.03,21.41,-3.46
2019-01-14 01:00:00,25.11,227.3,27.11,-6.17,30.12,42.74,100.0,35.67,12.65,-10.43
2019-01-15 01:00:00,29.56,239.69,32.78,-4.0,32.16,40.44,58.43,52.81,17.74,-6.38
2019-01-16 01:00:00,25.18,228.6,29.56,-7.13,32.99,42.4,93.87,84.1,14.7,-8.8
2019-01-17 01:00:00,21.09,217.93,25.61,-10.37,33.43,44.41,100.0,84.1,11.74,-11.15
2019-01-18 01:00:00,23.05,223.3,28.14,-9.33,34.25,42.95,63.1,85.66,14.41,-9.03
2019-01-19 01:00:00,19.14,212.96,24.56,-12.28,34.71,45.07,100.0,87.7,11.51,-11.33
2019-01-20 01:00:00,23.74,225.31,30.52,-9.22,35.91,42.1,0.0,54.37,16.72,-7.19
2019-01-21 01:00:00,21.26,218.87,28.33,-11.36,36.58,43.24,38.32,46.11,15.2,-8.4
2019-01-22 01:00:00,17.68,209.27,23.58,-13.6,35.42,45.38,100.0,46.11,12.48,-10.56
2019-01-23 01:00:00,19.35,213.56,25.06,-12.36,35.19,43.84,52.91,63.75,14.83,-8.69
2019-01-24 01:00:00,18.86,212.19,23.92,-12.5,34.46,43.65,47.27,66.73,15.11,-8.47
2019-01-25 01:00:00,20.44,216.35,24.4,-10.91,33.08,42.08,0.0,33.4,17.44,-6.62
2019-01-26 01:00:00,19.69,214.34,20.09,-9.37,27.97,42.04,0.0,15.76,17.5,-6.57
2019-01-27 01:00:00,26.59,232.97,25.44,-3.6,26.18,37.25,0.0,0.0,25.34,-0.34
2019-01-28 01:00:00,30.52,244.11,27.45,-0.04,24.18,34.74,0.0,0.0,30.45,3.73
2019-01-29 01:00:00,30.67,245.36,23.44,2.55,18.49,34.09,0.0,0.0,31.86,4.85
2019-01-30 01:00:00,25.62,232.44,19.74,-1.93,19.9,37.75,45.98,15.33,27.82,1.64
2019-01-31 01:00:00,29.86,244.43,25.18,0.21,22.16,34.92,22.48,22.82,33.37,6.05
2019-02-01 01:00:00,28.98,242.8,25.41,-1.39,23.92,34.76,18.32,28.93,33.69,6.3
2019-02-02 01:00:00,25.82,234.82,23.65,-4.13,25.31,36.86,75.6,38.8,31.5,4.56
2019-02-03 01:00:00,26.0,235.76,24.35,-4.44,26.19,36.11,45.14,46.35,32.8,5.59
2019-02-04 01:00:00,24.59,232.35,23.85,-5.9,27.3,36.56,85.98,68.91,32.37,5.25
2019-02-05 01:00:00,25.91,236.32,25.75,-5.4,28.27,35.01,11.91,47.68,34.9,7.26
2019-02-06 01:00:00,31.91,253.27,32.32,-1.96,29.76,30.96,0.0,32.63,42.72,13.48
2019-02-07 01:00:00,29.36,247.17,30.25,-4.59,30.88,32.46,26.81,12.91,41.26,12.32
2019-02-08 01:00:00,15.34,209.11,15.0,-14.08,28.95,46.6,100.0,42.27,26.62,0.69
2019-02-09 01:00:00,14.34,205.93,13.72,-14.32,28.12,47.01,100.0,75.6,26.17,0.32
2019-02-10 01:00:00,9.58,192.31,8.54,-17.3,27.03,51.51,100.0,100.0,21.35,-3.51
2019-02-11 01:00:00,11.9,197.81,9.52,-14.45,24.58,48.6,84.76,94.92,24.46,-1.04
