timestamp,ema50_dist_eos_usd_3h,ema200_dist_eos_usd_3h,lower_bb_dist_eos_usd_3h,width_bb_eos_usd_3h,rsi_eos_usd_3h,stoch_rsi_fastk_eos_usd_3h,stoch_rsi_fastd_eos_usd_3h,kijun_dist_eos_usd_3h,tenkan_dist_eos_usd_3h
2017-07-01 17:00:00,,,,,,,,1.8108357787197038,1.8129551135746111
2017-07-01 20:00:00,,,,,,,,0.8742300166678745,0.8756431625480106
2017-07-01 23:00:00,,,,,,,,1.2786343612334798,1.2803524229074887
2017-07-02 02:00:00,,,,,,,,1.742576882290562,1.744644750795334
2017-07-02 05:00:00,,,,,,,,1.2927748226950353,1.2945035460992909
2017-07-02 08:00:00,,,,,,,,1.0048449612403099,1.0063565891472863
2017-07-02 11:00:00,,,,,,,,0.6707041343669249,0.6719638242894055
2017-07-02 14:00:00,,,,,,,,0.17562161916450747,0.17650802309195868
2017-07-02 17:00:00,,,,,,,,0.11968568707247362,0.12052991601004392
2017-07-02 20:00:00,,,,,,,,0.07304373081072102,0.07385279229939412
2017-07-02 23:00:00,,,,,,,,-0.11134590935642374,-0.11067587533931222
2017-07-03 02:00:00,,,,,,,,-0.05745471773752697,-0.05674405043915609
2017-07-03 05:00:00,,,,,,,,-0.3436080302530393,-0.34311311895637175
2017-07-03 08:00:00,,,,,,,,-0.4720753638571925,-0.47167731531568324
2017-07-03 11:00:00,,,,,0.6917003804118109,,,-0.25250729789878334,-0.25194369779473413
2017-07-03 14:00:00,,,,,0.7046683708088891,,,-0.30663538873994645,-0.30611260053619316
2017-07-03 17:00:00,,,,,0.7457703735447574,,,-0.449030677460588,-0.44861525351512577
2017-07-03 20:00:00,,,,,0.7266767377369004,,,-0.4284530386740333,-0.4280220994475139
2017-07-03 23:00:00,,,,,0.671059876973703,,,-0.3561737615135675,-0.3556883246203636
2017-07-04 02:00:00,,0.39709732202302983,-0.9865967083338436,1.9619899728193673,0.6512271268325346,,,-0.3246154649674876,-0.324106233515264
2017-07-04 05:00:00,,0.43906352140750604,-0.9232715214075062,1.7975224078435728,0.6425864683225376,0.0,0.0,-0.31033333333333346,-0.3098133333333334
2017-07-04 08:00:00,,0.479355842325184,-0.8722281249338798,1.6819870040608347,0.6345823794215111,0.0,0.0,-0.29721467391304357,-0.2966847826086958
2017-07-04 11:00:00,,0.6869927647391978,-0.7760190205538775,1.5311689024976964,0.5814446859434594,0.0,0.0,-0.19257906403171943,-0.19197027879242
2017-07-04 14:00:00,,0.7656134954713654,-0.656700162138032,1.3488592775515325,0.5599404595198423,0.0,0.0,-0.1379166666666668,-0.13726666666666676
2017-07-04 17:00:00,,0.7400113323043929,-0.5519938591861129,1.1809825171543888,0.5573174247836703,0.0,0.0,-0.13096438172043023,-0.1303091397849464
2017-07-04 20:00:00,,0.6283280549604031,-0.46944418399266097,1.0169812778868705,0.568562824157431,0.1455433375515523,0.04851444585051743,-0.16572580645161306,-0.1650967741935485
2017-07-04 23:00:00,,0.5767752622758211,-0.3813457750963334,0.8728324393629894,0.5704581371780101,0.5446416941944618,0.2300616772486714,-0.17107371794871806,-0.17044871794871808
2017-07-05 02:00:00,,0.5381841492810366,-0.3421519014150861,0.8017514784235171,0.5747832445594016,1.0,0.5633950105820048,-0.18234271261460644,-0.18172620929497318
2017-07-05 05:00:00,,0.610241191054469,-0.26439838168992025,0.7456932487145761,0.5507555230295246,0.0,0.5148805647314874,-0.13503344481605362,-0.13438127090301022
2017-07-05 08:00:00,,0.7066343879606494,-0.18768795938922034,0.7100765123115913,0.5248077032578073,0.0,0.33333333333333337,-0.07633928571428572,-0.07564285714285723
2017-07-05 11:00:00,,0.7464402418745462,-0.18034979694383846,0.7223362221306355,0.5168033470833369,0.0,0.0,-0.05680160466812556,-0.056090444930707695
2017-07-05 14:00:00,,0.7168565028578615,-0.19108789299239048,0.7189450310720359,0.5229502724896025,0.10601821793153653,0.03533940597717884,-0.0721973094170405,-0.07149775784753376
2017-07-05 17:00:00,,0.6366251160971061,-0.244546352044413,0.7367411820910329,0.5385532909267973,0.6406052995817646,0.24887450583776702,-0.10812814676874272,-0.1074556865990759
2017-07-05 20:00:00,,0.5934160869000258,-0.20493188384713268,0.6684975933495667,0.5249208367700645,0.37321888024866384,0.3732807992539883,-0.08191338303159401,-0.08122115725949608
2017-07-05 23:00:00,,0.5816842926371817,-0.2281817151355926,0.6882219000010655,0.527286437031513,0.4819823914776724,0.49860219043603365,-0.08684061860038139,-0.08615210790198435
2017-07-06 02:00:00,,0.3547085477732559,-0.3358849824869229,0.6841544175874832,0.5917026037659243,1.0,0.6184004239087788,-0.21136488382021112,-0.21077026285296097
2017-07-06 05:00:00,,0.21456921160443243,-0.3316329797203743,0.5801600522374347,0.6133486348327252,1.0,0.8273274638258908,-0.2503623188405798,-0.24979710144927547
2017-07-06 08:00:00,,0.24017197676058633,-0.22702541139179822,0.4641464225102743,0.5589174278900084,0.38445592748847707,0.794818642496159,-0.1813073757518202,-0.180690091801203
2017-07-06 11:00:00,,0.14485972043712025,-0.23945669013408977,0.40339645152142883,0.5784388713395889,0.5943658843831606,0.6596072706238791,-0.2162878787878788,-0.21569696969696972
2017-07-06 14:00:00,,0.13334937459195229,-0.20870936470381185,0.3554521755116632,0.5662273679410396,0.13429685765968963,0.3710395565104424,-0.200837401891107,-0.20023484333477548
2017-07-06 17:00:00,,0.13218476158632653,-0.16788767259976678,0.30552652739602615,0.5474222882214211,0.0,0.24288758068095007,-0.17630103828269328,-0.17567997961653625
