timestamp,ema50_dist_zec_usd_1D,ema200_dist_zec_usd_1D,upper_bb_dist_zec_usd_1D,lower_bb_dist_zec_usd_1D,width_bb_zec_usd_1D,rsi_zec_usd_1D,stoch_rsi_fastk_zec_usd_1D,stoch_rsi_fastd_zec_usd_1D,kijun_dist_zec_usd_1D,tenkan_dist_zec_usd_1D
2018-10-11 02:00:00,22.38,99.93,30.23,4.8,21.64,33.98,0.0,17.61,-45.07,-53.68
2018-10-12 02:00:00,20.19,96.71,29.93,1.22,24.84,35.44,10.22,6.1,-45.69,-54.2
2018-10-13 02:00:00,17.95,93.31,28.68,-2.09,27.16,37.13,23.57,11.26,-46.37,-54.77
2018-10-14 02:00:00,19.11,95.53,30.15,-2.35,28.53,35.82,14.84,16.21,-45.48,-54.03
2018-10-15 02:00:00,13.71,86.71,23.85,-7.15,28.61,41.52,100.0,46.13,-47.7,-55.9
2018-10-16 02:00:00,10.46,81.26,19.94,-9.91,28.42,44.83,100.0,71.61,-49.0,-56.99
2018-10-17 02:00:00,6.2,73.95,12.63,-11.96,24.51,49.49,100.0,100.0,-50.85,-58.55
2018-10-18 02:00:00,7.43,75.69,12.64,-10.33,22.71,47.79,87.56,95.85,-50.14,-57.95
2018-10-19 02:00:00,5.81,72.7,9.81,-11.06,21.0,49.49,99.95,95.84,-50.78,-58.5
2018-10-20 02:00:00,1.36,64.87,4.88,-14.6,20.47,54.8,100.0,95.84,-52.83,-60.22
2018-10-21 02:00:00,1.83,65.11,5.43,-14.14,20.46,54.02,88.76,96.23,-52.57,-60.01
2018-10-22 02:00:00,3.7,67.71,7.33,-12.4,20.24,51.14,47.72,78.82,-51.63,-59.21
2018-10-23 02:00:00,5.13,69.67,9.02,-11.01,20.23,48.94,0.0,45.49,-50.86,-58.56
2018-10-24 02:00:00,1.6,63.42,5.66,-13.99,20.49,53.58,79.09,42.27,-52.49,-59.93
2018-10-25 02:00:00,1.7,63.06,5.62,-13.77,20.22,53.32,86.21,55.1,-52.41,-59.87
2018-10-26 02:00:00,4.89,67.82,8.92,-10.91,20.03,48.37,0.0,55.1,-50.82,-58.53
2018-10-27 02:00:00,6.46,70.05,10.46,-9.44,19.8,46.01,0.0,28.74,-49.96,-57.8
2018-10-28 02:00:00,2.91,63.92,6.58,-12.28,19.41,50.93,65.04,21.68,-51.57,-59.16
2018-10-29 01:00:00,8.62,72.85,12.29,-7.31,19.13,43.55,0.0,21.68,-48.72,-56.76
2018-10-30 01:00:00,9.37,73.91,12.96,-6.64,19.0,42.38,0.0,21.68,-48.18,-56.3
2018-10-31 01:00:00,8.36,72.13,11.81,-6.12,17.44,43.34,11.18,3.73,-48.5,-56.57
2018-11-01 01:00:00,7.34,70.28,10.65,-5.75,16.0,44.43,23.94,11.71,-48.84,-56.86
2018-11-02 01:00:00,5.43,66.92,8.57,-6.29,14.69,47.07,100.0,45.04,-49.65,-57.54
2018-11-03 01:00:00,6.59,68.49,9.29,-3.63,12.56,45.12,58.31,60.75,-48.97,-56.97
2018-11-04 01:00:00,1.76,60.36,4.34,-7.18,11.69,52.46,100.0,86.1,-51.25,-58.89
2018-11-05 01:00:00,1.61,59.63,4.34,-6.9,11.39,52.59,100.0,86.1,-51.29,-58.92
2018-11-06 01:00:00,-5.08,48.31,-1.3,-13.89,13.62,62.15,100.0,100.0,-54.59,-61.71
2018-11-07 01:00:00,-3.56,49.95,1.02,-12.78,14.67,59.44,84.1,94.7,-53.93,-61.15
2018-11-08 01:00:00,-8.34,41.58,-2.24,-18.37,17.98,65.68,100.0,94.7,-56.38,-63.21
2018-11-09 01:00:00,-6.34,43.82,0.65,-17.28,19.56,62.08,72.51,85.53,-55.55,-62.52
2018-11-10 01:00:00,-3.01,48.27,4.49,-14.52,20.02,56.25,0.0,57.5,-54.03,-61.23
2018-11-11 01:00:00,-2.94,47.72,4.94,-14.57,20.5,56.32,0.73,24.41,-54.05,-61.25
2018-11-12 01:00:00,-6.44,41.57,2.04,-18.04,21.83,61.27,53.18,17.97,-55.83,-62.75
2018-11-13 01:00:00,-1.52,48.43,7.53,-13.77,21.98,53.04,0.0,17.97,-53.54,-60.82
2018-11-14 01:00:00,11.32,67.81,22.27,-3.4,23.46,39.81,0.0,17.73,-47.26,-55.53
2018-11-15 01:00:00,11.79,68.55,23.65,-3.73,24.9,39.15,0.0,0.0,-46.81,-55.15
2018-11-16 01:00:00,14.22,72.36,27.55,-2.61,26.81,37.12,0.0,0.0,-45.38,-53.94
2018-11-17 01:00:00,11.07,67.61,24.63,-6.03,28.05,40.13,18.91,6.3,-46.67,-55.03
2018-11-18 01:00:00,8.74,63.99,22.49,-7.98,28.4,42.39,100.0,39.64,-47.62,-55.83
2018-11-19 01:00:00,23.59,86.96,41.96,2.15,32.62,32.82,0.0,39.64,-40.0,-49.41
2018-11-20 01:00:00,40.34,113.64,67.29,9.77,41.52,26.97,0.0,33.33,-31.07,-41.87
2018-11-21 01:00:00,39.65,113.91,71.34,4.0,48.91,26.74,0.0,0.0,-30.62,-41.49
2018-11-22 01:00:00,52.28,135.17,93.24,5.97,58.33,23.65,0.0,0.0,-23.28,-35.3
2018-11-23 01:00:00,49.09,132.01,94.15,-2.18,65.98,24.35,7.61,2.54,-23.88,-35.81
2018-11-24 01:00:00,69.75,166.91,127.95,1.97,76.37,20.77,0.0,2.54,-11.88,-25.69
2018-11-25 01:00:00,59.27,152.7,117.96,-10.94,83.97,24.55,63.24,23.62,-16.06,-29.22
2018-11-26 01:00:00,66.08,166.12,129.56,-13.8,90.8,23.14,62.68,41.97,-11.05,-24.99
2018-11-27 01:00:00,49.39,141.19,106.41,-26.15,94.59,30.15,100.0,75.31,-18.91,-31.62
2018-11-28 01:00:00,35.81,120.41,84.13,-33.69,94.09,36.4,100.0,87.56,-25.49,-37.17
2018-11-29 01:00:00,22.42,99.18,61.86,-39.64,91.35,43.22,100.0,100.0,-32.33,-42.94
2018-11-30 01:00:00,31.86,115.47,70.67,-34.97,89.64,39.24,80.2,93.4,-26.4,-37.93
2018-12-01 01:00:00,31.51,115.84,65.6,-34.37,86.46,38.93,67.19,82.46,-25.87,-37.49
2018-12-02 01:00:00,31.8,117.27,58.35,-31.31,78.98,38.38,29.03,58.81,-24.98,-36.74
2018-12-03 01:00:00,46.32,142.89,68.81,-21.66,73.21,33.69,0.0,32.08,-15.64,-28.86
2018-12-04 01:00:00,37.43,129.37,55.26,-25.73,70.57,37.21,63.36,30.8,-19.88,-32.44
2018-12-05 01:00:00,52.8,157.05,69.29,-17.47,68.91,32.97,0.0,21.12,-9.66,-23.82
2018-12-06 01:00:00,70.24,189.3,86.26,-9.71,69.4,29.63,0.0,21.12,2.34,-13.7
2018-12-07 01:00:00,62.56,178.8,72.03,-12.42,65.06,31.38,23.09,7.7,-0.74,-16.3
2018-12-08 01:00:00,67.44,189.97,67.5,-5.55,55.78,30.18,7.21,10.1,3.92,-12.37
2018-12-09 01:00:00,55.66,171.79,51.04,-10.29,50.95,33.69,100.0,43.43,-1.98,-17.34
2018-12-10 01:00:00,64.57,190.03,60.11,-6.79,52.82,31.61,48.69,51.97,5.29,-11.21
2018-12-11 01:00:00,69.47,201.64,65.26,-5.92,54.89,30.38,5.83,51.51,10.24,-7.04
2018-12-12 01:00:00,61.72,190.41,59.33,-11.92,57.59,32.3,60.35,38.29,6.84,-9.91
2018-12-13 01:00:00,71.28,210.69,70.72,-9.35,61.27,30.22,0.0,22.06,15.08,-2.96
2018-12-14 01:00:00,76.35,223.29,80.02,-9.84,66.52,29.04,0.0,20.12,20.57,1.67
2018-12-15 01:00:00,70.6,215.86,77.08,-15.42,70.7,30.06,31.39,10.46,18.61,0.02
2018-12-16 01:00:00,63.65,205.74,72.6,-20.61,73.98,31.76,83.7,38.36,15.59,-2.53
2018-12-17 01:00:00,45.08,172.75,53.35,-29.92,74.53,38.93,100.0,71.69,3.77,-12.49
2018-12-18 01:00:00,38.18,161.08,44.19,-32.41,72.34,41.41,100.0,94.57,-0.05,-15.72
2018-12-19 01:00:00,41.11,168.1,41.19,-27.6,64.42,39.88,86.54,95.51,3.28,-12.91
2018-12-20 01:00:00,20.96,130.13,18.0,-35.74,58.97,49.42,100.0,95.51,-10.84,-24.81
2018-12-21 01:00:00,28.38,145.01,21.18,-28.86,52.04,45.64,63.98,83.51,-4.51,-19.48
2018-12-22 01:00:00,22.85,134.86,11.76,-28.61,44.08,47.89,83.97,82.65,-7.94,-22.37
2018-12-23 01:00:00,19.59,128.86,8.17,-29.38,42.01,49.18,97.5,81.82,-9.78,-23.92
2018-12-24 01:00:00,13.96,118.01,1.52,-31.07,38.23,52.0,100.0,93.82,-13.59,-27.14
2018-12-25 01:00:00,24.88,139.42,11.29,-23.57,37.14,45.86,3.4,66.97,-4.55,-19.51
2018-12-26 01:00:00,25.34,140.88,13.04,-22.5,37.31,45.2,0.0,34.47,-3.4,-18.54
2018-12-27 01:00:00,35.23,161.03,22.99,-15.85,37.5,40.88,0.0,1.13,5.32,-11.18
2018-12-28 01:00:00,18.77,129.45,9.6,-25.45,38.06,48.57,69.17,23.06,-6.89,-21.49
2018-12-29 01:00:00,24.16,140.34,15.47,-21.45,38.06,45.76,63.43,44.2,-1.9,-17.28
2018-12-30 01:00:00,22.93,138.38,15.51,-21.25,37.85,45.91,65.38,65.99,-2.14,-17.47
2018-12-31 01:00:00,29.94,152.82,23.17,-15.36,37.08,42.56,21.86,50.22,4.42,-11.94
2019-01-01 01:00:00,20.74,135.21,15.52,-20.21,36.58,46.84,71.19,52.81,-2.29,-17.6
2019-01-02 01:00:00,17.51,129.01,13.07,-20.14,34.43,48.22,100.0,64.35,-4.33,-19.32
2019-01-03 01:00:00,21.84,137.8,16.91,-13.7,30.12,45.62,54.12,75.1,-0.07,-15.74
2019-01-04 01:00:00,20.79,136.04,15.31,-10.85,25.6,45.74,56.2,70.11,-0.24,-15.88
2019-01-05 01:00:00,22.7,140.18,16.58,-6.15,21.6,44.31,0.0,36.77,2.1,-13.9
2019-01-06 01:00:00,13.84,122.71,8.73,-11.69,20.72,49.54,100.0,52.07,-4.8,-19.72
2019-01-07 01:00:00,15.28,125.48,10.73,-9.83,20.47,48.26,75.47,58.49,-3.08,-18.27
2019-01-08 01:00:00,15.62,126.12,11.51,-8.36,19.56,47.64,63.65,79.71,-2.25,-17.57
2019-01-09 01:00:00,15.11,125.07,10.42,-8.07,18.27,47.57,62.32,67.15,-2.16,-17.5
2019-01-10 01:00:00,26.26,147.49,22.69,-0.18,20.56,40.74,0.0,41.99,8.23,-8.74
2019-01-11 01:00:00,22.34,140.18,19.25,-3.52,21.12,42.77,27.06,29.79,5.65,-10.91
2019-01-12 01:00:00,22.28,140.44,18.94,-3.5,20.83,42.32,22.93,16.66,6.38,-10.29
2019-01-13 01:00:00,27.58,151.56,22.58,1.23,19.08,39.11,0.0,16.66,11.97,-5.58
2019-01-14 01:00:00,19.23,135.27,14.75,-5.26,19.11,44.55,100.0,40.98,5.33,-11.18
2019-01-15 01:00:00,24.22,145.6,20.42,-1.87,20.4,41.35,41.15,47.05,10.61,-6.73
2019-01-16 01:00:00,24.8,147.28,22.45,-1.73,21.91,40.56,26.55,55.9,12.03,-5.53
2019-01-17 01:00:00,20.65,139.32,17.88,-4.73,21.21,43.05,72.44,46.72,9.06,-8.03
2019-01-18 01:00:00,22.65,143.68,20.48,-3.55,22.16,41.38,20.69,39.89,11.7,-5.8
2019-01-19 01:00:00,19.44,137.5,17.53,-6.06,22.32,43.34,100.0,64.38,9.5,-7.66
2019-01-20 01:00:00,22.96,144.9,22.18,-3.71,23.7,40.67,4.04,41.57,13.59,-4.22
2019-01-21 01:00:00,22.81,145.0,22.37,-4.21,24.36,40.21,0.0,34.68,14.31,-3.61
2019-01-22 01:00:00,20.3,140.24,19.31,-5.91,23.64,41.73,48.63,17.56,12.75,-4.92
2019-01-23 01:00:00,20.04,139.94,19.23,-6.19,23.86,41.36,36.51,28.38,13.27,-4.49
2019-01-24 01:00:00,16.21,132.27,15.24,-8.88,23.37,44.56,100.0,61.71,10.28,-7.01
2019-01-25 01:00:00,18.16,136.28,17.4,-7.3,23.51,42.42,50.76,62.42,12.83,-4.85
2019-01-26 01:00:00,18.15,136.37,15.71,-6.24,20.95,41.85,15.34,55.37,13.53,-4.27
2019-01-27 01:00:00,20.05,140.42,16.17,-3.85,18.86,39.73,0.0,22.03,16.15,-2.06
2019-01-28 01:00:00,23.57,147.89,18.35,-0.44,17.25,36.63,0.0,5.11,20.48,1.59
2019-01-29 01:00:00,23.9,149.03,16.86,0.92,14.64,35.79,0.0,0.0,21.76,2.67
2019-01-30 01:00:00,20.07,141.54,13.8,-2.3,15.23,39.34,58.61,19.54,18.79,0.17
2019-01-31 01:00:00,21.17,144.06,14.95,-1.41,15.32,37.84,52.11,36.91,20.74,1.82
2019-02-01 01:00:00,20.81,143.6,14.67,-1.67,15.34,37.47,47.37,52.7,21.23,2.23
2019-02-02 01:00:00,19.04,140.17,13.67,-3.16,15.99,38.82,85.37,61.62,20.22,1.38
2019-02-03 01:00:00,20.84,144.08,14.9,-1.37,15.25,36.57,0.0,44.25,22.91,3.64
2019-02-04 01:00:00,19.78,142.15,14.34,-2.34,15.74,36.94,16.24,33.87,22.65,3.43
2019-02-05 01:00:00,18.88,140.47,13.96,-3.13,16.22,37.15,25.51,13.92,22.52,3.31
2019-02-06 01:00:00,22.74,148.67,18.01,-0.37,16.9,33.03,0.0,13.92,27.45,7.48
2019-02-07 01:00:00,21.6,146.66,17.46,-1.67,17.73,33.45,10.28,11.93,27.18,7.25
2019-02-08 01:00:00,12.56,128.08,8.1,-8.24,16.34,46.32,100.0,36.76,18.26,-0.27
2019-02-09 01:00:00,12.1,126.87,7.69,-8.19,15.92,46.28,99.71,70.0,18.3,-0.24
2019-02-10 01:00:00,10.68,123.63,6.45,-8.96,15.61,47.76,100.0,99.9,17.26,-1.12
2019-02-11 01:00:00,9.41,120.64,5.13,-9.53,14.99,49.13,100.0,99.9,16.33,-1.91
