timestamp,ema50_dist_neo_btc_15m,ema200_dist_neo_btc_15m,upper_bb_dist_neo_btc_15m,lower_bb_dist_neo_btc_15m,width_bb_neo_btc_15m,rsi_neo_btc_15m,stoch_rsi_fastk_neo_btc_15m,stoch_rsi_fastd_neo_btc_15m,kijun_dist_neo_btc_15m,tenkan_dist_neo_btc_15m
2019-02-06 16:15:00,,,,,,,,,6.501240694789101,7.146401985111694
2019-02-06 16:30:00,,,,,,,,,6.554121151936454,7.199602780536263
2019-02-06 16:45:00,,,,,,,,,6.501240694789101,7.146401985111694
2019-02-06 17:00:00,,,,,,,,,6.290242694403192,6.934125804853908
2019-02-06 17:15:00,,,,,,,,,6.027667984189722,6.669960474308301
2019-02-06 17:30:00,,,,,,,,,6.342913776015879,6.987115956392498
2019-02-06 17:45:00,,,,,,,,,6.185056902523534,6.828302820385979
2019-02-06 18:00:00,,,,,,,,,6.6600397614314355,7.306163021868817
2019-02-06 18:15:00,,,,,,,,,6.872509960159401,7.519920318725126
2019-02-06 18:30:00,,,,,,,,,7.03241895261848,7.680798004987555
2019-02-06 18:45:00,,,,,,,,,7.139291063404918,7.78831752371445
2019-02-06 19:00:00,,,,,,,,,7.139291063404918,7.78831752371445
2019-02-06 19:15:00,,,,,,,,,7.246376811594213,7.896051974012996
2019-02-06 19:30:00,,,,,,,,,6.872509960159401,7.519920318725126
2019-02-06 19:45:00,,,,,,42.55319148936153,,,6.872509960159401,7.519920318725126
2019-02-06 20:00:00,,,,,,40.68857589984346,,,6.979062811565329,7.627118644067821
2019-02-06 20:15:00,,,,,,36.39496069774958,,,7.246376811594213,7.896051974012996
2019-02-06 20:30:00,,,,,,44.0278435803055,,,6.9257598405580545,7.573492775286517
2019-02-06 20:45:00,,,,,,43.09951255549678,,,6.979062811565329,7.627118644067821
2019-02-06 21:00:00,,,0.762932385231796,-0.5537690386181904,1.3153258340832514,45.571337939310915,,,6.872509960159401,7.519920318725126
2019-02-06 21:15:00,,,0.5017197374411975,-0.7997823305857188,1.3034446084269686,51.27058742923346,100.0,95.94591349431761,6.607054148037772,7.252856433184318
2019-02-06 21:30:00,,,0.4518181884156647,-0.8490376521693488,1.3034446084269686,52.345343804404166,100.0,100.0,6.554121151936454,7.199602780536263
2019-02-06 21:45:00,,,0.6292375228291069,-0.6541131447196369,1.2835103081343395,47.80358567517949,50.877773918257574,83.62592463941918,6.766169154228874,7.412935323383096
2019-02-06 22:00:00,,,0.3899273710740836,-0.8367992677970393,1.2294737251487682,52.26401363753549,98.79937855844247,83.22571749223334,6.554121151936454,7.199602780536263
2019-02-06 22:15:00,,,0.23873827257971936,-0.8293089921826313,1.0712103922232625,53.33757737781596,100.0,83.22571749223334,6.501240694789101,7.146401985111694
2019-02-06 22:30:00,,,0.294641833727205,-0.7119294641295126,1.0086758376073075,50.87331660014706,55.470464899777554,84.75661448607333,6.607054148037772,7.252856433184318
2019-02-06 22:45:00,,,0.16235670030604332,-0.7134987062642928,0.878275679669731,52.06580323629364,77.0188643232618,77.49644307434644,6.554121151936454,7.199602780536263
2019-02-06 23:00:00,,,0.05789986626709709,-0.8809043283394491,0.9426833576549004,55.55157085050673,100.0,77.49644307434644,6.395637084779393,7.040158651462569
2019-02-06 23:15:00,,,-0.07474119583477101,-1.1715496053521068,1.1036859779257773,60.68329729929852,100.0,92.33962144108726,6.132542037586575,6.775469831849668
2019-02-06 23:30:00,,,0.2579971307410167,-0.8581955434393995,1.1195524421740406,52.80475230065428,19.68847605046038,73.22949201682012,6.44841269841272,7.093253968253976
2019-02-06 23:45:00,,,0.28128382947452124,-0.8169981151887606,1.1012316723570827,52.80475230065428,8.574987797589163,42.75448794934983,6.44841269841272,7.093253968253976
2019-02-07 00:00:00,,,0.8243262916069583,-0.2557477379909634,1.077012199405105,41.38141526689915,0.0,9.4211546160165,7.03241895261848,7.680798004987555
2019-02-07 00:15:00,,,0.5008040846899542,-0.48091348299923453,0.9816199426327279,47.99056194862531,34.240944331917035,14.27197737650205,6.713078070611633,7.359522625559434
2019-02-07 00:30:00,,,0.3638793396320006,-0.6121415044780698,0.9772338951218809,50.96736422508981,83.91548747852646,39.38547727014782,6.554121151936454,7.199602780536263
2019-02-07 00:45:00,,,0.2865697708509751,-0.6933158025970498,0.9818824574139979,52.902704014877244,100.0,72.71881060348115,6.44841269841272,7.093253968253976
2019-02-07 01:00:00,,,0.4349360010495795,-0.5094516493357459,0.9447396398189238,49.73180678811082,72.47792936946493,85.46447228266379,6.607054148037772,7.252856433184318
2019-02-07 01:15:00,,,0.748781822644462,-0.10072599014202543,0.8467640608445702,43.22196711513087,0.0,57.49264312315497,6.979062811565329,7.627118644067821
2019-02-07 01:30:00,,,0.4910777411617495,-0.3220076267908545,0.8123986063261779,48.416032852812506,53.65361946586643,42.04384961177711,6.713078070611633,7.359522625559434
2019-02-07 01:45:00,,,0.4762922435691319,-0.28235887708486507,0.757916194458471,48.4160328528125,53.653619465866356,35.76907964391092,6.713078070611633,7.359522625559434
2019-02-07 02:00:00,,,0.46970398157453186,-0.2608526638222419,0.7297945526267581,48.4160328528125,79.78792103345282,62.36505332172853,6.713078070611633,7.359522625559434
2019-02-07 02:15:00,,,0.46756351119112693,-0.26865749428421903,0.7354895390019407,48.4160328528125,99.99999999999987,77.81384683310635,6.713078070611633,7.359522625559434
2019-02-07 02:30:00,,,0.41252485094440683,-0.32306163026856183,0.7352575886534383,49.654978793707244,100.0,93.26264034448423,6.6600397614314355,7.306163021868817
