timestamp,ema50_dist_eos_usd_4h,ema200_dist_eos_usd_4h,lower_bb_dist_eos_usd_4h,width_bb_eos_usd_4h,rsi_eos_usd_4h,stoch_rsi_fastk_eos_usd_4h,stoch_rsi_fastd_eos_usd_4h,kijun_dist_eos_usd_4h,tenkan_dist_eos_usd_4h
2019-01-14 20:00:00,,,,,,,,0.017454328832406718,0.02710484511517075
2019-01-15 00:00:00,,,,,,,,0.0209005778043434,0.030583781629806683
2019-01-15 04:00:00,,,,,,,,0.026340036856021154,0.03607483374729581
2019-01-15 08:00:00,,,,,,,,0.03404504359057148,0.04385292218275749
2019-01-15 12:00:00,,,,,,,,0.03546600921509979,0.045287365613127184
2019-01-15 16:00:00,,,,,,,,0.05404015469431411,0.0640376861680243
2019-01-15 20:00:00,,,,,,,,0.04414308640642983,0.05404674455732117
2019-01-16 00:00:00,,,,,,,,0.0590946672178585,0.0691401405539478
2019-01-16 04:00:00,,,,,,,,0.045267237862097076,0.055181558547531484
2019-01-16 08:00:00,,,,,,,,0.05686646590487188,0.06689080483478382
2019-01-16 12:00:00,,,,,,,,0.0427995766851188,0.05269049169651563
2019-01-16 16:00:00,,,,,,,,0.03920415365269947,0.04906096621100864
2019-01-16 20:00:00,,,,,,,,0.03992125345023534,0.04978486767332346
2019-01-17 00:00:00,,,,,,,,0.04123145702093067,0.051107498475919444
2019-01-17 04:00:00,,,,,0.36251195110156564,,,0.047832310838445746,0.0577709611451942
2019-01-17 08:00:00,,,,,0.3751849173079213,,,0.04569387755102028,0.05561224489795902
2019-01-17 12:00:00,,,,,0.3924736322473991,,,0.042864840633851875,0.05275637467136329
2019-01-17 16:00:00,,,,,0.45205804589243004,,,0.032669595711233734,0.042464428231689944
2019-01-17 20:00:00,,,,,0.5453192110099699,,,0.0134295886075948,0.023041930379746667
2019-01-18 00:00:00,,-0.004807009813948326,-0.05802730782434695,0.054946562903710826,0.5822253021447965,,,0.004410553965578101,0.013937350531226578
