timestamp,ema50_dist_eos_usd_12h,ema200_dist_eos_usd_12h,lower_bb_dist_eos_usd_12h,width_bb_eos_usd_12h,rsi_eos_usd_12h,stoch_rsi_fastk_eos_usd_12h,stoch_rsi_fastd_eos_usd_12h,kijun_dist_eos_usd_12h,tenkan_dist_eos_usd_12h
2018-07-15 14:00:00,,,,,,,,-0.6314477279770121,-0.6391314758993718
2018-07-16 02:00:00,,,,,,,,-0.646074559030408,-0.6534533600259712
2018-07-16 14:00:00,,,,,,,,-0.6615135834411385,-0.6685705045278137
2018-07-17 02:00:00,,,,,,,,-0.6732193483120809,-0.6800322222083452
2018-07-17 14:00:00,,,,,,,,-0.6716239959839357,-0.6784701305220884
2018-07-18 02:00:00,,,,,,,,-0.7038215118516673,-0.7099963777138847
2018-07-18 14:00:00,,,,,,,,-0.7046873060123475,-0.7108441213981783
2018-07-19 02:00:00,,,,,,,,-0.6966130584511208,-0.7029382094778707
2018-07-19 14:00:00,,,,,,,,-0.694943512375978,-0.7013034708701076
2018-07-20 02:00:00,,,,,,,,-0.6893145089471246,-0.6957918235035682
2018-07-20 14:00:00,,,,,,,,-0.6892997518197903,-0.6957773740396376
2018-07-21 02:00:00,,,,,,,,-0.6684911373801108,-0.6754025872008311
2018-07-21 14:00:00,,,,,,,,-0.6659218590398366,-0.6728868743615934
2018-07-22 02:00:00,,,,,,,,-0.6780564031892904,-0.6847684319322769
2018-07-22 14:00:00,,,,,0.6651078120586297,,,-0.6790161320002455,-0.6857081518738883
2018-07-23 02:00:00,,,,,0.6028562487553697,,,-0.6665179709406067,-0.6734705582462401
2018-07-23 14:00:00,,,,,0.6297439623723795,,,-0.6756177086820149,-0.6823805804539989
2018-07-24 02:00:00,,,,,0.6085567141197514,,,-0.671335259389524,-0.6781874136415024
2018-07-24 14:00:00,,,,,0.6316311121765082,,,-0.6786692374765126,-0.6853684895673425
2018-07-25 02:00:00,,0.0466980727664319,-0.1594953981440017,0.21851756961046753,0.6837397473249947,,,-0.6962608685557736,-0.7025933622000626
2018-07-25 14:00:00,,0.047013376658139094,-0.13289552368264312,0.1879810065624891,0.6740934317874412,0.8716955790913652,0.7779769242612629,-0.6946907817969662,-0.7010560093348892
