timestamp,ema50_dist_neo_btc_1h,ema200_dist_neo_btc_1h,upper_bb_dist_neo_btc_1h,lower_bb_dist_neo_btc_1h,width_bb_neo_btc_1h,rsi_neo_btc_1h,stoch_rsi_fastk_neo_btc_1h,stoch_rsi_fastd_neo_btc_1h,kijun_dist_neo_btc_1h,tenkan_dist_neo_btc_1h
2018-02-16 16:00:00,,,,,,,,,-82.90618762475049,-82.86626746506985
2018-02-16 17:00:00,,,,,,,,,-83.18013983816482,-83.14085945478827
2018-02-16 18:00:00,,,,,,,,,-83.06438854611612,-83.02483784211358
2018-02-16 19:00:00,,,,,,,,,-83.15101912331787,-83.11167073266704
2018-02-16 20:00:00,,,,,,,,,-83.02275790976132,-82.98310998334787
2018-02-16 21:00:00,,,,,,,,,-83.0294863665187,-82.98985415345592
2018-02-16 22:00:00,,,,,,,,,-82.96738265712013,-82.92760540970565
2018-02-16 23:00:00,,,,,,,,,-82.8486741969078,-82.80861972282302
2018-02-17 00:00:00,,,,,,,,,-82.92254925420754,-82.88266730477785
2018-02-17 01:00:00,,,,,,,,,-83.50920434414235,-83.47069244396519
2018-02-17 02:00:00,,,,,,,,,-83.65399297602687,-83.61581920903954
2018-02-17 03:00:00,,,,,,,,,-83.39408981617932,-83.35530908244783
2018-02-17 04:00:00,,,,,,,,,-83.44672955002319,-83.40807174887892
2018-02-17 05:00:00,,,,,,,,,-83.52696776179118,-83.48849734554128
2018-02-17 06:00:00,,,,,,64.06451612903227,,,-83.48121286937736,-83.442635599105
2018-02-17 07:00:00,,,,,,53.014373716632456,,,-83.08980333307005,-83.050311981676
2018-02-17 08:00:00,,,,,,50.363734581795285,,,-82.97550890585241,-82.93575063613231
2018-02-17 09:00:00,,,,,,45.311915199242975,,,-82.73387096774194,-82.69354838709677
2018-02-17 10:00:00,,,,,,44.06774285884851,,,-82.66958070260644,-82.62910798122066
2018-02-17 11:00:00,,,5.609618261139526,-1.3290803756414893,6.793303668184235,46.311072328377065,,,-82.76028665754086,-82.72002576696997
2018-02-17 12:00:00,,,6.654139997528552,-0.7553502972605264,7.197215977398668,43.21001220051398,0.0,8.358190940584683,-82.60904881813012,-82.56843473316546
2018-02-17 13:00:00,,,6.439828291682792,-1.3085266220442593,7.554532000392287,44.21569738004331,32.430366973320794,19.16831326502495,-82.64710650024315,-82.6065812935646
2018-02-17 14:00:00,,,6.137542049860656,-1.8353198276384042,7.804968336396135,45.63645720931039,78.2456614431548,36.892009472158534,-82.6989898989899,-82.65858585858585
2018-02-17 15:00:00,,,6.120078263776585,-2.0547747803852934,8.011997046648565,45.56889713261189,76.06704916500267,62.24769252715942,-82.6961933241736,-82.65578275276812
2018-02-17 16:00:00,,,5.61752326235625,-2.633613366941878,8.129843033912849,47.934583159017585,100.0,84.7709035360525,-82.77554304102976,-82.73531777956556
2018-02-17 17:00:00,,,5.285397439756823,-3.008002926681197,8.200026885260186,49.42950839933803,100.0,92.02234972166757,-82.82528477458688,-82.78517567784374
2018-02-17 18:00:00,,,5.441936372401468,-2.9391242239199755,8.277475761843915,48.59472948261417,78.3770273915258,92.79234246384193,-82.79768600353528,-82.75751245380042
2018-02-17 19:00:00,,,5.622915158574027,-2.8245248165216674,8.330874777504608,47.68411842214759,54.78980253117901,77.72227664090161,-82.76861167002012,-82.72837022132796
2018-02-17 20:00:00,,,5.764150141665203,-2.7918741906657996,8.4307320221374,46.91764991947719,0.0,44.388943307568276,-82.74500322372663,-82.70470664087685
2018-02-17 21:00:00,,,5.39095973774848,-2.7578952216193775,8.042966708149674,46.5385452728936,0.0,18.26326751039301,-82.73387096774194,-82.69354838709677
2018-02-17 22:00:00,,,4.492920647299536,-2.6702724514232057,7.098502732726613,47.45304812612452,44.47572590566678,14.825241968555602,-82.75612113402062,-82.71585051546391
2018-02-17 23:00:00,,,4.1806585618439085,-2.5106319510866726,6.635880031736627,46.647432288427765,9.505025113854455,17.993583673173756,-82.73526328521893,-82.69494395613258
2018-02-18 00:00:00,,,5.111489524852231,-1.1339007795552858,6.123604404605467,38.44667216771823,0.0,17.993583673173756,-82.48814002944545,-82.44724357925732
2018-02-18 01:00:00,,,3.897469571099643,-1.086702850055532,4.915096473167668,40.630485023533666,24.247409456376573,11.250811523410354,-82.53670473083197,-82.49592169657423
2018-02-18 02:00:00,,,4.184732761890553,0.4514882307596002,3.6486644573689913,34.73622589656505,0.0,8.082469818792202,-82.31893632835082,-82.27764472706252
2018-02-18 03:00:00,,,4.22440636396102,0.43823127160489417,3.699918203045935,33.69050980388318,0.0,8.082469818792202,-82.27502276678533,-82.23362861164003
2018-02-18 04:00:00,,,4.547943458018722,0.4296201118666465,4.018316223909994,32.128109637037795,0.0,1.0658141036401503e-14,-82.20874189795579,-82.16719295329898
2018-02-18 05:00:00,,,4.986616794842225,0.23838320515783273,4.627344221887578,30.959862296905527,0.0,1.0658141036401503e-14,-82.15833333333333,-82.11666666666666
2018-02-18 06:00:00,,,4.991426353918382,-0.22373276524223495,5.093732343966803,31.74597293672839,20.816603567880417,6.93886785596015,-82.17318900915903,-82.1315570358035
2018-02-18 07:00:00,,,4.666262370922358,-0.755782384209136,5.31806384398173,34.32306289146714,100.0,40.27220118929348,-82.22056136854343,-82.17904002657366
2018-02-18 08:00:00,,,3.5311087749489545,-1.881149859583242,5.367973952133346,43.510851616381736,100.0,73.60553452262683,-82.4075595727198,-82.36647493837305
2018-02-18 09:00:00,,,3.6271516125056413,-1.8315624090822658,5.410142058244059,42.60816264859393,92.80782618158204,97.60260872719402,-82.38150098749178,-82.34035549703752
2018-02-18 10:00:00,,,5.083385737067125,-0.736503173007319,5.696087786658553,35.14798354348293,28.91666543606705,73.90816387254971,-82.13003922877891,-82.08830648526833
2018-02-18 11:00:00,,,3.292393847396391,-2.3642624305585724,5.6305269332544405,46.576266516750294,100.0,73.90816387254971,-82.41478439425052,-82.37371663244353
2018-02-18 12:00:00,,,3.7905729171527014,-1.7786652019454952,5.51377211579984,43.11759855022093,69.73589143163714,66.21751895590141,-82.295542876044,-82.25419664268586
