timestamp,ema50_dist_iota_btc_1h,ema200_dist_iota_btc_1h,upper_bb_dist_iota_btc_1h,lower_bb_dist_iota_btc_1h,width_bb_iota_btc_1h,rsi_iota_btc_1h,stoch_rsi_fastk_iota_btc_1h,stoch_rsi_fastd_iota_btc_1h,kijun_dist_iota_btc_1h,tenkan_dist_iota_btc_1h
2018-02-16 16:00:00,,,,,,,,,-63.19317195486547,-63.68984472948212
2018-02-16 17:00:00,,,,,,,,,-63.43122694389882,-63.92468739519954
2018-02-16 18:00:00,,,,,,,,,-63.58822687592425,-64.07956876401279
2018-02-16 19:00:00,,,,,,,,,-63.205591708845496,-63.70209689081706
2018-02-16 20:00:00,,,,,,,,,-63.38210602062845,-63.87622931158552
2018-02-16 21:00:00,,,,,,,,,-63.4609861177597,-63.95404499760651
2018-02-16 22:00:00,,,,,,,,,-63.35045853939598,-63.84500888270035
2018-02-16 23:00:00,,,,,,,,,-63.301120246165674,-63.796336362325114
2018-02-17 00:00:00,,,,,,,,,-63.24457071315067,-63.74054991091636
2018-02-17 01:00:00,,,,,,,,,-63.324043820872575,-63.81895060541996
2018-02-17 02:00:00,,,,,,,,,-63.1113473806302,-63.609124299246076
2018-02-17 03:00:00,,,,,,,,,-63.21445783132531,-63.71084337349397
2018-02-17 04:00:00,,,,,,,,,-63.22686322686323,-63.7230813701402
2018-02-17 05:00:00,,,,,,,,,-63.16297475990541,-63.66005501664978
2018-02-17 06:00:00,,,,,,53.681267474370884,,,-63.332852956718064,-63.82764087044242
2018-02-17 07:00:00,,,,,,40.78653521433633,,,-62.76948590381426,-63.27187591454493
2018-02-17 08:00:00,,,,,,36.52696633008003,,,-62.5098231827112,-63.01571709233791
2018-02-17 09:00:00,,,,,,37.61402951327084,,,-62.55028947110195,-63.05563732705328
2018-02-17 10:00:00,,,,,,34.30651348088436,,,-62.33779049686683,-62.846005822272666
2018-02-17 11:00:00,,,4.300249936427392,0.15863521874166508,4.051293456425295,33.45256809303507,,,-62.280094880411156,-62.78908875271794
2018-02-17 12:00:00,,,5.377669029732268,0.4297147578219418,4.808335037209237,29.275557121897616,0.0,0.0,-61.970006477006635,-62.483184694335115
2018-02-17 13:00:00,,,4.698124332844822,-0.4901520624808198,5.081365176533423,35.76666800287476,77.84532437491407,25.94844145830469,-62.2035157217133,-62.71354295617727
2018-02-17 14:00:00,,,4.62997944461947,-0.6486126771879208,5.175563048193289,35.31625889342586,93.0611398001401,56.96882139168472,-62.17354675652906,-62.683978393379256
2018-02-17 15:00:00,,,4.1561475910550705,-1.2201685200248003,5.2985341837270585,39.42383080156895,100.0,90.30215472501806,-62.32291820919098,-62.83133422182734
2018-02-17 16:00:00,,,4.66102145832572,-0.8663941183385093,5.424495874901486,35.75595693219859,63.85716442868789,85.63943474294267,-62.098416008739264,-62.60986146283331
2018-02-17 17:00:00,,,3.617496379691798,-1.6825370300982079,5.249248002288197,43.159528486001626,100.0,87.95238814289597,-62.38975117023897,-62.89726533628972
2018-02-17 18:00:00,,,4.046291060088869,-1.2238463292471247,5.196798999568126,39.36972850912008,51.680865586095976,71.84601000492796,-62.164171706156445,-62.67472985030237
2018-02-17 19:00:00,,,3.175169732654415,-1.8668597971831513,5.009261198858375,44.844103917543826,100.0,83.89362186203199,-62.40086695236688,-62.90823112161963
2018-02-17 20:00:00,,,3.1155231059478927,-1.7445314927262978,4.826965949503814,43.80440987987457,88.5598897184896,80.0802517681952,-62.34336457819438,-62.85150468672916
2018-02-17 21:00:00,,,3.45488171023991,-1.1941114104581874,4.597028987685128,39.885230597904005,9.416637521619215,65.99217574670294,-62.115346436370864,-62.62656343061346
2018-02-17 22:00:00,,,3.591955220919729,-0.9989753852213457,4.532171460101216,37.99477460830546,0.0,32.658842413369605,-61.9965148120488,-62.50933532486931
2018-02-17 23:00:00,,,3.3223308479142455,-1.012569891738857,4.285409383279455,37.84147654220521,0.0,3.138879173873074,-61.98705179282869,-62.5
2018-02-18 00:00:00,,,3.5215927654664414,-0.5591859976833757,4.021216370200795,34.732609683580094,0.0,2.3684757858670005e-15,-61.79105971867648,-62.30665265054813
2018-02-18 01:00:00,,,4.07496367519371,0.050370599996862886,3.943256812768894,30.582062405825262,0.0,2.3684757858670005e-15,-61.486452394167216,-62.00615570916796
2018-02-18 02:00:00,,,3.623063105542146,0.18451265203371925,3.374310734747673,30.115997503371116,0.0,2.3684757858670005e-15,-61.44949494949494,-61.96969696969696
2018-02-18 03:00:00,,,4.768786521809831,0.7480324256660786,3.912822431502623,25.510505236853415,0.0,2.3684757858670005e-15,-61.03823184115156,-61.56398346179368
2018-02-18 04:00:00,,,3.643516645476441,-0.4617903467094453,4.0410198958042844,35.5199261915459,100.0,33.333333333333336,-61.42611683848798,-61.946634323832626
2018-02-18 05:00:00,,,3.475060616525716,-0.6324979649492413,4.049996734196784,35.70883129664394,100.0,66.66666666666667,-61.43391269199676,-61.95432497978981
2018-02-18 06:00:00,,,3.9013244923900237,-0.42875686309491456,4.25618195704286,33.36652419128513,77.03243560142728,92.34414520047575,-61.259706643658326,-61.782469674668825
2018-02-18 07:00:00,,,5.108894859056368,0.1845588655486674,4.797362900926742,28.58011991377604,30.099201172095842,69.0438789245077,-60.84034475682331,-61.36876667350708
2018-02-18 08:00:00,,,5.106893210150476,-0.2804028723575658,5.260350918109768,29.45812405419436,12.316449541334858,39.81602877161932,-60.874468194166795,-61.40242964785484
2018-02-18 09:00:00,,,4.956965176158401,-0.6812726163754279,5.520223891429227,30.540001273015744,27.49278591850125,23.302812210643978,-60.91453735470327,-61.44195811357469
2018-02-18 10:00:00,,,5.127111058668232,-0.7662551034158915,5.767607631644052,29.516246185052054,19.558027634121746,19.789087697985945,-60.830297121157706,-61.358854621029415
2018-02-18 11:00:00,,,3.2483087300122726,-2.340182056947826,5.563230198302717,44.42107931282318,100.00000000000001,49.01693785087432,-61.44754785595232,-61.96777615031061
2018-02-18 12:00:00,,,3.6167392771444984,-1.9315456321517321,5.501925856850293,41.455711107716276,80.18193495969427,66.579987531272,-61.25577381858789,-61.77858991929344
2018-02-18 13:00:00,,,4.121162205003404,-1.2592696218830635,5.304526895983587,37.32157270815502,52.36775518512748,77.51656338160724,-60.956521739130444,-61.48337595907929
2018-02-18 14:00:00,,,4.939984677256337,-0.6080280432861462,5.430391615620761,33.08588753535536,23.949555957471574,52.16641536743111,-60.593701600413006,-61.12545172947858
2018-02-18 15:00:00,,,3.6604890465253836,-1.3973042026952487,5.001200048467372,39.64314858300363,57.848699663669045,44.72200360208936,-60.91653865847415,-61.44393241167434
2018-02-18 16:00:00,,,4.492907220350317,-0.3722130996560713,4.766905522210019,34.52014580096986,17.136063301868713,32.97810630766977,-60.46102046102047,-60.994560994561
2018-02-18 17:00:00,3.6621468926554046,,3.243045948557044,-1.2004162618593939,4.39853927590114,40.583964797013465,100.0,58.32825432184592,-60.79609655880842,-61.325115562403695
2018-02-18 18:00:00,4.3854014924797236,,3.854278602433503,-0.45877554575525226,4.241051629334087,36.84284429551215,50.10560213040519,55.74722181075797,-60.454875142472275,-60.98849860118123
2018-02-18 19:00:00,4.526152922003068,,3.8481165322917343,-0.25389555734092184,4.029595800891964,35.58131912169223,17.500082397161705,55.868561509188964,-60.33156636524271,-60.86685375740568
2018-02-18 20:00:00,4.453148548878816,,3.69798911655681,-0.2847126624935803,3.9158720103992946,35.14928043426326,10.375221188229537,25.99363523859881,-60.29029237332224,-60.82613671834356
2018-02-18 21:00:00,4.315075180155281,,3.6078634686150135,-0.43482157426146806,3.9795486696297027,34.989145290283986,0.0,9.291767861797078,-60.27582617746552,-60.811865729898514
2018-02-18 22:00:00,4.728189876822331,,4.120234173680881,-0.13101725575771495,4.168113877459636,32.46348477306054,0.0,3.458407062743177,-60.04501675041875,-60.58417085427135
2018-02-18 23:00:00,4.43228464019878,,4.01831934925978,-0.49675072180858093,4.436945038816252,33.44234493407598,31.395515334066047,10.465171778022013,-60.08888888888888,-60.62745098039215
2018-02-19 00:00:00,5.094301809485713,,4.792768014360238,-0.008669316621878753,4.6892677327149705,29.927726320989922,0.0,10.465171778022013,-59.75641904360205,-60.29946749617756
2018-02-19 01:00:00,4.212418470355406,,3.836549070420592,-0.8003111148276343,4.567519800344595,35.8550826901113,100.0,43.79850511135535,-60.02827817343947,-60.567658148303316
2018-02-19 02:00:00,4.744155916044668,,4.4234425985870685,-0.36364508751327573,4.691847923489742,32.797846044170704,48.42158197426256,49.47386065808752,-59.75005273149125,-60.29318709133095
2018-02-19 03:00:00,4.1564101033960466,,3.9617320973261982,-0.9538539460655193,4.84275397403951,36.17236170469175,100.0,82.80719399142085,-59.910714285714285,-60.45168067226891
2018-02-19 04:00:00,2.2225503549849757,,2.0551698747910407,-2.7047081299629516,4.775386987411865,48.69401085194363,100.0,82.80719399142085,-60.62013104266626,-61.151524531806224
2018-02-19 05:00:00,2.1556637344477547,,1.9908657308557842,-2.67665963146968,4.683585233255317,48.57433399774044,99.24713378572501,99.74904459524167,-60.61200268331699,-61.14350585685535
2018-02-19 06:00:00,2.1928323410207673,,2.0492838735870045,-2.55612964987203,4.617114347988557,47.81499678918942,94.4702758597194,97.90580321514813,-60.56316197365022,-61.09532420563162
2018-02-19 07:00:00,2.1728304634863305,,1.6857357582152899,-2.2947730863094207,3.992667261529355,47.38291457301692,89.52936419549451,94.41559128031297,-60.53665598180127,-61.06917588667149
2018-02-19 08:00:00,2.659363386878,,1.890938746430182,-1.5836064531382976,3.469214191801058,43.71754803717015,0.0,61.33321335173796,-60.30681227249091,-60.8424336973479
2018-02-19 09:00:00,1.089720285432283,,0.3439016927463401,-3.0278156271724255,3.417579769748982,53.7038590878568,100.0,63.176454731831505,-60.896516393442624,-61.42418032786885
2018-02-19 10:00:00,1.471769305034143,,0.8282697692702845,-2.6157665534224384,3.47509492773245,50.855618744365216,71.47855370181225,57.15951790060408,-60.72549524054541,-61.25546694108568
2018-02-19 11:00:00,1.6151201145672145,,0.9141103545776907,-2.3624217750467302,3.300432399306426,49.52449943733649,58.149114029119474,76.54255591031057,-60.64449600412478,-61.17556071152359
2018-02-19 12:00:00,1.9713816833174302,,1.3508624312910555,-1.9422046019619943,3.302832554112615,46.78788128265442,30.745419704037324,53.45769581165634,-60.47535211267605,-61.00869925434962
2018-02-19 13:00:00,1.878855537800117,,1.221968318815203,-1.9245310938603266,3.1575914437112877,46.90209003352332,1.651375323717691,30.18196968562482,-60.48149106911727,-61.01475537147295
2018-02-19 14:00:00,1.9218721576329978,,1.3383436598365384,-1.8084867243190472,3.1542451164815413,46.08542549765977,0.0,10.79893167591833,-60.43437694381091,-60.96827700601285
2018-02-19 15:00:00,2.675769631507574,,2.1894025055570587,-1.0283988463827942,3.1992297646235306,40.70877948774122,0.0,0.5504584412392219,-60.09932043910089,-60.63774176685833
2018-02-19 16:00:00,2.6275947440501657,,2.244882846643459,-1.0220155418679044,3.247044863507758,40.36442246879083,0.0,-8.363680118842845e-15,-60.07636382655996,-60.615094931743286
2018-02-19 17:00:00,3.3934151620019115,,3.201317085774247,-0.34409885023163334,3.4954792014245277,35.46019657585687,0.0,-8.363680118842845e-15,-59.7245673279865,-60.268045588856054
2018-02-19 18:00:00,3.803174874167903,,3.881333219639904,-0.05089128638066098,3.858328980425891,32.812227697576404,0.0,-8.363680118842845e-15,-59.50448299644544,-60.05093108387713
2018-02-19 19:00:00,3.002218960231784,,3.229172351599674,-0.8109991581140119,3.991905910396513,38.742817659006676,75.10354036830157,25.034513456100512,-59.76914562799769,-60.31202234754651
2018-02-19 20:00:00,2.952339203577603,,3.302699830402722,-0.7494297882084444,4.001050802850093,38.360522742053064,73.46599515182355,49.52317850670837,-59.7415611814346,-60.28481012658228
2018-02-19 21:00:00,3.551204150825127,,4.146702133014402,-0.2745176876253641,4.337246724134719,34.52264112726634,28.840527516042236,59.136687678722446,-59.450701232469186,-59.99787505312367
2018-02-19 22:00:00,3.279984146266113,,4.058435126452853,-0.5176637327448219,4.4964935799974475,35.79428794233673,50.28269133685222,50.863071334906,-59.50448299644544,-60.05093108387713
2018-02-19 23:00:00,3.8244789473593332,,4.900184641587613,-0.14855554213226707,4.931575104848157,32.35645560509725,0.0,26.37440628429815,-59.22978314282663,-59.779938040807615
2018-02-20 00:00:00,3.7971967125961514,,5.009323444724645,-0.37164228530416343,5.259017498186805,31.761505099686655,0.0,16.760897112284074,-59.17963527461362,-59.73046686988609
