timestamp,ema50_dist_eth_usd_1D,ema200_dist_eth_usd_1D,upper_bb_dist_eth_usd_1D,lower_bb_dist_eth_usd_1D,width_bb_eth_usd_1D,rsi_eth_usd_1D,stoch_rsi_fastk_eth_usd_1D,stoch_rsi_fastd_eth_usd_1D,kijun_dist_eth_usd_1D,tenkan_dist_eth_usd_1D
2017-12-19 01:00:00,,,,,,,,,-84.36,-85.58
2017-12-20 01:00:00,,,,,,,,,-84.26,-85.49
2017-12-21 01:00:00,,,,,,,,,-84.11,-85.35
2017-12-22 01:00:00,,,,,,,,,-80.09,-81.64
2017-12-23 01:00:00,,,,,,,,,-81.4,-82.85
2017-12-24 01:00:00,,,,,,,,,-81.04,-82.52
2017-12-25 01:00:00,,,,,,,,,-82.38,-83.75
2017-12-26 01:00:00,,,,,,,,,-83.32,-84.62
2017-12-27 01:00:00,,,,,,,,,-83.02,-84.34
2017-12-28 01:00:00,,,,,,,,,-82.42,-83.79
2017-12-29 01:00:00,,,,,,,,,-82.9,-84.23
2017-12-30 01:00:00,,,,,,,,,-81.69,-83.12
2017-12-31 01:00:00,,,,,,,,,-83.02,-84.35
2018-01-01 01:00:00,,,,,,,,,-83.38,-84.67
2018-01-02 01:00:00,,,,,,54.89,,,-85.43,-86.57
2018-01-03 01:00:00,,,,,,60.74,,,-86.72,-87.76
2018-01-04 01:00:00,,,,,,60.62,,,-86.7,-87.74
2018-01-05 01:00:00,,,,,,62.12,,,-87.01,-88.02
2018-01-06 01:00:00,,,,,,64.84,,,-87.55,-88.52
2018-01-07 01:00:00,,,-5.58,-51.22,63.74,70.9,,,-88.79,-89.66
2018-01-08 01:00:00,,,-1.88,-53.68,71.74,71.53,100.0,100.0,-88.92,-89.79
2018-01-09 01:00:00,,,-6.83,-62.34,84.85,77.61,100.0,100.0,-90.26,-91.02
2018-01-10 01:00:00,,,1.02,-62.62,91.97,73.56,68.32,89.44,-89.97,-90.75
2018-01-11 01:00:00,,,13.33,-56.85,89.7,62.91,0.0,56.11,-88.98,-89.84
2018-01-12 01:00:00,,,6.09,-60.12,90.72,68.3,36.71,35.01,-90.05,-90.83
2018-01-13 01:00:00,,,1.3,-63.12,93.23,72.63,66.12,34.28,-90.94,-91.64
2018-01-14 01:00:00,,,7.2,-61.19,93.67,70.1,67.47,56.77,-90.73,-91.46
2018-01-15 01:00:00,,,15.64,-57.17,91.89,64.28,14.15,49.25,-90.2,-90.97
2018-01-16 01:00:00,,,44.49,-43.26,87.22,48.86,0.0,27.2,-87.73,-88.69
2018-01-17 01:00:00,,,43.4,-39.52,81.35,48.96,0.43,4.86,-87.76,-88.71
2018-01-18 01:00:00,,,46.32,-34.15,75.86,47.55,0.0,0.14,-87.42,-88.4
2018-01-19 01:00:00,,,38.9,-31.27,67.59,49.74,13.08,4.51,-87.89,-88.83
2018-01-20 01:00:00,,,24.0,-33.39,60.22,55.61,100.0,37.69,-89.09,-89.94
2018-01-21 01:00:00,,,33.44,-22.08,52.54,50.14,32.13,48.4,-88.06,-88.99
2018-01-22 01:00:00,,,39.05,-15.66,48.99,47.57,0.31,44.15,-87.46,-88.44
2018-01-23 01:00:00,,,41.02,-13.65,48.09,46.76,0.0,10.81,-87.26,-88.25
2018-01-24 01:00:00,,,29.97,-18.55,45.9,51.29,51.09,17.13,-88.22,-89.14
2018-01-25 01:00:00,,,31.27,-16.34,44.3,50.51,82.84,44.65,-88.07,-89.0
2018-01-26 01:00:00,,,31.3,-15.7,43.6,50.43,81.08,71.67,-88.05,-88.98
2018-01-27 01:00:00,,,23.4,-20.78,43.61,54.42,100.0,87.97,-88.77,-89.65
2018-01-28 01:00:00,,,11.25,-29.1,44.31,61.06,100.0,93.69,-89.96,-90.74
2018-01-29 01:00:00,,,16.79,-24.53,42.99,56.28,55.08,85.03,-89.35,-90.18
2018-01-30 01:00:00,,,26.08,-18.01,42.37,50.47,0.38,51.82,-88.38,-89.29
2018-01-31 01:00:00,,,21.15,-21.22,42.39,52.79,21.95,25.8,-88.83,-89.7
2018-02-01 01:00:00,,,29.44,-15.24,41.72,48.01,0.0,7.44,-87.91,-88.86
2018-02-02 01:00:00,,,40.2,-4.99,38.43,42.55,0.0,7.32,-86.45,-87.51
2018-02-03 01:00:00,,,27.77,-8.29,32.86,45.47,28.55,9.52,-87.13,-88.14
2018-02-04 01:00:00,,,48.03,5.01,34.0,39.05,0.0,9.52,-84.84,-86.03
2018-02-05 01:00:00,,,80.51,13.83,45.31,34.52,0.0,9.52,-82.1,-83.49
2018-02-06 01:00:00,23.63,,62.52,-2.95,50.44,39.55,45.93,15.31,-84.02,-85.27
2018-02-07 01:00:00,27.46,,70.68,-3.93,55.94,38.42,35.57,27.17,-83.39,-84.68
2018-02-08 01:00:00,17.31,,58.12,-13.82,58.9,42.0,100.0,60.5,-84.62,-85.82
2018-02-09 01:00:00,8.3,,44.36,-21.18,58.73,45.67,100.0,78.52,-85.75,-86.87
2018-02-10 01:00:00,11.27,,48.19,-20.24,60.04,44.41,82.66,94.22,-85.3,-86.45
2018-02-11 01:00:00,16.18,,55.41,-18.36,62.24,42.51,56.51,79.72,-84.57,-85.77
2018-02-12 01:00:00,8.34,,45.01,-24.6,63.16,45.94,100.0,79.72,-85.56,-86.69
2018-02-13 01:00:00,11.31,,48.25,-23.51,63.86,44.58,60.33,72.28,-85.11,-86.27
2018-02-14 01:00:00,1.64,,34.35,-30.4,63.5,49.39,100.0,86.78,-86.39,-87.45
2018-02-15 01:00:00,0.95,,32.38,-31.05,63.0,49.74,100.0,86.78,-86.48,-87.53
2018-02-16 01:00:00,-0.37,,28.39,-31.6,60.97,50.51,100.0,100.0,-86.66,-87.7
2018-02-17 01:00:00,-3.88,,18.1,-31.37,52.98,52.78,100.0,100.0,-87.15,-88.15
2018-02-18 01:00:00,2.35,,20.85,-24.67,46.4,48.75,0.0,66.67,-86.3,-87.37
2018-02-19 01:00:00,-0.47,,15.06,-25.79,43.17,50.51,43.75,47.92,-86.68,-87.72
2018-02-20 01:00:00,5.53,,17.3,-18.87,36.46,46.83,0.0,14.58,-85.85,-86.95
2018-02-21 01:00:00,10.9,,20.58,-13.58,33.01,43.96,0.0,14.58,-85.07,-86.23
2018-02-22 01:00:00,15.11,,25.11,-10.59,33.28,41.86,0.0,0.0,-84.42,-85.64
2018-02-23 01:00:00,8.07,,16.01,-15.41,31.33,45.82,45.78,15.26,-85.33,-86.47
2018-02-24 01:00:00,10.38,,18.96,-13.2,31.26,44.44,51.88,32.55,-84.96,-86.13
2018-02-25 01:00:00,9.06,,16.33,-10.67,26.25,45.05,80.54,59.4,-85.09,-86.25
2018-02-26 01:00:00,5.2,,12.23,-12.47,24.73,47.55,100.0,77.47,-85.59,-86.71
2018-02-27 01:00:00,4.53,,10.84,-10.63,21.45,47.9,100.0,93.51,-85.65,-86.77
2018-02-28 01:00:00,6.77,,13.33,-7.85,20.62,46.19,50.67,83.56,-85.31,-86.45
2018-03-01 01:00:00,4.38,,10.93,-9.81,20.63,47.95,100.0,83.56,-85.61,-86.73
2018-03-02 01:00:00,5.94,,12.85,-8.22,20.59,46.61,23.53,58.07,-85.36,-86.5
2018-03-03 01:00:00,5.61,,12.5,-7.53,19.55,46.69,28.43,50.65,-85.38,-86.52
2018-03-04 01:00:00,4.13,,11.1,-8.69,19.55,47.93,98.7,50.22,-85.56,-86.68
2018-03-05 01:00:00,6.08,,13.42,-6.63,19.39,46.02,0.0,42.38,-85.25,-86.4
2018-03-06 01:00:00,10.06,,17.69,-3.64,19.93,42.59,0.0,32.9,-84.64,-85.84
2018-03-07 01:00:00,18.88,,28.3,2.05,22.79,36.85,0.0,0.0,-83.3,-84.61
2018-03-08 01:00:00,26.64,,38.67,5.38,27.28,33.04,0.0,0.0,-82.06,-83.46
2018-03-09 01:00:00,21.01,,31.47,-0.05,27.24,36.75,28.56,9.52,-82.74,-84.08
2018-03-10 01:00:00,27.87,,40.5,2.79,31.0,33.47,4.44,11.0,-81.6,-83.03
2018-03-11 01:00:00,19.92,,30.74,-4.08,30.72,38.74,100.0,44.34,-82.62,-83.98
2018-03-12 01:00:00,23.0,,34.65,-3.08,32.59,36.91,67.88,57.44,-82.04,-83.44
2018-03-13 01:00:00,23.47,,36.4,-4.3,35.07,36.27,53.26,73.71,-81.83,-83.25
2018-03-14 01:00:00,37.62,,55.78,2.65,41.12,30.77,0.0,40.38,-79.52,-81.12
2018-03-15 01:00:00,36.36,,56.49,-1.61,45.59,30.71,0.0,17.75,-79.49,-81.09
2018-03-16 01:00:00,37.37,,59.83,-4.1,50.0,29.95,0.0,0.0,-79.11,-80.74
2018-03-17 01:00:00,47.92,,75.14,-1.41,55.93,26.77,0.0,0.0,-77.21,-78.99
2018-03-18 01:00:00,49.24,,78.31,-4.59,60.58,26.05,0.0,0.0,-76.69,-78.51
2018-03-19 01:00:00,42.59,,70.27,-11.26,62.96,29.15,66.66,22.22,-77.46,-79.22
2018-03-20 01:00:00,40.58,,67.55,-14.48,64.83,29.4,85.78,50.81,-77.52,-79.27
2018-03-21 01:00:00,38.41,,63.17,-16.75,64.87,29.84,100.0,84.14,-77.61,-79.36
2018-03-22 01:00:00,41.73,,65.32,-15.79,65.01,28.27,58.5,81.43,-76.8,-78.61
2018-03-23 01:00:00,38.93,,59.18,-17.52,63.48,29.23,60.75,73.09,-77.0,-78.79
2018-03-24 01:00:00,43.85,,60.59,-13.96,60.45,27.13,0.0,39.75,-75.89,-77.77
2018-03-25 01:00:00,41.17,,52.72,-14.03,55.93,27.93,29.55,30.1,-76.06,-77.92
2018-03-26 02:00:00,49.96,,58.24,-8.03,52.97,24.9,0.0,9.85,-74.22,-76.23
2018-03-27 02:00:00,59.89,,68.01,-3.86,54.42,22.3,0.0,9.85,-72.09,-74.27
2018-03-28 02:00:00,58.48,,67.2,-7.09,57.12,22.12,0.0,0.0,-71.92,-74.11
2018-03-29 02:00:00,80.53,,91.22,1.59,61.22,18.44,0.0,0.0,-67.43,-69.98
2018-03-30 02:00:00,73.4,,84.78,-5.94,65.07,20.52,32.22,10.74,-68.18,-70.66
2018-03-31 02:00:00,70.4,,78.9,-8.57,64.71,20.59,55.75,29.32,-68.2,-70.68
2018-04-01 02:00:00,74.0,,80.28,-7.85,64.7,19.64,32.66,40.21,-66.97,-69.54
2018-04-02 02:00:00,68.67,,70.94,-10.38,62.42,21.13,100.0,62.8,-67.45,-69.99
2018-04-03 02:00:00,53.81,,54.69,-18.4,61.86,29.04,100.0,77.55,-69.89,-72.24
2018-04-04 02:00:00,66.34,,66.22,-12.65,62.21,25.7,64.53,88.18,-66.91,-69.49
2018-04-05 02:00:00,62.48,,60.8,-14.94,61.61,26.43,72.28,78.94,-67.17,-69.73
2018-04-06 02:00:00,64.78,,63.58,-15.08,63.31,25.42,54.33,63.71,-66.17,-68.81
2018-04-07 02:00:00,56.3,,55.18,-19.99,63.92,29.15,100.0,75.54,-67.44,-69.98
2018-04-08 02:00:00,48.02,,45.35,-23.52,62.1,33.18,100.0,84.78,-68.75,-71.19
2018-04-09 02:00:00,46.68,,41.7,-22.99,59.15,32.99,97.57,99.19,-68.64,-71.08
2018-04-10 02:00:00,39.31,,31.34,-24.67,54.2,37.15,100.0,99.19,-69.87,-72.22
2018-04-11 02:00:00,33.22,,22.91,-25.82,49.45,40.7,100.0,99.19,-70.89,-73.16
2018-04-12 02:00:00,15.37,,4.54,-33.95,45.13,53.14,100.0,100.0,-74.66,-76.63
2018-04-13 02:00:00,14.23,,2.95,-33.64,43.21,53.53,100.0,100.0,-74.78,-76.75
2018-04-14 02:00:00,12.25,,0.58,-33.86,41.31,54.65,100.0,100.0,-75.1,-77.05
2018-04-15 02:00:00,5.39,,-3.12,-39.11,45.62,59.71,100.0,100.0,-76.58,-78.41
2018-04-16 02:00:00,9.69,,3.21,-37.19,48.68,54.96,27.61,75.87,-75.54,-77.44
2018-04-17 02:00:00,11.01,,6.51,-36.65,50.81,53.32,0.0,42.54,-75.14,-77.08
2018-04-18 02:00:00,6.03,,4.47,-39.16,52.79,57.1,59.23,28.95,-76.2,-78.06
2018-04-19 02:00:00,-1.64,,0.48,-44.17,57.12,63.06,100.0,53.08,-77.94,-79.66
2018-04-20 02:00:00,-9.17,,-2.79,-49.84,63.86,68.67,100.0,86.41,-79.71,-81.29
2018-04-21 02:00:00,-7.07,,2.59,-48.56,66.41,66.05,82.94,94.31,-79.31,-80.92
2018-04-22 02:00:00,-9.19,,3.24,-49.53,68.66,67.88,93.2,92.05,-79.86,-81.43
2018-04-23 02:00:00,-11.93,,3.29,-51.49,72.18,70.25,100.0,92.05,-80.58,-82.09
2018-04-24 02:00:00,-18.56,,-0.88,-55.44,75.95,75.31,100.0,97.73,-82.21,-83.59
2018-04-25 02:00:00,-7.09,,14.2,-46.94,73.11,59.6,0.0,66.67,-79.76,-81.34
2018-04-26 02:00:00,-12.63,,8.55,-47.79,70.08,63.74,26.32,42.11,-81.08,-82.56
2018-04-27 02:00:00,-9.83,,12.48,-43.27,65.9,60.98,8.76,11.69,-80.56,-82.08
2018-04-28 02:00:00,-14.49,,7.55,-44.05,63.13,64.68,32.33,22.47,-81.69,-83.12
2018-04-29 02:00:00,-14.71,,7.57,-41.43,59.0,65.27,100.0,47.03,-81.87,-83.28
2018-04-30 02:00:00,-11.74,,10.91,-36.1,53.79,61.97,23.19,51.84,-81.34,-82.8
2018-05-01 02:00:00,-11.36,,10.62,-32.39,48.26,62.04,24.81,49.34,-81.36,-82.81
2018-05-02 02:00:00,-13.02,,8.82,-32.17,46.41,63.88,57.7,35.24,-81.82,-83.24
2018-05-03 02:00:00,-22.31,,-0.98,-39.45,48.22,71.78,100.0,60.84,-83.95,-85.2
2018-05-04 02:00:00,-22.02,,0.76,-38.83,48.9,72.22,100.0,85.9,-84.08,-85.32
2018-05-05 02:00:00,-24.28,,-0.24,-41.09,51.5,74.59,100.0,100.0,-84.74,-85.93
2018-05-06 02:00:00,-20.95,,4.59,-37.19,49.91,69.73,54.62,84.87,-84.24,-85.47
2018-05-07 02:00:00,-15.92,,10.25,-30.26,45.01,62.66,0.0,51.54,-83.37,-84.67
2018-05-08 02:00:00,-14.85,,10.48,-26.52,40.22,61.98,0.0,18.21,-83.28,-84.58
2018-05-09 02:00:00,-14.69,,9.91,-24.45,37.05,62.39,3.26,1.09,-83.36,-84.66
2018-05-10 02:00:00,-10.89,,14.28,-20.03,35.33,57.51,0.0,1.09,-82.71,-84.06
2018-05-11 02:00:00,-4.73,,21.33,-13.0,32.96,50.71,0.0,1.09,-81.55,-82.99
2018-05-12 02:00:00,-5.26,,19.95,-12.33,31.09,51.44,6.22,2.07,-81.69,-83.12
2018-05-13 02:00:00,-10.73,,12.51,-16.67,29.8,57.23,55.8,20.67,-82.84,-84.18
2018-05-14 02:00:00,-10.15,,12.9,-16.36,29.77,57.01,92.55,51.52,-82.8,-84.15
2018-05-15 02:00:00,-7.01,,15.75,-11.74,26.95,53.39,41.13,63.16,-82.26,-83.64
2018-05-16 02:00:00,-6.93,,15.33,-11.12,25.9,53.61,37.44,57.04,-82.3,-83.68
2018-05-17 02:00:00,-1.47,,21.67,-5.25,24.88,47.57,0.0,26.19,-81.27,-82.73
2018-05-18 02:00:00,-4.93,,17.11,-8.58,24.64,51.48,41.48,26.31,-81.97,-83.37
2018-05-19 02:00:00,-5.0,,16.76,-8.75,24.52,51.79,69.86,37.11,-82.02,-83.42
2018-05-20 02:00:00,-7.34,,13.37,-10.51,23.54,54.79,100.0,70.45,-82.52,-83.88
2018-05-21 02:00:00,-4.58,,16.34,-7.47,22.8,51.43,53.46,74.44,-82.03,-83.43
2018-05-22 02:00:00,3.65,,27.24,-0.81,24.77,43.17,0.0,51.15,-80.46,-81.98
2018-05-23 02:00:00,14.4,,42.36,5.33,29.9,36.14,0.0,17.82,-78.32,-80.01
2018-05-24 02:00:00,9.16,,35.66,-1.55,31.79,40.39,22.76,7.59,-79.24,-80.86
2018-05-25 02:00:00,12.05,,37.66,-0.32,32.01,38.44,15.05,12.61,-78.6,-80.27
2018-05-26 02:00:00,11.36,,35.52,-2.21,32.34,38.65,35.69,24.5,-78.64,-80.31
2018-05-27 02:00:00,14.03,,38.89,-1.99,34.51,36.78,14.9,21.88,-78.02,-79.73
2018-05-28 02:00:00,25.68,,54.89,3.78,39.52,31.18,0.0,16.86,-75.57,-77.47
