timestamp,ema50_dist_trx_btc_1D,ema200_dist_trx_btc_1D,upper_bb_dist_trx_btc_1D,lower_bb_dist_trx_btc_1D,width_bb_trx_btc_1D,rsi_trx_btc_1D,stoch_rsi_fastk_trx_btc_1D,stoch_rsi_fastd_trx_btc_1D,kijun_dist_trx_btc_1D,tenkan_dist_trx_btc_1D
2019-01-31 01:00:00,-14.98,-32.61,13.94,-17.13,31.57,55.7,0.0,6.58,-14.3,4.31
2019-02-01 01:00:00,-17.1,-34.49,10.28,-18.46,29.96,58.93,25.58,8.53,-17.13,0.86
2019-02-02 01:00:00,-15.25,-33.19,10.67,-14.06,25.15,56.96,10.0,11.86,-15.91,2.35
2019-02-03 01:00:00,-13.66,-32.05,12.09,-12.51,24.65,55.34,0.0,11.86,-14.88,3.6
2019-02-04 01:00:00,-17.7,-35.44,6.28,-16.39,23.88,61.05,100.0,36.67,-19.58,-2.12
2019-02-05 01:00:00,-14.49,-33.06,9.74,-12.98,23.09,56.69,23.71,41.24,-17.02,0.99
2019-02-06 01:00:00,-13.27,-32.2,10.54,-11.43,22.07,55.62,4.99,42.9,-16.36,1.8
2019-02-07 01:00:00,-13.52,-32.5,9.26,-10.96,20.39,56.65,22.97,17.22,-17.13,0.86
2019-02-08 01:00:00,-10.38,-30.08,11.61,-6.08,17.21,52.36,0.0,9.32,-14.53,4.02
2019-02-09 01:00:00,-7.93,-28.14,13.11,-2.01,14.33,49.38,0.0,7.66,-12.5,6.49
2019-02-10 01:00:00,-5.72,-26.33,15.81,-0.44,15.09,46.85,0.0,0.0,-10.63,8.77
2019-02-11 01:00:00,-3.38,-24.37,19.2,0.5,17.02,44.24,0.0,0.0,-8.54,11.31
