timestamp,ema50_dist_omg_btc_5m,ema200_dist_omg_btc_5m,upper_bb_dist_omg_btc_5m,lower_bb_dist_omg_btc_5m,width_bb_omg_btc_5m,rsi_omg_btc_5m,stoch_rsi_fastk_omg_btc_5m,stoch_rsi_fastd_omg_btc_5m,kijun_dist_omg_btc_5m,tenkan_dist_omg_btc_5m
2019-02-11 16:00:00,-0.8668407727672189,-0.918359026451665,0.1250685870805457,-1.4646324500090402,1.600420363511859,60.43627736827073,68.37777110646782,48.577026575765764,-0.9345794392523255,-0.6230529595015577
