timestamp,ema50_dist_neo_usd_12h,ema200_dist_neo_usd_12h,lower_bb_dist_neo_usd_12h,width_bb_neo_usd_12h,rsi_neo_usd_12h,stoch_rsi_fastk_neo_usd_12h,stoch_rsi_fastd_neo_usd_12h,kijun_dist_neo_usd_12h,tenkan_dist_neo_usd_12h
2018-07-15 14:00:00,,,,,,,,-0.7548748882931189,-0.7798972296693476
2018-07-16 02:00:00,,,,,,,,-0.7566221052320251,-0.7814660909171571
2018-07-16 14:00:00,,,,,,,,-0.764977294147888,-0.7889683831719647
2018-07-17 02:00:00,,,,,,,,-0.773528278519334,-0.7966464841062337
2018-07-17 14:00:00,,,,,,,,-0.7739264814967444,-0.7970040385724882
2018-07-18 02:00:00,,,,,,,,-0.7904065102773745,-0.8118017880339268
2018-07-18 14:00:00,,,,,,,,-0.7893764877524381,-0.8108769100821623
2018-07-19 02:00:00,,,,,,,,-0.782702210251129,-0.8048839420106155
2018-07-19 14:00:00,,,,,,,,-0.7791090650417416,-0.8016575846240571
2018-07-20 02:00:00,,,,,,,,-0.7705284439486894,-0.7939528722810931
2018-07-20 14:00:00,,,,,,,,-0.7628915141910387,-0.7870955193776112
2018-07-21 02:00:00,,,,,,,,-0.7523668371953054,-0.7776452001203731
2018-07-21 14:00:00,,,,,,,,-0.7475812883435583,-0.7733481595092024
2018-07-22 02:00:00,,,,,,,,-0.7611364296081278,-0.7855195936139332
2018-07-22 14:00:00,,,,,0.524226624956552,,,-0.7598607990194648,-0.7843741792395016
2018-07-23 02:00:00,,,,,0.48457542250144586,,,-0.7519488153373124,-0.7772698498824381
2018-07-23 14:00:00,,,,,0.479183046089487,,,-0.7508145837749448,-0.7762514005390183
2018-07-24 02:00:00,,,,,0.4576101407316929,,,-0.7462502698202227,-0.7721530111936847
2018-07-24 14:00:00,,,,,0.5182092857419063,,,-0.757761259935237,-0.782488960847807
2018-07-25 02:00:00,,0.14532057048417246,-0.09145411495500932,0.23056483034889297,0.5230873455650455,,,-0.7586918272191432,-0.7833245359373625
2018-07-25 14:00:00,,0.14453607575190874,-0.09020137469680933,0.22852892503656547,0.523840368595163,1.0,0.9698906395083103,-0.7588262016412661,-0.7834451934349356
2018-07-26 02:00:00,,0.13558119075243136,-0.0956916879900006,0.22675039842034658,0.5350747052518151,1.0,1.0,-0.7607196859552195,-0.7851453911020646
2018-07-26 14:00:00,,0.11095265821351563,-0.11526449870954858,0.22670591679943738,0.5664495618336343,1.0,1.0,-0.7659532409909269,-0.7898447054808158
2018-07-27 02:00:00,,0.1802602414433292,-0.0641117565948448,0.23095921650854376,0.47045848460162887,0.0,0.6666666666666667,-0.7506409090909091,-0.7760954545454546
