timestamp,ema50_dist_zec_btc_15m,ema200_dist_zec_btc_15m,upper_bb_dist_zec_btc_15m,lower_bb_dist_zec_btc_15m,width_bb_zec_btc_15m,rsi_zec_btc_15m,stoch_rsi_fastk_zec_btc_15m,stoch_rsi_fastd_zec_btc_15m,kijun_dist_zec_btc_15m,tenkan_dist_zec_btc_15m
2019-02-06 16:15:00,,,,,,,,,1.851030813566834,2.678637404862183
2019-02-06 16:30:00,,,,,,,,,1.9715913294370058,2.800177554191019
2019-02-06 16:45:00,,,,,,,,,1.7908573960564222,2.6179750387711476
2019-02-06 17:00:00,,,,,,,,,1.1558784676354072,1.9778364890650213
2019-02-06 17:15:00,,,,,,,,,1.4835812104255552,2.308202032101314
2019-02-06 17:30:00,,,,,,,,,1.7607973421926992,2.5876707272056043
2019-02-06 17:45:00,,,,,,,,,1.7908573960564222,2.6179750387711476
2019-02-06 18:00:00,,,,,,,,,1.768310691080921,2.595245126993495
2019-02-06 18:15:00,,,,,,,,,1.6932270916334646,2.5195514239338967
2019-02-06 18:30:00,,,,,,,,,1.6557268235120715,2.4817464414779833
2019-02-06 18:45:00,,,,,,,,,1.783340717766957,2.6103972825284316
2019-02-06 19:00:00,,,,,,,,,1.7457739720971421,2.572525282350324
2019-02-06 19:15:00,,,,,,,,,1.9188110026619354,2.74696835255841
2019-02-06 19:30:00,,,,,,,,,1.7607973421926992,2.5876707272056043
2019-02-06 19:45:00,,,,,,47.663551401869256,,,1.9640479360852225,2.7925728658085403
2019-02-06 20:00:00,,,,,,42.527261064785044,,,2.236315086782392,3.067052366117795
2019-02-06 20:15:00,,,,,,49.23660240858847,,,1.926347703911846,2.7545662944612914
2019-02-06 20:30:00,,,,,,43.150214718368815,,,2.274245010017073,3.105290494917279
2019-02-06 20:45:00,,,,,,50.71035640906623,,,1.8736141906873671,2.701404286770126
2019-02-06 21:00:00,,,0.29364008434245026,-0.623974843227526,0.9191330355183205,54.63317549700404,,,1.633239935112818,2.459076832325624
2019-02-06 21:15:00,,,0.22615331490627444,-0.7167610497129107,0.9452330578661007,56.15966738201678,100.0,100.0,1.5359116022099384,2.360957642725592
2019-02-06 21:30:00,,,-0.023953047760028046,-1.077940947248024,1.0598269844374895,61.23779676380082,100.0,100.0,1.1855821465276861,2.0077815298781276
2019-02-06 21:45:00,,,0.07419147713452201,-1.0749991722663221,1.1549701645424661,60.754055345188284,95.40494742964769,98.46831580988255,1.2078713561935572,2.030251854027476
2019-02-06 22:00:00,,,-0.026694335702648342,-1.2010284365745472,1.1815874097236698,62.45739603171177,100.0,98.46831580988255,1.08910891089109,1.9105243857719056
2019-02-06 22:15:00,,,0.25004494293003887,-0.9529861194005562,1.2072742763312359,56.66383674230819,8.005574522742124,67.80350731746327,1.3492647058823692,2.172794117647059
2019-02-06 22:30:00,,,0.21521387292524619,-1.044629094788252,1.2650893896976716,58.09894423844685,24.770739789674177,44.2587714374721,1.2599177196591205,2.0827211284160985
2019-02-06 22:45:00,,,0.5085565254256741,-0.7560885719852362,1.266212237944099,52.20345006885591,0.0,10.925438104138768,1.543391778399883,2.368498600265223
2019-02-06 23:00:00,,,0.6166845646440988,-0.6461830897177667,1.263053945504264,50.18304653613781,0.0,8.256913263224726,1.6482300884955947,2.474188790560472
2019-02-06 23:15:00,,,0.33895721180050575,-0.9506319655131268,1.293545322396099,55.71979137719342,69.94462345616923,23.31487448538974,1.334362593736227,2.157770916041768
2019-02-06 23:30:00,,,0.22607217899226484,-1.1258886927536849,1.3580709450620851,58.44361119083118,100.0,56.64820781872307,1.1633027522935935,1.9853211009174254
2019-02-06 23:45:00,,,0.3477036575468828,-1.0337621267696773,1.386220927353687,56.6488392775823,78.27301173377836,82.73921172998253,1.2450418686646092,2.067724401351545
2019-02-07 00:00:00,,,0.5207672869000923,-0.8650621445473128,1.3882192151327066,53.284612039490696,37.54665247478796,71.9398880695221,1.401456632090059,2.2254101375708046
2019-02-07 00:15:00,,,0.48560372832910925,-0.8767801989172042,1.3650538119078341,54.259728469565616,18.901271379770463,44.90697852944558,1.3492647058823692,2.172794117647059
2019-02-07 00:30:00,,,0.3551890638327393,-1.0261132361881642,1.3859516423136173,57.40575187966921,79.88254541789766,45.443489757485345,1.1781545914996805,2.0002936210820055
2019-02-07 00:45:00,,,0.4036547577568106,-0.9418734228568648,1.3491588931059502,56.675661463173576,82.28426006373981,60.356025620469296,1.2078713561935572,2.030251854027476
2019-02-07 01:00:00,,,0.39741041398686505,-0.7793421069724249,1.1790040159585562,55.909898033988995,63.70290978489533,75.28990508884425,1.2376055820785936,2.0602276900477445
2019-02-07 01:15:00,,,0.46591419514199206,-0.6268962592406502,1.0936907773767883,53.758777311272034,0.0,48.66238994954503,1.3194648632755213,2.142752131725967
2019-02-07 01:30:00,,,0.2348052059166328,-0.5394818082217756,0.7754683494479298,56.541631319743615,76.30582435606698,46.66957804698742,1.193010792159166,2.015270538139635
2019-02-07 01:45:00,,,0.23809425118050953,-0.37839100452252694,0.6169180136750249,55.07194275973533,45.019458438458415,40.44176093150845,1.2450418686646092,2.067724401351545
2019-02-07 02:00:00,,,0.2992342746763965,-0.2477750377432586,0.5468686052140103,52.75149866250665,0.0,40.44176093150845,1.3269131809159784,2.150260971844431
2019-02-07 02:15:00,,,0.0846110444642445,-0.44474013350627173,0.5303060711821709,58.10848426724651,100.0,48.33981947948612,1.0965233973888822,1.9179991198474466
