timestamp,ema50_dist_etc_btc_1D,ema200_dist_etc_btc_1D,upper_bb_dist_etc_btc_1D,lower_bb_dist_etc_btc_1D,width_bb_etc_btc_1D,rsi_etc_btc_1D,stoch_rsi_fastk_etc_btc_1D,stoch_rsi_fastd_etc_btc_1D,kijun_dist_etc_btc_1D,tenkan_dist_etc_btc_1D
2018-10-11 02:00:00,20.54,42.35,21.44,6.67,12.95,22.66,0.0,3.58,-12.6,-21.81
2018-10-12 02:00:00,16.67,38.2,19.02,1.8,15.59,29.66,45.5,18.75,-14.91,-23.88
2018-10-13 02:00:00,15.65,37.37,18.76,-0.07,17.22,30.51,51.53,32.34,-15.19,-24.13
2018-10-14 02:00:00,16.37,38.63,20.64,-0.51,19.22,29.15,42.6,46.54,-14.18,-23.22
2018-10-15 02:00:00,16.86,39.64,21.84,-1.1,20.78,28.02,68.37,54.17,-13.31,-22.44
2018-10-16 02:00:00,16.73,39.9,22.45,-2.14,22.32,27.49,0.0,36.99,-12.9,-22.07
2018-10-17 02:00:00,14.35,37.38,20.12,-4.6,22.93,32.05,100.0,56.12,-14.23,-23.27
2018-10-18 02:00:00,15.27,38.84,21.36,-4.39,23.73,30.27,60.9,53.63,-13.07,-22.23
2018-10-19 02:00:00,13.86,37.44,19.51,-5.73,23.62,32.49,100.0,86.97,-13.72,-22.8
2018-10-20 02:00:00,13.31,37.07,18.59,-6.27,23.42,32.49,100.0,86.97,-13.72,-22.8
2018-10-21 02:00:00,13.38,37.43,18.23,-6.25,23.1,31.64,61.73,87.24,-13.25,-22.39
2018-10-22 02:00:00,8.21,31.26,12.03,-10.08,21.9,44.55,100.0,87.24,-16.95,-25.69
2018-10-23 02:00:00,10.29,33.96,13.12,-7.81,20.4,40.21,66.41,76.04,-15.03,-23.98
2018-10-24 02:00:00,10.95,34.95,12.97,-6.83,19.21,38.48,53.01,73.14,-14.18,-23.22
2018-10-25 02:00:00,10.73,34.87,11.87,-6.51,17.9,38.13,50.28,56.56,-14.0,-23.06
2018-10-26 02:00:00,10.6,34.88,10.82,-6.05,16.48,37.63,0.0,34.43,-13.77,-22.86
2018-10-27 02:00:00,10.4,34.8,9.54,-5.48,14.72,37.24,0.0,16.76,-13.6,-22.7
2018-10-28 02:00:00,10.35,34.9,8.27,-4.63,12.67,36.56,0.0,-0.0,-13.31,-22.44
2018-10-29 01:00:00,13.64,39.21,10.18,-0.91,10.59,30.54,0.0,-0.0,-10.29,-19.74
2018-10-30 01:00:00,13.87,39.79,8.27,0.9,7.05,29.49,0.0,-0.0,-9.66,-19.17
2018-10-31 01:00:00,13.25,39.3,8.5,0.2,7.96,29.75,3.34,1.11,-9.72,-19.23
2018-11-01 01:00:00,13.11,39.39,8.95,-0.16,8.73,29.17,0.0,1.11,-9.4,-18.94
2018-11-02 01:00:00,11.76,37.94,7.93,-1.35,8.98,32.29,100.0,34.45,-10.1,-19.57
2018-11-03 01:00:00,11.15,37.37,7.69,-1.86,9.28,32.87,100.0,66.67,-10.22,-19.68
2018-11-04 01:00:00,7.67,33.13,4.58,-4.67,9.26,43.73,100.0,100.0,-12.78,-21.97
2018-11-05 01:00:00,7.87,33.42,5.06,-4.25,9.27,42.49,91.52,97.17,-12.36,-21.59
2018-11-06 01:00:00,2.78,27.0,0.66,-8.86,9.92,56.04,100.0,97.17,-16.41,-25.21
2018-11-07 01:00:00,6.6,31.74,4.67,-5.23,9.92,46.28,57.89,83.14,-13.07,-22.23
2018-11-08 01:00:00,7.11,32.4,5.36,-4.57,9.89,44.72,16.43,58.11,-12.42,-21.65
2018-11-09 01:00:00,5.59,30.49,4.06,-5.73,9.87,47.83,39.36,37.9,-13.48,-22.6
2018-11-10 01:00:00,5.92,30.89,4.6,-5.23,9.87,46.57,16.37,24.05,-13.02,-22.18
2018-11-11 01:00:00,8.37,34.0,6.48,-2.6,8.91,41.07,0.0,18.58,-10.72,-20.12
2018-11-12 01:00:00,8.4,34.12,6.44,-2.4,8.67,40.4,0.0,5.46,-10.41,-19.85
2018-11-13 01:00:00,9.25,35.28,7.43,-1.64,8.81,38.23,0.0,-0.0,-9.4,-18.94
2018-11-14 01:00:00,11.46,38.21,10.08,-0.03,9.62,34.04,0.0,-0.0,-7.18,-16.96
2018-11-15 01:00:00,11.87,38.93,10.98,-0.1,10.51,32.79,0.0,-0.0,-6.44,-16.29
2018-11-16 01:00:00,14.37,42.34,14.37,1.2,12.22,28.94,0.0,-0.0,-3.85,-13.98
2018-11-17 01:00:00,14.64,42.98,15.46,0.56,13.79,27.99,0.0,-0.0,-3.13,-13.33
2018-11-18 01:00:00,14.06,42.56,15.84,-0.61,15.29,27.99,0.0,-0.0,-3.13,-13.33
2018-11-19 01:00:00,18.16,48.11,21.67,1.5,18.08,23.19,0.0,-0.0,0.98,-9.65
2018-11-20 01:00:00,20.84,52.02,26.42,1.91,21.47,20.58,0.0,-0.0,4.0,-6.95
2018-11-21 01:00:00,18.72,49.82,25.56,-1.14,23.79,24.06,46.95,15.65,2.84,-7.99
2018-11-22 01:00:00,21.66,54.1,30.26,-0.43,26.71,21.27,9.23,18.73,6.15,-5.03
2018-11-23 01:00:00,22.87,56.25,33.1,-1.25,29.63,19.93,0.0,18.73,8.02,-3.36
2018-11-24 01:00:00,17.95,50.42,27.98,-5.98,30.6,29.5,100.0,36.41,4.34,-6.65
2018-11-25 01:00:00,21.54,55.56,32.39,-4.34,32.21,25.92,62.64,54.21,8.29,-3.11
2018-11-26 01:00:00,25.72,61.63,36.51,-2.16,33.0,22.7,28.94,63.86,12.95,1.05
2018-11-27 01:00:00,20.12,54.94,29.96,-7.02,33.17,31.17,100.0,63.86,8.66,-2.79
2018-11-28 01:00:00,20.51,55.96,29.83,-7.15,33.21,30.22,88.77,72.57,9.77,-1.79
2018-11-29 01:00:00,22.13,58.63,30.49,-6.1,32.61,28.36,66.78,85.18,12.06,0.26
2018-11-30 01:00:00,21.47,58.32,28.33,-6.46,31.36,28.2,64.94,73.5,12.26,0.44
2018-12-01 01:00:00,19.72,56.52,25.23,-7.56,30.13,30.06,62.79,64.83,11.39,-0.35
2018-12-02 01:00:00,10.46,44.53,13.73,-13.64,27.36,45.62,100.0,75.91,3.17,-7.7
2018-12-03 01:00:00,17.91,54.68,19.69,-7.0,25.1,37.27,52.09,71.63,10.81,-0.86
2018-12-04 01:00:00,21.67,60.17,22.45,-3.79,24.0,33.86,32.5,61.53,15.17,3.04
2018-12-05 01:00:00,25.61,66.07,25.66,-0.85,23.58,30.82,4.86,29.82,19.9,7.27
2018-12-06 01:00:00,33.03,76.89,33.98,3.17,25.98,26.71,0.0,12.45,28.27,14.76
2018-12-07 01:00:00,17.98,57.27,17.63,-7.82,24.27,41.28,100.0,34.95,14.46,2.4
2018-12-08 01:00:00,18.39,58.24,16.5,-6.55,21.95,40.49,94.59,64.86,15.59,3.41
2018-12-09 01:00:00,18.91,59.37,16.4,-5.72,21.0,39.61,88.49,94.36,16.85,4.54
2018-12-10 01:00:00,16.73,56.8,14.03,-7.1,20.43,41.23,99.61,94.23,15.38,3.23
2018-12-11 01:00:00,18.33,59.36,15.05,-5.39,19.5,39.44,0.0,62.7,17.7,5.31
2018-12-12 01:00:00,14.78,54.83,11.43,-7.82,18.91,42.84,100.0,66.54,14.76,2.68
2018-12-13 01:00:00,9.58,47.86,6.54,-11.64,18.65,48.31,100.0,66.67,9.96,-1.62
2018-12-14 01:00:00,10.85,49.67,7.1,-9.86,17.2,46.55,80.14,93.38,11.68,-0.09
2018-12-15 01:00:00,13.37,53.28,9.51,-7.42,16.75,43.6,46.89,75.67,14.76,2.68
2018-12-16 01:00:00,13.14,53.15,9.73,-7.28,16.8,43.31,8.64,45.22,15.07,2.95
2018-12-17 01:00:00,11.75,51.41,8.33,-8.0,16.3,44.49,23.54,26.36,14.15,2.13
2018-12-18 01:00:00,10.16,49.32,6.86,-8.94,15.97,46.09,86.02,39.4,12.95,1.05
2018-12-19 01:00:00,6.52,44.3,3.87,-11.78,16.3,50.7,100.0,69.85,9.49,-2.04
2018-12-20 01:00:00,7.5,45.58,5.26,-10.72,16.43,48.95,76.29,87.44,10.81,-0.86
2018-12-21 01:00:00,6.67,44.39,4.84,-11.2,16.57,49.75,84.7,86.99,10.24,-1.37
2018-12-22 01:00:00,6.32,43.83,3.17,-10.37,14.04,49.89,82.43,81.14,10.15,-1.46
2018-12-23 01:00:00,0.77,35.99,-0.97,-15.67,16.03,58.03,100.0,89.04,4.42,-6.57
2018-12-24 01:00:00,-1.56,32.43,-1.44,-18.41,18.84,61.21,100.0,94.14,1.94,-8.8
2018-12-25 01:00:00,0.1,34.33,1.3,-16.75,19.56,57.9,71.14,90.38,3.67,-7.25
2018-12-26 01:00:00,-12.73,16.25,-7.92,-29.15,26.07,72.47,100.0,90.38,-10.16,-19.62
2018-12-27 01:00:00,-5.12,25.85,1.59,-23.35,27.98,59.47,10.79,60.64,-2.54,-12.8
2018-12-28 01:00:00,-6.75,23.1,1.39,-24.98,29.9,61.28,23.17,44.65,-4.49,-14.55
2018-12-29 01:00:00,-7.34,21.7,2.12,-25.5,31.27,62.15,29.16,21.04,-5.4,-15.37
2018-12-30 01:00:00,-7.64,20.7,3.05,-25.73,32.45,62.77,25.41,25.91,-6.03,-15.92
2018-12-31 01:00:00,-5.75,22.62,5.8,-23.44,32.07,59.93,13.83,22.8,-4.35,-14.42
2019-01-01 01:00:00,-7.76,19.4,4.45,-24.72,32.46,62.52,91.09,43.44,-6.71,-16.53
2019-01-02 01:00:00,-7.52,19.12,5.59,-24.47,33.19,62.6,93.78,66.23,-6.78,-16.59
2019-01-03 01:00:00,-3.75,23.55,10.21,-20.67,32.58,56.17,0.0,61.62,-3.13,-13.33
2019-01-04 01:00:00,-6.3,19.74,7.53,-21.72,31.48,59.6,53.46,49.08,-5.96,-15.86
2019-01-05 01:00:00,-4.17,22.02,9.79,-18.45,29.52,56.28,1.72,18.39,-3.99,-14.1
2019-01-06 01:00:00,-4.62,21.0,8.99,-17.28,27.41,57.11,14.61,23.26,-4.63,-14.68
2019-01-07 01:00:00,6.08,34.55,20.99,-6.67,25.81,43.42,0.0,5.44,6.32,-4.88
2019-01-08 01:00:00,3.86,31.62,18.33,-7.7,24.71,45.83,14.92,9.84,4.25,-6.73
2019-01-09 01:00:00,3.47,30.98,17.54,-6.8,23.1,46.14,19.9,11.6,4.0,-6.95
2019-01-10 01:00:00,5.72,33.79,19.99,-3.86,22.07,43.55,0.98,11.93,6.5,-4.72
2019-01-11 01:00:00,4.99,32.8,18.96,-3.52,20.87,44.25,30.52,17.13,5.97,-5.19
2019-01-12 01:00:00,2.36,29.3,16.04,-5.7,20.67,47.73,100.0,43.83,3.42,-7.48
2019-01-13 01:00:00,6.65,34.71,21.59,-2.48,21.98,42.66,0.0,43.51,8.02,-3.36
2019-01-14 01:00:00,6.99,35.15,22.67,-2.74,23.11,42.03,0.0,33.33,8.66,-2.79
2019-01-15 01:00:00,8.85,37.57,24.01,-1.88,23.31,39.84,0.0,-0.0,10.91,-0.78
2019-01-16 01:00:00,6.38,34.43,21.41,-4.94,24.34,43.04,40.49,13.5,8.66,-2.79
2019-01-17 01:00:00,3.03,30.06,17.14,-8.26,24.32,47.65,100.0,46.83,5.36,-5.73
2019-01-18 01:00:00,4.73,32.12,18.48,-7.1,24.2,45.3,69.91,70.13,7.3,-4.0
2019-01-19 01:00:00,5.82,33.46,18.91,-6.42,23.84,43.72,49.63,73.18,8.66,-2.79
2019-01-20 01:00:00,5.08,32.46,17.42,-7.31,23.54,44.55,32.87,50.8,8.11,-3.28
2019-01-21 01:00:00,4.29,31.37,15.07,-7.7,21.96,45.56,47.02,43.17,7.48,-3.84
2019-01-22 01:00:00,4.12,31.06,13.07,-7.23,19.73,45.56,100.0,59.96,7.48,-3.84
2019-01-23 01:00:00,4.13,30.97,12.08,-7.01,18.62,45.29,85.15,77.39,7.66,-3.68
2019-01-24 01:00:00,4.05,30.77,9.77,-5.98,15.45,45.14,58.5,81.22,7.75,-3.6
2019-01-25 01:00:00,2.49,28.64,6.13,-6.27,12.4,48.21,100.0,81.22,6.23,-4.95
2019-01-26 01:00:00,3.54,29.85,3.78,-2.86,6.61,45.93,25.74,61.41,7.48,-3.84
2019-01-27 01:00:00,4.58,31.07,4.96,-1.88,6.74,43.71,0.0,41.91,8.75,-2.7
2019-01-28 01:00:00,8.37,35.89,9.19,1.08,7.71,37.44,0.0,8.58,13.05,1.14
2019-01-29 01:00:00,8.32,35.89,9.32,0.6,8.31,37.06,0.0,-0.0,13.35,1.41
2019-01-30 01:00:00,6.64,33.78,7.86,-1.18,8.74,40.33,36.91,12.3,11.87,0.09
2019-01-31 01:00:00,6.82,34.02,8.19,-1.21,9.09,39.6,38.12,25.01,12.36,0.52
2019-02-01 01:00:00,8.19,35.8,9.26,-0.02,8.87,36.97,0.0,25.01,14.15,2.13
2019-02-02 01:00:00,6.96,34.26,8.31,-1.38,9.36,39.37,71.49,36.53,13.15,1.23
2019-02-03 01:00:00,7.51,34.98,9.26,-1.17,10.02,37.97,29.75,33.75,14.05,2.04
2019-02-04 01:00:00,8.14,35.83,10.46,-0.89,10.83,36.41,0.0,33.75,15.07,2.95
2019-02-05 01:00:00,8.38,36.2,11.16,-1.1,11.67,35.48,0.0,9.92,15.69,3.51
2019-02-06 01:00:00,9.09,37.19,11.85,-0.78,11.97,33.76,0.0,-0.0,16.85,4.54
2019-02-07 01:00:00,5.77,32.98,8.3,-3.78,11.81,42.48,100.0,33.33,13.55,1.59
2019-02-08 01:00:00,6.0,33.24,8.55,-3.62,11.87,41.56,89.44,63.15,14.05,2.04
2019-02-09 01:00:00,7.13,34.68,9.71,-2.71,12.01,38.84,58.26,82.57,15.59,3.41
2019-02-10 01:00:00,5.31,32.33,7.53,-4.24,11.59,43.37,100.0,82.57,13.85,1.86
2019-02-11 01:00:00,5.73,32.83,7.61,-3.71,11.1,41.99,69.55,75.94,14.56,2.49
