timestamp,ema50_dist_eth_btc_1D,ema200_dist_eth_btc_1D,upper_bb_dist_eth_btc_1D,lower_bb_dist_eth_btc_1D,width_bb_eth_btc_1D,rsi_eth_btc_1D,stoch_rsi_fastk_eth_btc_1D,stoch_rsi_fastd_eth_btc_1D,kijun_dist_eth_btc_1D,tenkan_dist_eth_btc_1D
2018-11-21 01:00:00,10.57,60.12,15.75,-0.02,14.62,33.64,25.94,8.65,13.86,7.86
2018-11-22 01:00:00,12.81,63.47,19.39,0.84,16.85,30.18,1.49,9.15,16.7,10.54
2018-11-23 01:00:00,14.83,66.61,23.11,1.16,19.57,27.4,0.0,9.15,19.41,13.12
2018-11-24 01:00:00,10.75,60.72,19.13,-3.14,20.62,36.27,100.0,33.83,15.63,9.54
2018-11-25 01:00:00,10.98,61.09,19.73,-3.64,21.63,35.37,89.9,63.3,16.34,10.21
2018-11-26 01:00:00,11.92,62.53,20.33,-3.29,21.76,33.53,69.18,86.36,17.83,11.62
2018-11-27 01:00:00,11.11,61.4,19.13,-4.35,21.86,34.43,79.32,79.47,17.46,11.27
2018-11-28 01:00:00,10.5,60.53,18.2,-5.17,21.94,34.93,51.04,66.51,17.27,11.09
2018-11-29 01:00:00,15.3,67.72,23.47,-1.95,22.95,28.32,0.0,43.45,23.02,16.54
2018-11-30 01:00:00,11.96,62.94,19.16,-4.9,22.46,35.16,100.0,50.35,19.98,13.65
2018-12-01 01:00:00,11.4,62.19,17.67,-5.27,21.61,35.37,100.0,66.67,19.88,13.56
2018-12-02 01:00:00,11.55,62.45,16.63,-4.84,20.27,34.53,88.06,96.02,20.54,14.19
2018-12-03 01:00:00,11.26,62.07,15.27,-4.76,19.03,34.28,84.58,90.88,20.73,14.36
2018-12-04 01:00:00,11.49,62.46,14.91,-4.47,18.42,33.25,0.0,57.55,21.48,15.08
2018-12-05 01:00:00,13.17,65.04,15.65,-2.76,17.29,30.21,0.0,28.19,23.9,17.37
2018-12-06 01:00:00,18.05,72.51,20.77,0.64,18.19,24.47,0.0,0.0,30.06,23.2
2018-12-07 01:00:00,11.68,63.26,13.24,-4.34,16.83,37.91,100.0,33.33,23.56,17.05
2018-12-08 01:00:00,14.65,67.8,14.85,-1.2,15.02,33.88,70.03,56.68,27.51,20.79
2018-12-09 01:00:00,14.89,68.35,14.44,-0.86,14.32,33.01,63.59,77.87,28.45,21.68
2018-12-10 01:00:00,14.82,68.44,14.67,-1.3,14.97,32.46,59.44,64.35,29.05,22.24
2018-12-11 01:00:00,15.16,69.15,14.94,-1.22,15.12,31.43,0.0,41.01,30.13,23.27
2018-12-12 01:00:00,14.6,68.52,14.63,-2.0,15.64,31.39,0.0,19.81,30.17,23.3
2018-12-13 01:00:00,13.21,66.6,13.61,-3.37,16.16,33.56,100.0,33.33,29.2,22.39
2018-12-14 01:00:00,13.31,66.87,13.41,-3.22,15.82,32.71,60.82,53.61,29.94,23.09
2018-12-15 01:00:00,12.47,65.73,12.19,-3.74,15.28,33.64,100.0,86.94,29.56,22.73
2018-12-16 01:00:00,11.34,64.1,10.75,-4.47,14.76,35.6,100.0,86.94,28.79,22.0
2018-12-17 01:00:00,8.62,60.01,7.44,-6.27,13.64,42.32,100.0,100.0,26.05,19.41
2018-12-18 01:00:00,5.66,55.43,3.83,-8.2,12.3,49.25,100.0,100.0,22.88,16.4
2018-12-19 01:00:00,7.47,57.95,5.73,-6.38,12.16,44.74,71.11,90.37,25.34,18.73
2018-12-20 01:00:00,2.98,51.03,1.4,-10.16,12.08,54.28,100.0,90.37,20.25,13.91
2018-12-21 01:00:00,2.99,50.71,1.43,-10.0,11.95,53.97,97.42,89.51,20.4,14.05
2018-12-22 01:00:00,-0.88,44.55,-1.44,-14.0,13.61,61.42,100.0,99.14,15.84,9.73
2018-12-23 01:00:00,-11.49,28.1,-7.71,-26.88,23.18,75.56,100.0,99.14,2.88,-2.54
2018-12-24 01:00:00,-15.04,21.86,-7.23,-33.21,32.56,79.18,100.0,100.0,-1.95,-7.12
2018-12-25 01:00:00,-13.53,23.01,-2.73,-33.91,38.18,76.28,88.51,96.17,-0.84,-6.07
2018-12-26 01:00:00,-13.41,22.17,-0.23,-34.82,41.94,76.69,86.0,91.51,-1.34,-6.54
2018-12-27 01:00:00,-6.77,30.84,8.42,-29.91,42.95,61.17,0.0,58.17,5.91,0.33
2018-12-28 01:00:00,-15.02,18.21,1.04,-37.02,46.42,70.4,51.24,45.75,-4.16,-9.21
2018-12-29 01:00:00,-16.1,15.64,1.86,-38.5,49.41,71.97,69.56,40.27,-6.12,-11.06
2018-12-30 01:00:00,-16.03,14.69,3.71,-38.7,51.4,72.51,73.03,64.61,-6.77,-11.68
2018-12-31 01:00:00,-13.81,16.78,7.52,-36.57,51.58,68.56,65.23,69.27,-4.93,-9.94
2019-01-01 01:00:00,-15.74,13.16,6.25,-37.49,51.83,71.2,66.89,68.38,-7.77,-12.63
2019-01-02 01:00:00,-20.83,5.14,1.7,-41.46,53.87,76.57,100.0,77.37,-14.26,-18.78
2019-01-03 01:00:00,-18.92,6.59,5.22,-39.37,53.78,73.6,62.88,76.59,-13.03,-17.62
2019-01-04 01:00:00,-20.6,3.24,4.11,-39.93,53.65,75.86,91.05,84.64,-15.74,-20.18
2019-01-05 01:00:00,-20.62,2.1,4.84,-38.9,52.72,76.61,100.0,84.64,-16.65,-21.05
2019-01-06 01:00:00,-15.93,7.22,10.83,-33.4,49.86,66.56,0.0,63.68,-12.41,-17.03
2019-01-07 01:00:00,-13.19,9.92,13.82,-29.07,46.43,62.17,0.0,33.33,-10.12,-14.86
2019-01-08 01:00:00,-12.02,10.68,14.03,-25.06,41.38,60.87,0.0,0.0,-9.42,-14.19
2019-01-09 01:00:00,-11.64,10.45,13.18,-21.94,36.72,61.0,0.78,0.26,-9.52,-14.29
2019-01-10 01:00:00,-5.14,18.14,19.38,-12.56,30.88,50.67,0.0,0.26,-3.07,-8.18
2019-01-11 01:00:00,-4.32,18.75,18.32,-8.54,25.61,49.82,0.0,0.26,-2.42,-7.56
2019-01-12 01:00:00,-3.58,19.3,18.75,-7.19,24.52,49.0,0.0,0.0,-1.8,-6.98
2019-01-13 01:00:00,0.96,24.71,24.72,-3.61,25.63,43.43,0.0,0.0,2.86,-2.57
2019-01-14 01:00:00,-5.06,16.85,16.95,-9.22,25.19,51.63,100.0,33.33,-3.49,-8.58
2019-01-15 01:00:00,-0.77,21.87,22.32,-5.49,25.65,46.57,38.31,46.1,0.84,-4.48
2019-01-16 01:00:00,-1.68,20.46,20.51,-5.25,23.93,47.8,53.24,63.85,-0.16,-5.42
2019-01-17 01:00:00,-1.08,20.93,21.36,-5.37,24.75,47.14,45.21,45.59,0.41,-4.89
2019-01-18 01:00:00,0.39,22.52,23.4,-5.0,26.01,45.36,0.0,32.82,1.92,-3.46
2019-01-19 01:00:00,-0.47,21.23,22.35,-6.7,26.94,46.63,52.23,32.48,1.02,-4.3
2019-01-20 01:00:00,0.2,21.84,23.29,-6.88,27.88,45.74,15.75,22.66,1.71,-3.65
2019-01-21 01:00:00,1.51,23.28,24.93,-6.72,29.01,43.96,0.0,22.66,3.11,-2.33
2019-01-22 01:00:00,0.75,22.16,22.58,-7.9,28.4,45.19,45.85,20.53,2.36,-3.03
2019-01-23 01:00:00,1.4,22.8,22.12,-7.78,27.9,44.18,8.23,18.03,3.08,-2.35
2019-01-24 01:00:00,1.84,23.18,20.2,-7.07,25.59,43.44,0.0,18.03,3.6,-1.86
2019-01-25 01:00:00,2.68,24.1,17.71,-5.12,21.48,42.04,0.0,2.74,4.58,-0.94
2019-01-26 01:00:00,2.47,23.72,15.2,-4.77,18.98,42.28,7.56,2.52,4.46,-1.05
2019-01-27 01:00:00,4.79,26.5,16.21,-2.52,17.53,38.6,0.0,2.52,7.03,1.39
2019-01-28 01:00:00,7.38,29.68,17.67,-0.24,16.47,35.02,0.0,2.52,9.98,4.18
2019-01-29 01:00:00,7.42,29.81,15.67,0.28,14.25,34.61,0.0,0.0,10.34,4.52
2019-01-30 01:00:00,4.85,26.67,12.44,-2.39,14.12,39.84,68.21,22.74,7.9,2.21
2019-01-31 01:00:00,5.69,27.68,12.98,-1.97,14.17,38.34,71.26,46.49,8.99,3.25
2019-02-01 01:00:00,6.02,28.1,13.02,-2.01,14.25,37.52,55.62,65.03,9.59,3.81
2019-02-02 01:00:00,3.55,25.03,10.44,-4.48,14.49,42.89,100.0,75.63,7.18,1.53
2019-02-03 01:00:00,4.96,26.71,10.76,-2.88,13.12,40.28,51.44,69.02,8.86,3.12
2019-02-04 01:00:00,4.63,26.27,10.15,-3.33,13.04,40.63,57.87,69.77,8.71,2.97
2019-02-05 01:00:00,4.98,26.68,9.98,-3.0,12.55,39.67,40.11,49.81,9.29,3.53
2019-02-06 01:00:00,5.49,27.3,10.03,-2.55,12.13,38.42,0.0,32.66,10.05,4.25
2019-02-07 01:00:00,5.14,26.86,9.36,-2.95,11.92,38.81,18.01,19.37,9.91,4.11
2019-02-08 01:00:00,-0.77,19.49,2.67,-8.18,11.16,53.4,100.0,39.34,3.7,-1.77
2019-02-09 01:00:00,-0.59,19.48,2.43,-7.85,10.56,53.02,97.48,71.83,3.86,-1.62
2019-02-10 01:00:00,-4.7,14.17,-1.13,-12.35,12.02,61.47,100.0,99.16,-0.63,-5.87
2019-02-11 01:00:00,-3.41,15.39,0.43,-11.49,12.61,58.36,86.26,94.58,0.56,-4.74
