timestamp,ema50_dist_xmr_btc_1D,ema200_dist_xmr_btc_1D,upper_bb_dist_xmr_btc_1D,lower_bb_dist_xmr_btc_1D,width_bb_xmr_btc_1D,rsi_xmr_btc_1D,stoch_rsi_fastk_xmr_btc_1D,stoch_rsi_fastd_xmr_btc_1D,kijun_dist_xmr_btc_1D,tenkan_dist_xmr_btc_1D
2019-01-29 01:00:00,3.31,26.34,3.29,-4.27,7.6,48.19,3.11,29.11,2.32,1.22
2019-01-30 01:00:00,2.62,25.37,2.8,-4.64,7.51,49.31,20.92,8.01,1.75,0.65
2019-01-31 01:00:00,2.76,25.41,3.11,-4.32,7.48,48.83,13.53,12.52,1.99,0.89
2019-02-01 01:00:00,3.58,26.33,4.06,-3.22,7.26,46.9,0.0,11.48,2.95,1.84
2019-02-02 01:00:00,5.12,28.18,5.69,-1.33,6.86,43.61,0.0,4.51,4.69,3.56
2019-02-03 01:00:00,4.27,27.08,5.0,-1.94,6.84,45.2,27.87,9.29,4.02,2.89
2019-02-04 01:00:00,4.28,27.04,5.19,-1.78,6.86,44.83,23.27,17.05,4.2,3.07
2019-02-05 01:00:00,2.97,25.34,3.9,-2.95,6.82,47.83,100.0,50.38,3.02,1.9
2019-02-06 01:00:00,1.66,23.59,2.7,-4.0,6.74,50.93,100.0,74.42,1.77,0.67
2019-02-07 01:00:00,1.27,22.95,2.42,-4.08,6.55,51.77,100.0,100.0,1.44,0.34
2019-02-08 01:00:00,-2.21,18.42,-0.48,-7.58,7.4,60.0,100.0,100.0,-2.15,-3.21
2019-02-09 01:00:00,-2.39,17.91,-0.17,-7.74,7.88,60.58,100.0,100.0,-2.42,-3.48
2019-02-10 01:00:00,-4.32,15.22,-1.18,-10.12,9.48,64.87,100.0,100.0,-4.52,-5.56
2019-02-11 01:00:00,-2.61,16.98,1.0,-8.76,10.15,59.52,59.19,86.4,-2.92,-3.97
