timestamp,ema50_dist_xrp_usd_4h,ema200_dist_xrp_usd_4h,lower_bb_dist_xrp_usd_4h,width_bb_xrp_usd_4h,rsi_xrp_usd_4h,stoch_rsi_fastk_xrp_usd_4h,stoch_rsi_fastd_xrp_usd_4h,kijun_dist_xrp_usd_4h,tenkan_dist_xrp_usd_4h
2019-01-14 20:00:00,,,,,,,,-0.07734621220964166,-0.09988910937317608
2019-01-15 00:00:00,,,,,,,,-0.06925228142478668,-0.09199293494259642
2019-01-15 04:00:00,,,,,,,,-0.06933447149206717,-0.09207311688693953
2019-01-15 08:00:00,,,,,,,,-0.06495830129532154,-0.08780386822026376
2019-01-15 12:00:00,,,,,,,,-0.06487533642897292,-0.08772293040726398
2019-01-15 16:00:00,,,,,,,,-0.054019687041857556,-0.0771325135385813
2019-01-15 20:00:00,,,,,,,,-0.05656014084086769,-0.07961089726374837
2019-01-16 00:00:00,,,,,,,,-0.045451800863448466,-0.06877396371101663
2019-01-16 04:00:00,,,,,,,,-0.046545640963782886,-0.06984107837519982
2019-01-16 08:00:00,,,,,,,,-0.04507701600724867,-0.06840833585019634
2019-01-16 12:00:00,,,,,,,,-0.05959073198298692,-0.0825674429671931
2019-01-16 16:00:00,,,,,,,,-0.053906460396780265,-0.07702205332295997
2019-01-16 20:00:00,,,,,,,,-0.04852542882937105,-0.07177249473367431
2019-01-17 00:00:00,,,,,,,,-0.0510384776997419,-0.07422414310582859
2019-01-17 04:00:00,,,,,0.26468455402465424,,,-0.04102214134061266,-0.06445253260539885
2019-01-17 08:00:00,,,,,0.2869584032022497,,,-0.04334341906202732,-0.06671709531013614
2019-01-17 12:00:00,,,,,0.2862580369335746,,,-0.04316971310979312,-0.06654763345841908
2019-01-17 16:00:00,,,,,0.3269462433643861,,,-0.04714905671749747,-0.07042975106985716
2019-01-17 20:00:00,,,,,0.37140917308481447,,,-0.051693110584565605,-0.07486278156024107
2019-01-18 00:00:00,,0.020706350082890124,-0.02172855769265769,0.042456607509188185,0.4024251987194009,,,-0.054981020414263115,-0.07807035896822778
2019-01-18 04:00:00,,0.021160212044103677,-0.014977803969121739,0.0360266502864028,0.37350953288020955,0.7510857165254475,0.9170285721751492,-0.0501832492189378,-0.07338981014179291
2019-01-18 08:00:00,,0.024455532143869974,-0.008928182491407144,0.033126531020314376,0.34246222993613656,0.20556705506549655,0.6522175905303148,-0.0444998488969478,-0.06784527047446365
2019-01-18 12:00:00,,0.022998236775344738,-0.00654855771515328,0.029305759322760767,0.3331245285131814,0.0,0.3188842571969814,-0.042706188688385716,-0.06609543417706198
2019-01-18 16:00:00,,0.019648947121310822,-0.006853183127362494,0.026333650659206134,0.340001322950631,0.09923128329042409,0.10159944611864023,-0.04334341906202732,-0.06671709531013614
2019-01-18 20:00:00,,0.033834990323419634,0.005409481421052131,0.027878470969251577,0.2725804855857181,0.0,0.03307709443014139,-0.028946560196560278,-0.0526719901719902
2019-01-19 00:00:00,,0.027389534349015365,-0.0024421948490611634,0.02946420246705596,0.3300955032815788,0.8230335151259897,0.30742159947213793,-0.03478645785633605,-0.058369203529016644
2019-01-19 04:00:00,,0.015266125688707,-0.012665074392713138,0.027894922019884437,0.4170278964865198,1.0,0.6076778383753298,-0.04484623285602074,-0.0681831913479547
2019-01-19 08:00:00,,0.017788633468395654,-0.0104108395378123,0.028095830382771646,0.40330495612168216,0.9049969793209945,0.9093434981489947,-0.04241625779877645,-0.06581258707371729
2019-01-19 12:00:00,,-0.002474623146154431,-0.03492035969611318,0.03306394946136135,0.5518950233395664,1.0,0.9683323264403316,-0.06468169447402683,-0.08753401964264584
2019-01-19 16:00:00,,0.003709792360665043,-0.031185878154735724,0.03538174646612446,0.5263916951824157,0.8850163059393316,0.9300044284201089,-0.060736141643396135,-0.08368486720931612
2019-01-19 20:00:00,,0.005882716937589905,-0.028775933541723364,0.03505996820240913,0.5120359043375674,0.7317511207290066,0.8722558088894461,-0.05849860044071231,-0.08150199511643141
2019-01-20 00:00:00,,0.007892062976144087,-0.027444119282249657,0.03568504021619016,0.5026250916094422,0.6684170573940353,0.7617281613541246,-0.057066595091109784,-0.08010497748352274
2019-01-20 04:00:00,,0.008187681937800617,-0.028299730094668796,0.0368580575466429,0.5075937385518144,0.10084541966869205,0.5003378659305782,-0.05779718091605324,-0.08081771314479835
2019-01-20 08:00:00,,0.016095126580285113,-0.020639488927856275,0.0368182732955749,0.4577769971822105,0.0,0.2564208256875759,-0.05035441821349196,-0.07355679702048423
2019-01-20 12:00:00,,0.04066032435671074,-0.0005865803100069122,0.04043668008284843,0.351864864209548,0.0,0.033615139889564126,-0.028499001382701006,-0.05223536641573212
2019-01-20 16:00:00,,0.06627517926198134,0.011318701999380565,0.05290396526315836,0.2898637500932619,0.0,1.1250259982868251e-16,-0.008917936179550057,-0.03313271895178993
