timestamp,ema50_dist_etc_usd_6h,ema200_dist_etc_usd_6h,upper_bb_dist_etc_usd_6h,lower_bb_dist_etc_usd_6h,width_bb_etc_usd_6h,rsi_etc_usd_6h,stoch_rsi_fastk_etc_usd_6h,stoch_rsi_fastd_etc_usd_6h,kijun_dist_etc_usd_6h,tenkan_dist_etc_usd_6h
2018-09-02 14:00:00,-2.76,6.36,0.78,-5.95,6.91,59.43,69.24,48.05,-69.66,-69.43
2018-09-02 20:00:00,-3.22,5.65,0.45,-6.65,7.33,60.99,100.0,56.41,-69.85,-69.62
2018-09-03 02:00:00,-6.98,1.24,-2.18,-11.41,9.9,69.85,100.0,89.75,-71.11,-70.88
2018-09-03 08:00:00,-6.54,1.41,-0.92,-11.79,11.61,69.1,95.0,98.33,-71.05,-70.83
2018-09-03 14:00:00,-8.43,-1.01,-1.67,-14.64,14.13,73.21,100.0,98.33,-71.75,-71.53
2018-09-03 20:00:00,-6.79,0.46,0.8,-13.61,15.39,67.31,51.71,82.24,-71.32,-71.11
2018-09-04 02:00:00,-4.95,2.2,3.11,-11.91,15.71,61.16,0.0,50.57,-70.82,-70.6
2018-09-04 08:00:00,-6.35,0.41,1.97,-13.01,15.86,64.68,29.18,26.96,-71.33,-71.11
2018-09-04 14:00:00,-5.99,0.53,2.62,-12.41,15.8,64.22,25.38,18.19,-71.29,-71.08
2018-09-04 20:00:00,-5.29,1.04,3.58,-11.56,15.77,62.32,18.82,24.46,-71.15,-70.93
2018-09-05 02:00:00,-4.63,1.53,4.31,-10.51,15.29,60.47,0.0,14.73,-71.0,-70.78
2018-09-05 08:00:00,5.31,12.22,15.51,-1.14,15.53,37.32,0.0,6.27,-67.92,-67.67
2018-09-05 14:00:00,8.32,15.63,19.83,0.84,17.21,33.34,0.0,-0.0,-66.89,-66.64
2018-09-05 20:00:00,11.91,19.79,25.51,2.65,20.04,29.48,0.0,-0.0,-65.65,-65.39
2018-09-06 02:00:00,13.95,22.35,29.81,2.41,23.6,27.41,0.0,-0.0,-64.85,-64.58
2018-09-06 08:00:00,15.17,24.08,33.18,1.29,27.21,26.07,0.0,-0.0,-64.28,-64.01
2018-09-06 14:00:00,13.75,22.93,32.88,-1.84,30.05,27.84,24.37,8.12,-64.55,-64.28
2018-09-06 20:00:00,7.88,16.76,26.44,-7.68,31.19,38.71,100.0,41.46,-66.28,-66.02
2018-09-07 02:00:00,6.8,15.73,25.4,-9.25,32.06,40.21,100.0,74.79,-66.53,-66.27
2018-09-07 08:00:00,10.79,20.33,30.76,-6.94,33.69,35.26,64.99,88.33,-65.14,-64.87
2018-09-07 14:00:00,9.76,19.45,29.87,-8.75,34.93,36.43,69.47,78.15,-65.34,-65.07
2018-09-07 20:00:00,10.17,20.14,30.55,-9.35,36.08,35.53,5.52,46.66,-65.08,-64.81
2018-09-08 02:00:00,8.41,18.42,27.72,-11.29,36.05,38.36,62.7,45.89,-65.52,-65.26
2018-09-08 08:00:00,7.78,17.9,26.04,-12.11,35.66,39.01,100.0,56.07,-65.62,-65.36
2018-09-08 14:00:00,14.55,25.69,32.71,-7.17,35.36,31.16,0.0,54.23,-63.28,-63.0
2018-09-08 20:00:00,14.33,25.83,31.18,-7.77,34.87,30.84,0.0,33.33,-63.16,-62.88
2018-09-09 02:00:00,13.18,24.91,28.58,-8.92,34.14,32.08,15.1,5.03,-63.36,-63.08
2018-09-09 08:00:00,8.34,19.75,20.62,-11.96,31.22,40.86,100.0,38.37,-64.81,-64.54
2018-09-09 14:00:00,9.74,21.51,19.2,-9.55,27.42,38.65,77.96,64.36,-64.23,-63.96
2018-09-09 20:00:00,10.32,22.4,16.19,-7.14,22.32,37.46,66.09,81.35,-63.9,-63.63
2018-09-10 02:00:00,9.32,21.49,10.05,-4.55,14.21,38.72,75.61,73.22,-64.11,-63.83
2018-09-10 08:00:00,9.24,21.61,8.53,-3.67,11.91,38.31,24.93,55.54,-64.01,-63.73
2018-09-10 14:00:00,10.76,23.55,9.45,-2.01,11.05,35.74,0.0,33.51,-63.36,-63.08
2018-09-10 20:00:00,7.54,20.11,6.25,-4.63,10.78,42.05,100.0,41.64,-64.32,-64.05
2018-09-11 02:00:00,6.13,18.62,5.07,-5.67,10.77,44.51,100.0,66.67,-64.71,-64.44
2018-09-11 08:00:00,7.59,20.39,6.82,-4.14,10.81,41.63,67.19,89.06,-64.12,-63.85
2018-09-11 14:00:00,8.32,21.38,7.87,-3.39,11.01,39.99,48.45,71.88,-63.76,-63.49
2018-09-11 20:00:00,6.9,19.9,5.9,-4.21,10.03,42.6,57.88,57.84,-64.15,-63.87
2018-09-12 02:00:00,13.83,28.02,12.72,1.64,10.33,33.0,0.0,35.44,-61.63,-61.34
2018-09-12 08:00:00,15.52,30.33,15.56,1.96,12.51,30.86,0.0,19.29,-60.85,-60.55
2018-09-12 14:00:00,12.86,27.65,13.22,-0.8,13.2,35.03,35.55,11.85,-61.57,-61.28
2018-09-12 20:00:00,10.44,25.14,10.84,-2.98,13.29,38.9,68.5,34.68,-62.25,-61.96
2018-09-13 02:00:00,9.8,24.61,9.81,-3.34,12.73,39.4,100.0,68.02,-62.34,-62.05
2018-09-13 08:00:00,6.31,20.74,5.6,-5.84,11.46,45.79,100.0,89.5,-63.44,-63.16
2018-09-13 14:00:00,4.87,19.14,4.48,-6.88,11.5,48.14,100.0,100.0,-63.87,-63.59
2018-09-13 20:00:00,5.38,19.77,5.26,-6.17,11.48,46.84,85.95,95.32,-63.62,-63.34
2018-09-14 02:00:00,4.27,18.52,4.43,-6.95,11.53,48.78,100.0,95.32,-63.94,-63.67
2018-09-14 08:00:00,5.49,19.96,5.41,-5.59,11.02,46.02,7.81,64.58,-63.44,-63.16
2018-09-14 14:00:00,5.89,20.48,5.82,-5.06,10.83,44.83,0.0,35.94,-63.22,-62.94
2018-09-14 20:00:00,5.73,20.37,5.75,-5.05,10.76,44.68,0.0,2.6,-63.19,-62.91
2018-09-15 02:00:00,4.07,18.47,4.13,-6.38,10.63,48.33,89.17,29.72,-63.72,-63.44
2018-09-15 08:00:00,3.0,17.22,3.2,-7.23,10.65,50.6,100.0,63.06,-64.05,-63.77
2018-09-15 14:00:00,0.22,13.93,1.04,-9.9,11.44,56.83,100.0,96.39,-65.01,-64.75
2018-09-15 20:00:00,2.57,16.55,3.45,-7.68,11.36,50.72,49.72,83.24,-64.16,-63.88
2018-09-16 02:00:00,4.06,18.26,4.71,-6.08,10.86,47.16,0.0,49.91,-63.58,-63.3
2018-09-16 08:00:00,3.14,17.19,3.82,-6.78,10.76,48.98,18.84,22.85,-63.85,-63.58
2018-09-16 14:00:00,2.95,16.93,3.78,-6.85,10.79,49.16,20.68,13.17,-63.88,-63.6
2018-09-16 20:00:00,2.61,16.49,3.47,-7.05,10.71,49.77,73.34,37.62,-63.96,-63.69
2018-09-17 02:00:00,3.19,17.14,4.1,-5.76,9.94,47.9,28.64,40.89,-63.71,-63.43
2018-09-17 08:00:00,3.17,17.08,3.57,-4.31,7.91,47.63,0.0,34.0,-63.67,-63.4
2018-09-17 14:00:00,8.04,22.76,8.66,0.72,7.58,36.77,0.0,9.55,-61.84,-61.55
2018-09-17 20:00:00,10.8,26.13,12.67,2.49,9.46,32.25,0.0,-0.0,-60.71,-60.41
2018-09-18 02:00:00,8.63,23.82,11.14,0.24,10.31,36.94,29.95,9.98,-61.36,-61.06
2018-09-18 08:00:00,7.91,23.13,10.93,-0.87,11.23,38.0,37.33,22.43,-61.5,-61.21
2018-09-18 14:00:00,6.55,21.67,9.74,-2.34,11.65,40.91,100.0,55.76,-61.89,-61.6
2018-09-18 20:00:00,6.5,21.71,9.93,-2.6,12.09,40.49,95.13,77.49,-61.81,-61.52
2018-09-19 02:00:00,5.98,21.17,9.43,-3.22,12.27,41.32,100.0,98.38,-61.91,-61.62
2018-09-19 08:00:00,8.01,23.63,11.93,-1.77,13.05,36.77,0.0,65.04,-61.06,-60.76
2018-09-19 14:00:00,6.84,22.39,10.99,-3.06,13.52,39.44,58.76,52.92,-61.38,-61.09
2018-09-19 20:00:00,3.53,18.57,7.6,-6.03,13.52,48.22,100.0,52.92,-62.53,-62.24
2018-09-20 02:00:00,3.46,18.46,7.42,-6.04,13.37,48.06,98.57,85.78,-62.5,-62.22
2018-09-20 08:00:00,2.68,17.52,6.34,-6.63,12.98,49.89,100.0,99.52,-62.75,-62.46
2018-09-20 14:00:00,4.21,19.28,6.94,-4.74,11.56,45.51,58.07,85.55,-62.13,-61.84
2018-09-20 20:00:00,-0.4,13.85,2.01,-8.88,11.28,56.91,100.0,86.02,-63.81,-63.53
2018-09-21 02:00:00,-0.14,13.99,2.33,-8.67,11.36,56.19,93.72,83.93,-63.72,-63.44
2018-09-21 08:00:00,-3.0,10.48,-0.15,-11.71,12.29,62.43,100.0,97.91,-64.8,-64.53
2018-09-21 14:00:00,-1.38,12.14,1.63,-10.37,12.55,57.73,72.24,88.65,-64.23,-63.96
2018-09-21 20:00:00,-4.73,8.04,-1.02,-14.14,14.19,64.39,100.0,90.75,-65.52,-65.25
2018-09-22 02:00:00,-2.85,9.93,1.36,-12.79,15.0,59.31,38.05,70.1,-64.88,-64.61
2018-09-22 08:00:00,-1.87,10.84,2.66,-12.09,15.48,56.89,0.0,46.02,-64.55,-64.28
2018-09-22 14:00:00,-2.16,10.31,2.87,-12.29,15.91,57.67,10.29,16.11,-64.69,-64.42
2018-09-22 20:00:00,-2.03,10.27,3.26,-11.57,15.48,57.51,8.27,6.19,-64.67,-64.4
2018-09-23 02:00:00,-3.35,8.54,2.32,-12.49,15.6,60.71,100.0,39.52,-65.2,-64.93
2018-09-23 08:00:00,-4.0,7.55,2.1,-12.83,15.78,62.43,100.0,69.42,-65.49,-65.23
2018-09-23 14:00:00,-2.34,9.21,4.08,-10.94,15.56,57.27,0.0,66.67,-64.93,-64.66
2018-09-23 20:00:00,-3.01,8.24,3.57,-11.11,15.25,59.1,35.46,45.15,-65.21,-64.95
2018-09-24 02:00:00,-0.83,10.54,5.87,-8.46,14.52,52.6,0.0,11.82,-64.44,-64.17
2018-09-24 08:00:00,1.93,13.56,8.38,-4.72,12.86,45.79,0.0,11.82,-63.42,-63.14
2018-09-24 14:00:00,0.22,11.55,6.05,-5.12,11.12,49.94,31.18,10.39,-64.04,-63.76
2018-09-24 20:00:00,1.84,13.3,7.67,-3.09,10.53,46.15,2.75,11.31,-63.43,-63.15
2018-09-25 02:00:00,4.11,15.85,10.23,-0.75,10.48,41.48,0.0,11.31,-62.55,-62.27
2018-09-25 08:00:00,6.33,18.43,13.27,0.91,11.55,37.5,0.0,0.92,-61.66,-61.37
2018-09-25 14:00:00,6.32,18.51,13.76,0.76,12.12,37.14,0.0,-0.0,-61.57,-61.28
2018-09-25 20:00:00,0.64,12.09,7.71,-4.64,12.17,50.06,100.0,33.33,-63.61,-63.34
2018-09-26 02:00:00,1.76,13.29,9.01,-3.68,12.36,47.73,81.98,60.66,-63.18,-62.9
2018-09-26 08:00:00,1.19,12.58,8.25,-4.37,12.38,48.84,90.52,90.84,-63.37,-63.09
2018-09-26 14:00:00,-0.24,10.86,6.66,-5.79,12.39,51.96,100.0,90.84,-63.89,-63.62
2018-09-26 20:00:00,1.62,12.88,8.13,-4.05,11.94,47.8,1.51,64.01,-63.2,-62.92
2018-09-27 02:00:00,0.94,12.04,7.13,-4.76,11.75,49.24,35.72,45.75,-63.43,-63.15
2018-09-27 08:00:00,1.06,12.1,7.09,-4.73,11.68,48.87,25.73,20.99,-63.37,-63.09
2018-09-27 14:00:00,-0.8,9.91,4.9,-6.49,11.48,53.33,100.0,53.82,-64.05,-63.78
2018-09-27 20:00:00,-2.51,7.82,3.0,-8.21,11.51,57.33,100.0,75.24,-64.71,-64.44
2018-09-28 02:00:00,-2.75,7.35,2.44,-8.46,11.24,58.1,100.0,100.0,-64.84,-64.57
2018-09-28 08:00:00,-1.04,9.11,3.58,-6.63,10.36,53.28,47.81,82.6,-64.24,-63.96
2018-09-28 14:00:00,-1.11,8.89,3.17,-6.63,9.98,53.56,5.77,51.19,-64.28,-64.01
2018-09-28 20:00:00,-0.58,9.35,3.14,-5.93,9.19,52.1,0.0,17.86,-64.1,-63.82
2018-09-29 02:00:00,0.9,10.91,4.45,-4.48,8.94,47.92,0.0,1.92,-63.55,-63.27
2018-09-29 08:00:00,-1.62,7.99,2.06,-6.92,9.21,54.66,100.0,33.33,-64.48,-64.21
2018-09-29 14:00:00,-1.97,7.44,1.84,-7.39,9.5,55.72,100.0,66.67,-64.64,-64.37
2018-09-29 20:00:00,-1.85,7.41,2.19,-7.33,9.77,55.58,98.21,99.4,-64.62,-64.35
2018-09-30 02:00:00,-0.32,8.99,3.79,-5.51,9.38,50.8,36.9,78.37,-64.07,-63.8
2018-09-30 08:00:00,-1.44,7.62,2.29,-5.61,8.03,54.1,67.04,67.38,-64.5,-64.23
2018-09-30 14:00:00,-1.24,7.71,1.77,-4.04,5.87,53.58,56.55,53.49,-64.44,-64.17
2018-09-30 20:00:00,-1.06,7.77,1.99,-3.78,5.83,53.13,48.7,57.43,-64.4,-64.13
2018-10-01 02:00:00,-0.77,7.98,2.21,-3.16,5.4,52.17,41.68,48.98,-64.3,-64.03
2018-10-01 08:00:00,0.1,8.84,3.03,-2.06,5.07,49.04,0.0,30.13,-63.99,-63.71
2018-10-01 14:00:00,-0.2,8.42,2.72,-2.32,5.02,50.18,25.07,22.25,-64.1,-63.83
2018-10-01 20:00:00,-0.01,8.54,2.72,-1.72,4.41,49.47,10.39,11.82,-64.03,-63.76
2018-10-02 02:00:00,-0.85,7.51,1.72,-2.23,3.96,52.87,100.0,45.15,-64.35,-64.08
2018-10-02 08:00:00,0.34,8.73,2.75,-0.69,3.4,48.08,0.0,36.8,-63.91,-63.64
2018-10-02 14:00:00,0.3,8.62,2.74,-0.77,3.47,48.19,2.33,34.11,-63.92,-63.65
2018-10-02 20:00:00,0.72,9.01,3.08,-0.46,3.49,46.4,0.0,0.78,-63.76,-63.49
2018-10-03 02:00:00,2.53,10.97,5.09,0.87,4.09,39.78,0.0,0.78,-63.07,-62.79
2018-10-03 08:00:00,1.2,9.49,3.79,-0.61,4.34,45.39,66.67,22.22,-63.54,-63.26
2018-10-03 14:00:00,1.44,9.72,4.12,-0.57,4.61,44.33,54.12,40.27,-63.43,-63.15
2018-10-03 20:00:00,0.61,8.76,3.28,-1.44,4.68,47.82,100.0,73.6,-63.72,-63.44
2018-10-04 02:00:00,0.34,8.39,2.99,-1.6,4.56,48.95,100.0,84.71,-63.81,-63.53
2018-10-04 08:00:00,1.12,9.19,3.72,-0.95,4.6,45.6,27.49,75.83,-63.51,-63.23
2018-10-04 14:00:00,0.57,8.54,2.92,-1.47,4.36,48.04,80.32,69.27,-63.7,-63.43
2018-10-04 20:00:00,0.83,8.77,2.94,-1.19,4.1,46.76,34.48,47.43,-63.59,-63.32
2018-10-05 02:00:00,0.93,8.83,3.04,-1.16,4.17,46.15,16.44,43.75,-63.55,-63.27
2018-10-05 08:00:00,1.23,9.11,3.16,-0.88,3.99,44.58,0.0,16.97,-63.42,-63.14
2018-10-05 14:00:00,1.44,9.32,3.2,-0.69,3.84,43.33,0.0,5.48,-63.32,-63.04
2018-10-05 20:00:00,0.53,8.27,2.01,-1.5,3.5,48.43,100.0,33.33,-63.64,-63.37
2018-10-06 02:00:00,1.6,9.4,2.95,-0.48,3.38,43.14,0.0,33.33,-63.23,-62.95
2018-10-06 08:00:00,2.11,9.94,3.54,-0.15,3.63,40.67,0.0,33.33,-63.02,-62.74
2018-10-06 14:00:00,2.11,9.94,3.53,-0.27,3.74,40.28,0.0,-0.0,-62.98,-62.7
2018-10-06 20:00:00,1.67,9.44,3.01,-0.74,3.71,42.64,28.93,9.64,-63.12,-62.84
2018-10-07 02:00:00,2.2,10.01,3.26,-0.17,3.37,39.84,0.0,9.64,-62.9,-62.61
2018-10-07 08:00:00,2.81,10.68,3.97,0.21,3.69,36.81,0.0,9.64,-62.63,-62.35
2018-10-07 14:00:00,2.0,9.79,3.04,-0.61,3.61,41.65,83.12,27.71,-62.9,-62.62
2018-10-07 20:00:00,1.42,9.14,2.37,-1.16,3.5,44.92,100.0,61.04,-63.09,-62.81
2018-10-08 02:00:00,1.57,9.28,2.6,-0.96,3.53,43.79,86.05,89.73,-63.01,-62.73
2018-10-08 08:00:00,1.54,9.22,2.56,-1.02,3.56,43.64,84.23,90.1,-63.0,-62.72
2018-10-08 14:00:00,0.54,8.09,1.56,-1.98,3.54,50.06,100.0,90.1,-63.35,-63.07
2018-10-08 20:00:00,0.73,8.24,1.63,-1.73,3.37,48.71,78.93,87.72,-63.27,-62.99
2018-10-09 02:00:00,0.56,8.01,1.27,-1.79,3.07,49.68,94.13,91.02,-63.33,-63.05
2018-10-09 08:00:00,1.24,8.7,1.91,-1.12,3.01,45.12,23.01,65.36,-63.06,-62.78
2018-10-09 14:00:00,1.29,8.72,1.79,-0.99,2.77,44.5,0.0,39.05,-63.03,-62.74
2018-10-09 20:00:00,1.1,8.49,1.48,-1.09,2.57,45.59,20.97,14.66,-63.08,-62.79
2018-10-10 02:00:00,2.52,10.02,2.96,0.16,2.75,37.14,0.0,6.99,-62.52,-62.24
2018-10-10 08:00:00,2.21,9.68,2.68,-0.22,2.86,38.87,20.5,13.82,-62.6,-62.32
2018-10-10 14:00:00,1.12,8.47,1.54,-1.25,2.79,46.59,100.0,40.17,-62.98,-62.7
2018-10-10 20:00:00,0.97,8.27,1.12,-1.21,2.34,47.36,100.0,73.5,-63.03,-62.74
2018-10-11 02:00:00,10.56,18.83,13.81,4.88,8.17,20.85,0.0,66.67,-59.35,-59.04
2018-10-11 08:00:00,11.91,20.6,17.23,3.94,12.02,18.96,0.0,33.33,-58.68,-58.36
2018-10-11 14:00:00,10.93,19.82,17.4,1.59,14.43,21.2,7.9,2.63,-58.88,-58.56
2018-10-11 20:00:00,17.59,27.52,26.92,4.75,19.14,15.32,0.0,2.63,-56.14,-55.81
2018-10-12 02:00:00,12.99,22.87,22.92,-0.69,21.25,27.07,100.0,35.97,-57.66,-57.34
2018-10-12 08:00:00,12.64,22.83,23.36,-2.14,23.05,26.9,98.52,66.17,-57.6,-57.27
2018-10-12 14:00:00,12.2,22.66,23.39,-3.49,24.45,26.84,97.99,98.84,-57.57,-57.25
2018-10-12 20:00:00,11.66,22.36,23.02,-4.75,25.44,27.06,99.86,98.79,-57.6,-57.28
2018-10-13 02:00:00,11.03,21.95,22.39,-5.9,26.14,27.66,100.0,99.28,-57.67,-57.34
2018-10-13 08:00:00,10.17,21.25,21.3,-7.07,26.49,29.27,100.0,99.95,-57.84,-57.51
2018-10-13 14:00:00,9.67,20.92,20.26,-7.73,26.34,29.67,100.0,100.0,-57.88,-57.55
2018-10-13 20:00:00,9.3,20.73,19.23,-8.15,25.94,29.65,99.39,99.8,-57.87,-57.55
2018-10-14 02:00:00,7.72,19.13,16.6,-9.32,25.01,34.95,100.0,99.8,-58.36,-58.04
2018-10-14 08:00:00,7.81,19.38,15.78,-9.04,24.02,34.06,84.38,94.59,-58.2,-57.89
2018-10-14 14:00:00,7.26,18.92,14.12,-9.13,22.68,35.13,100.0,94.79,-58.3,-57.98
2018-10-14 20:00:00,9.05,21.1,14.74,-7.15,21.08,30.48,15.08,66.49,-57.46,-57.14
2018-10-15 02:00:00,3.7,15.17,7.98,-11.11,19.39,48.73,100.0,71.69,-59.49,-59.18
2018-10-15 08:00:00,1.43,12.59,4.46,-12.38,17.54,54.59,100.0,71.69,-60.35,-60.05
2018-10-15 14:00:00,2.25,13.47,3.47,-10.46,14.44,51.91,88.89,96.3,-60.0,-59.69
2018-10-15 20:00:00,2.89,14.16,1.48,-7.95,9.75,49.77,80.02,89.64,-59.7,-59.39
2018-10-16 02:00:00,1.96,13.1,0.95,-8.84,10.2,52.15,58.45,75.79,-60.03,-59.73
2018-10-16 08:00:00,2.77,13.97,2.15,-8.08,10.55,49.42,0.0,46.16,-59.67,-59.37
2018-10-16 14:00:00,3.33,14.6,2.99,-7.47,10.7,47.41,0.0,19.48,-59.4,-59.09
2018-10-16 20:00:00,2.88,14.09,2.58,-6.91,9.71,48.47,22.37,7.46,-59.53,-59.22
2018-10-17 02:00:00,2.85,14.05,2.85,-6.58,9.61,48.19,16.61,12.99,-59.49,-59.19
2018-10-17 08:00:00,3.4,14.66,3.6,-5.63,9.33,45.97,0.0,12.99,-59.22,-58.91
2018-10-17 14:00:00,1.03,11.96,1.58,-7.48,9.34,53.89,100.0,38.87,-60.14,-59.84
2018-10-17 20:00:00,1.29,12.18,2.09,-6.82,9.13,52.76,85.72,61.91,-60.02,-59.72
2018-10-18 02:00:00,1.52,12.38,2.48,-6.12,8.76,51.67,71.93,85.88,-59.91,-59.6
2018-10-18 08:00:00,2.21,13.11,3.26,-4.96,8.29,48.77,35.38,64.34,-59.6,-59.29
2018-10-18 14:00:00,3.6,14.66,4.68,-3.14,7.75,43.72,0.0,35.77,-58.99,-58.68
2018-10-18 20:00:00,4.07,15.22,5.16,-2.17,7.22,41.8,0.0,11.79,-58.73,-58.42
2018-10-19 02:00:00,4.48,15.72,5.73,-1.55,7.14,40.08,0.0,-0.0,-58.5,-58.18
2018-10-19 08:00:00,4.34,15.61,5.72,-1.39,6.96,39.96,0.0,-0.0,-58.48,-58.17
2018-10-19 14:00:00,3.69,14.9,5.14,-1.7,6.73,42.28,61.85,20.62,-58.68,-58.37
2018-10-19 20:00:00,3.94,15.2,5.14,-0.65,5.66,40.91,40.74,34.2,-58.52,-58.21
2018-10-20 02:00:00,3.52,14.74,4.87,-1.15,5.91,42.3,100.0,67.53,-58.63,-58.32
2018-10-20 08:00:00,2.92,14.08,4.03,-1.63,5.59,44.72,100.0,80.25,-58.82,-58.51
2018-10-20 14:00:00,3.1,14.27,4.14,-1.45,5.51,43.44,66.4,88.8,-58.7,-58.38
2018-10-20 20:00:00,2.69,13.8,3.71,-1.83,5.49,45.1,100.0,88.8,-58.82,-58.51
2018-10-21 02:00:00,1.98,12.97,2.78,-2.38,5.15,48.54,100.0,88.8,-59.07,-58.76
2018-10-21 08:00:00,2.04,13.0,2.78,-2.26,5.03,47.8,85.5,95.17,-59.02,-58.7
2018-10-21 14:00:00,2.04,12.96,2.8,-2.22,5.0,47.35,76.63,87.38,-58.98,-58.67
2018-10-21 20:00:00,2.85,13.85,3.61,-1.44,5.01,42.61,0.0,54.04,-58.61,-58.29
2018-10-22 02:00:00,1.94,12.8,2.66,-2.26,4.91,47.7,85.82,54.15,-58.95,-58.63
2018-10-22 08:00:00,-2.06,8.19,-0.76,-6.54,5.99,64.93,100.0,61.94,-60.59,-60.29
2018-10-22 14:00:00,-1.16,9.05,0.17,-5.75,6.09,60.29,79.23,88.35,-60.25,-59.94
2018-10-22 20:00:00,-1.45,8.58,0.02,-6.2,6.42,61.49,84.59,87.94,-60.39,-60.08
2018-10-23 02:00:00,-0.64,9.34,0.89,-5.49,6.53,57.35,56.01,73.28,-60.07,-59.77
2018-10-23 08:00:00,1.01,11.1,2.55,-3.88,6.47,49.71,0.0,46.87,-59.39,-59.08
2018-10-23 14:00:00,0.97,10.99,2.61,-3.84,6.49,49.71,0.0,18.67,-59.39,-59.08
2018-10-23 20:00:00,1.2,11.18,2.93,-3.48,6.42,48.5,0.0,-0.0,-59.28,-58.97
2018-10-24 02:00:00,0.43,10.25,2.23,-4.01,6.3,51.94,38.86,12.95,-59.58,-59.28
2018-10-24 08:00:00,0.69,10.46,2.55,-3.51,6.09,50.53,58.84,32.57,-59.47,-59.16
2018-10-24 14:00:00,0.96,10.7,2.88,-3.07,5.95,49.01,14.57,37.42,-59.34,-59.03
2018-10-24 20:00:00,1.96,11.76,3.93,-1.9,5.76,44.14,0.0,24.47,-58.91,-58.59
2018-10-25 02:00:00,2.64,12.49,4.74,-1.16,5.79,40.99,0.0,4.86,-58.59,-58.27
2018-10-25 08:00:00,2.48,12.31,4.71,-1.28,5.89,41.3,3.27,1.09,-58.61,-58.3
2018-10-25 14:00:00,2.12,11.89,4.42,-1.54,5.88,42.96,24.67,9.31,-58.73,-58.41
2018-10-25 20:00:00,2.25,12.02,4.67,-1.39,5.96,41.91,29.41,19.12,-58.63,-58.32
2018-10-26 02:00:00,2.79,12.6,5.4,-1.0,6.27,39.02,0.0,18.03,-58.37,-58.05
2018-10-26 08:00:00,2.31,12.05,5.03,-1.52,6.44,41.61,65.73,31.71,-58.53,-58.21
2018-10-26 14:00:00,2.06,11.75,4.88,-1.79,6.57,42.75,94.45,53.39,-58.6,-58.28
2018-10-26 20:00:00,2.04,11.7,4.95,-1.74,6.59,42.41,90.88,83.68,-58.57,-58.25
2018-10-27 02:00:00,2.06,11.7,5.07,-1.77,6.73,41.82,75.12,86.81,-58.53,-58.21
2018-10-27 08:00:00,2.12,11.75,4.62,-1.55,6.08,40.93,0.0,55.33,-58.46,-58.15
2018-10-27 14:00:00,2.44,12.09,4.6,-1.19,5.69,38.54,0.0,25.04,-58.3,-57.98
2018-10-27 20:00:00,2.29,11.91,3.86,-1.08,4.87,39.03,12.8,4.27,-58.32,-58.0
2018-10-28 02:00:00,2.05,11.62,3.12,-1.07,4.15,40.55,61.33,24.71,-58.38,-58.06
2018-10-28 07:00:00,2.48,12.07,3.49,-0.7,4.14,37.24,0.0,24.71,-58.17,-57.85
2018-10-28 13:00:00,2.51,12.09,3.43,-0.69,4.07,36.44,0.0,20.44,-58.11,-57.79
2018-10-28 19:00:00,2.54,12.13,3.4,-0.69,4.03,35.56,0.0,-0.0,-58.06,-57.74
2018-10-29 01:00:00,2.37,11.92,2.88,-0.69,3.53,36.46,18.18,6.06,-58.09,-57.77
2018-10-29 07:00:00,4.63,14.46,5.3,1.14,4.03,24.83,0.0,6.06,-57.08,-56.76
2018-10-29 13:00:00,7.78,18.07,9.58,2.8,6.38,17.01,0.0,6.06,-55.66,-55.32
2018-10-29 19:00:00,7.52,17.94,10.09,1.59,8.03,16.93,0.0,-0.0,-55.64,-55.3
2018-10-30 01:00:00,7.16,17.69,10.31,0.54,9.27,17.5,2.9,0.97,-55.67,-55.33
2018-10-30 07:00:00,7.46,18.16,11.12,0.13,10.4,16.43,0.0,0.97,-55.42,-55.08
2018-10-30 13:00:00,7.51,18.38,11.54,-0.41,11.32,15.8,0.0,0.97,-55.27,-54.93
2018-10-30 19:00:00,7.2,18.18,11.45,-1.18,12.01,15.99,11.34,3.78,-55.28,-54.94
2018-10-31 01:00:00,7.0,18.09,11.46,-1.77,12.62,15.83,1.75,4.37,-55.24,-54.9
2018-10-31 07:00:00,6.84,18.04,11.36,-2.24,13.01,15.58,0.0,4.37,-55.19,-54.85
2018-10-31 13:00:00,5.85,17.04,10.18,-3.28,13.01,23.59,100.0,33.92,-55.51,-55.17
2018-10-31 19:00:00,5.77,17.04,9.89,-3.43,12.91,23.09,93.74,64.58,-55.44,-55.1
2018-11-01 01:00:00,6.13,17.54,10.03,-3.18,12.77,21.23,70.46,88.07,-55.18,-54.84
2018-11-01 07:00:00,5.79,17.24,9.34,-3.48,12.46,22.45,85.78,83.33,-55.23,-54.89
2018-11-01 13:00:00,5.21,16.67,8.36,-3.93,12.02,26.54,100.0,85.41,-55.39,-55.05
2018-11-01 19:00:00,4.48,15.9,7.1,-4.37,11.32,32.31,100.0,95.26,-55.62,-55.28
2018-11-02 01:00:00,4.09,15.5,6.04,-4.38,10.33,34.56,100.0,100.0,-55.71,-55.37
2018-11-02 07:00:00,4.24,15.7,5.53,-3.86,9.31,32.84,85.76,95.25,-55.57,-55.24
2018-11-02 13:00:00,2.89,14.19,3.4,-4.6,8.05,44.38,100.0,95.25,-56.1,-55.77
2018-11-02 19:00:00,2.68,13.95,2.29,-4.13,6.49,45.16,100.0,95.25,-56.14,-55.81
