timestamp,ema50_dist_zec_usd_3h,ema200_dist_zec_usd_3h,lower_bb_dist_zec_usd_3h,width_bb_zec_usd_3h,rsi_zec_usd_3h,stoch_rsi_fastk_zec_usd_3h,stoch_rsi_fastd_zec_usd_3h,kijun_dist_zec_usd_3h,tenkan_dist_zec_usd_3h
2017-05-24 23:00:00,,,,,,,,-0.781564001747488,-0.7810244648318043
2017-05-25 02:00:00,,,,,,,,-0.7797841885047346,-0.7792402554503414
2017-05-25 05:00:00,,,,,,,,-0.7596269410124513,-0.7590332195567521
2017-05-25 08:00:00,,,,,,,,-0.7757847533632287,-0.7752309417040358
2017-05-25 11:00:00,,,,,,,,-0.7947033463354547,-0.7941962636009033
2017-05-25 14:00:00,,,,,,,,-0.7916666666666666,-0.7911520833333333
2017-05-25 17:00:00,,,,,,,,-0.7741338031350228,-0.7735759136287663
2017-05-25 20:00:00,,,,,,,,-0.7754322928362901,-0.7748776105995958
2017-05-25 23:00:00,,,,,,,,-0.772251070419969,-0.7716885305639063
2017-05-26 02:00:00,,,,,,,,-0.7826181470370853,-0.782081213860267
2017-05-26 05:00:00,,,,,,,,-0.7910485185339964,-0.7905324083747753
2017-05-26 08:00:00,,,,,,,,-0.7747747747747747,-0.7742184684684685
2017-05-26 11:00:00,,,,,,,,-0.7807017543859649,-0.7801600877192982
2017-05-26 14:00:00,,,,,,,,-0.766366057660857,-0.7657889818232793
2017-05-26 17:00:00,,,,,0.39970614539414845,,,-0.7468354430379747,-0.7462101265822785
2017-05-26 20:00:00,,,,,0.38019406766193337,,,-0.7368974952641549,-0.7362476320774574
2017-05-26 23:00:00,,,,,0.3800333803658183,,,-0.736814401515949,-0.7361643330876935
2017-05-27 02:00:00,,,,,0.3645734857778026,,,-0.7288356201529367,-0.7281658441347145
2017-05-27 05:00:00,,,,,0.3001446482604176,,,-0.6815286624203822,-0.6807420382165605
2017-05-27 08:00:00,,0.6744241195545386,0.04197362663575466,0.46565381951578066,0.29844419439636677,,,-0.6798565757459342,-0.6790658214880266
2017-05-27 11:00:00,,0.6395803507702851,-0.031099100770285326,0.5142298427796408,0.3178333513388949,0.2376437111382357,0.0792145703794119,-0.6875,-0.686728125
2017-05-27 14:00:00,,0.5323522157920284,-0.1176777289885097,0.5383996462736725,0.36942111997733257,1.0,0.41254790371274525,-0.7067448680351907,-0.7060205278592375
2017-05-27 17:00:00,,0.4335963567559835,-0.18578866444829167,0.5511014339206118,0.42106067984982914,1.0,0.7458812370460787,-0.7252747252747253,-0.7245961538461538
2017-05-27 20:00:00,,0.43925086761776755,-0.19035642317332357,0.5599260493051965,0.4147001377782186,0.9481265341435301,0.98270884471451,-0.7222222222222222,-0.7215361111111112
2017-05-27 23:00:00,,0.4328369360208797,-0.1820878829370428,0.546417929724676,0.40446840655726146,0.8392647225118285,0.9291304188851196,-0.7173384589292781,-0.7166402849228334
2017-05-28 02:00:00,,0.30373950651073334,-0.23450428360426534,0.5202345138499781,0.4644118258802574,1.0,0.9291304188851196,-0.7368282541186378,-0.7361782199063109
2017-05-28 05:00:00,,0.25075215236718895,-0.25791031563249533,0.5104895517781146,0.4897851663486677,1.0,0.9464215741706096,-0.7448979591836735,-0.7442678571428571
2017-05-28 08:00:00,,0.23628878452633817,-0.25627653462842104,0.49753764824450375,0.48945276891968065,0.9961039609356971,0.9987013203118993,-0.744793793385055,-0.7441634340547162
2017-05-28 11:00:00,,0.24061140842905093,-0.24439379184874044,0.48592417605115257,0.47673512311820326,0.8470400978380924,0.9477146862579299,-0.7409326424870466,-0.7402927461139897
2017-05-28 14:00:00,,0.30409575754029516,-0.18453393347964187,0.46106670300734237,0.4216956804565908,0.0,0.6143813529245966,-0.7212621250975583,-0.7205736425465492
2017-05-28 17:00:00,,0.2824932832387248,-0.1503349442015356,0.4060000793709448,0.40662527765519896,0.0,0.2823466992793643,-0.7148072096737395,-0.7141027834816336
2017-05-28 20:00:00,,0.23254572444687382,-0.15543146443787714,0.37357327553378844,0.42046927054812433,0.16714248713291657,0.055714162377638994,-0.7188484030589294,-0.7181539586144849
