timestamp,ema50_dist_dash_btc_6h,ema200_dist_dash_btc_6h,upper_bb_dist_dash_btc_6h,lower_bb_dist_dash_btc_6h,width_bb_dash_btc_6h,rsi_dash_btc_6h,stoch_rsi_fastk_dash_btc_6h,stoch_rsi_fastd_dash_btc_6h,kijun_dist_dash_btc_6h,tenkan_dist_dash_btc_6h
2019-01-09 07:00:00,2.62,6.8,4.39,-1.32,5.62,41.61,100.0,78.15,1.35,1.51
2019-01-09 13:00:00,-3.74,0.03,-1.27,-8.11,7.17,64.23,100.0,100.0,-5.08,-4.93
2019-01-09 19:00:00,-1.38,2.39,1.34,-5.97,7.48,55.68,68.43,89.48,-2.81,-2.66
2019-01-10 01:00:00,-1.78,1.88,1.13,-6.51,7.85,56.94,69.57,79.33,-3.28,-3.13
2019-01-10 07:00:00,5.53,9.6,9.16,-0.06,8.82,39.28,0.0,46.0,4.14,4.31
2019-01-10 13:00:00,6.28,10.55,10.37,0.02,9.84,37.72,0.0,23.19,5.14,5.31
2019-01-10 19:00:00,4.35,8.64,8.49,-2.04,10.21,42.05,22.54,7.51,3.41,3.57
2019-01-11 01:00:00,4.48,8.87,8.77,-2.17,10.6,41.5,19.64,14.06,3.71,3.88
2019-01-11 07:00:00,4.21,8.68,8.52,-2.62,10.82,41.76,93.31,45.17,3.61,3.78
2019-01-11 13:00:00,2.92,7.39,7.14,-3.88,10.84,44.98,100.0,70.99,2.46,2.62
2019-01-11 19:00:00,3.95,8.54,8.13,-3.05,10.9,42.41,26.32,73.21,3.64,3.8
2019-01-12 01:00:00,3.25,7.88,7.04,-3.64,10.5,44.03,72.89,66.4,3.08,3.24
2019-01-12 07:00:00,3.17,7.85,6.95,-3.76,10.54,43.91,66.79,55.33,3.13,3.29
2019-01-12 13:00:00,3.22,7.95,6.99,-3.77,10.59,43.46,41.03,60.24,3.3,3.47
2019-01-12 19:00:00,2.8,7.55,6.5,-4.18,10.56,44.53,100.0,69.27,2.99,3.16
2019-01-13 01:00:00,2.58,7.37,6.3,-4.38,10.57,44.92,100.0,80.34,2.89,3.05
2019-01-13 07:00:00,2.34,7.14,6.07,-4.59,10.58,45.5,100.0,100.0,2.74,2.9
2019-01-13 13:00:00,5.18,10.24,9.32,-2.12,11.04,37.14,0.0,66.67,5.8,5.97
2019-01-13 19:00:00,4.45,9.56,8.75,-2.94,11.36,39.27,25.44,41.81,5.25,5.42
2019-01-14 01:00:00,3.0,8.09,7.29,-4.31,11.43,44.24,84.91,36.78,3.91,4.08
2019-01-14 07:00:00,3.28,8.44,7.61,-4.11,11.52,43.03,70.5,60.28,4.33,4.5
2019-01-14 13:00:00,2.25,7.38,4.85,-4.09,8.91,46.58,100.0,85.14,3.39,3.55
2019-01-14 19:00:00,4.1,9.41,5.64,-1.76,7.27,40.75,20.36,63.62,5.43,5.59
2019-01-15 01:00:00,4.48,9.9,4.03,-0.02,3.97,39.32,0.0,40.12,5.99,6.16
2019-01-15 07:00:00,4.04,9.52,3.82,-0.49,4.24,40.42,15.16,11.84,5.72,5.89
2019-01-15 13:00:00,5.07,10.71,5.26,0.31,4.82,37.16,0.0,5.05,6.97,7.14
2019-01-15 19:00:00,4.55,10.25,4.97,-0.36,5.21,38.6,40.13,18.43,6.63,6.8
2019-01-16 01:00:00,3.2,8.87,3.69,-1.64,5.28,43.74,100.0,46.71,5.38,5.55
2019-01-16 07:00:00,2.69,8.37,3.22,-2.08,5.27,45.38,100.0,80.04,4.98,5.14
2019-01-16 13:00:00,3.42,9.2,3.85,-1.33,5.12,42.47,64.68,88.23,5.87,6.04
2019-01-16 19:00:00,2.71,8.47,3.15,-1.97,5.09,45.09,95.83,86.84,5.25,5.42
2019-01-17 01:00:00,3.42,9.28,3.82,-1.28,5.04,42.2,0.0,53.51,6.12,6.29
2019-01-17 07:00:00,3.27,9.17,3.6,-1.38,4.93,42.27,2.34,32.73,6.1,6.27
2019-01-17 13:00:00,2.45,8.33,2.68,-2.06,4.72,45.69,100.0,34.11,5.37,5.54
2019-01-17 19:00:00,2.14,8.01,2.17,-2.19,4.36,46.76,100.0,67.45,5.14,5.3
2019-01-18 01:00:00,1.86,7.72,1.62,-2.24,3.88,47.76,100.0,100.0,4.93,5.09
2019-01-18 07:00:00,1.99,7.86,1.36,-1.81,3.17,46.79,82.21,94.07,5.14,5.31
2019-01-18 13:00:00,3.01,8.98,2.51,-0.77,3.25,41.77,0.0,60.74,6.32,6.49
2019-01-18 19:00:00,2.84,8.83,2.44,-0.9,3.32,42.08,5.12,29.11,6.27,6.44
2019-01-19 01:00:00,2.42,8.41,1.89,-1.17,3.05,43.98,36.93,14.02,5.94,6.11
2019-01-19 07:00:00,1.17,7.07,0.63,-2.3,2.96,50.74,100.0,47.35,4.69,4.86
2019-01-19 13:00:00,1.69,7.61,0.77,-1.48,2.25,47.72,66.35,67.76,5.3,5.47
2019-01-19 19:00:00,1.11,6.97,0.33,-2.02,2.38,50.61,98.45,88.27,4.75,4.91
2019-01-20 01:00:00,1.57,7.46,0.89,-1.48,2.37,47.79,56.38,73.73,5.29,5.46
2019-01-20 07:00:00,2.21,8.14,1.6,-0.8,2.4,44.19,0.0,51.61,6.04,6.21
2019-01-20 13:00:00,2.75,8.75,2.22,-0.11,2.31,41.2,0.0,18.79,6.72,6.89
2019-01-20 19:00:00,2.86,8.9,2.49,0.04,2.42,40.21,0.0,0.0,6.96,7.13
2019-01-21 01:00:00,3.13,9.22,2.98,0.14,2.79,38.46,0.0,0.0,7.37,7.54
2019-01-21 07:00:00,1.53,7.52,1.37,-1.35,2.72,48.03,100.0,33.33,5.77,5.94
2019-01-21 13:00:00,1.75,7.75,1.66,-1.08,2.73,46.52,84.28,61.43,6.08,6.25
2019-01-21 19:00:00,1.75,7.75,1.67,-1.05,2.71,46.16,80.5,88.26,6.15,6.32
2019-01-22 01:00:00,1.4,7.37,1.38,-1.31,2.69,48.04,100.0,88.26,5.84,6.01
2019-01-22 07:00:00,1.13,7.06,1.18,-1.5,2.68,49.49,100.0,93.5,5.61,5.78
2019-01-22 13:00:00,-0.67,5.07,-0.32,-3.45,3.19,59.66,100.0,100.0,3.7,3.86
2019-01-22 19:00:00,-0.32,5.38,0.2,-3.2,3.45,57.31,82.61,94.2,4.05,4.22
2019-01-23 01:00:00,-0.89,4.69,-0.12,-3.93,3.88,60.31,100.0,94.2,3.42,3.59
2019-01-23 07:00:00,-2.13,3.25,-0.82,-5.57,4.9,66.05,100.0,94.2,2.04,2.2
2019-01-23 13:00:00,-0.78,4.6,0.76,-4.26,5.1,57.2,0.0,66.67,3.41,3.58
2019-01-23 19:00:00,-0.01,5.35,1.63,-3.41,5.09,52.87,0.0,33.33,4.21,4.38
2019-01-24 01:00:00,-0.25,5.04,1.49,-3.59,5.13,54.09,9.29,3.1,3.95,4.12
2019-01-24 07:00:00,-2.67,2.35,-0.48,-6.31,6.04,64.38,87.33,32.21,1.31,1.48
2019-01-24 13:00:00,-2.02,2.92,0.51,-5.85,6.53,61.01,70.75,55.79,1.9,2.07
2019-01-24 19:00:00,-2.05,2.77,0.76,-6.04,6.98,61.44,74.43,77.5,1.79,1.95
2019-01-25 01:00:00,-2.83,1.81,0.36,-7.01,7.62,64.8,100.0,81.73,0.85,1.01
2019-01-25 07:00:00,-2.62,1.9,0.88,-6.85,7.97,64.1,81.39,85.27,0.96,1.12
2019-01-25 13:00:00,-2.93,1.44,0.84,-7.07,8.16,65.74,100.0,93.8,0.52,0.68
2019-01-25 19:00:00,-2.41,1.86,1.49,-6.31,7.99,62.69,29.04,70.14,0.96,1.12
2019-01-26 01:00:00,-2.08,2.1,1.77,-5.54,7.45,60.94,0.0,43.01,1.21,1.37
2019-01-26 07:00:00,-1.68,2.42,2.19,-4.9,7.19,58.6,0.0,9.68,1.55,1.71
2019-01-26 13:00:00,-2.49,1.46,1.37,-5.39,6.9,62.87,59.85,19.95,0.61,0.77
2019-01-26 19:00:00,-2.35,1.48,1.43,-4.85,6.4,62.58,93.11,50.99,0.65,0.81
2019-01-27 01:00:00,-1.64,2.14,1.99,-3.66,5.7,57.63,0.0,50.99,1.32,1.49
2019-01-27 07:00:00,0.3,4.12,3.76,-1.28,4.98,46.19,0.0,31.04,3.33,3.5
2019-01-27 13:00:00,1.07,4.91,4.64,-0.57,5.11,42.52,0.0,0.0,4.17,4.34
2019-01-27 19:00:00,1.08,4.92,4.71,-0.56,5.16,42.29,0.0,0.0,4.22,4.39
2019-01-28 01:00:00,2.58,6.52,6.65,0.5,5.94,35.93,0.0,0.0,5.87,6.04
2019-01-28 07:00:00,3.32,7.35,7.89,0.57,7.02,33.07,0.0,0.0,6.78,6.95
2019-01-28 13:00:00,3.6,7.73,8.67,0.3,8.01,31.73,0.0,0.0,7.23,7.4
2019-01-28 19:00:00,2.36,6.47,7.57,-1.1,8.41,38.83,67.2,22.4,6.04,6.21
2019-01-29 01:00:00,3.31,7.52,8.93,-0.58,9.12,35.12,47.68,38.29,7.16,7.33
2019-01-29 07:00:00,0.92,5.02,6.28,-3.02,9.15,47.11,100.0,71.63,4.72,4.89
2019-01-29 13:00:00,0.69,4.77,5.96,-3.34,9.18,47.98,100.0,82.56,4.52,4.68
2019-01-29 19:00:00,1.2,5.3,6.41,-2.99,9.24,45.65,81.85,93.95,5.1,5.27
2019-01-30 01:00:00,1.79,5.92,6.81,-2.56,9.18,43.02,61.43,81.09,5.78,5.95
2019-01-30 07:00:00,1.96,6.12,6.77,-2.52,9.09,42.03,0.0,47.76,6.04,6.21
2019-01-30 13:00:00,0.52,4.6,4.82,-3.82,8.6,49.21,100.0,53.81,4.57,4.73
2019-01-30 19:00:00,0.44,4.49,4.35,-3.82,8.15,49.5,100.0,66.67,4.5,4.67
2019-01-31 01:00:00,0.53,4.56,4.07,-3.64,7.69,48.92,92.18,97.39,4.62,4.79
2019-01-31 07:00:00,1.21,5.26,4.42,-2.93,7.29,45.38,44.86,79.01,5.38,5.55
2019-01-31 13:00:00,0.94,4.97,3.47,-2.89,6.34,46.71,32.13,56.39,5.14,5.3
2019-01-31 19:00:00,1.07,5.1,2.78,-2.31,5.08,45.8,10.21,29.07,5.32,5.49
2019-02-01 01:00:00,1.88,5.96,2.82,-1.08,3.87,41.49,0.0,14.11,6.24,6.41
2019-02-01 07:00:00,1.99,6.1,2.7,-0.88,3.55,40.59,0.0,3.4,6.44,6.61
2019-02-01 13:00:00,1.68,5.79,2.28,-1.14,3.39,42.3,27.89,9.3,6.19,6.36
2019-02-01 19:00:00,2.75,6.95,3.36,-0.18,3.49,36.86,0.0,9.3,7.42,7.6
2019-02-02 01:00:00,2.65,6.89,3.42,-0.38,3.75,36.84,0.0,9.3,7.43,7.6
2019-02-02 07:00:00,2.14,6.39,3.01,-0.82,3.79,39.99,57.76,19.25,6.99,7.16
2019-02-02 13:00:00,2.43,6.73,3.42,-0.47,3.84,38.07,22.64,26.8,7.4,7.57
2019-02-02 19:00:00,2.05,6.35,3.13,-0.88,3.97,40.44,100.0,60.13,7.08,7.26
2019-02-03 01:00:00,1.93,6.25,3.09,-0.9,3.94,40.74,100.0,74.21,7.05,7.22
2019-02-03 07:00:00,1.63,5.94,2.71,-1.19,3.88,42.74,100.0,100.0,6.8,6.97
2019-02-03 13:00:00,2.24,6.6,3.26,-0.64,3.85,38.63,11.9,70.63,7.53,7.7
2019-02-03 19:00:00,1.64,6.0,2.61,-1.21,3.79,43.05,100.0,70.63,6.98,7.15
2019-02-04 01:00:00,2.14,6.54,3.18,-0.8,3.93,39.63,22.73,44.88,7.59,7.76
2019-02-04 07:00:00,1.85,6.25,2.94,-1.11,4.01,41.5,64.88,62.54,7.36,7.53
2019-02-04 13:00:00,1.42,5.81,2.29,-1.43,3.7,44.64,100.0,62.54,6.97,7.14
2019-02-04 19:00:00,1.37,5.75,1.96,-1.32,3.27,44.6,99.26,88.05,6.98,7.15
2019-02-05 01:00:00,1.83,6.25,2.13,-0.72,2.83,40.93,25.84,75.04,7.54,7.71
2019-02-05 07:00:00,-0.26,4.02,0.04,-2.77,2.85,56.4,100.0,75.04,5.32,5.49
2019-02-05 13:00:00,-0.49,3.72,-0.19,-3.03,2.88,57.85,100.0,75.28,5.06,5.23
2019-02-05 19:00:00,-0.36,3.8,-0.04,-2.93,2.93,56.89,94.38,98.13,5.18,5.35
2019-02-06 01:00:00,0.58,4.76,0.93,-1.99,2.94,49.7,51.84,82.07,6.2,6.37
2019-02-06 07:00:00,1.8,6.04,2.2,-0.82,2.99,42.18,0.0,48.74,7.56,7.74
2019-02-06 13:00:00,0.86,5.05,1.25,-1.69,2.95,48.06,37.55,29.8,6.61,6.78
2019-02-06 19:00:00,1.56,5.79,2.02,-0.95,2.95,43.98,12.21,16.59,7.42,7.59
2019-02-07 01:00:00,0.74,4.92,1.25,-1.66,2.91,48.82,88.36,46.04,6.59,6.76
2019-02-07 07:00:00,-0.0,4.1,0.61,-2.38,3.02,53.02,100.0,66.86,5.8,5.97
2019-02-07 13:00:00,-0.73,3.28,0.09,-3.15,3.29,56.96,100.0,96.12,5.0,5.16
2019-02-07 19:00:00,-1.24,2.67,-0.12,-3.79,3.74,59.67,100.0,100.0,4.41,4.57
2019-02-08 01:00:00,-1.13,2.71,0.22,-3.77,4.06,59.24,96.0,98.67,4.47,4.64
2019-02-08 07:00:00,-1.7,2.02,-0.04,-4.5,4.56,62.41,100.0,98.67,3.79,3.96
2019-02-08 13:00:00,-0.57,3.14,1.18,-3.29,4.52,54.58,0.0,65.33,4.96,5.13
2019-02-08 19:00:00,-3.03,0.45,-0.75,-6.06,5.5,65.6,100.0,66.67,2.23,2.4
2019-02-09 01:00:00,-3.41,-0.08,-0.6,-6.68,6.31,67.36,100.0,66.67,1.69,1.85
2019-02-09 07:00:00,-3.96,-0.81,-0.59,-7.51,7.22,69.67,100.0,100.0,0.94,1.1
2019-02-09 13:00:00,-2.83,0.23,0.85,-6.47,7.53,62.88,54.99,85.0,2.0,2.16
2019-02-09 19:00:00,-2.61,0.35,1.27,-6.21,7.67,62.14,0.0,51.66,2.12,2.28
2019-02-10 01:00:00,-2.57,0.29,1.42,-5.97,7.56,62.38,3.16,19.38,2.06,2.22
2019-02-10 07:00:00,-2.03,0.74,2.09,-5.46,7.68,59.27,0.0,1.05,2.53,2.7
2019-02-10 13:00:00,-1.85,0.84,2.35,-5.29,7.76,58.56,0.0,1.05,2.64,2.8
2019-02-10 19:00:00,-3.27,-0.74,1.13,-6.78,8.14,65.4,100.0,33.33,1.02,1.18
2019-02-11 01:00:00,-7.82,-5.68,-2.3,-12.17,10.64,78.34,100.0,66.67,-4.06,-3.91
2019-02-11 07:00:00,-8.39,-6.56,-1.8,-13.34,12.48,79.96,100.0,100.0,-5.02,-4.87
2019-02-11 13:00:00,-8.31,-6.74,-0.8,-13.74,13.96,80.39,100.0,100.0,-5.28,-5.13
