timestamp,ema50_dist_iot_usd_4h,ema200_dist_iot_usd_4h,lower_bb_dist_iot_usd_4h,width_bb_iot_usd_4h,rsi_iot_usd_4h,stoch_rsi_fastk_iot_usd_4h,stoch_rsi_fastd_iot_usd_4h,kijun_dist_iot_usd_4h,tenkan_dist_iot_usd_4h
2019-01-14 20:00:00,,,,,,,,-0.1485084930803069,-0.1485084930803069
2019-01-15 00:00:00,,,,,,,,-0.14400077471835748,-0.14400077471835748
2019-01-15 04:00:00,,,,,,,,-0.14292178409825462,-0.14292178409825462
2019-01-15 08:00:00,,,,,,,,-0.12798421571851348,-0.12798421571851348
2019-01-15 12:00:00,,,,,,,,-0.12546364723080694,-0.12546364723080694
2019-01-15 16:00:00,,,,,,,,-0.12250165453342154,-0.12250165453342154
2019-01-15 20:00:00,,,,,,,,-0.10953660174613833,-0.10953660174613833
2019-01-16 00:00:00,,,,,,,,-0.11900332225913612,-0.11900332225913612
2019-01-16 04:00:00,,,,,,,,-0.12136774792087734,-0.12136774792087734
2019-01-16 08:00:00,,,,,,,,-0.11780165674174126,-0.11780165674174126
2019-01-16 12:00:00,,,,,,,,-0.1291011199054155,-0.1291011199054155
2019-01-16 16:00:00,,,,,,,,-0.12113478938123479,-0.12113478938123479
2019-01-16 20:00:00,,,,,,,,-0.11224933882360799,-0.11224933882360799
2019-01-17 00:00:00,,,,,,,,-0.11420650031733304,-0.11420650031733304
2019-01-17 04:00:00,,,,,0.2616793893129778,,,-0.10357649922250012,-0.10357649922250012
2019-01-17 08:00:00,,,,,0.26650332516625846,,,-0.1041821498547395,-0.1041821498547395
2019-01-17 12:00:00,,,,,0.32705312823019544,,,-0.11185547016883679,-0.11185547016883679
2019-01-17 16:00:00,,,,,0.46209535072013674,,,-0.13283191628515367,-0.13283191628515367
2019-01-17 20:00:00,,,,,0.49418154901903155,,,-0.13880228630813196,-0.13880228630813196
2019-01-18 00:00:00,,-0.0014580717908075913,-0.06506582489286539,0.06579626507196736,0.5684553807255074,,,-0.15440051020408152,-0.15440051020408152
2019-01-18 04:00:00,,-0.003026440475359937,-0.07066746014378578,0.0702287343534517,0.5840873401157697,1.0000000000000002,1.0,-0.15802508334656284,-0.15802508334656284
2019-01-18 08:00:00,,0.003978389734150101,-0.06752074834207955,0.07384529002641205,0.5604432228474983,0.8061830339401135,0.9353943446467047,-0.15410379916424755,-0.15410379916424755
2019-01-18 12:00:00,,0.023555097490713495,-0.04816412743862952,0.07261268884655478,0.4718274570842471,0.0,0.6020610113133713,-0.1367838541666665,-0.1367838541666665
2019-01-18 16:00:00,,0.00614374040047827,-0.06986175471750466,0.07850663868173507,0.5530370159748017,0.7234067656007707,0.5098632665136281,-0.15523972135589525,-0.15523972135589525
2019-01-18 20:00:00,,0.019751095954753994,-0.05919209920872448,0.08053131305357465,0.5088292539940903,0.3296083686409428,0.35100504474723787,-0.14565546570443622,-0.14565546570443622
2019-01-19 00:00:00,,0.0246875339114081,-0.05552817062763249,0.08147202916606262,0.4968060975414455,0.28187580665874,0.4449636469668178,-0.14292178409825462,-0.14292178409825462
2019-01-19 04:00:00,,0.006066892230984555,-0.076329263560318,0.08539622647879093,0.576306692577936,1.0,0.537161391766561,-0.16267761288285432,-0.16267761288285432
2019-01-19 08:00:00,,0.013031649962365277,-0.07304967776565208,0.08874446150707703,0.5643371685788607,0.8494410765909203,0.7104389610832201,-0.16026473289211185,-0.16026473289211185
2019-01-19 12:00:00,,-0.006417178800498302,-0.10309432750137626,0.10227742620296043,0.6468784561754045,1.0,0.9498136921969734,-0.18481401782969553,-0.18481401782969553
2019-01-19 16:00:00,,0.008084148537533364,-0.09545621770608448,0.10827026477502846,0.6125759878127731,0.7714271390489809,0.8736227385466337,-0.1782205832222875,-0.1782205832222875
2019-01-19 20:00:00,,0.02065000206469536,-0.08751420608328064,0.11190544231070237,0.5793972253145095,0.18245483168691692,0.6512939902452992,-0.17150098352624765,-0.17150098352624765
2019-01-20 00:00:00,,0.033020370351455774,-0.07574303680775052,0.11113745129034643,0.5411328537344632,0.0,0.3179606569119659,-0.16320605869359417,-0.16320605869359417
2019-01-20 04:00:00,,0.026166452009018792,-0.07940807045188458,0.10846186507897146,0.5681416767017009,0.25541320247640686,0.14595601138777453,-0.17050893052644733,-0.17050893052644733
2019-01-20 08:00:00,,0.03516561360466319,-0.06667956364566441,0.10347564033024147,0.5361079706131969,0.0,0.08513773415880223,-0.1636283353308522,-0.1636283353308522
2019-01-20 12:00:00,,0.07348562271528003,-0.02325867592002928,0.09437423382473072,0.4182888892228387,0.0,0.08513773415880223,-0.1301581053598373,-0.1301581053598373
2019-01-20 16:00:00,,0.08806487916803407,-0.004553812843372751,0.08890635956619829,0.3835418459186115,0.0,-5.921189464667501e-17,-0.1166261367800393,-0.1166261367800393
2019-01-20 20:00:00,,0.10297276786946918,0.006106112211489156,0.09185683529699157,0.35790036671662884,0.0,-5.921189464667501e-17,-0.10548153145555728,-0.10548153145555728
2019-01-21 00:00:00,,0.10195015545782748,-0.0027017894008071197,0.0997042051343363,0.36990868227997437,0.06738385624844156,0.02246128541614713,-0.10845884884346413,-0.10845884884346413
2019-01-21 04:00:00,,0.07324855766025085,-0.029795067613105353,0.10085243023659797,0.4581021770268087,1.0,0.35579461874948043,-0.1318098480880041,-0.1318098480880041
2019-01-21 08:00:00,,0.08168037354201751,-0.025269700274690554,0.1040162601828753,0.4379668441590024,0.7990522046909493,0.6221453536464636,-0.12481848184818467,-0.12481848184818467
2019-01-21 12:00:00,,0.06735199712604856,-0.03862825311665907,0.10447972579377196,0.47589147569617135,1.0,0.9330174015636498,-0.13546115476151654,-0.13546115476151654
2019-01-21 16:00:00,,0.06977612944683287,-0.037334146386562406,0.10540057401502614,0.4673331322503726,0.9192478026863291,0.9061000024590926,-0.13280355799731836,-0.13280355799731836
2019-01-21 20:00:00,,0.07294764154741618,-0.035327326690085425,0.10627590179388532,0.4589179473303677,0.5524405201097798,0.8238961075987028,-0.1302722204001311,-0.1302722204001311
2019-01-22 00:00:00,,0.07455120905833001,-0.03505203104820309,0.10748054354546939,0.45144232022272524,0.35532253096555244,0.6090036179205537,-0.1280989018215295,-0.1280989018215295
2019-01-22 04:00:00,,0.07578327570593846,-0.03552073481913265,0.10910753718655487,0.4468852496960835,0.0,0.3025876836917773,-0.12683057543109733,-0.12683057543109733
2019-01-22 08:00:00,,0.09654790171155425,-0.021893058024447853,0.11417895376322669,0.39294755918762325,0.0,0.118440843655184,-0.11049241916006969,-0.11049241916006969
2019-01-22 12:00:00,,0.09917692330969663,-0.02266597012680649,0.11735348012466917,0.3820856557854959,0.0,-1.4210854715202004e-16,-0.10683731896261361,-0.10683731896261361
2019-01-22 16:00:00,,0.05212772898444529,-0.06267394644035285,0.11541024620133769,0.5280922720828052,1.0,0.3333333333333332,-0.14342011757865492,-0.14342011757865492
2019-01-22 20:00:00,,0.04021200491489907,-0.06256836656155618,0.10394225681835569,0.5383753160154936,1.0,0.6666666666666664,-0.14648041456113814,-0.14648041456113814
2019-01-23 00:00:00,-0.00589305646441407,0.039401821552629945,-0.053480340455088315,0.0935406186919192,0.5165351380691059,0.8602583311381737,0.9534194437127245,-0.1409504681071625,-0.1409504681071625
2019-01-23 04:00:00,-0.008469324897400599,0.030411276346712146,-0.053709654899683046,0.08511242195958249,0.5259580235502023,0.9205494947841214,0.9269359419740982,-0.14347545219638236,-0.14347545219638236
2019-01-23 08:00:00,0.0008078488636549253,0.03521039094500544,-0.043267178894926706,0.07879498709118746,0.49319574504671954,0.0,0.5936026086407649,-0.13543296817944694,-0.13543296817944694
2019-01-23 12:00:00,-0.0018188410767225882,0.02444809353884625,-0.04182796022718893,0.06685703696081353,0.50280782959063,0.21275289556321436,0.37776746344911183,-0.13776621687530466,-0.13776621687530466
2019-01-23 16:00:00,0.015614446538737337,0.03515861800139408,-0.02160455642206882,0.05638107812108189,0.44316761309797753,0.0,0.07091763185440465,-0.12215673358883627,-0.12215673358883627
2019-01-23 20:00:00,0.034276260731863406,0.056353589680743,-0.005940235192675836,0.06076221142148372,0.3898812226909364,0.0,0.07091763185440465,-0.10481720284913743,-0.10481720284913743
2019-01-24 00:00:00,0.0246159184412309,0.04771068894126018,-0.01494548959737041,0.061646252660025734,0.421866611561809,0.28324050238473414,0.09441350079491125,-0.11230877380912518,-0.11230877380912518
2019-01-24 04:00:00,0.030386020901914224,0.05479388018976228,-0.008036387773179277,0.06139493144227712,0.4033745044078638,0.1194871792164339,0.13424256053372255,-0.1062352544657903,-0.1062352544657903
2019-01-24 08:00:00,0.03658983905444946,0.0637610460063085,-0.00271198658355698,0.06450407600533575,0.38374259329456245,0.0,0.13424256053372255,-0.0995585738539897,-0.0995585738539897
2019-01-24 12:00:00,0.034445272053765574,0.06344606748760717,-0.00750650656330798,0.0690220426703757,0.38681041560047613,0.08046954243932157,0.06665224055191836,-0.10020019680363745,-0.10020019680363745
2019-01-24 16:00:00,0.029197835311964404,0.059579163311684,-0.014110045117882053,0.07205115713957627,0.4044468959659234,0.5430776610751087,0.20784906783814333,-0.10372798864366106,-0.10372798864366106
