timestamp,ema50_dist_zec_btc_5m,ema200_dist_zec_btc_5m,upper_bb_dist_zec_btc_5m,lower_bb_dist_zec_btc_5m,width_bb_zec_btc_5m,rsi_zec_btc_5m,stoch_rsi_fastk_zec_btc_5m,stoch_rsi_fastd_zec_btc_5m,kijun_dist_zec_btc_5m,tenkan_dist_zec_btc_5m
2019-02-11 16:00:00,-0.8609360214892225,-1.8787006774099502,0.018696150718766624,-1.7903046223846308,1.8251681902436392,63.293996089012026,85.1982015320235,95.0660671773411,-0.6368059530623915,-0.44719519175729916
