timestamp,ema50_dist_eos_btc_6h,ema200_dist_eos_btc_6h,upper_bb_dist_eos_btc_6h,lower_bb_dist_eos_btc_6h,width_bb_eos_btc_6h,rsi_eos_btc_6h,stoch_rsi_fastk_eos_btc_6h,stoch_rsi_fastd_eos_btc_6h,kijun_dist_eos_btc_6h,tenkan_dist_eos_btc_6h
2019-01-04 13:00:00,-2.81,0.84,3.65,-5.22,8.94,53.66,29.21,24.51,0.13,3.77
2019-01-04 19:00:00,-2.82,0.71,3.61,-5.26,8.94,54.01,34.39,21.2,0.0,3.64
2019-01-05 01:00:00,-3.09,0.29,3.24,-5.32,8.65,55.19,51.78,38.46,-0.41,3.21
2019-01-05 07:00:00,-2.97,0.29,3.08,-4.66,7.8,55.19,100.0,62.06,-0.41,3.21
2019-01-05 13:00:00,-2.76,0.38,3.17,-4.22,7.42,54.79,74.3,75.36,-0.31,3.32
2019-01-05 19:00:00,-2.04,1.03,3.76,-3.25,6.99,52.17,0.0,58.1,0.34,3.99
2019-01-06 01:00:00,-1.76,1.23,3.91,-2.77,6.64,51.3,0.0,24.77,0.56,4.21
2019-01-06 07:00:00,-2.31,0.57,3.23,-3.22,6.44,53.83,65.01,21.67,-0.1,3.54
2019-01-06 13:00:00,-2.57,0.18,2.72,-3.16,5.89,55.29,100.0,55.0,-0.48,3.14
2019-01-06 19:00:00,-1.94,0.74,3.2,-2.29,5.47,52.63,33.22,66.08,0.09,3.73
2019-01-07 01:00:00,-1.15,1.49,3.87,-1.31,5.11,49.24,0.0,44.41,0.84,4.51
2019-01-07 07:00:00,0.37,3.04,5.63,-0.18,5.66,43.2,0.0,11.07,2.41,6.14
2019-01-07 13:00:00,0.61,3.28,5.58,-0.17,5.6,42.26,0.0,-0.0,2.68,6.42
2019-01-07 19:00:00,0.47,3.13,4.81,-0.28,4.97,42.85,5.74,1.91,2.56,6.29
2019-01-08 01:00:00,0.92,3.59,4.82,0.1,4.61,40.98,0.0,1.91,3.06,6.8
2019-01-08 07:00:00,-0.25,2.35,3.52,-1.21,4.67,47.1,100.0,35.25,1.85,5.55
2019-01-08 13:00:00,0.47,3.08,4.34,-0.7,4.95,44.0,49.45,49.82,2.61,6.34
2019-01-08 19:00:00,-0.43,2.12,3.38,-1.68,5.01,48.5,100.0,83.15,1.67,5.37
2019-01-09 01:00:00,-0.4,2.12,3.07,-1.64,4.67,48.44,99.12,82.85,1.69,5.39
2019-01-09 07:00:00,-0.81,1.64,2.59,-2.1,4.68,50.7,100.0,99.71,1.23,4.92
2019-01-09 13:00:00,-1.6,0.75,1.67,-2.95,4.65,54.88,100.0,99.71,0.36,4.01
2019-01-09 19:00:00,-3.99,-1.84,-0.48,-5.72,5.42,64.76,100.0,100.0,-2.25,1.31
2019-01-10 01:00:00,-5.33,-3.4,-1.24,-7.76,6.82,69.36,100.0,100.0,-3.83,-0.33
2019-01-10 07:00:00,2.3,4.44,6.83,-0.69,7.29,41.96,0.0,66.67,4.01,7.8
2019-01-10 13:00:00,5.38,7.73,10.73,1.29,8.91,36.08,0.0,33.33,7.37,11.28
2019-01-10 19:00:00,4.41,6.85,10.08,-0.28,9.87,38.27,6.6,2.2,6.56,10.44
2019-01-11 01:00:00,4.14,6.68,10.06,-1.04,10.62,38.55,7.43,4.68,6.46,10.34
2019-01-11 07:00:00,4.82,7.5,10.99,-0.96,11.38,36.93,14.59,9.54,7.35,11.26
2019-01-11 13:00:00,4.45,7.23,10.6,-1.73,11.81,37.55,59.57,27.2,7.16,11.06
2019-01-11 19:00:00,4.58,7.49,10.78,-2.0,12.24,36.9,0.0,24.72,7.49,11.4
2019-01-12 01:00:00,3.35,6.3,9.42,-3.37,12.42,40.69,100.0,53.19,6.37,10.24
2019-01-12 07:00:00,3.34,6.37,9.49,-3.58,12.69,40.39,92.01,64.0,6.5,10.37
2019-01-12 13:00:00,3.04,6.13,9.23,-4.02,12.91,41.04,100.0,97.34,6.32,10.19
2019-01-12 19:00:00,2.98,6.13,9.19,-4.23,13.09,40.86,95.78,95.93,6.38,10.25
2019-01-13 01:00:00,2.63,5.82,8.83,-4.67,13.22,41.92,100.0,98.59,6.13,9.99
2019-01-13 07:00:00,2.94,6.2,9.07,-4.5,13.27,40.55,10.7,68.83,6.58,10.45
2019-01-13 13:00:00,6.6,10.15,13.29,-1.7,14.17,31.05,0.0,36.9,10.64,14.67
2019-01-13 19:00:00,6.68,10.41,13.52,-2.15,14.83,30.39,0.0,3.57,11.01,15.04
2019-01-14 01:00:00,4.74,8.51,11.3,-4.14,14.91,37.62,62.72,20.91,9.18,13.16
2019-01-14 07:00:00,4.75,8.65,11.03,-4.26,14.79,37.11,66.18,42.97,9.4,13.38
2019-01-14 13:00:00,1.57,5.35,6.99,-6.96,13.95,48.54,100.0,76.3,6.14,10.0
2019-01-14 19:00:00,0.8,4.55,4.65,-6.84,11.62,50.88,100.0,88.73,5.38,9.22
2019-01-15 01:00:00,1.17,4.93,1.87,-4.26,6.21,49.52,90.13,96.71,5.81,9.66
2019-01-15 07:00:00,1.6,5.39,1.99,-3.61,5.64,47.84,77.9,89.34,6.33,10.2
2019-01-15 13:00:00,2.4,6.26,2.89,-2.76,5.64,44.95,0.0,56.01,7.27,11.18
2019-01-15 19:00:00,1.7,5.55,2.25,-3.36,5.64,47.37,40.81,39.57,6.61,10.49
2019-01-16 01:00:00,1.06,4.88,1.7,-3.93,5.7,49.63,100.0,46.94,5.98,9.84
2019-01-16 07:00:00,0.93,4.74,1.72,-4.0,5.79,49.99,100.0,80.27,5.89,9.74
2019-01-16 13:00:00,0.31,4.07,1.3,-4.58,5.98,52.41,100.0,100.0,5.26,9.08
2019-01-16 19:00:00,0.4,4.14,1.57,-4.45,6.11,51.94,90.61,96.87,5.37,9.2
2019-01-17 01:00:00,0.44,4.16,1.73,-4.4,6.21,51.65,72.6,87.73,5.43,9.26
2019-01-17 07:00:00,-0.1,3.55,1.35,-4.95,6.42,54.18,100.0,87.73,4.85,8.66
2019-01-17 13:00:00,-1.85,1.64,0.04,-6.9,7.19,61.5,100.0,90.87,2.93,6.68
2019-01-17 19:00:00,-1.77,1.64,0.52,-7.03,7.81,61.41,99.14,99.71,2.95,6.7
2019-01-18 01:00:00,-0.85,2.53,1.67,-6.23,8.08,56.33,47.49,82.21,3.88,7.65
2019-01-18 07:00:00,-0.56,2.77,2.15,-5.96,8.27,54.88,9.64,52.09,4.15,7.94
2019-01-18 13:00:00,0.72,4.09,3.29,-4.06,7.38,48.36,0.0,19.04,5.52,9.36
2019-01-18 19:00:00,-0.4,2.89,1.84,-4.25,6.16,53.5,39.39,16.34,4.34,8.13
2019-01-19 01:00:00,0.02,3.28,2.09,-3.27,5.39,51.47,39.01,26.14,4.77,8.58
2019-01-19 07:00:00,0.27,3.52,1.98,-2.23,4.21,50.15,27.43,35.28,5.05,8.87
2019-01-19 13:00:00,0.35,3.58,2.07,-2.05,4.12,49.69,25.91,30.78,5.15,8.97
2019-01-19 19:00:00,0.87,4.11,2.64,-1.54,4.15,46.85,0.0,17.78,5.73,9.58
2019-01-20 01:00:00,1.2,4.46,3.03,-1.2,4.19,44.98,0.0,8.64,6.13,9.99
2019-01-20 07:00:00,3.49,6.9,5.8,0.66,4.98,35.47,0.0,-0.0,8.68,12.63
2019-01-20 13:00:00,2.35,5.77,4.77,-0.42,5.08,41.14,39.88,13.29,7.58,11.5
2019-01-20 19:00:00,1.89,5.31,4.4,-0.88,5.2,43.18,67.72,35.87,7.18,11.07
2019-01-21 01:00:00,2.01,5.47,4.67,-0.88,5.44,42.36,72.41,60.0,7.39,11.29
2019-01-21 07:00:00,-0.2,3.14,2.43,-2.99,5.43,53.13,100.0,80.04,5.05,8.87
2019-01-21 13:00:00,1.52,4.94,4.25,-1.41,5.58,45.7,38.0,70.13,6.93,10.82
2019-01-21 19:00:00,1.58,5.01,4.38,-1.45,5.74,45.23,26.71,54.9,7.06,10.96
2019-01-22 01:00:00,1.19,4.62,4.01,-1.88,5.83,46.83,41.49,35.4,6.71,10.59
2019-01-22 07:00:00,0.74,4.13,3.5,-2.35,5.82,48.87,45.97,38.06,6.25,10.12
2019-01-22 13:00:00,-0.67,2.62,1.71,-3.61,5.37,55.21,100.0,62.49,4.74,8.55
2019-01-22 19:00:00,-1.56,1.63,0.56,-4.43,5.09,58.92,100.0,81.99,3.74,7.51
2019-01-23 01:00:00,-1.62,1.48,0.48,-4.59,5.17,59.42,100.0,100.0,3.6,7.37
2019-01-23 07:00:00,-1.85,1.15,0.34,-4.96,5.43,60.63,100.0,100.0,3.28,7.04
2019-01-23 13:00:00,-1.12,1.84,1.2,-4.32,5.61,56.57,25.15,75.05,4.0,7.78
2019-01-23 19:00:00,-1.46,1.42,0.92,-4.75,5.77,58.3,42.55,55.9,3.59,7.35
2019-01-24 01:00:00,-0.92,1.91,1.5,-4.29,5.87,55.31,0.0,22.57,4.11,7.89
2019-01-24 07:00:00,-1.89,0.83,0.72,-5.38,6.24,59.98,87.86,43.47,3.01,6.76
2019-01-24 13:00:00,-0.67,2.03,2.02,-4.23,6.32,53.17,0.0,29.29,4.26,8.05
2019-01-24 19:00:00,-1.47,1.14,1.36,-5.06,6.54,56.96,55.6,47.82,3.36,7.12
2019-01-25 01:00:00,-1.23,1.32,1.73,-4.81,6.65,55.89,39.86,31.82,3.55,7.32
2019-01-25 07:00:00,-1.7,0.76,1.22,-4.84,6.17,58.29,75.19,56.88,2.99,6.74
2019-01-25 13:00:00,-1.19,1.22,1.72,-4.03,5.82,55.47,44.96,53.34,3.48,7.24
2019-01-25 19:00:00,-1.02,1.34,1.85,-3.57,5.47,54.67,0.0,40.05,3.62,7.39
2019-01-26 01:00:00,-1.31,0.98,1.44,-3.47,4.96,56.48,49.85,31.6,3.25,7.01
2019-01-26 07:00:00,-0.6,1.66,2.18,-2.74,4.93,52.1,0.0,16.62,3.97,7.75
2019-01-26 13:00:00,-0.73,1.48,1.88,-2.47,4.36,53.02,20.97,23.6,3.8,7.58
2019-01-26 19:00:00,-0.04,2.16,2.32,-1.28,3.58,48.72,0.0,6.99,4.52,8.32
2019-01-27 01:00:00,-0.45,1.71,1.57,-1.15,2.71,51.34,33.78,18.25,4.07,7.86
2019-01-27 07:00:00,0.7,2.88,2.54,0.34,2.17,44.65,0.0,11.26,5.3,9.13
2019-01-27 13:00:00,1.15,3.36,3.23,0.55,2.64,42.18,0.0,11.26,5.82,9.67
2019-01-27 19:00:00,1.65,3.89,4.05,0.61,3.37,39.54,0.0,-0.0,6.42,10.29
2019-01-28 01:00:00,1.51,3.78,4.09,0.15,3.86,40.08,4.63,1.54,6.33,10.2
2019-01-28 07:00:00,1.48,3.77,4.14,-0.14,4.2,39.93,7.64,4.09,6.37,10.24
2019-01-28 13:00:00,4.74,7.23,8.43,1.94,6.17,27.44,0.0,4.09,9.98,13.99
2019-01-28 19:00:00,3.46,6.01,7.42,0.17,6.98,34.52,56.02,21.22,8.8,12.75
2019-01-29 01:00:00,3.34,5.97,7.55,-0.38,7.66,34.47,55.61,37.21,8.81,12.77
2019-01-29 07:00:00,2.08,4.71,6.12,-1.76,7.71,41.55,100.0,70.54,7.57,11.48
2019-01-29 13:00:00,0.84,3.44,4.77,-3.01,7.71,47.86,100.0,85.2,6.3,10.17
2019-01-29 19:00:00,1.1,3.72,4.85,-2.8,7.57,46.47,89.65,96.55,6.62,10.5
2019-01-30 01:00:00,1.16,3.79,4.73,-2.77,7.42,45.97,85.91,91.85,6.74,10.62
2019-01-30 07:00:00,1.17,3.81,4.42,-2.71,7.08,45.67,65.29,80.28,6.8,10.69
2019-01-30 13:00:00,-0.46,2.09,2.5,-4.24,6.8,54.55,100.0,83.73,5.05,8.87
2019-01-30 19:00:00,-0.65,1.86,2.1,-4.38,6.56,55.54,100.0,88.43,4.83,8.65
2019-01-31 01:00:00,-0.54,1.93,1.92,-4.18,6.17,54.99,94.37,98.12,4.93,8.74
2019-01-31 07:00:00,0.06,2.52,2.31,-3.54,5.9,51.3,57.03,83.8,5.55,9.4
2019-01-31 13:00:00,-0.53,1.87,1.5,-4.05,5.63,54.66,79.1,76.83,4.91,8.73
2019-01-31 19:00:00,-0.58,1.78,1.38,-4.11,5.56,55.06,88.68,74.94,4.83,8.65
2019-02-01 01:00:00,-0.46,1.86,1.34,-3.94,5.35,54.33,80.47,82.75,4.94,8.76
2019-02-01 07:00:00,-0.51,1.77,1.32,-4.03,5.42,54.79,92.81,87.32,4.86,8.68
2019-02-01 13:00:00,-0.86,1.37,1.09,-4.44,5.62,57.23,100.0,91.09,4.46,8.26
2019-02-01 19:00:00,-0.34,1.86,1.72,-3.93,5.71,53.19,0.0,64.27,4.99,8.81
2019-02-02 01:00:00,-0.5,1.66,1.66,-4.08,5.81,54.41,30.28,43.43,4.8,8.61
2019-02-02 07:00:00,-0.52,1.6,1.74,-4.1,5.91,54.73,38.16,22.81,4.75,8.57
2019-02-02 13:00:00,-0.43,1.66,1.58,-3.32,4.94,54.06,21.38,29.94,4.83,8.65
2019-02-02 19:00:00,-3.63,-1.74,-1.17,-6.55,5.59,71.69,100.0,53.18,1.31,4.99
2019-02-03 01:00:00,-3.28,-1.5,-0.55,-6.06,5.7,69.72,88.83,70.07,1.54,5.24
2019-02-03 07:00:00,-2.54,-0.85,0.37,-5.22,5.73,64.36,58.44,82.42,2.2,5.92
2019-02-03 13:00:00,-2.09,-0.47,0.98,-4.74,5.83,61.43,41.78,63.02,2.59,6.32
2019-02-03 19:00:00,-1.79,-0.23,1.34,-4.29,5.71,59.62,0.0,33.41,2.83,6.57
2019-02-04 01:00:00,-2.4,-0.95,0.79,-4.73,5.63,63.25,35.95,25.91,2.09,5.8
2019-02-04 07:00:00,-2.5,-1.14,0.73,-4.6,5.44,64.22,97.04,44.33,1.88,5.59
2019-02-04 13:00:00,-2.4,-1.13,0.96,-4.53,5.59,64.22,100.0,77.66,1.88,5.59
2019-02-04 19:00:00,-2.32,-1.13,1.15,-4.47,5.71,64.3,100.0,99.01,1.86,5.57
2019-02-05 01:00:00,-1.86,-0.73,1.66,-3.96,5.69,60.46,0.0,66.67,2.26,5.98
2019-02-05 07:00:00,-1.8,-0.74,1.7,-3.7,5.45,60.56,2.45,34.15,2.25,5.97
2019-02-05 13:00:00,-1.45,-0.45,2.03,-3.23,5.29,57.61,0.0,0.82,2.55,6.28
2019-02-05 19:00:00,-1.6,-0.66,1.84,-3.24,5.12,59.21,23.96,8.8,2.32,6.04
2019-02-06 01:00:00,-0.12,0.83,3.31,-1.63,4.9,46.37,0.0,7.99,3.86,7.64
2019-02-06 07:00:00,-0.45,0.47,2.89,-1.78,4.64,49.17,19.69,14.55,3.49,7.26
2019-02-06 13:00:00,-1.3,-0.43,1.95,-2.48,4.44,55.6,71.86,30.52,2.56,6.29
2019-02-06 19:00:00,-1.32,-0.5,1.79,-2.22,4.02,56.08,75.62,55.72,2.49,6.21
2019-02-07 01:00:00,-1.83,-1.08,1.14,-2.47,3.63,59.93,100.0,82.49,1.88,5.59
2019-02-07 07:00:00,-1.44,-0.74,1.32,-1.75,3.08,56.92,72.01,82.54,2.22,5.94
2019-02-07 13:00:00,-1.45,-0.81,0.97,-1.29,2.26,57.42,42.0,71.34,2.14,5.86
2019-02-07 19:00:00,-1.27,-0.67,0.96,-1.11,2.07,56.15,1.82,38.61,2.28,6.0
2019-02-08 01:00:00,-1.39,-0.84,0.7,-1.25,1.96,57.5,35.62,26.48,2.1,5.81
2019-02-08 07:00:00,-3.67,-3.25,-1.09,-4.14,3.14,71.32,100.0,45.81,-0.42,3.2
2019-02-08 13:00:00,-8.24,-8.1,-3.58,-10.78,7.75,83.71,100.0,78.54,-5.5,-2.06
2019-02-08 19:00:00,-7.67,-7.76,-1.86,-11.2,9.99,81.61,92.39,97.46,-5.23,-1.78
2019-02-09 01:00:00,-7.05,-7.35,-0.45,-11.24,11.45,78.87,81.55,91.31,-4.88,-1.42
2019-02-09 07:00:00,-9.48,-10.06,-1.79,-14.67,14.03,83.88,100.0,91.31,-7.77,-4.42
2019-02-09 13:00:00,-7.1,-7.9,1.34,-12.8,15.0,70.47,0.0,60.52,-5.64,-2.2
2019-02-09 19:00:00,-7.9,-8.93,1.09,-14.01,16.14,72.95,18.47,39.49,-6.78,-3.39
2019-02-10 01:00:00,-7.03,-8.27,2.48,-13.37,16.76,69.67,0.0,6.16,-6.19,-2.77
2019-02-10 07:00:00,-5.76,-7.17,4.09,-12.15,16.92,64.28,0.0,6.16,-5.14,-1.69
2019-02-10 13:00:00,-6.84,-8.43,3.2,-13.15,17.2,67.8,40.61,13.54,-6.51,-3.11
2019-02-10 19:00:00,-8.5,-10.3,1.88,-14.86,17.91,72.28,92.3,44.31,-8.52,-5.2
2019-02-11 01:00:00,-5.86,-7.86,4.81,-11.92,17.34,61.37,0.0,44.31,-6.13,-2.71
2019-02-11 07:00:00,-6.52,-8.69,4.07,-12.07,16.82,63.62,20.64,37.65,-7.05,-3.67
2019-02-11 13:00:00,-6.8,-9.14,3.79,-11.94,16.4,64.94,32.74,17.79,-7.6,-4.24
