timestamp,ema50_dist_ltc_usd_6h,ema200_dist_ltc_usd_6h,upper_bb_dist_ltc_usd_6h,lower_bb_dist_ltc_usd_6h,width_bb_ltc_usd_6h,rsi_ltc_usd_6h,stoch_rsi_fastk_ltc_usd_6h,stoch_rsi_fastd_ltc_usd_6h,kijun_dist_ltc_usd_6h,tenkan_dist_ltc_usd_6h
2018-08-31 08:00:00,-2.37,12.84,5.07,-7.12,12.31,55.58,100.0,80.54,-34.69,-32.62
2018-08-31 14:00:00,-4.7,9.83,2.4,-8.62,11.38,61.83,100.0,100.0,-36.37,-34.35
2018-08-31 20:00:00,-4.27,10.03,2.64,-7.53,10.43,60.87,88.11,96.04,-36.2,-34.18
2018-09-01 02:00:00,-6.39,7.21,0.5,-9.3,10.25,66.24,100.0,96.04,-37.79,-35.82
2018-09-01 08:00:00,-6.67,6.51,0.23,-9.13,9.8,67.38,100.0,96.04,-38.16,-36.2
2018-09-01 14:00:00,-9.8,2.47,-2.25,-12.55,11.12,73.76,100.0,100.0,-40.49,-38.61
2018-09-01 20:00:00,-9.26,2.62,-0.81,-12.79,12.86,73.05,94.45,98.15,-40.39,-38.5
2018-09-02 02:00:00,-9.62,1.76,-0.39,-13.75,14.38,74.32,100.0,98.15,-40.88,-39.0
2018-09-02 08:00:00,-5.82,5.71,3.89,-10.19,14.54,60.27,0.0,64.82,-38.55,-36.6
2018-09-02 14:00:00,-6.83,4.21,2.99,-11.36,14.97,62.94,19.02,39.67,-39.4,-37.47
2018-09-02 20:00:00,-7.7,2.86,2.3,-12.62,15.73,65.29,35.71,18.24,-40.16,-38.27
2018-09-03 02:00:00,-5.38,5.15,4.92,-10.5,15.87,58.32,0.0,18.24,-38.8,-36.86
2018-09-03 08:00:00,-4.73,5.61,5.63,-9.99,15.97,56.92,0.0,11.9,-38.5,-36.55
2018-09-03 14:00:00,-5.22,4.78,5.13,-10.39,15.94,58.55,19.47,6.49,-38.96,-37.02
2018-09-03 20:00:00,-5.66,3.99,4.71,-10.76,15.96,60.13,38.43,19.3,-39.39,-37.47
2018-09-04 02:00:00,-7.0,2.18,3.32,-11.78,15.76,63.79,100.0,52.64,-40.44,-38.55
2018-09-04 08:00:00,-9.68,-1.19,0.62,-14.0,15.67,69.72,100.0,79.48,-42.41,-40.58
2018-09-04 14:00:00,-9.35,-1.23,1.08,-13.2,15.2,69.81,100.0,100.0,-42.44,-40.61
2018-09-04 20:00:00,-7.35,0.62,3.08,-10.59,14.21,63.14,31.09,77.03,-41.36,-39.5
2018-09-05 02:00:00,-7.59,0.02,2.54,-10.08,13.11,64.31,17.5,49.53,-41.71,-39.86
2018-09-05 08:00:00,0.69,8.92,11.37,-1.34,12.11,43.61,0.0,16.19,-36.46,-34.45
2018-09-05 14:00:00,4.33,12.92,16.15,1.47,13.49,38.23,0.0,5.83,-34.06,-31.97
2018-09-05 20:00:00,8.24,17.35,22.16,3.57,16.47,33.62,0.0,0.0,-31.37,-29.2
2018-09-06 02:00:00,12.33,22.1,29.26,4.55,21.13,29.75,0.0,0.0,-28.46,-26.19
2018-09-06 08:00:00,12.44,22.55,31.32,2.14,25.0,29.28,0.0,0.0,-28.07,-25.79
2018-09-06 14:00:00,12.14,22.54,32.1,-0.34,27.99,29.13,0.0,0.0,-27.94,-25.66
2018-09-06 20:00:00,6.93,16.97,26.02,-6.02,29.13,38.45,100.0,33.33,-31.11,-28.93
2018-09-07 02:00:00,6.1,16.18,24.76,-7.53,29.73,39.5,100.0,66.67,-31.48,-29.31
2018-09-07 08:00:00,10.09,20.79,30.0,-5.37,31.49,34.76,54.32,84.77,-28.64,-26.38
2018-09-07 14:00:00,8.86,19.64,28.63,-7.45,32.62,36.33,69.48,74.6,-29.2,-26.96
2018-09-07 20:00:00,9.41,20.46,29.05,-7.92,33.44,35.34,12.28,45.36,-28.6,-26.33
2018-09-08 02:00:00,7.46,18.46,26.54,-10.22,33.99,38.56,80.22,53.99,-29.67,-27.44
2018-09-08 08:00:00,6.54,17.57,25.14,-11.49,34.3,39.86,100.0,64.17,-30.09,-27.88
2018-09-08 14:00:00,13.51,25.61,33.41,-6.95,35.64,31.91,0.0,60.07,-25.16,-22.79
2018-09-08 20:00:00,12.82,25.17,32.24,-8.44,36.36,32.22,3.92,34.64,-25.28,-22.91
2018-09-09 02:00:00,12.93,25.62,31.37,-8.92,36.22,31.64,0.0,1.31,-24.85,-22.47
2018-09-09 08:00:00,8.16,20.49,23.17,-11.99,33.3,40.05,100.0,34.64,-27.8,-25.51
2018-09-09 14:00:00,7.37,19.74,18.94,-11.21,29.03,40.97,100.0,66.67,-28.13,-25.85
2018-09-09 20:00:00,7.89,20.47,16.1,-9.09,24.34,39.85,88.04,96.01,-27.57,-25.27
2018-09-10 02:00:00,6.73,19.29,9.7,-6.72,16.17,41.66,100.0,96.01,-28.16,-25.88
2018-09-10 08:00:00,8.11,21.0,8.83,-4.07,12.6,39.21,0.0,62.68,-27.0,-24.69
2018-09-10 14:00:00,10.01,23.34,9.52,-1.69,10.79,36.23,0.0,33.33,-25.45,-23.08
2018-09-10 20:00:00,7.25,20.37,6.36,-3.82,10.05,41.38,94.98,31.66,-27.12,-24.81
2018-09-11 02:00:00,7.61,20.91,6.96,-3.4,10.18,40.41,77.07,57.35,-26.66,-24.34
2018-09-11 08:00:00,8.32,21.87,7.99,-2.74,10.46,38.89,51.54,74.53,-25.95,-23.6
2018-09-11 14:00:00,12.75,27.17,13.4,0.49,12.07,32.9,0.0,42.87,-22.56,-20.11
2018-09-11 20:00:00,10.44,24.8,10.85,-1.59,11.89,36.8,45.9,32.48,-23.86,-21.44
2018-09-12 02:00:00,13.02,28.03,13.3,0.43,12.04,33.38,6.35,17.42,-21.71,-19.23
2018-09-12 08:00:00,19.13,35.48,21.39,3.73,15.68,27.72,0.0,17.42,-16.94,-14.31
2018-09-12 14:00:00,12.53,28.27,14.85,-2.36,16.2,37.76,100.0,35.45,-21.18,-18.69
2018-09-12 20:00:00,9.21,24.67,11.38,-5.21,16.09,42.29,100.0,66.67,-23.24,-20.81
2018-09-13 02:00:00,8.29,23.77,9.95,-5.72,15.35,43.21,100.0,100.0,-23.65,-21.23
2018-09-13 08:00:00,4.59,19.56,5.44,-8.41,14.06,48.7,100.0,100.0,-26.13,-23.79
2018-09-13 14:00:00,2.12,16.66,3.41,-10.52,14.44,52.29,100.0,100.0,-27.82,-25.53
2018-09-13 20:00:00,2.97,17.6,4.61,-9.63,14.61,50.71,84.18,94.73,-27.13,-24.82
2018-09-14 02:00:00,1.86,16.26,3.92,-10.49,14.91,52.35,100.0,94.73,-27.86,-25.57
2018-09-14 08:00:00,4.12,18.84,6.14,-8.34,14.64,48.32,0.0,61.39,-26.14,-23.8
2018-09-14 14:00:00,0.9,15.05,2.96,-11.16,14.73,53.43,100.0,66.67,-28.4,-26.13
2018-09-14 20:00:00,-0.54,13.24,1.89,-12.63,15.34,55.71,100.0,66.67,-29.44,-27.2
2018-09-15 02:00:00,-1.61,11.83,1.26,-13.87,16.15,57.49,100.0,100.0,-30.24,-28.03
2018-09-15 08:00:00,-2.82,10.23,0.85,-15.41,17.54,59.57,100.0,100.0,-31.18,-29.0
2018-09-15 14:00:00,-3.07,9.7,1.52,-15.99,18.87,60.18,100.0,100.0,-31.45,-29.28
2018-09-15 20:00:00,-0.49,12.47,4.6,-13.82,19.31,54.33,0.0,66.67,-29.64,-27.41
2018-09-16 02:00:00,0.92,13.97,6.36,-12.54,19.5,51.41,0.0,33.33,-28.61,-26.35
2018-09-16 08:00:00,-0.65,12.05,5.14,-13.87,19.89,54.32,33.22,11.07,-29.74,-27.51
2018-09-16 14:00:00,-0.71,11.82,5.42,-13.4,19.6,54.5,35.29,22.84,-29.81,-27.58
2018-09-16 20:00:00,-1.22,11.09,5.28,-13.49,19.57,55.59,100.0,56.17,-30.2,-27.99
2018-09-17 02:00:00,-1.17,10.98,5.44,-12.58,18.69,55.6,100.0,78.43,-30.2,-27.99
2018-09-17 08:00:00,0.33,12.55,5.76,-8.48,14.44,51.7,0.0,66.67,-29.13,-26.89
2018-09-17 14:00:00,4.3,17.03,9.33,-3.25,12.21,43.23,0.0,33.33,-26.2,-23.86
2018-09-17 20:00:00,7.25,20.47,12.6,-0.02,11.87,38.29,0.0,0.0,-23.9,-21.49
2018-09-18 02:00:00,7.73,21.15,13.5,0.62,12.03,37.21,0.0,0.0,-23.34,-20.91
2018-09-18 08:00:00,5.76,19.01,11.84,-1.38,12.57,41.16,27.25,9.08,-24.57,-22.18
2018-09-18 14:00:00,2.86,15.71,8.89,-4.15,12.74,47.18,100.0,42.42,-26.56,-24.24
2018-09-18 20:00:00,2.71,15.52,8.86,-4.27,12.83,47.26,100.0,75.75,-26.59,-24.26
2018-09-19 02:00:00,2.25,14.96,8.45,-4.73,12.94,48.09,100.0,100.0,-26.85,-24.53
2018-09-19 08:00:00,5.45,18.62,12.24,-1.93,13.47,41.64,7.0,69.0,-24.4,-22.01
2018-09-19 14:00:00,3.32,16.21,10.06,-4.1,13.75,46.13,69.56,58.85,-25.83,-23.48
2018-09-19 20:00:00,1.5,14.09,7.98,-5.85,13.68,49.92,100.0,58.85,-27.09,-24.78
2018-09-20 02:00:00,2.41,15.07,8.63,-5.05,13.45,47.83,74.72,81.43,-26.37,-24.04
2018-09-20 08:00:00,0.83,13.2,6.3,-6.33,12.63,51.23,100.0,91.57,-27.48,-25.18
2018-09-20 14:00:00,1.92,14.37,6.6,-5.01,11.52,48.63,49.12,74.61,-26.64,-24.32
2018-09-20 20:00:00,-2.67,9.0,1.78,-9.44,11.66,58.14,100.0,83.04,-30.02,-27.81
2018-09-21 02:00:00,-2.95,8.47,1.73,-9.94,12.17,58.88,100.0,83.04,-30.31,-28.11
2018-09-21 08:00:00,-5.62,5.18,-0.49,-13.07,13.49,63.97,100.0,100.0,-32.39,-30.25
2018-09-21 14:00:00,-4.42,6.26,1.08,-12.35,14.23,61.05,80.93,93.64,-31.66,-29.49
2018-09-21 20:00:00,-8.6,1.21,-2.12,-17.43,16.97,68.23,100.0,93.64,-34.9,-32.84
2018-09-22 02:00:00,-6.68,2.99,0.57,-16.38,18.41,63.54,49.84,76.92,-33.73,-31.63
2018-09-22 08:00:00,-4.58,5.06,3.25,-14.8,19.15,58.66,0.0,49.95,-32.37,-30.22
2018-09-22 14:00:00,-6.92,2.15,1.59,-17.23,20.42,62.87,44.07,31.3,-34.23,-32.14
2018-09-22 20:00:00,-7.25,1.45,1.91,-17.39,20.92,63.86,54.34,32.8,-34.67,-32.6
2018-09-23 02:00:00,-8.71,-0.53,1.05,-18.5,21.41,66.66,100.0,66.14,-35.95,-33.92
2018-09-23 08:00:00,-9.79,-2.12,0.76,-19.51,22.37,68.86,100.0,84.78,-36.99,-34.99
2018-09-23 14:00:00,-6.57,1.07,4.72,-16.4,22.43,60.47,0.0,66.67,-34.92,-32.86
2018-09-23 20:00:00,-7.04,0.25,4.53,-16.54,22.41,61.73,14.99,38.33,-35.45,-33.41
2018-09-24 02:00:00,-4.71,2.53,7.19,-13.9,21.82,56.39,0.0,5.0,-33.97,-31.88
2018-09-24 08:00:00,-0.2,7.29,11.76,-8.49,19.93,47.7,0.0,5.0,-30.85,-28.66
2018-09-24 14:00:00,-2.79,4.34,8.46,-9.77,18.35,52.37,33.28,11.09,-32.73,-30.6
2018-09-24 20:00:00,-1.13,6.02,9.99,-7.37,17.14,49.49,12.75,15.34,-31.61,-29.44
2018-09-25 02:00:00,0.1,7.27,10.85,-5.11,15.51,47.41,0.0,15.34,-30.75,-28.56
2018-09-25 08:00:00,4.32,11.85,15.67,-0.87,15.4,41.15,0.0,4.25,-27.72,-25.42
2018-09-25 14:00:00,2.31,9.71,13.12,-1.93,14.25,44.51,29.95,9.98,-29.04,-26.79
2018-09-25 20:00:00,-0.54,6.56,9.88,-4.47,13.97,49.41,99.08,43.01,-31.03,-28.85
2018-09-26 02:00:00,-0.42,6.6,9.95,-4.24,13.8,49.24,97.96,75.66,-30.96,-28.77
2018-09-26 08:00:00,-0.76,6.14,9.53,-4.76,13.96,49.92,100.0,99.01,-31.22,-29.04
2018-09-26 14:00:00,-3.26,3.3,6.69,-7.14,13.86,54.7,100.0,99.32,-33.04,-30.92
2018-09-26 20:00:00,0.04,6.75,9.97,-4.27,13.85,48.5,0.0,66.67,-30.76,-28.56
2018-09-27 02:00:00,-1.17,5.35,8.42,-5.62,13.85,50.75,36.26,45.42,-31.63,-29.46
2018-09-27 08:00:00,-1.72,4.65,7.73,-6.24,13.87,51.88,54.46,30.24,-32.06,-29.9
2018-09-27 14:00:00,-8.76,-3.2,0.44,-13.67,15.11,63.59,100.0,63.58,-37.17,-35.18
2018-09-27 20:00:00,-8.74,-3.52,0.82,-14.33,16.25,64.06,100.0,84.82,-37.4,-35.42
2018-09-28 02:00:00,-8.51,-3.61,1.16,-14.66,16.97,64.23,100.0,100.0,-37.48,-35.5
2018-09-28 08:00:00,-5.17,-0.3,4.17,-11.55,16.33,56.74,39.35,79.78,-35.34,-33.3
2018-09-28 14:00:00,-5.96,-1.37,3.29,-12.59,16.66,58.41,22.39,53.91,-36.05,-34.02
2018-09-28 20:00:00,-5.66,-1.29,3.49,-12.58,16.84,58.26,20.42,27.39,-36.01,-33.98
2018-09-29 02:00:00,-1.72,2.73,7.68,-9.01,16.8,50.11,0.0,14.27,-33.38,-31.26
2018-09-29 08:00:00,-5.26,-1.19,4.03,-12.24,16.97,56.47,76.57,32.33,-35.93,-33.9
2018-09-29 14:00:00,-4.49,-0.56,5.03,-11.62,17.21,55.23,61.7,46.09,-35.52,-33.48
2018-09-29 20:00:00,-4.55,-0.81,5.11,-11.6,17.28,55.66,68.09,68.79,-35.69,-33.65
2018-09-30 02:00:00,-3.02,0.64,6.78,-9.85,16.89,52.6,39.19,56.33,-34.74,-32.68
2018-09-30 08:00:00,-4.17,-0.72,5.07,-9.72,15.14,55.1,64.48,57.25,-35.63,-33.59
2018-09-30 14:00:00,-3.31,0.03,5.58,-7.9,13.64,53.43,26.93,43.54,-35.15,-33.09
2018-09-30 20:00:00,-3.33,-0.13,5.37,-7.38,12.88,53.74,37.28,42.9,-35.25,-33.2
2018-10-01 02:00:00,-3.23,-0.16,5.19,-6.65,11.92,53.82,48.99,37.74,-35.27,-33.22
2018-10-01 08:00:00,-2.63,0.35,5.5,-5.4,10.9,52.49,0.0,28.76,-34.94,-32.88
2018-10-01 14:00:00,-1.25,1.7,6.89,-3.92,10.65,49.07,0.0,16.33,-34.06,-31.96
2018-10-01 20:00:00,-1.64,1.22,5.88,-3.32,9.08,50.25,24.87,8.29,-34.36,-32.28
2018-10-02 02:00:00,-3.19,-0.51,3.68,-4.02,7.71,54.56,100.0,41.62,-35.48,-33.43
2018-10-02 08:00:00,-0.47,2.25,6.19,-0.72,6.73,47.52,0.0,41.62,-33.68,-31.58
2018-10-02 14:00:00,-0.34,2.34,5.99,-0.85,6.66,47.25,0.0,33.33,-33.6,-31.5
2018-10-02 20:00:00,0.01,2.67,5.86,-0.65,6.34,46.4,0.0,0.0,-33.37,-31.26
2018-10-03 02:00:00,2.8,5.6,8.73,1.47,6.9,40.05,0.0,0.0,-31.44,-29.26
2018-10-03 08:00:00,2.57,5.42,8.87,0.49,8.0,40.42,4.9,1.63,-31.52,-29.35
2018-10-03 14:00:00,3.27,6.2,9.83,0.42,8.95,38.73,0.0,1.63,-30.96,-28.78
2018-10-03 20:00:00,2.88,5.87,9.45,-0.49,9.51,39.59,11.21,5.37,-31.14,-28.96
2018-10-04 02:00:00,0.23,3.12,6.64,-3.12,9.59,47.74,100.0,37.07,-32.91,-30.78
2018-10-04 08:00:00,0.89,3.8,7.02,-2.63,9.45,45.96,80.18,63.8,-32.45,-30.3
2018-10-04 14:00:00,0.84,3.75,6.7,-2.82,9.34,46.0,80.65,86.94,-32.45,-30.31
2018-10-04 20:00:00,1.46,4.4,7.04,-2.36,9.19,44.15,55.89,72.24,-32.0,-29.84
2018-10-05 02:00:00,1.63,4.6,7.12,-2.4,9.3,43.49,0.0,45.51,-31.84,-29.68
2018-10-05 08:00:00,1.38,4.36,6.43,-2.67,8.93,44.21,28.68,28.19,-31.97,-29.81
2018-10-05 14:00:00,1.97,5.0,6.76,-2.21,8.77,42.2,0.0,9.56,-31.52,-29.35
2018-10-05 20:00:00,0.0,2.94,4.22,-4.0,8.21,49.56,100.0,42.89,-32.84,-30.71
2018-10-06 02:00:00,0.34,3.27,4.03,-3.51,7.52,48.35,83.56,61.19,-32.6,-30.47
2018-10-06 08:00:00,2.68,5.74,6.1,-1.29,7.22,41.07,0.0,61.19,-30.96,-28.77
2018-10-06 14:00:00,2.29,5.37,5.52,-1.76,7.14,42.22,13.46,32.34,-31.16,-28.98
2018-10-06 20:00:00,1.63,4.71,4.46,-2.31,6.7,44.49,40.21,17.89,-31.56,-29.39
2018-10-07 02:00:00,1.31,4.4,3.03,-1.97,4.97,45.51,60.99,38.22,-31.74,-29.57
2018-10-07 08:00:00,1.23,4.32,2.6,-1.9,4.48,45.64,100.0,67.07,-31.76,-29.59
2018-10-07 14:00:00,1.3,4.4,2.29,-1.64,3.92,45.19,86.92,82.64,-31.68,-29.51
2018-10-07 20:00:00,0.78,3.86,1.41,-1.94,3.36,47.47,100.0,95.64,-32.01,-29.85
2018-10-08 02:00:00,1.57,4.69,2.28,-1.1,3.36,44.05,0.0,62.31,-31.43,-29.26
2018-10-08 08:00:00,0.66,3.74,1.41,-1.92,3.34,48.21,100.0,66.67,-32.03,-29.87
2018-10-08 14:00:00,-1.16,1.8,-0.17,-3.7,3.61,55.85,100.0,66.67,-33.29,-31.17
2018-10-08 20:00:00,-1.5,1.37,-0.21,-4.11,3.98,57.35,100.0,100.0,-33.56,-31.45
2018-10-09 02:00:00,-1.23,1.59,0.17,-3.97,4.21,56.21,91.43,97.14,-33.41,-31.3
2018-10-09 08:00:00,-0.36,2.44,1.1,-3.15,4.29,52.02,41.69,77.71,-32.84,-30.71
2018-10-09 14:00:00,-0.06,2.72,1.43,-2.86,4.32,50.6,0.0,44.37,-32.63,-30.5
2018-10-09 20:00:00,-0.41,2.32,1.18,-3.2,4.42,52.29,25.14,22.28,-32.88,-30.75
2018-10-10 02:00:00,2.05,4.89,3.8,-0.86,4.59,41.72,0.0,8.38,-31.16,-28.98
2018-10-10 08:00:00,1.25,4.07,3.03,-1.63,4.63,45.2,32.89,19.34,-31.67,-29.51
2018-10-10 14:00:00,0.93,3.74,2.74,-1.85,4.57,46.51,45.24,26.04,-31.86,-29.7
2018-10-10 20:00:00,0.39,3.17,2.11,-2.36,4.48,48.94,68.28,48.81,-32.22,-30.07
2018-10-11 02:00:00,11.5,14.93,16.32,5.26,9.98,24.73,0.0,37.84,-24.39,-22.0
2018-10-11 08:00:00,11.94,15.73,18.75,3.63,13.59,23.82,0.0,22.76,-23.77,-21.35
2018-10-11 14:00:00,9.44,13.4,17.06,0.24,15.48,30.22,25.46,8.49,-25.21,-22.84
2018-10-11 20:00:00,12.62,17.07,21.89,1.47,18.28,26.13,9.2,11.55,-22.68,-20.23
2018-10-12 02:00:00,8.99,13.54,18.48,-2.59,19.52,34.54,100.0,44.89,-24.92,-22.54
2018-10-12 08:00:00,8.42,13.17,18.21,-3.76,20.49,35.12,100.0,69.73,-25.08,-22.7
2018-10-12 14:00:00,7.31,12.2,17.17,-5.2,21.11,37.26,100.0,100.0,-25.64,-23.28
2018-10-12 20:00:00,6.23,11.22,15.95,-6.46,21.4,39.48,100.0,100.0,-26.21,-23.87
2018-10-13 02:00:00,5.99,11.11,15.67,-6.94,21.67,39.47,99.93,99.98,-26.21,-23.87
2018-10-13 08:00:00,4.95,10.13,14.3,-8.0,21.62,41.96,100.0,99.98,-26.79,-24.47
2018-10-13 14:00:00,5.04,10.34,13.79,-7.91,21.07,41.31,86.25,95.39,-26.59,-24.26
2018-10-13 20:00:00,4.67,10.05,12.56,-8.06,20.17,41.9,97.97,94.74,-26.71,-24.39
2018-10-14 02:00:00,4.64,10.12,11.62,-7.83,19.08,41.49,81.44,88.55,-26.6,-24.27
2018-10-14 08:00:00,4.82,10.4,10.95,-7.41,18.04,40.53,0.0,59.8,-26.34,-24.0
2018-10-14 14:00:00,4.43,10.08,9.61,-7.38,16.8,41.35,59.19,46.88,-26.48,-24.15
2018-10-14 20:00:00,6.81,12.76,10.97,-4.81,15.31,34.87,0.0,19.73,-24.61,-22.22
2018-10-15 02:00:00,-1.55,3.83,2.03,-12.23,15.03,58.43,100.0,53.06,-30.56,-28.36
2018-10-15 08:00:00,-1.69,3.57,1.5,-12.24,14.52,58.86,100.0,66.67,-30.7,-28.51
2018-10-15 14:00:00,-1.88,3.26,0.88,-12.28,13.96,59.44,100.0,100.0,-30.89,-28.7
2018-10-15 20:00:00,0.35,5.56,2.19,-9.71,12.36,52.83,73.07,91.02,-29.31,-27.07
2018-10-16 02:00:00,-0.96,4.1,1.46,-10.78,12.84,55.96,47.43,73.5,-30.26,-28.05
2018-10-16 08:00:00,-0.5,4.52,2.31,-9.98,12.78,54.67,27.91,49.47,-29.95,-27.73
2018-10-16 14:00:00,2.18,7.35,5.24,-7.19,12.56,47.48,0.0,25.11,-28.01,-25.72
2018-10-16 20:00:00,1.17,6.28,4.07,-7.1,11.34,49.91,28.61,18.84,-28.68,-26.42
2018-10-17 02:00:00,1.7,6.84,4.68,-6.1,10.86,48.4,10.8,13.14,-28.26,-25.99
2018-10-17 08:00:00,2.44,7.64,5.47,-4.91,10.34,46.32,0.0,13.14,-27.67,-25.38
2018-10-17 14:00:00,1.55,6.71,4.61,-5.31,9.96,48.66,65.3,25.37,-28.25,-25.98
2018-10-17 20:00:00,1.26,6.39,4.39,-5.26,9.7,49.35,84.5,49.93,-28.42,-26.15
2018-10-18 02:00:00,1.53,6.67,4.72,-4.67,9.4,48.37,67.84,72.55,-28.19,-25.91
2018-10-18 08:00:00,2.82,8.07,6.16,-3.29,9.32,44.42,0.0,50.78,-27.19,-24.88
2018-10-18 14:00:00,4.57,10.01,8.23,-1.64,9.55,39.73,0.0,22.61,-25.82,-23.47
2018-10-18 20:00:00,4.28,9.78,8.17,-1.92,9.78,40.14,4.28,1.43,-25.9,-23.55
2018-10-19 02:00:00,4.51,10.13,8.69,-1.74,10.08,39.13,0.0,1.43,-25.6,-23.25
2018-10-19 08:00:00,3.51,9.12,7.8,-2.58,10.11,42.36,61.18,21.82,-26.22,-23.88
2018-10-19 14:00:00,2.54,8.13,6.89,-3.33,10.03,45.53,100.0,53.73,-26.83,-24.51
2018-10-19 20:00:00,3.3,8.99,7.61,-2.06,9.4,42.89,58.69,73.29,-26.19,-23.85
2018-10-20 02:00:00,3.35,9.09,7.36,-2.09,9.2,42.35,50.33,69.68,-26.06,-23.72
2018-10-20 08:00:00,2.3,8.0,5.74,-2.95,8.57,46.18,100.0,69.68,-26.75,-24.43
2018-10-20 14:00:00,2.44,8.17,5.18,-2.53,7.61,45.36,78.56,76.3,-26.57,-24.25
2018-10-20 20:00:00,1.87,7.57,4.33,-3.0,7.29,47.42,100.0,92.85,-26.93,-24.61
2018-10-21 02:00:00,2.25,8.0,4.06,-2.31,6.31,45.62,64.49,81.02,-26.59,-24.26
2018-10-21 08:00:00,2.23,7.99,3.35,-1.95,5.26,45.35,0.0,54.83,-26.54,-24.21
2018-10-21 14:00:00,1.63,7.35,2.66,-2.46,5.12,47.91,100.0,54.83,-26.92,-24.6
2018-10-21 20:00:00,2.69,8.5,3.46,-1.33,4.74,43.17,0.0,33.33,-26.08,-23.73
2018-10-22 02:00:00,2.12,7.91,2.68,-1.75,4.41,45.56,50.49,50.16,-26.43,-24.1
2018-10-22 08:00:00,2.47,8.3,2.98,-1.38,4.33,43.72,11.61,20.7,-26.1,-23.76
2018-10-22 14:00:00,3.42,9.36,3.76,-0.44,4.13,39.62,0.0,20.7,-25.32,-22.95
2018-10-22 20:00:00,3.3,9.28,3.29,-0.37,3.61,39.56,0.0,3.87,-25.31,-22.94
2018-10-23 02:00:00,3.12,9.14,2.73,-0.3,2.99,39.87,5.21,1.74,-25.34,-22.98
2018-10-23 08:00:00,3.33,9.41,2.94,-0.13,3.02,38.47,0.0,1.74,-25.1,-22.72
2018-10-23 14:00:00,2.83,8.91,2.58,-0.58,3.13,40.97,100.0,35.07,-25.37,-23.01
2018-10-23 20:00:00,2.36,8.43,2.21,-0.98,3.17,43.42,100.0,66.67,-25.65,-23.29
2018-10-24 02:00:00,1.6,7.61,1.52,-1.59,3.11,47.78,100.0,100.0,-26.15,-23.81
2018-10-24 08:00:00,1.65,7.67,1.63,-1.48,3.11,47.08,92.52,97.51,-26.06,-23.72
2018-10-24 14:00:00,2.04,8.09,1.98,-1.05,3.01,44.41,50.57,81.03,-25.72,-23.36
2018-10-24 20:00:00,2.6,8.7,2.65,-0.55,3.16,40.98,0.0,47.7,-25.24,-22.87
2018-10-25 02:00:00,2.62,8.75,2.8,-0.56,3.32,40.3,0.0,16.86,-25.14,-22.77
2018-10-25 08:00:00,2.8,8.97,2.99,-0.43,3.38,38.81,0.0,0.0,-24.93,-22.55
2018-10-25 14:00:00,2.45,8.62,2.64,-0.77,3.38,40.81,35.67,11.89,-25.11,-22.74
2018-10-25 20:00:00,2.47,8.66,2.54,-0.68,3.19,40.1,59.29,31.65,-25.02,-22.64
2018-10-26 02:00:00,2.67,8.9,2.71,-0.49,3.16,38.33,0.0,31.65,-24.8,-22.41
2018-10-26 08:00:00,1.99,8.19,1.93,-1.06,2.98,43.58,100.0,53.1,-25.23,-22.86
2018-10-26 14:00:00,2.14,8.34,1.78,-0.72,2.49,42.08,71.42,57.14,-25.06,-22.69
2018-10-26 20:00:00,2.52,8.77,2.18,-0.35,2.51,39.05,13.72,61.72,-24.71,-22.32
2018-10-27 02:00:00,2.35,8.61,1.88,-0.4,2.26,39.69,25.88,37.01,-24.76,-22.37
2018-10-27 08:00:00,2.52,8.81,2.0,-0.21,2.19,37.95,0.0,13.2,-24.56,-22.17
2018-10-27 14:00:00,3.12,9.49,2.84,0.21,2.59,33.69,0.0,8.63,-24.02,-21.62
2018-10-27 20:00:00,2.76,9.13,2.63,-0.21,2.81,36.31,43.71,14.57,-24.21,-21.81
2018-10-28 02:00:00,2.35,8.71,2.3,-0.62,2.9,39.54,97.53,47.08,-24.44,-22.04
2018-10-28 07:00:00,2.86,9.28,2.98,-0.22,3.16,35.66,33.65,58.3,-23.98,-21.57
2018-10-28 13:00:00,2.98,9.45,3.25,-0.22,3.42,34.22,8.92,46.7,-23.8,-21.38
2018-10-28 19:00:00,2.81,9.3,3.13,-0.44,3.52,34.83,11.45,18.01,-23.84,-21.42
2018-10-29 01:00:00,2.55,9.04,2.69,-0.61,3.27,36.72,47.04,22.47,-23.95,-21.54
2018-10-29 07:00:00,3.95,10.58,4.15,0.54,3.53,28.22,0.0,19.5,-22.8,-20.35
2018-10-29 13:00:00,7.54,14.59,8.97,2.64,5.99,17.7,0.0,15.68,-19.9,-17.36
2018-10-29 19:00:00,7.99,15.27,10.39,1.95,7.95,16.43,0.0,0.0,-19.32,-16.76
2018-10-30 01:00:00,6.69,14.02,9.49,0.15,8.91,24.21,38.34,12.78,-20.09,-17.56
2018-10-30 07:00:00,6.38,13.83,9.49,-0.59,9.65,24.56,68.94,35.76,-20.13,-17.6
2018-10-30 13:00:00,6.91,14.56,10.33,-0.58,10.41,22.64,76.31,61.2,-19.52,-16.97
2018-10-30 19:00:00,6.48,14.24,10.05,-1.33,10.91,23.9,91.87,79.04,-19.64,-17.09
2018-10-31 01:00:00,6.12,13.98,9.76,-1.94,11.27,24.86,100.0,89.39,-19.73,-17.18
2018-10-31 07:00:00,6.0,13.98,9.55,-2.22,11.36,24.49,83.06,91.64,-19.63,-17.08
