timestamp,ema50_dist_dash_btc_1h,ema200_dist_dash_btc_1h,upper_bb_dist_dash_btc_1h,lower_bb_dist_dash_btc_1h,width_bb_dash_btc_1h,rsi_dash_btc_1h,stoch_rsi_fastk_dash_btc_1h,stoch_rsi_fastd_dash_btc_1h,kijun_dist_dash_btc_1h,tenkan_dist_dash_btc_1h
2018-02-16 16:00:00,,,,,,,,,-69.64742986935953,-69.40510119934608
2018-02-16 17:00:00,,,,,,,,,-69.68076650721852,-69.43870399005738
2018-02-16 18:00:00,,,,,,,,,-69.68032834267876,-69.43826232730214
2018-02-16 19:00:00,,,,,,,,,-69.5381354086507,-69.29493415416782
2018-02-16 20:00:00,,,,,,,,,-69.33958817425871,-69.09480175953937
2018-02-16 21:00:00,,,,,,,,,-69.48452408657202,-69.24089481033279
2018-02-16 22:00:00,,,,,,,,,-69.45653598101589,-69.21268325350493
2018-02-16 23:00:00,,,,,,,,,-69.39326301661633,-69.14890513078618
2018-02-17 00:00:00,,,,,,,,,-69.29291746556797,-69.04775844152043
2018-02-17 01:00:00,,,,,,,,,-69.37360407573391,-69.12908923696773
2018-02-17 02:00:00,,,,,,,,,-69.50847309827633,-69.26503502601517
2018-02-17 03:00:00,,,,,,,,,-69.70178352227599,-69.45988880063543
2018-02-17 04:00:00,,,,,,,,,-69.3351067717088,-69.09028457839426
2018-02-17 05:00:00,,,,,,,,,-69.29651256384365,-69.05138224232047
2018-02-17 06:00:00,,,,,,36.26644736842095,,,-69.2009571485195,-68.95506393223623
2018-02-17 07:00:00,,,,,,32.215104517869115,,,-69.00713515429956,-68.75969450312441
2018-02-17 08:00:00,,,,,,31.766556225527104,,,-68.98422601008234,-68.73660245701699
2018-02-17 09:00:00,,,,,,27.922954371923574,,,-68.77232674446296,-68.52301143129316
2018-02-17 10:00:00,,,,,,53.28981842749445,,,-69.63688727441134,-69.39447443449065
2018-02-17 11:00:00,,,1.8597376326457304,-1.331827763599036,3.183163279694085,46.379702727355756,,,-69.30280196064086,-69.05772185236667
2018-02-17 12:00:00,,,2.734152617628438,-0.5425498234825854,3.241185485281591,41.50824065456292,53.55524535030512,75.43817604977032,-69.01628933882711,-68.76892177277627
2018-02-17 13:00:00,,,3.4594712115697535,-0.05030590878747354,3.4509527779958145,38.08005363243507,40.04081560204076,55.45178125045057,-68.78440708227942,-68.53518821603927
2018-02-17 14:00:00,,,3.2854463336689177,-0.3009842118936068,3.533699582789692,38.56887240887993,3.2138483601248704,32.26996977082358,-68.80529328674447,-68.5562411716601
2018-02-17 15:00:00,,,1.8796243050941408,-1.5664728237540282,3.4407098119757507,47.146316590256895,100.0,47.751554654055205,-69.1986963032563,-68.95278503684999
2018-02-17 16:00:00,,,2.0571370751691243,-1.3980615462904744,3.4438498357003904,46.018543221132276,87.56076925662471,63.59153920558318,-69.13525759849355,-68.8888398505311
2018-02-17 17:00:00,,,1.9268149221562947,-1.452249119718041,3.37106508084851,46.26572820869331,90.28719566528936,92.61598830730468,-69.14660509713379,-68.9002779452639
2018-02-17 18:00:00,,,1.6959308287529895,-1.602390541817833,3.2967794620866,47.305146526848326,100.0,92.61598830730468,-69.19191177550333,-68.94594634282443
2018-02-17 19:00:00,,,2.044110198189708,-1.240241247111884,3.27120335126785,44.72438526597328,0.0,63.429065221763096,-69.06608475126066,-68.81911474152929
2018-02-17 20:00:00,,,2.217649176175973,-1.098773223218097,3.2979722899503385,43.45252768026974,0.0,33.33333333333331,-69.00301400626441,-68.75554045269192
