timestamp,ema50_dist_neo_btc_1D,ema200_dist_neo_btc_1D,upper_bb_dist_neo_btc_1D,lower_bb_dist_neo_btc_1D,width_bb_neo_btc_1D,rsi_neo_btc_1D,stoch_rsi_fastk_neo_btc_1D,stoch_rsi_fastd_neo_btc_1D,kijun_dist_neo_btc_1D,tenkan_dist_neo_btc_1D
2018-09-13 02:00:00,19.32,114.44,16.61,-7.93,23.53,43.95,17.21,5.74,-26.84,-25.12
2018-09-14 02:00:00,21.41,118.57,19.04,-4.72,22.18,42.16,0.0,5.74,-25.02,-23.27
2018-09-15 02:00:00,19.55,115.51,17.41,-4.41,20.49,43.04,48.9,22.04,-25.67,-23.93
2018-09-16 02:00:00,18.83,114.44,17.34,-5.12,21.17,43.01,47.61,32.17,-25.64,-23.9
2018-09-17 02:00:00,23.14,122.7,22.67,-2.42,22.78,39.6,0.0,32.17,-22.35,-20.54
2018-09-18 02:00:00,21.22,119.57,21.88,-4.05,23.8,40.6,28.99,25.53,-23.02,-21.22
2018-09-19 02:00:00,19.91,117.49,21.57,-5.09,24.63,41.1,43.55,24.18,-23.34,-21.55
2018-09-20 02:00:00,13.99,106.72,16.12,-9.51,24.8,46.62,100.0,57.51,-26.76,-25.04
2018-09-21 02:00:00,8.41,96.25,9.91,-13.45,23.78,51.86,100.0,81.18,-30.12,-28.49
2018-09-22 02:00:00,13.02,104.51,14.56,-9.58,23.56,46.97,56.54,85.51,-26.81,-25.1
2018-09-23 02:00:00,8.26,95.56,8.77,-12.64,21.83,51.22,94.01,83.51,-29.67,-28.02
2018-09-24 02:00:00,12.24,102.62,9.99,-7.46,17.23,47.08,8.86,53.13,-26.76,-25.04
2018-09-25 02:00:00,11.0,100.18,9.08,-8.19,17.2,47.86,18.32,40.39,-27.28,-25.58
2018-09-26 02:00:00,13.28,104.22,9.66,-5.06,14.39,45.34,0.0,9.06,-25.43,-23.68
2018-09-27 02:00:00,9.35,96.86,4.82,-7.36,12.33,49.02,62.62,26.98,-27.76,-26.07
2018-09-28 02:00:00,6.88,91.99,2.73,-9.21,12.34,51.32,100.0,54.21,-29.21,-27.55
2018-09-29 02:00:00,6.44,90.75,2.29,-9.24,11.95,51.53,100.0,87.54,-29.33,-27.68
2018-09-30 02:00:00,7.87,92.95,3.54,-7.58,11.35,49.44,66.24,88.75,-28.17,-26.49
2018-10-01 02:00:00,8.55,93.85,4.57,-6.69,11.38,48.23,0.0,55.41,-27.48,-25.79
2018-10-02 02:00:00,8.4,93.26,4.84,-6.46,11.39,47.99,0.0,22.08,-27.35,-25.65
2018-10-03 02:00:00,10.25,96.34,6.99,-4.59,11.45,45.25,0.0,-0.0,-25.83,-24.1
2018-10-04 02:00:00,11.36,98.16,8.53,-3.27,11.5,43.45,0.0,-0.0,-24.77,-23.01
2018-10-05 02:00:00,10.29,96.04,7.9,-3.9,11.58,44.43,20.43,6.81,-25.21,-23.46
2018-10-06 02:00:00,10.78,96.72,8.84,-3.26,11.78,43.27,0.0,6.81,-24.58,-22.81
2018-10-07 02:00:00,9.31,93.85,7.46,-3.52,10.77,45.08,91.31,37.25,-25.32,-23.57
2018-10-08 02:00:00,7.7,90.64,5.93,-3.99,9.82,47.29,100.0,63.77,-26.2,-24.48
2018-10-09 02:00:00,8.45,91.65,6.75,-2.48,9.04,45.61,58.25,83.19,-25.45,-23.71
2018-10-10 02:00:00,8.01,90.53,6.63,-2.75,9.2,45.83,63.77,74.01,-25.54,-23.79
2018-10-11 02:00:00,18.87,109.94,19.21,4.81,12.86,32.92,0.0,40.67,-17.52,-15.59
2018-10-12 02:00:00,17.76,108.18,19.82,2.26,15.81,33.52,4.19,22.65,-17.78,-15.86
2018-10-13 02:00:00,15.94,105.07,18.43,-0.13,17.0,35.47,19.76,7.98,-18.6,-16.69
2018-10-14 02:00:00,16.71,106.55,20.27,-0.51,18.91,34.14,9.41,11.12,-17.58,-15.66
2018-10-15 02:00:00,17.23,107.64,21.72,-1.09,20.68,33.01,3.57,10.91,-16.71,-14.77
2018-10-16 02:00:00,15.07,103.86,20.22,-3.53,21.91,35.9,100.0,37.66,-17.81,-15.89
2018-10-17 02:00:00,12.01,98.32,16.98,-6.25,22.04,40.65,100.0,67.86,-19.65,-17.77
2018-10-18 02:00:00,11.58,97.42,15.95,-6.48,21.41,40.59,99.26,99.75,-19.62,-17.74
2018-10-19 02:00:00,10.71,95.69,14.18,-6.86,20.29,41.47,100.0,99.75,-19.93,-18.06
2018-10-20 02:00:00,10.12,94.43,12.9,-7.03,19.36,41.84,100.0,99.75,-20.05,-18.19
2018-10-21 02:00:00,10.64,95.16,12.84,-6.32,18.56,40.33,0.0,66.67,-19.36,-17.48
2018-10-22 02:00:00,8.5,91.07,9.9,-7.64,17.35,44.47,100.0,66.67,-20.67,-18.82
2018-10-23 02:00:00,8.86,91.42,9.85,-7.02,16.63,43.16,68.47,56.16,-20.15,-18.28
2018-10-24 02:00:00,8.06,89.7,8.82,-7.43,16.13,44.3,95.99,88.15,-20.49,-18.63
2018-10-25 02:00:00,8.8,90.72,9.15,-6.45,15.4,42.15,44.04,69.5,-19.68,-17.8
2018-10-26 02:00:00,10.63,93.74,10.74,-4.7,14.98,38.16,0.0,46.68,-18.01,-16.09
2018-10-27 02:00:00,11.28,94.74,10.83,-3.8,14.14,36.38,0.0,14.68,-17.18,-15.25
2018-10-28 02:00:00,9.99,92.25,8.28,-4.04,12.06,38.84,31.07,10.36,-17.85,-15.93
2018-10-29 01:00:00,12.24,96.1,9.39,-1.34,10.32,34.46,0.0,10.36,-15.79,-13.82
2018-10-30 01:00:00,12.92,97.24,8.42,0.44,7.64,32.76,0.0,10.36,-14.88,-12.89
2018-10-31 01:00:00,11.7,94.98,7.88,-0.64,8.22,34.89,34.95,11.65,-15.44,-13.47
2018-11-01 01:00:00,9.46,90.83,6.1,-2.42,8.36,40.11,100.0,44.98,-16.85,-14.9
2018-11-02 01:00:00,6.43,85.15,3.45,-4.87,8.38,47.22,100.0,78.32,-18.95,-17.05
2018-11-03 01:00:00,7.44,86.58,4.74,-3.65,8.35,44.47,80.94,93.65,-17.95,-16.03
2018-11-04 01:00:00,3.07,78.41,1.02,-7.35,8.65,54.06,100.0,93.65,-21.19,-19.35
2018-11-05 01:00:00,5.56,82.29,3.75,-4.81,8.61,48.22,58.18,79.71,-19.11,-17.22
2018-11-06 01:00:00,1.91,75.36,0.69,-8.22,9.25,55.15,100.0,86.06,-21.85,-20.02
2018-11-07 01:00:00,4.36,79.09,3.31,-5.85,9.28,49.83,50.18,69.45,-19.84,-17.96
2018-11-08 01:00:00,5.34,80.33,4.39,-4.79,9.2,47.65,0.0,50.06,-18.92,-17.02
2018-11-09 01:00:00,6.67,82.25,5.8,-3.46,9.15,44.88,0.0,16.73,-17.68,-15.76
2018-11-10 01:00:00,6.7,81.94,6.0,-3.33,9.21,44.37,0.0,-0.0,-17.45,-15.52
2018-11-11 01:00:00,5.57,79.62,4.79,-4.13,8.89,46.35,36.19,12.06,-18.14,-16.23
2018-11-12 01:00:00,7.04,81.78,6.28,-2.71,8.83,43.13,0.0,12.06,-16.78,-14.84
2018-11-13 01:00:00,9.24,85.3,8.62,-0.87,9.13,39.01,0.0,12.06,-14.78,-12.79
2018-11-14 01:00:00,11.29,88.66,11.27,0.39,10.28,35.59,0.0,-0.0,-12.82,-10.79
2018-11-15 01:00:00,13.31,92.07,14.45,1.21,12.28,32.58,0.0,-0.0,-10.82,-8.73
2018-11-16 01:00:00,13.98,93.25,16.33,0.81,14.3,31.24,0.0,-0.0,-9.84,-7.73
2018-11-17 01:00:00,15.49,95.91,19.15,0.89,16.6,29.07,0.0,-0.0,-8.14,-6.0
2018-11-18 01:00:00,14.68,94.61,19.45,-0.69,18.42,29.57,7.69,2.56,-8.31,-6.16
2018-11-19 01:00:00,22.36,108.1,30.04,3.52,22.71,22.8,0.0,2.56,-1.44,0.86
2018-11-20 01:00:00,25.87,114.72,36.66,3.54,27.58,20.38,0.0,2.56,2.24,4.63
2018-11-21 01:00:00,25.04,113.9,37.84,0.4,31.42,20.29,0.0,-0.0,2.39,4.79
2018-11-22 01:00:00,28.79,121.11,43.94,0.55,35.5,18.05,0.0,-0.0,6.43,8.92
2018-11-23 01:00:00,24.6,114.48,40.34,-4.56,38.09,23.88,100.0,33.33,3.79,6.22
2018-11-24 01:00:00,26.74,118.85,42.98,-4.59,39.91,22.15,70.3,56.77,6.48,8.97
2018-11-25 01:00:00,26.26,118.68,42.79,-6.51,41.73,21.84,65.03,78.44,6.98,9.48
2018-11-26 01:00:00,27.42,121.41,43.27,-6.66,42.21,20.68,45.03,60.12,8.91,11.46
2018-11-27 01:00:00,25.57,118.81,40.39,-8.77,42.45,22.26,49.22,53.09,8.22,10.75
2018-11-28 01:00:00,20.51,110.35,33.4,-12.47,41.52,30.45,100.0,64.75,4.58,7.03
2018-11-29 01:00:00,19.23,108.4,30.6,-13.22,40.32,31.39,100.0,83.07,4.16,6.6
2018-11-30 01:00:00,21.58,112.91,31.61,-11.3,38.95,28.67,74.58,91.53,6.98,9.48
2018-12-01 01:00:00,19.24,109.08,26.6,-12.03,36.01,31.73,100.0,91.53,5.61,8.08
2018-12-02 01:00:00,19.55,109.93,24.42,-10.65,32.81,30.71,66.62,80.4,6.59,9.09
2018-12-03 01:00:00,20.48,111.9,23.1,-8.87,29.85,29.14,15.27,60.63,8.17,10.7
2018-12-04 01:00:00,17.64,107.1,17.98,-9.71,26.6,33.59,100.0,60.63,6.26,8.75
2018-12-05 01:00:00,21.01,113.4,19.52,-6.11,24.03,29.64,11.25,42.17,10.08,12.65
2018-12-06 01:00:00,30.35,130.75,27.78,1.02,23.39,23.09,0.0,37.08,19.71,22.51
2018-12-07 01:00:00,24.79,121.48,20.72,-2.48,21.26,29.98,65.6,25.61,15.53,18.23
2018-12-08 01:00:00,26.65,125.44,20.26,0.23,18.17,28.18,48.48,38.03,18.26,21.03
2018-12-09 01:00:00,22.87,119.17,16.21,-2.41,17.43,32.43,100.0,71.36,15.6,18.3
2018-12-10 01:00:00,23.11,120.08,16.78,-2.33,17.82,31.58,90.84,79.77,16.71,19.44
2018-12-11 01:00:00,25.52,125.0,19.61,-0.86,18.72,29.23,24.73,71.86,19.99,22.79
2018-12-12 01:00:00,22.99,120.93,17.98,-3.14,19.65,31.74,83.57,66.38,18.47,21.23
2018-12-13 01:00:00,22.29,120.1,17.49,-3.71,19.83,31.57,73.06,60.45,18.67,21.45
2018-12-14 01:00:00,20.54,117.28,16.18,-5.06,20.12,33.18,100.0,85.54,17.79,20.54
2018-12-15 01:00:00,19.94,116.49,15.94,-5.48,20.35,32.99,95.11,89.39,17.99,20.75
2018-12-16 01:00:00,17.91,113.01,14.37,-6.9,20.51,35.55,100.0,98.37,16.71,19.44
2018-12-17 01:00:00,11.87,101.95,8.7,-11.28,20.24,45.76,100.0,98.37,11.21,13.81
2018-12-18 01:00:00,11.46,101.04,7.83,-10.95,19.08,45.67,99.3,99.77,11.27,13.88
2018-12-19 01:00:00,15.24,107.89,10.71,-7.17,17.57,39.8,53.31,84.2,15.66,18.37
2018-12-20 01:00:00,15.71,108.8,10.9,-6.3,16.81,38.5,28.94,60.52,16.78,19.51
2018-12-21 01:00:00,14.15,105.97,8.61,-6.71,15.18,40.35,25.41,35.89,15.79,18.5
2018-12-22 01:00:00,14.03,105.73,7.74,-5.95,13.56,39.75,17.37,23.91,16.25,18.97
2018-12-23 01:00:00,4.54,88.05,-0.72,-13.83,14.14,55.65,100.0,47.6,6.76,9.26
2018-12-24 01:00:00,-3.0,73.53,-5.62,-21.83,18.79,65.22,100.0,72.46,-1.06,1.25
2018-12-25 01:00:00,-0.11,77.92,-1.23,-20.33,21.41,59.74,78.48,92.83,1.89,4.27
2018-12-26 01:00:00,-1.09,75.32,-0.38,-21.45,23.65,60.98,83.34,87.27,0.83,3.19
2018-12-27 01:00:00,5.54,86.61,7.01,-15.81,23.87,50.49,0.0,53.94,7.83,10.35
2018-12-28 01:00:00,-1.11,74.02,1.69,-21.17,25.32,58.08,51.51,44.95,0.98,3.34
2018-12-29 01:00:00,-2.86,70.04,1.45,-22.9,27.27,60.07,91.35,47.62,-0.92,1.4
2018-12-30 01:00:00,-3.72,67.58,2.02,-23.74,28.91,61.19,100.0,80.96,-1.96,0.33
2018-12-31 01:00:00,0.58,74.36,7.16,-19.41,28.3,54.46,37.09,76.15,2.45,4.84
2019-01-01 01:00:00,-1.11,70.65,6.03,-20.01,28.0,56.46,29.8,55.63,0.69,3.04
2019-01-02 01:00:00,-1.43,69.29,6.21,-19.36,27.37,56.93,36.73,34.54,0.29,2.64
2019-01-03 01:00:00,1.04,72.88,9.07,-16.18,26.18,53.02,0.0,22.18,2.86,5.26
2019-01-04 01:00:00,2.33,74.5,10.42,-13.73,24.56,51.03,0.0,12.24,4.27,6.7
2019-01-05 01:00:00,-1.46,67.26,6.47,-15.78,23.34,56.1,85.99,28.66,0.34,2.69
2019-01-06 01:00:00,-4.75,60.74,3.65,-18.4,23.8,60.41,100.0,62.0,-3.21,-0.94
2019-01-07 01:00:00,-3.82,61.42,5.13,-17.16,23.72,59.0,84.95,90.31,-2.42,-0.14
2019-01-08 01:00:00,-10.69,48.66,-1.1,-23.01,24.91,67.36,100.0,94.98,-9.84,-7.73
2019-01-09 01:00:00,-9.9,48.83,0.41,-21.49,24.49,66.51,92.5,92.48,-9.44,-7.32
2019-01-10 01:00:00,-5.56,55.07,4.87,-15.96,22.06,58.67,0.0,64.17,-5.3,-3.09
2019-01-11 01:00:00,-4.62,55.74,4.89,-12.69,18.3,57.42,0.0,30.83,-4.56,-2.32
2019-01-12 01:00:00,-2.75,58.03,6.74,-10.11,17.14,54.54,0.0,-0.0,-2.79,-0.52
2019-01-13 01:00:00,2.15,65.47,12.17,-5.78,17.4,47.75,0.0,-0.0,2.19,4.58
2019-01-14 01:00:00,-4.58,53.72,4.96,-11.9,17.46,56.1,76.46,25.49,-4.73,-2.51
2019-01-15 01:00:00,-1.37,58.22,8.5,-8.81,17.33,51.88,42.72,39.72,-1.58,0.72
2019-01-16 01:00:00,-2.13,56.3,7.11,-8.18,15.38,52.87,61.4,60.19,-2.42,-0.14
2019-01-17 01:00:00,-2.75,54.58,6.41,-8.58,15.15,53.79,72.36,58.82,-3.16,-0.9
2019-01-18 01:00:00,-1.12,56.53,8.17,-7.04,15.12,51.5,0.0,44.58,-1.58,0.72
2019-01-19 01:00:00,-3.99,51.21,5.06,-9.84,15.26,55.46,100.0,57.45,-4.6,-2.37
2019-01-20 01:00:00,-1.78,54.05,7.35,-7.29,14.63,52.19,17.47,39.16,-2.47,-0.19
2019-01-21 01:00:00,-1.57,53.73,7.51,-6.86,14.32,51.98,12.15,43.21,-2.33,-0.05
2019-01-22 01:00:00,-2.58,51.47,6.36,-7.6,14.05,53.6,52.88,27.5,-3.43,-1.18
2019-01-23 01:00:00,-1.32,52.82,7.46,-5.75,13.1,51.57,0.0,21.68,-2.24,0.05
2019-01-24 01:00:00,-2.99,49.53,5.06,-6.23,11.36,54.36,100.0,50.96,-4.02,-1.78
2019-01-25 01:00:00,-1.19,51.72,6.85,-4.16,10.87,51.26,0.0,33.33,-2.28,0.0
2019-01-26 01:00:00,-0.42,52.36,7.66,-3.59,11.03,49.98,0.0,33.33,-1.53,0.77
2019-01-27 01:00:00,0.53,53.3,8.74,-2.88,11.3,48.34,0.0,-0.0,-0.58,1.74
2019-01-28 01:00:00,2.9,56.53,10.17,-0.51,10.19,44.43,0.0,-0.0,1.89,4.27
2019-01-29 01:00:00,1.24,53.55,6.79,-1.48,8.06,47.36,42.96,14.32,0.29,2.64
2019-01-30 01:00:00,1.58,53.61,6.82,-1.33,7.93,46.7,40.96,27.97,0.69,3.04
2019-01-31 01:00:00,3.52,56.2,8.92,0.02,8.52,43.34,0.0,27.97,2.75,5.16
2019-02-01 01:00:00,2.64,54.49,8.1,-1.21,9.01,44.9,38.8,26.59,1.99,4.37
2019-02-02 01:00:00,-0.04,49.95,5.14,-3.37,8.44,50.22,100.0,46.27,-0.68,1.64
2019-02-03 01:00:00,1.85,52.38,6.77,-1.65,8.21,46.63,47.81,62.2,1.28,3.65
2019-02-04 01:00:00,1.3,51.12,6.21,-2.34,8.39,47.64,62.46,70.09,0.79,3.14
2019-02-05 01:00:00,2.31,52.24,7.3,-1.64,8.7,45.6,13.08,41.12,1.89,4.27
2019-02-06 01:00:00,2.17,51.65,7.0,-1.97,8.75,45.71,2.46,26.0,1.84,4.22
2019-02-07 01:00:00,1.08,49.59,5.8,-3.12,8.8,48.16,100.0,38.51,0.79,3.14
2019-02-08 01:00:00,-0.1,47.37,3.89,-4.01,7.91,50.89,100.0,67.49,-0.39,1.94
2019-02-09 01:00:00,-1.42,44.87,2.35,-5.31,7.77,54.04,100.0,100.0,-1.77,0.53
2019-02-10 01:00:00,-4.65,39.46,-0.56,-8.94,8.8,61.01,100.0,100.0,-5.17,-2.96
2019-02-11 01:00:00,-5.14,38.05,-0.69,-9.96,9.79,62.32,100.0,100.0,-5.87,-3.67
