timestamp,ema50_dist_ltc_btc_6h,ema200_dist_ltc_btc_6h,upper_bb_dist_ltc_btc_6h,lower_bb_dist_ltc_btc_6h,width_bb_ltc_btc_6h,rsi_ltc_btc_6h,stoch_rsi_fastk_ltc_btc_6h,stoch_rsi_fastd_ltc_btc_6h,kijun_dist_ltc_btc_6h,tenkan_dist_ltc_btc_6h
2019-01-24 01:00:00,-0.28,-3.69,1.82,-2.38,4.21,51.22,0.0,56.08,23.89,28.23
2019-01-24 07:00:00,-1.2,-4.58,0.97,-3.33,4.35,55.34,44.87,37.7,22.69,26.99
2019-01-24 13:00:00,-2.45,-5.82,-0.01,-4.79,4.9,60.49,100.0,48.29,21.01,25.26
2019-01-24 19:00:00,-3.47,-6.88,-0.56,-6.15,5.79,64.4,100.0,81.62,19.56,23.76
2019-01-25 01:00:00,-3.5,-6.97,-0.19,-6.56,6.59,64.95,100.0,100.0,19.36,23.54
2019-01-25 07:00:00,-3.08,-6.62,0.56,-6.32,7.08,63.11,80.91,93.64,19.72,23.92
2019-01-25 13:00:00,-2.47,-6.07,1.29,-5.58,7.02,60.05,0.0,60.3,20.34,24.57
2019-01-25 19:00:00,-3.41,-7.04,0.55,-6.45,7.21,64.09,82.39,54.44,19.02,23.19
2019-01-26 01:00:00,-3.61,-7.3,0.58,-6.6,7.4,65.32,100.0,60.8,18.59,22.75
2019-01-26 07:00:00,-4.69,-8.44,-0.08,-7.9,8.15,69.52,100.0,94.13,17.02,21.13
2019-01-26 13:00:00,-4.09,-7.94,0.76,-7.24,8.27,66.55,68.7,89.57,17.55,21.68
2019-01-26 19:00:00,-3.22,-7.16,1.75,-6.24,8.17,61.76,0.0,56.23,18.46,22.62
2019-01-27 01:00:00,-2.83,-6.83,2.14,-5.58,7.86,60.06,0.0,22.9,18.8,22.96
2019-01-27 07:00:00,-2.35,-6.4,2.39,-4.54,7.01,57.68,0.0,0.0,19.26,23.45
2019-01-27 13:00:00,-2.49,-6.56,2.21,-4.48,6.77,58.75,12.1,4.03,18.98,23.15
2019-01-27 19:00:00,-1.49,-5.61,3.08,-3.14,6.22,53.03,0.0,4.03,20.12,24.33
2019-01-28 01:00:00,-0.07,-4.2,4.44,-1.48,5.83,45.88,0.0,4.03,21.85,26.13
2019-01-28 07:00:00,0.18,-3.92,4.72,-1.27,5.89,44.73,0.0,0.0,22.16,26.45
2019-01-28 13:00:00,0.73,-3.33,5.39,-0.86,6.11,42.19,0.0,0.0,22.87,27.18
2019-01-28 19:00:00,-0.78,-4.76,3.74,-2.24,5.94,50.4,75.73,25.24,20.98,25.23
2019-01-29 01:00:00,-0.08,-4.05,4.29,-1.21,5.41,47.11,59.94,45.22,21.84,26.11
2019-01-29 07:00:00,-0.73,-4.65,3.49,-1.65,5.09,50.48,100.0,78.56,21.01,25.26
2019-01-29 13:00:00,-1.07,-4.97,3.09,-1.98,5.04,52.35,100.0,86.65,20.54,24.77
2019-01-29 19:00:00,-0.9,-4.8,3.19,-1.92,5.07,51.63,86.24,95.41,20.7,24.94
2019-01-30 01:00:00,-0.88,-4.77,3.11,-2.0,5.08,51.75,88.51,91.58,20.68,24.91
2019-01-30 07:00:00,-0.86,-4.73,3.07,-2.05,5.1,51.81,71.29,82.01,20.66,24.9
2019-01-30 13:00:00,-2.21,-6.06,1.67,-3.45,5.16,59.51,100.0,86.6,18.91,23.09
2019-01-30 19:00:00,-2.09,-5.97,1.71,-3.42,5.16,59.28,97.08,89.46,18.95,23.13
2019-01-31 01:00:00,-2.7,-6.59,1.02,-4.15,5.26,62.79,100.0,99.03,18.07,22.22
2019-01-31 07:00:00,-1.74,-5.68,1.62,-3.13,4.78,56.33,41.14,79.41,19.16,23.34
2019-01-31 13:00:00,-1.25,-5.21,1.78,-2.59,4.38,53.51,0.0,47.05,19.68,23.88
2019-01-31 19:00:00,-1.61,-5.56,1.25,-2.97,4.26,55.83,25.03,22.06,19.17,23.35
2019-02-01 01:00:00,-0.88,-4.84,1.84,-2.27,4.12,51.3,0.0,8.34,20.01,24.22
2019-02-01 07:00:00,-2.88,-6.81,-0.03,-4.5,4.57,61.67,100.0,41.68,17.45,21.57
2019-02-01 13:00:00,-4.09,-8.05,-0.83,-6.22,5.59,66.82,100.0,66.67,15.78,19.84
2019-02-01 19:00:00,-3.89,-7.93,-0.21,-6.4,6.4,66.53,98.15,99.38,15.83,19.89
2019-02-02 01:00:00,-4.62,-8.72,-0.45,-7.4,7.23,69.69,100.0,99.38,14.73,18.76
2019-02-02 07:00:00,-5.2,-9.39,-0.52,-8.25,8.09,72.2,100.0,99.38,13.77,17.77
2019-02-02 13:00:00,-4.99,-9.28,0.05,-8.06,8.45,72.12,98.58,99.53,13.79,17.78
2019-02-02 19:00:00,-7.46,-11.82,-1.55,-11.21,10.31,79.3,100.0,99.53,10.45,14.33
2019-02-03 01:00:00,-7.19,-11.72,-0.56,-11.31,11.42,79.34,100.0,99.53,10.43,14.31
2019-02-03 07:00:00,-6.3,-11.01,0.83,-10.59,12.01,74.21,28.96,76.32,11.19,15.09
2019-02-03 13:00:00,-4.62,-9.5,2.75,-8.88,12.0,64.03,0.0,42.99,12.95,16.91
2019-02-03 19:00:00,-4.58,-9.54,2.88,-8.63,11.84,64.51,3.13,10.7,12.78,16.74
2019-02-04 01:00:00,-4.86,-9.89,2.63,-8.66,11.64,66.21,14.23,5.79,12.22,16.15
2019-02-04 07:00:00,-5.42,-10.53,2.1,-8.95,11.44,68.86,47.46,21.61,11.29,15.19
2019-02-04 13:00:00,-5.83,-11.03,1.85,-9.32,11.6,70.9,100.0,53.9,10.53,14.41
2019-02-04 19:00:00,-5.5,-10.82,2.31,-8.86,11.54,70.09,87.32,78.26,10.65,14.54
2019-02-05 01:00:00,-5.4,-10.83,2.5,-8.66,11.52,70.52,91.87,93.06,10.51,14.39
2019-02-05 07:00:00,-5.01,-10.54,2.85,-7.91,11.04,68.88,0.89,60.03,10.73,14.62
2019-02-05 13:00:00,-4.55,-10.19,3.08,-6.86,10.13,66.55,0.0,30.92,11.05,14.95
2019-02-05 19:00:00,-5.12,-10.81,2.2,-6.83,9.25,69.74,80.38,27.09,10.14,14.01
2019-02-06 01:00:00,-1.85,-7.72,5.01,-2.54,7.46,49.5,0.0,26.79,13.86,17.85
2019-02-06 07:00:00,-1.49,-7.37,5.0,-1.64,6.53,48.15,0.0,26.79,14.2,18.21
2019-02-06 13:00:00,-2.14,-7.98,4.05,-2.0,6.0,51.67,16.34,5.45,13.35,17.33
2019-02-06 19:00:00,-2.12,-7.97,3.76,-1.64,5.34,52.02,17.92,11.42,13.27,17.24
2019-02-07 01:00:00,-3.38,-9.19,2.2,-2.69,4.9,58.32,100.0,44.75,11.65,15.57
2019-02-07 07:00:00,-3.45,-9.3,1.97,-2.69,4.67,59.23,100.0,72.64,11.4,15.31
2019-02-07 13:00:00,-2.8,-8.71,2.47,-1.94,4.4,55.99,57.11,85.7,12.02,15.95
2019-02-07 19:00:00,-3.19,-9.1,1.82,-2.44,4.28,58.35,87.83,81.65,11.42,15.33
2019-02-08 01:00:00,-4.13,-10.04,0.71,-3.57,4.34,63.0,100.0,81.65,10.15,14.02
2019-02-08 07:00:00,-12.92,-18.6,-5.31,-15.68,11.58,82.66,100.0,95.94,-0.56,2.93
2019-02-08 13:00:00,-18.22,-24.01,-7.11,-24.48,20.63,87.95,100.0,100.0,-7.46,-4.21
2019-02-08 19:00:00,-17.34,-23.61,-3.76,-25.7,25.74,87.08,97.04,99.01,-7.26,-4.01
2019-02-09 01:00:00,-16.8,-23.51,-1.36,-26.65,29.41,87.19,96.96,98.0,-7.43,-4.18
2019-02-09 07:00:00,-18.74,-25.74,-1.66,-30.0,33.67,89.15,100.0,98.0,-10.44,-7.3
2019-02-09 13:00:00,-16.05,-23.64,2.74,-28.49,35.84,79.33,0.0,65.65,-8.2,-4.98
2019-02-09 19:00:00,-17.52,-25.37,2.25,-30.62,38.3,81.65,23.65,41.22,-10.59,-7.45
2019-02-10 01:00:00,-14.93,-23.35,6.19,-28.72,39.34,73.61,0.0,7.88,-8.44,-5.23
2019-02-10 07:00:00,-15.34,-24.03,6.39,-29.23,40.21,74.97,8.72,10.79,-9.55,-6.37
2019-02-10 13:00:00,-19.72,-28.4,2.27,-33.61,42.54,80.71,88.28,32.33,-15.09,-12.11
2019-02-10 19:00:00,-18.28,-27.5,5.05,-32.71,43.82,78.01,54.73,50.58,-14.35,-11.35
2019-02-11 01:00:00,-13.11,-23.16,11.66,-27.49,42.51,63.76,0.0,47.67,-9.5,-6.32
2019-02-11 07:00:00,-12.94,-23.24,11.64,-26.12,40.71,64.28,3.04,19.26,-9.87,-6.71
2019-02-11 13:00:00,-12.53,-23.11,11.76,-24.42,38.63,64.44,4.0,2.34,-9.98,-6.82
