timestamp,ema50_dist_xmr_usd_4h,ema200_dist_xmr_usd_4h,lower_bb_dist_xmr_usd_4h,width_bb_xmr_usd_4h,rsi_xmr_usd_4h,stoch_rsi_fastk_xmr_usd_4h,stoch_rsi_fastd_xmr_usd_4h,kijun_dist_xmr_usd_4h,tenkan_dist_xmr_usd_4h
2019-01-14 20:00:00,,,,,,,,-0.010041403448864616,-0.005058050196346309
2019-01-15 00:00:00,,,,,,,,-0.00556329724514959,-0.0005574016507664536
2019-01-15 04:00:00,,,,,,,,-0.009830081543781621,-0.004845664517781567
2019-01-15 08:00:00,,,,,,,,-0.012107594667120969,-0.007134642415981607
2019-01-15 12:00:00,,,,,,,,-0.00441072310102808,0.0006009744371229253
2019-01-15 16:00:00,,,,,,,,0.00969743143230306,0.014780148019155392
2019-01-15 20:00:00,,,,,,,,0.00778890651139541,0.012862015773350333
2019-01-16 00:00:00,,,,,,,,0.022698209718670093,0.027846370932181008
2019-01-16 04:00:00,,,,,,,,0.023420262995322627,0.02857205895331405
2019-01-16 08:00:00,,,,,,,,0.02416594908480718,0.029321498752511665
2019-01-16 12:00:00,,,,,,,,0.012828071094807658,0.017926547010786553
2019-01-16 16:00:00,,,,,,,,0.00811744762235933,0.013192210727636322
2019-01-16 20:00:00,,,,,,,,0.0025612207404845933,0.007608014351481618
2019-01-17 00:00:00,,,,,,,,-0.0036836565929935228,0.0013317009257469703
2019-01-17 04:00:00,,,,,0.4432,,,-0.0009584320482446396,0.004070643980185196
2019-01-17 08:00:00,,,,,0.4188995308077089,,,0.0034070260448213485,0.008458077355715021
2019-01-17 12:00:00,,,,,0.3310358970490832,,,0.023510591350397236,0.02866284201235647
2019-01-17 16:00:00,,,,,0.36961390960839124,,,0.017984901022692235,0.023109335908352735
2019-01-17 20:00:00,,,,,0.3658273341005578,,,0.018901702361340034,0.02403075233388252
2019-01-18 00:00:00,,0.02265004449476704,-0.024516670692573128,0.047210777624506574,0.4541105797127534,,,0.005625894289554845,0.01068811516281487
2019-01-18 04:00:00,,0.02058384811671643,-0.02403309582950308,0.04469402432681172,0.4541105797127534,1.0,0.7700611162161789,0.005625894289554845,0.01068811516281487
2019-01-18 08:00:00,,0.02683109564303443,-0.016746327662609528,0.04335879162889934,0.4146759491935793,0.5533169374809828,0.8511056458269942,0.013403390719217034,0.01850476273704449
2019-01-18 12:00:00,,0.031312105853364525,-0.010269316281260155,0.04114848270325667,0.3826325383287422,0.19035553248693537,0.5812241566559727,0.020470795292047095,0.02560774392256082
2019-01-18 16:00:00,,0.02609377036333238,-0.010666391765221772,0.0364787761830682,0.39141944619489805,0.12293157025594416,0.28886801340795404,0.01923753021314001,0.02436827070973413
2019-01-18 20:00:00,,0.02124462397400162,-0.012596153076270489,0.033695071627090185,0.4087214248568765,0.3649916257214361,0.22609290948810515,0.01689137345171532,0.02201030362819245
2019-01-19 00:00:00,,0.02786176468871271,-0.007379385007798112,0.03488389708409763,0.37604537147034933,0.0,0.16264106532579337,0.02357834808129411,0.028730939823907065
