timestamp,ema50_dist_iota_btc_1D,ema200_dist_iota_btc_1D,upper_bb_dist_iota_btc_1D,lower_bb_dist_iota_btc_1D,width_bb_iota_btc_1D,rsi_iota_btc_1D,stoch_rsi_fastk_iota_btc_1D,stoch_rsi_fastd_iota_btc_1D,kijun_dist_iota_btc_1D,tenkan_dist_iota_btc_1D
2018-09-10 02:00:00,15.1,73.18,22.23,-19.32,40.96,47.03,93.38,58.33,-8.74,-14.22
2018-09-11 02:00:00,19.43,80.08,26.68,-13.42,37.62,44.02,27.66,63.97,-4.68,-10.4
2018-09-12 02:00:00,18.92,79.68,26.25,-11.55,35.21,43.87,24.07,48.37,-4.47,-10.21
2018-09-13 02:00:00,15.11,74.11,22.06,-11.95,32.37,46.32,77.7,43.14,-7.03,-12.61
2018-09-14 02:00:00,15.68,75.18,22.67,-9.5,30.19,45.5,51.48,51.08,-6.06,-11.7
2018-09-15 02:00:00,15.42,74.99,22.94,-8.87,29.72,45.23,55.46,61.55,-5.76,-11.42
2018-09-16 02:00:00,13.03,71.46,20.61,-10.85,30.0,46.93,100.0,68.98,-7.27,-12.84
2018-09-17 02:00:00,17.02,77.78,22.45,-6.73,27.05,43.34,0.0,51.82,-3.43,-9.23
2018-09-18 02:00:00,18.08,79.71,22.51,-5.72,26.04,42.08,0.0,33.33,-1.95,-7.84
2018-09-19 02:00:00,18.88,81.29,22.0,-4.71,24.58,40.97,0.0,0.0,-0.64,-6.61
2018-09-20 02:00:00,13.16,72.65,14.66,-8.46,22.43,46.18,87.33,29.11,-4.98,-10.68
2018-09-21 02:00:00,5.18,60.19,4.08,-13.13,18.02,53.61,100.0,62.44,-11.5,-16.81
2018-09-22 02:00:00,8.08,64.47,5.58,-9.61,15.51,50.36,74.25,87.19,-8.78,-14.26
2018-09-23 02:00:00,6.86,62.41,3.57,-9.83,13.83,51.26,81.41,85.22,-9.57,-15.0
2018-09-24 02:00:00,14.34,73.92,9.79,-2.71,12.07,44.23,0.0,51.89,-2.75,-8.59
2018-09-25 02:00:00,9.25,66.09,5.33,-6.51,11.92,48.56,46.2,42.54,-6.76,-12.36
2018-09-26 02:00:00,13.22,72.22,9.0,-2.81,11.46,44.94,10.2,18.8,-2.91,-8.74
2018-09-27 02:00:00,9.51,66.5,5.75,-5.69,11.44,48.0,53.62,36.67,-5.76,-11.42
2018-09-28 02:00:00,10.78,68.42,7.4,-4.16,11.38,46.54,53.32,39.04,-4.28,-10.03
2018-09-29 02:00:00,10.86,68.51,7.73,-3.92,11.42,46.09,31.69,46.21,-3.83,-9.61
2018-09-30 02:00:00,10.57,68.05,7.42,-3.9,11.13,45.96,33.25,39.42,-3.71,-9.49
2018-10-01 02:00:00,10.75,68.31,8.03,-3.52,11.3,45.35,0.0,21.64,-3.17,-8.98
2018-10-02 02:00:00,9.51,66.34,7.2,-4.32,11.35,46.4,88.3,40.52,-3.91,-9.68
2018-10-03 02:00:00,9.66,66.49,7.52,-4.03,11.35,45.8,42.56,43.62,-3.44,-9.24
2018-10-04 02:00:00,10.29,67.41,8.46,-3.39,11.56,44.6,0.0,43.62,-2.52,-8.37
2018-10-05 02:00:00,7.32,62.73,5.77,-5.77,11.53,48.37,100.0,47.52,-4.88,-10.59
2018-10-06 02:00:00,8.11,63.79,6.58,-4.85,11.34,46.9,60.93,53.64,-3.88,-9.65
2018-10-07 02:00:00,6.7,61.46,5.51,-5.74,11.26,48.61,100.0,86.98,-4.89,-10.6
2018-10-08 02:00:00,2.09,54.07,1.55,-9.54,11.56,55.15,100.0,86.98,-8.92,-14.39
2018-10-09 02:00:00,3.78,56.27,3.41,-7.28,10.9,52.17,63.87,87.96,-7.28,-12.85
2018-10-10 02:00:00,4.02,56.32,3.96,-6.85,10.96,51.51,55.91,73.26,-6.92,-12.51
2018-10-11 02:00:00,18.7,78.74,19.72,4.57,13.51,35.69,0.0,39.93,6.91,0.49
2018-10-12 02:00:00,16.96,76.39,18.93,1.77,15.55,36.94,6.45,20.79,5.96,-0.4
2018-10-13 02:00:00,17.3,77.19,19.8,1.05,16.98,36.18,3.0,3.15,6.91,0.49
2018-10-14 02:00:00,17.1,77.18,20.93,-0.17,19.11,35.8,0.73,3.4,7.36,0.92
2018-10-15 02:00:00,17.5,78.07,22.11,-0.89,20.79,34.94,0.0,1.24,8.38,1.87
2018-10-16 02:00:00,16.78,77.25,22.37,-2.37,22.49,34.99,2.34,1.02,8.35,1.85
2018-10-17 02:00:00,13.7,72.69,19.32,-5.32,23.03,38.96,100.0,34.11,6.01,-0.35
2018-10-18 02:00:00,16.03,76.45,22.33,-4.07,24.19,36.14,29.91,44.08,8.79,2.26
2018-10-19 02:00:00,15.86,76.41,22.64,-4.85,25.25,35.71,19.13,49.68,9.24,2.68
2018-10-20 02:00:00,14.49,74.48,21.46,-6.4,25.91,37.05,51.83,33.62,8.51,1.99
2018-10-21 02:00:00,14.84,75.18,22.12,-6.56,26.61,36.05,10.45,27.14,9.42,2.84
2018-10-22 02:00:00,13.81,73.72,21.01,-7.67,26.88,36.95,92.68,51.65,8.97,2.42
2018-10-23 02:00:00,12.76,72.2,19.78,-8.66,26.94,38.01,100.0,67.71,8.47,1.95
2018-10-24 02:00:00,12.84,72.38,19.8,-8.75,27.06,37.24,60.68,84.45,9.04,2.49
2018-10-25 02:00:00,11.76,70.76,17.99,-9.45,26.32,38.58,100.0,86.89,8.47,1.95
2018-10-26 02:00:00,12.11,71.33,17.77,-9.03,25.67,37.35,24.88,61.85,9.28,2.72
2018-10-27 02:00:00,14.15,74.58,19.0,-7.15,24.68,33.86,0.0,41.63,11.83,5.12
2018-10-28 02:00:00,12.86,72.67,14.75,-6.52,20.43,35.74,39.87,21.58,11.08,4.41
2018-10-29 01:00:00,17.87,80.66,17.16,-0.91,16.71,29.28,0.0,13.29,16.74,9.73
2018-10-30 01:00:00,16.3,78.47,11.18,0.95,9.64,31.32,25.3,21.72,15.84,8.88
2018-10-31 01:00:00,12.22,72.26,7.54,-2.44,9.73,39.11,100.0,41.77,12.27,5.53
2018-11-01 01:00:00,10.63,69.77,5.97,-3.48,9.33,41.54,100.0,75.1,11.11,4.44
2018-11-02 01:00:00,8.34,66.12,3.85,-5.13,9.04,45.58,100.0,100.0,9.15,2.6
2018-11-03 01:00:00,8.86,66.8,4.44,-4.36,8.8,44.07,89.44,96.48,10.04,3.43
2018-11-04 01:00:00,5.37,61.18,1.53,-7.3,9.1,50.73,100.0,96.48,6.74,0.33
2018-11-05 01:00:00,3.86,58.51,0.69,-8.69,9.77,53.34,100.0,96.48,5.36,-0.96
2018-11-06 01:00:00,2.45,55.95,-0.16,-10.07,10.45,55.83,100.0,100.0,4.03,-2.21
2018-11-07 01:00:00,5.07,59.66,2.79,-7.61,10.66,49.74,48.2,82.73,6.91,0.49
2018-11-08 01:00:00,8.12,64.16,6.06,-4.69,10.68,43.9,0.0,49.4,10.35,3.72
2018-11-09 01:00:00,8.19,64.13,6.36,-4.44,10.69,43.27,0.0,16.07,10.77,4.11
2018-11-10 01:00:00,6.43,61.23,4.89,-5.76,10.69,46.4,24.93,8.31,9.23,2.67
2018-11-11 01:00:00,6.61,61.3,5.29,-5.38,10.68,45.57,35.64,20.19,9.69,3.1
2018-11-12 01:00:00,3.6,56.4,2.65,-7.96,10.91,51.6,100.0,53.52,6.74,0.33
2018-11-13 01:00:00,3.56,55.99,2.97,-7.88,11.13,51.37,97.17,77.6,6.85,0.43
2018-11-14 01:00:00,6.62,60.41,6.19,-4.99,11.11,44.74,0.0,65.72,10.29,3.67
2018-11-15 01:00:00,6.83,60.54,6.63,-4.64,11.15,43.88,0.0,32.39,10.8,4.14
2018-11-16 01:00:00,8.19,62.45,8.33,-3.21,11.25,40.98,0.0,0.0,12.55,5.79
2018-11-17 01:00:00,8.19,62.33,8.7,-3.1,11.48,40.41,0.0,0.0,12.9,6.12
2018-11-18 01:00:00,8.04,61.98,8.53,-2.28,10.48,40.1,0.0,0.0,13.09,6.3
2018-11-19 01:00:00,8.79,63.01,9.46,-0.95,9.99,38.14,0.0,0.0,14.25,7.39
2018-11-20 01:00:00,16.94,75.5,20.08,4.38,13.99,27.5,0.0,0.0,23.54,16.12
2018-11-21 01:00:00,9.05,63.57,12.46,-2.85,14.61,42.18,100.0,33.33,15.59,8.65
2018-11-22 01:00:00,11.21,66.82,15.34,-1.54,15.79,39.08,78.88,59.63,18.36,11.25
2018-11-23 01:00:00,6.39,59.39,10.52,-5.8,15.94,46.62,100.0,92.96,13.51,6.69
2018-11-24 01:00:00,7.39,60.73,11.41,-4.96,15.86,44.85,90.77,89.88,14.9,8.0
2018-11-25 01:00:00,8.09,61.65,11.7,-4.28,15.42,43.48,58.41,83.06,16.0,9.03
2018-11-26 01:00:00,6.93,59.74,9.52,-4.83,14.02,45.03,78.87,76.02,15.06,8.15
2018-11-27 01:00:00,9.21,63.08,11.58,-2.83,13.8,41.38,0.0,45.76,17.92,10.84
2018-11-28 01:00:00,7.81,60.85,10.23,-4.13,13.93,43.37,54.49,44.45,16.75,9.74
2018-11-29 01:00:00,6.49,58.68,8.9,-5.26,13.9,45.36,100.0,51.5,15.61,8.67
2018-11-30 01:00:00,6.51,58.52,8.68,-5.12,13.56,44.9,88.39,80.96,15.92,8.96
2018-12-01 01:00:00,6.93,58.98,8.92,-4.64,13.28,43.71,58.59,82.33,16.69,9.68
2018-12-02 01:00:00,7.01,58.93,8.02,-4.01,11.8,43.09,0.0,48.99,17.09,10.05
2018-12-03 01:00:00,8.11,60.45,7.96,-2.33,10.01,40.65,0.0,19.53,18.65,11.53
2018-12-04 01:00:00,7.38,59.21,6.78,-2.68,9.27,41.72,25.12,8.37,18.18,11.08
2018-12-05 01:00:00,10.32,63.55,9.62,-0.13,9.31,36.39,0.0,8.37,21.88,14.56
2018-12-06 01:00:00,13.61,68.56,13.74,1.84,11.04,31.7,0.0,8.37,26.12,18.55
2018-12-07 01:00:00,9.29,62.1,9.39,-2.07,11.05,40.25,85.31,28.44,21.75,14.44
2018-12-08 01:00:00,13.77,68.88,14.53,1.1,12.46,34.35,26.52,37.28,27.37,19.72
2018-12-09 01:00:00,12.08,66.44,13.19,-0.86,13.24,36.66,58.04,56.62,26.03,18.46
2018-12-10 01:00:00,10.87,64.65,12.53,-1.78,13.58,38.18,75.86,53.47,25.17,17.65
2018-12-11 01:00:00,10.93,64.75,12.9,-2.07,14.2,37.54,53.97,62.62,25.74,18.19
2018-12-12 01:00:00,9.44,62.48,11.74,-3.53,14.67,39.95,100.0,76.61,24.49,17.01
2018-12-13 01:00:00,9.37,62.33,11.34,-3.53,14.32,39.48,85.62,79.86,24.84,17.35
2018-12-14 01:00:00,9.68,62.73,11.5,-3.3,14.22,38.4,35.58,73.73,25.64,18.1
2018-12-15 01:00:00,6.26,57.46,7.79,-6.11,13.78,45.83,100.0,73.73,22.02,14.69
2018-12-16 01:00:00,5.07,55.45,6.12,-6.81,12.98,48.01,100.0,78.53,20.89,13.63
2018-12-17 01:00:00,-0.42,46.82,1.07,-11.93,13.74,58.75,100.0,100.0,14.55,7.67
2018-12-18 01:00:00,-8.02,34.79,-4.33,-20.61,18.6,69.81,100.0,100.0,5.43,-0.9
2018-12-19 01:00:00,-3.52,40.76,1.03,-17.24,19.88,59.97,58.96,86.32,10.43,3.79
2018-12-20 01:00:00,-13.76,24.75,-6.25,-28.99,27.6,71.49,100.0,86.32,-1.94,-7.83
2018-12-21 01:00:00,-12.07,26.22,-2.16,-29.32,32.23,68.88,79.55,79.5,-0.58,-6.55
2018-12-22 01:00:00,-13.98,22.45,-1.85,-32.62,37.17,71.24,97.83,92.46,-3.37,-9.18
2018-12-23 01:00:00,-18.65,14.56,-3.88,-38.68,44.2,75.95,100.0,92.46,-9.48,-14.91
2018-12-24 01:00:00,-14.74,19.03,2.63,-36.76,47.51,68.49,0.0,65.94,-5.8,-11.46
2018-12-25 01:00:00,-13.44,19.88,5.68,-36.13,49.32,66.95,0.0,33.33,-4.96,-10.67
2018-12-26 01:00:00,-12.02,20.96,8.4,-34.66,49.57,65.08,0.0,0.0,-3.95,-9.71
2018-12-27 01:00:00,-12.3,19.68,9.03,-34.64,50.09,65.94,7.9,2.63,-4.8,-10.52
2018-12-28 01:00:00,-17.43,11.6,4.08,-38.28,51.1,71.91,100.0,35.97,-11.14,-16.47
2018-12-29 01:00:00,-15.9,12.65,6.92,-36.49,50.95,69.84,69.7,59.2,-10.2,-15.59
2018-12-30 01:00:00,-15.49,12.24,8.08,-35.26,50.16,70.07,73.06,80.92,-10.43,-15.81
2018-12-31 01:00:00,-16.79,9.51,6.97,-35.15,49.02,72.17,100.0,80.92,-12.53,-17.78
2019-01-01 01:00:00,-16.77,8.54,7.29,-33.83,47.41,72.89,100.0,91.02,-13.24,-18.45
2019-01-02 01:00:00,-19.5,3.91,4.21,-34.75,45.97,76.44,100.0,100.0,-16.91,-21.9
2019-01-03 01:00:00,-17.9,4.98,5.94,-31.33,42.68,73.81,58.72,86.24,-16.01,-21.06
2019-01-04 01:00:00,-16.21,6.23,7.33,-27.52,38.76,70.82,0.0,52.91,-14.96,-20.07
2019-01-05 01:00:00,-14.66,7.37,7.89,-23.12,33.56,68.11,0.0,19.57,-13.99,-19.15
2019-01-06 01:00:00,-11.35,10.83,10.43,-17.27,28.68,61.06,0.0,-0.0,-11.13,-16.46
2019-01-07 01:00:00,-9.16,12.98,12.18,-13.66,26.03,57.2,0.0,-0.0,-9.3,-14.75
2019-01-08 01:00:00,-8.06,13.8,11.31,-9.39,20.5,55.66,0.0,-0.0,-8.54,-14.03
2019-01-09 01:00:00,-8.96,12.11,9.56,-9.63,19.2,57.69,16.33,5.44,-9.8,-15.21
2019-01-10 01:00:00,-1.4,21.14,18.37,-1.77,18.59,45.31,0.0,5.44,-2.36,-8.22
2019-01-11 01:00:00,-2.34,19.67,17.12,-2.8,18.59,46.9,12.8,9.71,-3.38,-9.19
2019-01-12 01:00:00,-1.27,20.7,18.58,-2.81,19.82,45.51,1.58,4.79,-2.38,-8.24
2019-01-13 01:00:00,3.86,26.9,25.83,0.58,22.31,39.37,0.0,4.79,2.85,-3.32
2019-01-14 01:00:00,0.66,22.8,22.3,-3.3,23.38,44.15,63.41,21.67,-0.29,-6.28
2019-01-15 01:00:00,1.59,23.77,23.86,-3.18,24.5,42.98,47.91,37.11,0.7,-5.35
2019-01-16 01:00:00,1.68,23.73,24.39,-3.95,25.72,42.78,55.57,55.63,0.86,-5.2
2019-01-17 01:00:00,-1.28,19.86,20.44,-7.55,26.29,47.71,100.0,67.83,-2.13,-8.01
2019-01-18 01:00:00,-0.63,20.41,20.99,-7.72,26.93,46.79,81.33,78.97,-1.52,-7.43
2019-01-19 01:00:00,-0.88,19.87,20.33,-8.64,27.37,47.28,91.39,90.91,-1.8,-7.69
2019-01-20 01:00:00,-0.18,20.5,20.47,-8.61,27.45,46.16,68.68,80.47,-1.11,-7.05
2019-01-21 01:00:00,-2.11,17.88,17.07,-10.65,26.85,49.94,100.0,86.69,-3.11,-8.93
2019-01-22 01:00:00,-1.33,18.57,15.7,-9.49,24.43,48.6,64.39,77.69,-2.39,-8.25
2019-01-23 01:00:00,0.93,21.12,16.06,-6.96,22.02,44.65,0.0,54.8,-0.12,-6.12
2019-01-24 01:00:00,2.42,22.8,15.54,-5.08,19.59,42.19,0.0,21.46,1.45,-4.64
2019-01-25 01:00:00,4.17,24.85,15.32,-2.91,17.17,39.44,0.0,-0.0,3.36,-2.85
2019-01-26 01:00:00,5.72,26.72,15.73,-1.52,16.11,37.12,0.0,-0.0,5.12,-1.19
2019-01-27 01:00:00,9.74,31.7,19.84,1.25,16.82,32.3,0.0,-0.0,9.52,2.94
2019-01-28 01:00:00,11.44,33.96,21.61,1.63,17.9,30.34,0.0,-0.0,11.68,4.97
2019-01-29 01:00:00,11.25,33.94,20.33,1.05,17.42,30.1,0.0,-0.0,11.95,5.23
2019-01-30 01:00:00,8.54,30.79,17.65,-2.2,18.42,35.07,70.88,23.63,9.58,2.99
2019-01-31 01:00:00,9.45,32.03,18.68,-2.13,19.22,33.64,71.17,47.35,10.89,4.23
2019-02-01 01:00:00,10.07,32.93,19.5,-2.38,20.15,32.53,48.85,63.64,11.92,5.2
2019-02-02 01:00:00,8.66,31.35,18.45,-4.18,21.13,34.91,96.71,72.25,10.86,4.2
2019-02-03 01:00:00,10.41,33.64,20.66,-3.45,22.2,32.38,0.0,48.52,13.07,6.28
2019-02-04 01:00:00,8.71,31.69,18.92,-5.45,22.84,35.49,100.0,65.57,11.7,4.99
2019-02-05 01:00:00,9.36,32.61,19.75,-5.44,23.51,34.19,58.26,52.75,12.75,5.98
2019-02-06 01:00:00,12.25,36.35,22.7,-3.63,24.03,30.38,0.0,52.75,16.24,9.26
2019-02-07 01:00:00,6.41,29.29,15.54,-8.57,23.3,42.1,100.0,52.75,10.47,3.84
2019-02-08 01:00:00,4.21,26.56,12.12,-10.12,22.02,45.93,100.0,66.67,8.37,1.86
2019-02-09 01:00:00,5.03,27.52,11.98,-9.06,20.74,44.32,89.64,96.55,9.43,2.86
2019-02-10 01:00:00,3.25,25.27,8.27,-9.66,18.06,47.54,100.0,96.55,7.72,1.25
2019-02-11 01:00:00,6.36,29.07,9.54,-5.84,15.09,42.24,2.53,64.06,11.23,4.55
