timestamp,ema50_dist_zec_usd_12h,ema200_dist_zec_usd_12h,lower_bb_dist_zec_usd_12h,width_bb_zec_usd_12h,rsi_zec_usd_12h,stoch_rsi_fastk_zec_usd_12h,stoch_rsi_fastd_zec_usd_12h,kijun_dist_zec_usd_12h,tenkan_dist_zec_usd_12h
2018-07-15 14:00:00,,,,,,,,-0.6883119498302745,-0.7123295552614924
2018-07-16 02:00:00,,,,,,,,-0.6905728809687001,-0.7144162668494403
2018-07-16 14:00:00,,,,,,,,-0.6960757363253858,-0.7194950911640954
2018-07-17 02:00:00,,,,,,,,-0.7132410544145671,-0.7353377090832098
2018-07-17 14:00:00,,,,,,,,-0.7062120390455532,-0.7288503253796095
2018-07-18 02:00:00,,,,,,,,-0.7394955760723216,-0.7595691479130602
2018-07-18 14:00:00,,,,,,,,-0.7466231701042982,-0.7661475141480754
2018-07-19 02:00:00,,,,,,,,-0.7360817459930824,-0.7564183757977299
2018-07-19 14:00:00,,,,,,,,-0.7392949951876805,-0.7593840230991338
2018-07-20 02:00:00,,,,,,,,-0.7303812272930872,-0.7511571193948141
2018-07-20 14:00:00,,,,,,,,-0.7229776027817549,-0.744323992636531
2018-07-21 02:00:00,,,,,,,,-0.6954606779470459,-0.7189274270616672
2018-07-21 14:00:00,,,,,,,,-0.6990807087707605,-0.722268510803755
2018-07-22 02:00:00,,,,,,,,-0.7146758308316217,-0.7366619265813452
2018-07-22 14:00:00,,,,,0.5650425959605628,,,-0.7109151547491996,-0.7331910352187834
2018-07-23 02:00:00,,,,,0.6012178409650917,,,-0.7238812436289501,-0.745158002038736
2018-07-23 14:00:00,,,,,0.5661266843580186,,,-0.71503603177108,-0.736994371679554
2018-07-24 02:00:00,,,,,0.5682655874971925,,,-0.7157537121569862,-0.7376567500918201
2018-07-24 14:00:00,,,,,0.6583515838082314,,,-0.7473557804411697,-0.7668236720608124
2018-07-25 02:00:00,,-0.00954318910743035,-0.2609200625629482,0.2906869411110188,0.6879689437565598,,,-0.7586881959910914,-0.77728285077951
