timestamp,ema50_dist_zec_btc_1D,ema200_dist_zec_btc_1D,upper_bb_dist_zec_btc_1D,lower_bb_dist_zec_btc_1D,width_bb_zec_btc_1D,rsi_zec_btc_1D,stoch_rsi_fastk_zec_btc_1D,stoch_rsi_fastd_zec_btc_1D,kijun_dist_zec_btc_1D,tenkan_dist_zec_btc_1D
2019-01-26 01:00:00,7.35,38.29,5.2,-1.23,6.3,40.78,10.03,45.56,4.61,-2.45
2019-01-27 01:00:00,8.61,39.97,6.82,-0.27,6.86,37.63,0.0,12.23,6.18,-0.99
2019-01-28 01:00:00,8.73,40.17,7.31,-0.38,7.43,36.75,0.0,3.34,6.64,-0.56
2019-01-29 01:00:00,9.45,41.19,8.48,-0.06,8.19,34.72,0.0,-0.0,7.73,0.45
2019-01-30 01:00:00,7.73,38.98,7.02,-1.69,8.48,39.33,76.18,25.39,6.34,-0.84
2019-01-31 01:00:00,8.14,39.54,7.14,-1.16,8.06,37.8,66.79,47.66,7.07,-0.15
2019-02-01 01:00:00,9.51,41.39,8.35,0.06,7.95,34.45,0.0,47.66,8.81,1.47
2019-02-02 01:00:00,8.95,40.74,7.98,-0.6,8.28,35.11,13.41,26.73,8.63,1.29
2019-02-03 01:00:00,8.87,40.69,7.57,-0.52,7.81,34.55,1.99,5.13,8.91,1.55
2019-02-04 01:00:00,8.48,40.23,7.3,-0.96,8.0,34.73,8.46,7.95,8.86,1.51
2019-02-05 01:00:00,8.9,40.83,8.1,-0.79,8.57,33.05,0.0,3.48,9.64,2.24
2019-02-06 01:00:00,10.51,43.03,10.12,0.23,9.4,29.16,0.0,2.82,11.7,4.16
2019-02-07 01:00:00,9.33,41.58,9.25,-1.08,9.92,32.48,59.58,19.86,10.89,3.4
2019-02-08 01:00:00,10.12,42.71,10.49,-0.74,10.7,30.19,18.43,26.0,12.11,4.54
2019-02-09 01:00:00,9.36,41.81,9.75,-1.54,10.84,31.79,67.62,48.54,11.73,4.19
2019-02-10 01:00:00,8.61,40.88,8.95,-2.23,10.81,33.57,100.0,62.02,11.32,3.81
2019-02-11 01:00:00,5.77,37.12,5.86,-4.55,10.34,44.14,100.0,89.21,8.65,1.31
