timestamp,ema50_dist_omg_usd_3h,ema200_dist_omg_usd_3h,lower_bb_dist_omg_usd_3h,width_bb_omg_usd_3h,rsi_omg_usd_3h,stoch_rsi_fastk_omg_usd_3h,stoch_rsi_fastd_omg_usd_3h,kijun_dist_omg_usd_3h,tenkan_dist_omg_usd_3h
2017-07-14 14:00:00,,,,,,,,1.2012,1.2012
2017-07-14 17:00:00,,,,,,,,1.2011559768804627,1.2011559768804627
2017-07-14 20:00:00,,,,,,,,0.8878216123499143,0.8878216123499143
2017-07-14 23:00:00,,,,,,,,0.9917838463905027,0.9917838463905027
2017-07-15 02:00:00,,,,,,,,0.8343027616206395,0.8343027616206395
2017-07-15 05:00:00,,,,,,,,0.96714865323777,0.96714865323777
2017-07-15 08:00:00,,,,,,,,1.022827105809701,1.022827105809701
2017-07-15 11:00:00,,,,,,,,1.0804899718341812,1.0804899718341812
2017-07-15 14:00:00,,,,,,,,1.0963010932916841,1.0963010932916841
2017-07-15 17:00:00,,,,,,,,1.181998413957177,1.181998413957177
2017-07-15 20:00:00,,,,,,,,1.616115997147611,1.616115997147611
2017-07-15 23:00:00,,,,,,,,1.583568075117371,1.583568075117371
2017-07-16 02:00:00,,,,,,,,1.441491603629184,1.441491603629184
2017-07-16 05:00:00,,,,,,,,1.3422004681847204,1.3422004681847204
2017-07-16 08:00:00,,,,,0.4089419049353487,,,1.6204761904761908,1.6204761904761908
2017-07-16 11:00:00,,,,,0.34926940161225195,,,2.141788701435871,2.141788701435871
2017-07-16 14:00:00,,,,,0.3301869000922069,,,2.389799186891709,2.389799186891709
2017-07-16 17:00:00,,,,,0.4015083212022196,,,1.922541756286678,1.922541756286678
2017-07-16 20:00:00,,,,,0.41306068639748633,,,1.854993514915694,1.854993514915694
2017-07-16 23:00:00,,0.6550720459438093,-0.18084309857538772,0.6756974898448849,0.4078275860757056,,,1.8963157894736842,1.8963157894736842
2017-07-17 02:00:00,,0.30195598597959594,-0.3550534963530396,0.6749279800434786,0.527406610582958,1.0,0.9789515255463139,1.2834024896265563,1.2834024896265563
2017-07-17 05:00:00,,0.1900750512466991,-0.41383731539764246,0.6799904702572558,0.5712804710731836,1.0,0.9789515255463139,1.0766037735849054,1.0766037735849054
2017-07-17 08:00:00,,0.12938344588395,-0.43532929425940137,0.6666997505384444,0.5916913396664945,1.0,1.0,0.9866425992779781,0.9866425992779781
