timestamp,ema50_dist_eth_usd_15m,ema200_dist_eth_usd_15m,upper_bb_dist_eth_usd_15m,lower_bb_dist_eth_usd_15m,width_bb_eth_usd_15m,rsi_eth_usd_15m,stoch_rsi_fastk_eth_usd_15m,stoch_rsi_fastd_eth_usd_15m,kijun_dist_eth_usd_15m,tenkan_dist_eth_usd_15m
2019-02-03 16:45:00,0.9667786140050705,0.8649654945018348,1.1122060248480947,-0.09768929775919588,1.203789002214137,38.168151652648035,72.8598273952466,86.08569402998513,13.282112624217879,13.282112624217879
2019-02-03 17:00:00,0.5997258837434627,0.5175354560781331,0.7036531816304592,-0.43352316879207153,1.13564249481401,45.03103415663679,100.0,86.08569402998513,12.89775332416323,12.89775332416323
2019-02-03 17:15:00,0.6649218968026505,0.603728080824828,0.7579904803926674,-0.3581953642841196,1.11395906770272,43.62180718219733,79.4659609337562,84.10859610966732,13.001376778338681,13.001376778338681
2019-02-03 17:30:00,0.4970193404705503,0.4516624423828608,0.604550349553401,-0.5096215813376048,1.1136433469352285,46.506343286079606,100.0,93.15532031125178,12.835670424342393,12.835670424342393
2019-02-03 17:45:00,0.4686797825919742,0.4380542726520664,0.5655546600910721,-0.5201213948782479,1.0854294819417116,46.68992896100789,100.0,93.15532031125178,12.825329912023452,12.825329912023452
2019-02-03 18:00:00,0.5654367563754592,0.5523029847608996,0.6695146988656475,-0.41483373822683856,1.082969378683971,44.549469172789316,30.235500983002698,76.74516699433396,12.959904578401682,12.959904578401682
2019-02-03 18:15:00,0.5964831978426011,0.6016417937626972,0.7095341351550877,-0.37759915030222135,1.0853319871736953,43.556961176221705,0.0,43.41183366100062,13.022124300009175,13.022124300009175
2019-02-03 18:30:00,0.5908405793430216,0.613945755490275,0.7085204624557528,-0.3765245217705715,1.0832468164971358,43.21137765755339,0.0,10.078500327667285,13.042879441740896,13.042879441740896
2019-02-03 18:45:00,0.65649133447514,0.6993843215618689,0.7886287157229166,-0.312039450949253,1.0980515687230703,41.44094353258123,0.0,-2.8066438062523957e-13,13.146769598382502,13.146769598382502
2019-02-03 19:00:00,0.61297405435492,0.6741035975045495,0.6990942483013685,-0.32816973667750826,1.0253623248808996,41.953185000767625,16.478598778812266,5.492866259603808,13.125976293301477,13.125976293301477
2019-02-03 19:15:00,0.677841739736107,0.759065712949436,0.7028870125429298,-0.22850222637512685,0.9291852821112341,40.066013025331074,0.0,5.492866259603808,13.2300193138968,13.2300193138968
2019-02-03 19:30:00,0.7581335062336381,0.8617308347695918,0.7986866941884774,-0.15896790402156746,0.954601216533382,37.86486675221794,0.0,5.492866259603808,13.355123837584015,13.355123837584015
2019-02-03 19:45:00,0.7194903487043769,0.8439630519333274,0.7308938973594303,-0.1823774381435883,0.9107734643240338,38.16971064031968,7.456461791101474,2.4854872637002106,13.344687902780317,13.344687902780317
2019-02-03 20:00:00,0.7014762151907883,0.8460903020925725,0.6777232672777078,-0.17909582499863186,0.8546882372279652,37.94020184092977,1.8426913985609936,3.0997177298872085,13.356636362248864,13.356636362248864
2019-02-03 20:15:00,0.2572947256333391,0.4076904534388692,0.20081059570653537,-0.5878057686260152,0.790145276371857,50.96730290688689,100.0,36.43305106322054,12.868456150599105,12.868456150599105
2019-02-03 20:30:00,0.5394851248285759,0.7052688693009124,0.46498882364440774,-0.2858083145785728,0.750125099237261,43.98310163824402,46.69539934255581,49.51269691370532,13.210932333871162,13.210932333871162
2019-02-03 20:45:00,1.007857934068901,1.2035231787771439,1.0115860483964845,0.10811712535601092,0.8984389980527748,35.32128344121901,0.0,48.898466447518324,13.78465804066542,13.78465804066542
2019-02-03 21:00:00,1.094065605318506,1.3213600874396159,1.1857344652364876,0.17139938077517236,1.0074985326688575,33.506908308870464,0.0,15.565133114184988,13.932074773274095,13.932074773274095
2019-02-03 21:15:00,1.1218151358032502,1.3811821023381077,1.2999595046094825,0.10931947046277646,1.1823090179415878,32.49825471688098,0.0,-2.8184861851817306e-13,14.014951308665058,14.014951308665058
2019-02-03 21:30:00,1.1241384269740529,1.415288236881418,1.3890141997654926,0.03289262966117423,1.3465482394154438,31.82249134216924,0.0,-2.8184861851817306e-13,14.06930417863428,14.06930417863428
2019-02-03 21:45:00,1.0080919814509093,1.326837703986139,1.3375850078184426,-0.12689707059020394,1.4556702662490058,34.116438953078635,65.56398739817678,21.85466246605864,13.984816220720298,13.984816220720298
2019-02-03 22:00:00,1.2117619270264335,1.5650370913716793,1.6000619376703273,-0.006722378546297758,1.5940847249523167,30.39887582548183,0.0,21.85466246605864,14.270465936513821,14.270465936513821
2019-02-03 22:15:00,1.5266143993382775,1.9241783512404353,2.0359841547755053,0.1585975864209166,1.857009769685694,25.896721698386838,0.0,21.85466246605864,14.69629215576671,14.69629215576671
2019-02-03 22:30:00,1.3306249540082415,1.764214537148101,1.869866745110338,-0.108154919824055,1.9607502801594294,30.078759108526178,50.87811758673623,16.959372528911793,14.536235928923613,14.536235928923613
2019-02-03 22:45:00,1.323751138621998,1.7935475590685535,1.8723142012778915,-0.17307365678772557,2.028156231569395,29.481499035757018,43.6119300250139,31.496682537249757,14.589538346984355,14.589538346984355
2019-02-03 23:00:00,1.3443805145860521,1.8507986890954564,1.9095188566579324,-0.21180644887081046,2.1034698710314537,28.506178793118735,57.9601901904599,50.81674593406973,14.67492548435172,14.67492548435172
2019-02-03 23:15:00,0.7687013944778887,1.2908023615601616,1.285519778490385,-0.7628349564155035,2.043015469021282,43.17659498915635,100.0,67.19070673849099,14.059025825557846,14.059025825557846
