timestamp,ema50_dist_eth_btc_5m,ema200_dist_eth_btc_5m,upper_bb_dist_eth_btc_5m,lower_bb_dist_eth_btc_5m,width_bb_eth_btc_5m,rsi_eth_btc_5m,stoch_rsi_fastk_eth_btc_5m,stoch_rsi_fastd_eth_btc_5m,kijun_dist_eth_btc_5m,tenkan_dist_eth_btc_5m
2019-02-11 16:00:00,-0.6974336664685721,-1.462352612494977,-0.07053507004972648,-0.7848862590889127,0.7174196694752584,67.44986199180883,100.0,99.99999999999999,-0.8162417262770449,-0.3487578285001902
