timestamp,ema50_dist_neo_usd_6h,ema200_dist_neo_usd_6h,upper_bb_dist_neo_usd_6h,lower_bb_dist_neo_usd_6h,width_bb_neo_usd_6h,rsi_neo_usd_6h,stoch_rsi_fastk_neo_usd_6h,stoch_rsi_fastd_neo_usd_6h,kijun_dist_neo_usd_6h,tenkan_dist_neo_usd_6h
2018-11-01 19:00:00,1.74,12.02,3.4,-6.1,9.63,51.71,100.0,94.04,-52.42,-52.19
2018-11-02 01:00:00,0.07,10.09,1.65,-7.61,9.55,58.75,100.0,94.04,-53.2,-52.98
2018-11-02 07:00:00,0.11,10.04,1.58,-7.51,9.37,58.47,98.88,99.63,-53.18,-52.95
2018-11-02 13:00:00,0.03,9.85,1.25,-7.45,8.99,58.81,100.0,99.63,-53.22,-52.99
2018-11-02 19:00:00,-1.06,8.52,0.2,-8.56,9.13,63.41,100.0,99.63,-53.75,-53.53
2018-11-03 01:00:00,-0.89,8.59,0.42,-8.47,9.26,62.48,81.09,93.7,-53.68,-53.46
2018-11-03 07:00:00,0.61,10.16,2.1,-7.1,9.44,53.38,0.0,60.36,-52.97,-52.74
2018-11-03 13:00:00,0.79,10.28,2.55,-6.78,9.53,52.28,0.0,27.03,-52.87,-52.65
2018-11-03 19:00:00,0.71,10.12,2.73,-6.69,9.61,52.54,2.29,0.76,-52.9,-52.67
2018-11-04 01:00:00,1.89,11.38,4.08,-5.38,9.52,46.03,0.0,0.76,-52.31,-52.08
2018-11-04 07:00:00,-2.7,6.18,0.08,-9.83,10.42,64.45,100.0,34.1,-54.51,-54.29
2018-11-04 13:00:00,-4.38,4.11,-0.74,-11.68,11.66,69.22,100.0,66.67,-55.38,-55.17
2018-11-04 19:00:00,-4.16,4.12,0.18,-11.55,12.43,68.94,98.8,99.6,-55.36,-55.14
2018-11-05 01:00:00,-2.11,6.2,2.53,-9.25,12.2,59.26,57.07,85.29,-54.44,-54.22
2018-11-05 07:00:00,-1.82,6.37,2.93,-8.46,11.71,58.31,0.0,51.96,-54.34,-54.12
2018-11-05 13:00:00,-0.99,7.15,3.77,-7.12,11.08,54.92,0.0,19.02,-53.97,-53.75
2018-11-05 19:00:00,-1.19,6.81,3.57,-6.85,10.59,55.8,6.32,2.11,-54.09,-53.87
2018-11-06 01:00:00,-1.91,5.89,2.71,-6.86,9.78,58.58,84.31,30.21,-54.46,-54.24
2018-11-06 07:00:00,-3.76,3.69,0.89,-8.18,9.42,64.77,100.0,63.54,-55.39,-55.17
2018-11-06 13:00:00,-3.63,3.63,0.9,-7.35,8.52,64.84,100.0,94.77,-55.4,-55.18
2018-11-06 19:00:00,-4.58,2.39,0.26,-8.25,8.86,68.06,100.0,100.0,-55.92,-55.71
2018-11-07 01:00:00,-4.13,2.66,1.03,-7.91,9.26,66.43,82.8,94.27,-55.79,-55.58
2018-11-07 07:00:00,-3.43,3.24,1.93,-7.16,9.34,63.17,0.0,60.93,-55.53,-55.32
2018-11-07 13:00:00,-3.32,3.17,2.16,-6.95,9.33,63.27,1.98,28.26,-55.55,-55.33
2018-11-07 19:00:00,-2.42,3.99,3.15,-6.02,9.3,58.64,0.0,0.66,-55.18,-54.96
2018-11-08 01:00:00,-0.16,6.32,5.52,-3.74,9.18,48.28,0.0,0.66,-54.15,-53.92
2018-11-08 07:00:00,-1.14,5.18,4.35,-4.29,8.64,52.35,27.14,9.05,-54.62,-54.4
2018-11-08 13:00:00,-0.27,6.04,5.08,-2.98,7.98,48.85,3.78,10.31,-54.22,-54.0
2018-11-08 19:00:00,0.06,6.32,5.2,-2.2,7.29,47.58,0.0,10.31,-54.07,-53.85
2018-11-09 01:00:00,0.12,6.33,4.7,-1.19,5.78,47.29,0.0,1.26,-54.04,-53.81
2018-11-09 07:00:00,1.92,8.24,6.9,0.12,6.54,40.45,0.0,-0.0,-53.18,-52.95
2018-11-09 13:00:00,2.12,8.46,7.24,-0.17,7.16,39.52,0.0,-0.0,-53.05,-52.82
2018-11-09 19:00:00,2.32,8.68,7.55,-0.43,7.7,38.56,0.0,-0.0,-52.91,-52.68
2018-11-10 01:00:00,0.86,7.1,6.07,-2.02,7.92,45.6,80.62,26.87,-53.57,-53.34
2018-11-10 07:00:00,1.29,7.54,6.61,-1.8,8.21,43.73,73.54,51.39,-53.34,-53.12
2018-11-10 13:00:00,0.46,6.61,5.76,-2.65,8.28,47.6,100.0,84.72,-53.72,-53.49
2018-11-10 19:00:00,2.44,8.73,8.09,-1.05,8.84,40.1,17.04,63.53,-52.76,-52.53
2018-11-11 01:00:00,2.29,8.58,8.09,-1.53,9.32,40.37,3.67,40.23,-52.78,-52.56
2018-11-11 07:00:00,2.08,8.36,7.7,-1.98,9.41,41.02,12.31,11.0,-52.84,-52.62
2018-11-11 13:00:00,3.72,10.16,9.42,-0.84,9.84,35.32,0.0,5.33,-52.02,-51.78
2018-11-11 19:00:00,0.25,6.43,5.08,-3.98,9.02,50.02,100.0,37.44,-53.62,-53.39
2018-11-12 01:00:00,2.35,8.67,6.69,-1.9,8.39,43.21,53.68,51.23,-52.6,-52.37
2018-11-12 07:00:00,2.48,8.82,6.27,-1.71,7.8,42.58,49.42,67.7,-52.49,-52.26
2018-11-12 13:00:00,2.2,8.54,5.23,-1.72,6.83,43.32,54.4,52.5,-52.58,-52.35
2018-11-12 19:00:00,1.83,8.15,4.17,-1.79,5.89,44.51,25.96,43.26,-52.72,-52.49
2018-11-13 01:00:00,3.13,9.56,5.46,-0.71,6.03,40.11,0.0,26.79,-52.05,-51.82
2018-11-13 07:00:00,3.28,9.76,5.28,-0.55,5.69,39.29,0.0,8.65,-51.92,-51.69
2018-11-13 13:00:00,2.79,9.27,4.52,-1.0,5.42,41.01,32.95,10.98,-52.1,-51.87
2018-11-13 19:00:00,3.61,10.2,5.22,-0.31,5.4,38.02,0.0,10.98,-51.65,-51.41
2018-11-14 01:00:00,3.79,10.45,5.23,-0.22,5.32,37.03,0.0,10.98,-51.49,-51.26
2018-11-14 07:00:00,6.44,13.42,8.66,1.46,6.86,29.91,0.0,-0.0,-50.13,-49.89
2018-11-14 13:00:00,15.19,23.16,20.84,6.21,12.89,18.74,0.0,-0.0,-45.74,-45.48
2018-11-14 19:00:00,14.98,23.36,22.61,3.67,16.74,18.45,0.0,-0.0,-45.55,-45.29
2018-11-15 01:00:00,19.5,28.77,29.76,4.72,21.36,15.2,0.0,-0.0,-43.03,-42.76
2018-11-15 07:00:00,21.24,31.27,33.76,3.36,25.64,13.98,0.0,-0.0,-41.79,-41.51
2018-11-15 13:00:00,19.59,30.04,33.04,-0.08,28.43,16.34,49.56,16.52,-42.2,-41.92
2018-11-15 19:00:00,17.13,27.85,31.02,-3.55,30.4,21.27,100.0,49.85,-43.05,-42.78
2018-11-16 01:00:00,17.26,28.48,31.68,-4.72,32.08,20.63,91.34,80.3,-42.64,-42.37
2018-11-16 07:00:00,18.46,30.31,33.42,-5.06,33.7,19.23,72.06,87.8,-41.69,-41.41
2018-11-16 13:00:00,17.58,29.84,32.8,-6.87,35.11,19.69,68.13,77.18,-41.77,-41.49
2018-11-16 19:00:00,17.35,30.06,31.96,-7.73,35.4,19.33,4.84,48.34,-41.53,-41.25
2018-11-17 01:00:00,19.44,32.92,34.15,-7.05,36.28,17.27,0.0,24.32,-40.1,-39.81
2018-11-17 07:00:00,18.07,31.9,32.06,-8.71,36.51,19.28,82.77,29.21,-40.41,-40.13
2018-11-17 13:00:00,17.96,32.27,31.05,-9.14,36.22,18.79,62.53,48.44,-40.1,-39.81
2018-11-17 19:00:00,17.32,32.03,28.96,-9.6,35.16,18.73,71.07,72.13,-40.06,-39.77
2018-11-18 01:00:00,14.69,29.44,24.54,-11.27,33.58,25.96,100.0,77.87,-41.1,-40.82
2018-11-18 07:00:00,16.13,31.49,24.34,-9.64,31.66,23.62,67.58,79.55,-40.03,-39.74
2018-11-18 13:00:00,15.03,30.63,20.71,-9.39,28.49,25.29,90.73,86.1,-40.28,-39.99
2018-11-18 19:00:00,13.94,29.75,16.75,-8.66,24.42,27.14,100.0,86.1,-40.55,-40.26
2018-11-19 01:00:00,24.31,42.26,24.59,0.77,21.13,17.65,0.0,63.58,-34.62,-34.3
2018-11-19 07:00:00,30.46,50.22,29.39,5.48,20.36,14.56,0.0,33.33,-30.73,-30.39
2018-11-19 13:00:00,32.03,53.0,32.58,4.42,23.76,13.63,0.0,-0.0,-29.2,-28.86
2018-11-19 19:00:00,36.07,58.8,38.52,4.83,27.69,12.11,0.0,-0.0,-26.24,-25.88
2018-11-20 01:00:00,43.15,68.42,49.33,6.04,33.91,10.31,0.0,-0.0,-21.45,-21.07
2018-11-20 07:00:00,50.39,78.58,61.35,6.24,41.19,8.96,0.0,-0.0,-16.35,-15.94
2018-11-20 13:00:00,43.38,71.63,56.11,-1.82,45.56,15.58,100.0,33.33,-19.27,-18.88
2018-11-20 19:00:00,43.22,72.83,57.37,-4.56,48.99,15.2,94.27,64.76,-18.36,-17.96
2018-11-21 01:00:00,46.44,78.21,62.35,-5.26,52.59,14.07,77.19,90.49,-15.44,-15.04
2018-11-21 07:00:00,40.61,72.41,56.53,-10.84,54.84,19.38,100.0,90.49,-17.85,-17.45
2018-11-21 13:00:00,39.57,72.38,55.44,-12.92,56.38,19.2,96.6,91.26,-17.52,-17.12
2018-11-21 19:00:00,35.03,67.86,49.77,-16.45,56.76,23.52,100.0,98.87,-19.36,-18.97
2018-11-22 01:00:00,34.53,68.3,48.75,-17.4,57.19,23.12,95.75,97.45,-18.81,-18.42
2018-11-22 07:00:00,36.83,72.34,50.45,-16.57,57.31,21.51,53.5,83.08,-16.52,-16.11
2018-11-22 13:00:00,35.1,71.24,47.26,-17.8,56.71,21.96,64.04,71.1,-16.7,-16.3
2018-11-22 19:00:00,43.28,83.01,54.88,-13.45,56.61,18.38,0.0,39.18,-10.57,-10.14
2018-11-23 01:00:00,42.29,83.12,51.06,-13.65,54.52,18.16,0.0,21.35,-10.11,-9.67
2018-11-23 07:00:00,40.17,81.67,45.65,-13.99,51.49,18.86,18.37,6.12,-10.41,-9.98
2018-11-23 13:00:00,41.2,84.35,42.24,-11.38,46.45,17.93,0.0,6.12,-8.68,-8.23
2018-11-23 19:00:00,32.06,73.38,26.19,-12.65,36.38,29.24,100.0,39.46,-13.74,-13.33
2018-11-24 01:00:00,30.51,72.26,20.69,-10.81,30.02,29.68,100.0,66.67,-13.94,-13.53
2018-11-24 07:00:00,32.45,75.81,19.86,-7.45,25.72,27.73,83.45,94.48,-11.79,-11.36
2018-11-24 13:00:00,32.34,76.65,17.06,-5.28,21.09,27.04,77.57,87.01,-10.98,-10.55
2018-11-24 19:00:00,45.78,96.11,28.84,3.98,21.36,20.74,0.0,53.67,-0.68,-0.2
2018-11-25 01:00:00,50.56,104.27,35.5,5.01,25.36,18.9,0.0,25.86,3.98,4.48
2018-11-25 07:00:00,43.62,96.3,31.31,-1.05,28.11,24.36,61.81,20.6,0.42,0.9
2018-11-25 13:00:00,46.81,102.25,35.89,-0.33,30.75,22.71,46.81,36.21,3.98,4.49
2018-11-25 19:00:00,34.11,85.8,24.43,-8.78,30.8,34.01,100.0,69.54,-4.03,-3.57
2018-11-26 01:00:00,33.63,86.18,24.73,-9.06,31.34,33.56,96.99,81.27,-3.39,-2.92
2018-11-26 07:00:00,33.24,86.65,24.48,-9.1,31.17,33.05,91.45,96.15,-2.69,-2.22
2018-11-26 13:00:00,39.09,96.12,30.43,-5.46,31.91,29.5,60.06,82.83,2.75,3.25
2018-11-26 19:00:00,39.0,97.26,29.94,-5.43,31.51,28.86,0.0,50.5,3.86,4.36
2018-11-27 01:00:00,39.79,99.68,30.14,-4.74,30.95,27.84,0.0,20.02,5.66,6.17
2018-11-27 07:00:00,41.83,103.98,32.12,-3.69,31.35,26.33,0.0,-0.0,8.49,9.01
2018-11-27 13:00:00,37.97,99.66,27.78,-5.87,30.33,28.89,80.88,26.96,6.73,7.24
2018-11-27 19:00:00,30.74,90.11,21.31,-10.43,30.1,35.61,100.0,60.29,2.11,2.6
2018-11-28 01:00:00,23.92,80.8,15.03,-14.43,29.38,42.0,100.0,93.63,-2.46,-1.99
2018-11-28 07:00:00,20.52,76.3,11.84,-16.04,28.48,44.78,100.0,100.0,-4.47,-4.01
2018-11-28 13:00:00,11.61,63.32,4.46,-22.09,29.12,53.52,100.0,100.0,-11.16,-10.73
2018-11-28 19:00:00,11.77,63.61,4.31,-21.27,27.96,52.8,95.95,98.65,-10.66,-10.23
2018-11-29 01:00:00,12.83,65.28,4.69,-19.58,26.22,50.96,77.77,91.24,-9.39,-8.95
2018-11-29 07:00:00,5.55,54.4,-0.96,-25.13,27.81,58.29,100.0,91.24,-15.05,-14.64
2018-11-29 13:00:00,9.5,60.14,3.24,-22.12,28.0,52.91,26.61,68.13,-11.56,-11.13
2018-11-29 19:00:00,9.36,59.89,4.6,-22.0,29.14,52.63,22.78,49.8,-11.36,-10.94
2018-11-30 01:00:00,9.53,60.11,6.01,-21.04,29.24,51.95,13.46,20.95,-10.91,-10.48
2018-11-30 07:00:00,19.81,75.56,16.76,-12.83,29.02,41.51,0.0,12.08,-1.89,-1.42
2018-11-30 13:00:00,14.22,67.53,11.98,-15.63,28.12,46.51,43.83,19.09,-6.0,-5.54
2018-11-30 19:00:00,17.51,72.68,15.85,-12.75,28.17,43.28,15.94,19.92,-2.7,-2.23
2018-12-01 01:00:00,19.03,75.29,18.06,-11.26,28.36,41.59,0.77,20.18,-0.8,-0.32
2018-12-01 07:00:00,9.89,61.81,9.78,-17.6,28.49,50.12,100.0,38.9,-8.08,-7.64
2018-12-01 13:00:00,7.5,58.16,8.18,-18.43,28.04,52.1,100.0,66.92,-9.82,-9.39
2018-12-01 19:00:00,8.54,59.6,9.74,-16.33,26.96,50.64,86.14,95.38,-8.66,-8.22
2018-12-02 01:00:00,8.99,60.2,10.36,-14.2,25.04,49.77,77.85,88.0,-7.97,-7.52
2018-12-02 07:00:00,10.29,62.1,11.15,-10.52,21.6,47.95,0.0,54.66,-6.52,-6.07
2018-12-02 13:00:00,9.16,60.38,9.34,-8.79,18.08,48.83,21.35,33.07,-7.16,-6.71
2018-12-02 19:00:00,9.63,61.04,9.57,-6.59,15.92,47.83,0.0,7.12,-6.43,-5.97
2018-12-03 01:00:00,11.49,63.82,11.77,-4.27,15.45,45.2,0.0,7.12,-4.44,-3.97
2018-12-03 07:00:00,12.44,65.31,13.31,-3.22,15.74,43.63,0.0,0.0,-3.18,-2.72
2018-12-03 13:00:00,18.22,74.15,20.13,0.6,17.7,37.73,0.0,0.0,2.43,2.92
2018-12-03 19:00:00,16.76,72.27,19.3,-1.41,19.01,38.75,10.09,3.36,1.75,2.25
2018-12-04 01:00:00,20.48,78.22,24.43,0.31,21.46,35.2,0.0,3.36,5.73,6.24
2018-12-04 07:00:00,12.05,65.81,14.33,-6.03,19.55,44.99,100.0,36.7,-1.24,-0.76
2018-12-04 13:00:00,10.57,63.61,12.2,-6.92,18.63,46.25,100.0,66.67,-2.17,-1.69
2018-12-04 19:00:00,10.38,63.34,11.29,-6.63,17.52,45.99,97.62,99.21,-1.95,-1.48
2018-12-05 01:00:00,14.12,69.02,14.54,-3.32,16.92,41.61,57.97,85.2,1.88,2.37
2018-12-05 07:00:00,14.21,69.31,15.37,-3.36,17.66,40.98,0.0,51.86,2.47,2.97
2018-12-05 13:00:00,19.24,77.17,21.58,-0.21,19.69,36.12,0.0,19.32,7.7,8.22
2018-12-05 19:00:00,17.95,75.58,21.37,-2.06,21.37,36.87,7.55,2.52,7.19,7.71
2018-12-06 01:00:00,13.65,69.3,17.58,-5.7,21.98,41.97,100.0,35.85,3.79,4.29
2018-12-06 07:00:00,17.05,74.66,21.21,-3.39,22.59,38.31,37.49,48.35,7.53,8.05
2018-12-06 13:00:00,23.08,84.22,27.73,0.43,23.93,33.43,0.0,45.83,13.93,14.48
2018-12-06 19:00:00,33.79,101.3,41.09,5.79,28.6,27.72,0.0,12.5,25.13,25.73
2018-12-07 01:00:00,31.88,99.38,40.34,1.88,31.76,28.34,4.33,1.44,24.56,25.16
2018-12-07 07:00:00,33.62,103.05,43.56,0.74,35.05,27.08,0.0,1.44,27.5,28.11
2018-12-07 13:00:00,39.59,113.43,51.5,2.14,38.92,24.43,0.0,1.44,34.73,35.38
2018-12-07 19:00:00,25.56,92.66,35.6,-8.6,38.94,36.52,100.0,33.33,22.2,22.79
2018-12-08 01:00:00,24.51,91.64,33.85,-9.74,38.91,36.57,100.0,66.67,22.15,22.74
2018-12-08 07:00:00,24.23,91.82,32.93,-10.22,38.75,36.16,96.62,98.87,22.84,23.44
2018-12-08 13:00:00,26.59,96.17,35.91,-9.36,39.96,34.21,80.57,92.4,26.25,26.86
2018-12-08 19:00:00,23.63,92.16,32.64,-11.86,40.32,36.34,90.32,89.17,24.26,24.86
2018-12-09 01:00:00,20.32,87.43,29.25,-14.42,40.66,39.11,100.0,90.29,21.77,22.36
2018-12-09 07:00:00,17.44,83.2,24.74,-15.89,38.91,41.61,100.0,96.77,19.57,20.15
2018-12-09 13:00:00,11.32,73.64,16.3,-19.14,35.95,48.05,100.0,100.0,13.81,14.36
2018-12-09 19:00:00,13.58,77.26,16.31,-16.07,32.35,45.29,76.44,92.15,16.7,17.26
2018-12-10 01:00:00,13.74,77.59,14.86,-14.88,29.75,44.61,61.57,79.34,17.43,18.0
2018-12-10 07:00:00,14.6,79.07,13.91,-12.98,26.77,43.21,24.79,54.27,18.93,19.51
2018-12-10 13:00:00,17.28,83.53,15.84,-10.33,25.46,40.14,0.0,28.79,22.45,23.05
2018-12-10 19:00:00,15.62,81.11,13.07,-10.69,23.48,41.48,25.93,16.91,21.38,21.97
2018-12-11 01:00:00,13.64,78.1,8.49,-10.15,18.79,43.4,72.97,32.97,19.89,20.47
2018-12-11 07:00:00,19.91,88.31,12.56,-3.7,15.57,37.12,0.0,32.97,27.36,27.98
2018-12-11 13:00:00,20.09,88.99,12.42,-3.09,14.83,36.37,0.0,24.32,28.42,29.04
2018-12-11 19:00:00,19.23,87.98,12.43,-3.5,15.25,36.48,1.57,0.52,28.34,28.96
2018-12-12 01:00:00,15.53,82.33,9.55,-6.01,15.28,40.87,63.91,21.83,25.04,25.65
2018-12-12 07:00:00,10.5,74.31,5.35,-9.34,14.99,47.22,100.0,55.16,20.06,20.64
2018-12-12 13:00:00,10.48,74.21,5.04,-7.26,12.44,46.72,95.4,86.44,20.5,21.08
2018-12-12 19:00:00,12.21,76.95,7.14,-5.43,12.47,44.04,70.4,88.6,22.93,23.53
2018-12-13 01:00:00,15.35,82.06,10.8,-2.71,12.99,40.05,0.0,55.27,27.06,27.67
2018-12-13 07:00:00,13.82,79.74,9.88,-3.8,13.27,41.48,20.03,30.14,25.99,26.6
2018-12-13 13:00:00,11.67,76.34,8.23,-5.0,13.02,44.05,59.96,26.66,24.15,24.75
2018-12-13 19:00:00,16.28,83.81,13.62,-1.26,14.02,38.47,0.0,26.66,30.0,30.63
2018-12-14 01:00:00,17.14,85.42,15.42,-1.04,15.35,37.06,0.0,19.99,31.75,32.38
2018-12-14 07:00:00,17.64,86.49,16.68,-1.19,16.58,35.95,0.0,-0.0,33.12,33.77
2018-12-14 13:00:00,17.47,86.47,15.96,-1.23,16.01,35.46,0.0,-0.0,33.73,34.38
2018-12-14 19:00:00,15.3,83.19,13.49,-2.89,15.56,38.12,88.43,29.48,31.98,32.62
2018-12-15 01:00:00,14.26,81.64,12.03,-3.46,14.85,38.95,100.0,62.81,31.45,32.09
2018-12-15 07:00:00,16.36,85.18,14.04,-1.74,14.87,35.88,12.11,66.85,34.64,35.29
2018-12-15 13:00:00,16.61,85.8,14.76,-1.85,15.6,34.92,0.0,37.37,35.71,36.37
2018-12-15 19:00:00,12.63,79.47,10.67,-4.94,15.18,41.45,100.0,37.37,31.67,32.31
2018-12-16 01:00:00,6.58,69.57,4.25,-9.48,14.1,51.05,100.0,66.67,24.93,25.53
2018-12-16 07:00:00,6.88,69.78,4.93,-8.98,14.2,50.12,94.29,98.1,25.6,26.2
2018-12-16 13:00:00,7.08,69.86,5.53,-8.51,14.25,49.31,89.21,94.5,26.17,26.78
2018-12-16 19:00:00,10.04,74.47,8.82,-5.73,14.33,44.15,28.17,70.56,30.15,30.78
2018-12-17 01:00:00,7.69,70.52,6.6,-7.5,14.17,47.69,51.28,56.22,27.73,28.35
2018-12-17 07:00:00,3.57,63.59,2.15,-10.63,13.34,54.13,100.0,59.82,23.03,23.62
2018-12-17 13:00:00,-3.46,51.75,-3.42,-17.81,16.1,63.82,100.0,83.76,14.51,15.06
2018-12-17 19:00:00,-4.81,48.82,-2.94,-20.34,19.7,65.66,100.0,100.0,12.67,13.21
2018-12-18 01:00:00,-3.05,50.86,0.26,-19.52,21.89,62.08,80.1,93.37,14.6,15.16
2018-12-18 07:00:00,-2.65,50.81,1.81,-19.65,23.56,61.45,63.49,81.19,14.95,15.51
2018-12-18 13:00:00,-4.12,47.79,1.48,-21.49,25.52,63.71,53.59,65.72,13.01,13.56
2018-12-18 19:00:00,-8.01,40.89,-0.66,-25.56,28.65,69.03,100.0,72.36,8.05,8.58
2018-12-19 01:00:00,-10.28,36.39,-0.99,-28.3,31.99,72.07,100.0,84.53,4.88,5.39
2018-12-19 07:00:00,-11.55,33.41,-0.36,-29.96,34.88,73.93,100.0,100.0,2.85,3.35
2018-12-19 13:00:00,-10.35,34.25,2.41,-28.99,36.21,71.61,77.34,92.45,3.76,4.26
2018-12-19 19:00:00,-3.36,44.06,10.75,-22.54,35.37,56.34,0.0,59.11,11.69,12.23
2018-12-20 01:00:00,-5.27,40.48,8.96,-23.21,34.64,59.11,15.73,31.02,9.23,9.76
2018-12-20 07:00:00,-11.32,30.52,2.92,-27.48,34.65,66.72,59.01,24.91,1.72,2.21
2018-12-20 13:00:00,-10.4,30.95,4.35,-25.47,33.34,65.65,60.95,45.23,2.29,2.79
2018-12-20 19:00:00,-10.57,29.76,4.53,-24.57,32.34,66.35,96.46,72.14,1.6,2.09
2018-12-21 01:00:00,-6.29,35.24,9.6,-20.05,31.28,58.18,0.0,52.47,6.17,6.68
2018-12-21 07:00:00,-8.01,31.97,7.64,-20.49,30.06,60.76,30.21,42.22,3.86,4.36
2018-12-21 13:00:00,-4.66,36.14,11.11,-16.04,27.84,55.18,0.0,10.07,7.42,7.94
2018-12-21 19:00:00,-4.9,35.16,9.67,-13.71,23.86,55.77,5.28,11.83,6.93,7.45
2018-12-22 01:00:00,-3.6,36.43,9.72,-9.88,19.62,53.79,0.0,1.76,8.22,8.74
2018-12-22 07:00:00,-5.95,32.44,5.92,-10.0,16.25,57.5,53.14,19.47,5.31,5.82
2018-12-22 13:00:00,-4.09,34.48,7.65,-7.56,15.2,54.4,16.36,23.17,7.21,7.73
2018-12-22 19:00:00,-7.27,29.3,3.98,-10.32,14.77,59.33,100.0,56.5,3.32,3.82
2018-12-23 01:00:00,-9.8,24.97,1.17,-12.36,14.33,63.17,100.0,72.12,0.06,0.55
2018-12-23 07:00:00,-16.79,14.19,-4.73,-20.51,18.06,71.68,100.0,100.0,-8.46,-8.02
2018-12-23 13:00:00,-12.15,19.69,0.92,-15.93,18.22,62.94,49.41,83.14,-3.89,-3.43
2018-12-23 19:00:00,-11.19,20.17,2.38,-15.27,18.87,62.01,21.71,57.04,-3.34,-2.87
2018-12-24 01:00:00,-20.31,6.63,-5.3,-26.76,25.56,71.87,100.0,57.04,-14.18,-13.76
2018-12-24 07:00:00,-18.78,7.58,-1.73,-27.13,29.67,70.2,83.01,68.24,-13.35,-12.93
2018-12-24 13:00:00,-20.23,4.52,-1.58,-30.19,34.01,72.27,100.0,94.34,-15.78,-15.37
2018-12-24 19:00:00,-16.22,8.82,3.93,-26.51,34.31,65.25,31.53,71.51,-12.25,-11.82
2018-12-25 01:00:00,-4.28,23.86,18.4,-15.22,33.09,49.9,0.0,43.84,0.08,0.56
2018-12-25 07:00:00,-3.83,24.0,18.79,-14.86,32.99,49.62,0.0,10.51,0.38,0.87
2018-12-25 13:00:00,-2.38,25.48,20.46,-13.61,32.95,48.33,0.0,0.0,1.79,2.29
2018-12-25 19:00:00,-7.59,18.2,13.89,-18.2,32.79,53.85,32.6,10.87,-3.96,-3.5
2018-12-26 01:00:00,-9.66,14.91,11.23,-19.54,32.1,56.27,100.0,44.2,-6.52,-6.06
2018-12-26 07:00:00,-5.03,20.33,16.71,-15.08,31.53,51.18,35.93,56.17,-1.94,-1.47
2018-12-26 13:00:00,-5.94,18.68,15.17,-15.02,30.16,52.35,50.65,62.19,-3.13,-2.67
2018-12-26 19:00:00,-8.09,15.4,12.13,-16.07,28.77,54.93,73.73,53.44,-5.69,-5.23
2018-12-27 01:00:00,-3.35,20.96,17.29,-10.57,26.96,49.69,0.0,41.46,-0.97,-0.49
2018-12-27 07:00:00,-4.1,19.62,15.91,-10.47,25.68,50.66,18.53,30.75,-1.91,-1.43
2018-12-27 13:00:00,-3.82,19.58,15.53,-8.97,23.73,50.51,15.67,11.4,-1.77,-1.3
2018-12-27 19:00:00,4.35,29.66,25.9,-1.75,24.68,42.54,0.0,11.4,6.75,7.26
2018-12-28 01:00:00,4.55,29.84,26.89,-2.61,26.3,42.23,0.0,5.22,7.15,7.66
2018-12-28 07:00:00,0.74,24.9,21.9,-7.01,26.91,46.43,49.76,16.59,3.27,3.77
2018-12-28 13:00:00,-8.4,13.01,10.61,-15.69,26.98,56.26,100.0,49.92,-6.45,-6.0
2018-12-28 19:00:00,-9.6,10.93,9.06,-17.03,27.17,57.82,100.0,83.25,-8.08,-7.63
2018-12-29 01:00:00,-8.71,11.48,8.41,-16.01,25.38,57.07,95.19,98.4,-7.53,-7.08
2018-12-29 07:00:00,-6.26,14.02,9.56,-13.47,23.49,54.1,67.3,87.5,-5.31,-4.85
2018-12-29 13:00:00,-5.94,13.97,7.01,-12.02,19.52,54.0,0.0,54.16,-5.23,-4.77
2018-12-29 19:00:00,-7.27,11.88,3.83,-12.82,17.43,55.94,50.83,39.38,-6.87,-6.42
2018-12-30 01:00:00,-6.81,11.97,4.49,-12.43,17.62,55.66,53.98,34.94,-6.69,-6.24
2018-12-30 07:00:00,-9.18,8.59,2.29,-14.91,18.36,59.15,100.0,68.27,-9.44,-9.0
2018-12-30 13:00:00,-8.03,9.48,3.75,-13.65,18.3,57.66,71.02,75.0,-8.62,-8.18
2018-12-30 19:00:00,-8.4,8.54,3.57,-14.39,18.99,58.63,85.06,85.36,-9.33,-8.89
2018-12-31 01:00:00,-3.97,13.47,8.27,-10.42,18.89,51.36,0.0,52.03,-5.1,-4.64
2018-12-31 07:00:00,-3.0,14.32,9.28,-9.46,18.76,50.11,0.0,28.35,-4.27,-3.8
2018-12-31 13:00:00,-3.39,13.57,8.77,-9.85,18.72,50.91,9.34,3.11,-4.78,-4.32
2018-12-31 19:00:00,-0.21,17.12,12.17,-7.15,18.85,46.24,0.0,3.11,-1.66,-1.18
2019-01-01 01:00:00,0.12,17.34,12.54,-6.8,18.8,45.78,0.0,3.11,-1.33,-0.85
2019-01-01 07:00:00,-0.85,16.01,11.42,-7.69,18.76,47.47,32.98,10.99,-2.31,-1.84
2019-01-01 13:00:00,-0.45,16.29,11.85,-7.32,18.74,46.87,21.16,18.05,-1.94,-1.46
2019-01-01 19:00:00,-5.21,10.37,5.75,-10.17,16.28,55.27,100.0,51.38,-6.84,-6.39
2019-01-02 01:00:00,-4.0,11.48,5.76,-6.81,12.64,53.29,79.1,66.75,-5.81,-5.36
2019-01-02 07:00:00,-5.36,9.55,3.34,-6.64,10.14,55.87,100.0,93.03,-7.36,-6.91
2019-01-02 13:00:00,-5.67,8.83,2.91,-7.18,10.31,56.77,100.0,93.03,-7.89,-7.45
