timestamp,ema50_dist_trx_usd_30m,ema200_dist_trx_usd_30m,lower_bb_dist_trx_usd_30m,width_bb_trx_usd_30m,rsi_trx_usd_30m,stoch_rsi_fastk_trx_usd_30m,stoch_rsi_fastd_trx_usd_30m,kijun_dist_trx_usd_30m,tenkan_dist_trx_usd_30m
2019-02-02 19:00:00,0.007588421077468821,0.018226774073051955,-0.004364178653206485,0.022435445970978803,0.44435924519612635,0.20795275507489638,0.40265091835829897,0.007118320610687068,0.009293893129771025
2019-02-02 19:30:00,0.00644174435946776,0.01699738586524191,-0.004542670539003146,0.02140674892230139,0.4526332535245342,0.34712940461157815,0.5183607198954917,0.006234984555542944,0.008408648896007342
2019-02-02 20:00:00,0.006226003351906151,0.0171442147152554,-0.0049102127321892786,0.021920340701638116,0.45231788200836187,0.34182455728268757,0.29896890565638756,0.0062733582487988215,0.008447105483944783
2019-02-02 20:30:00,0.006830566602070931,0.017662547556665187,-0.004810911998057943,0.0223299712285911,0.4446442458264064,0.006052644359051267,0.23166886875110587,0.007156761708462245,0.009332417267834625
2019-02-02 21:30:00,0.009748541374084763,0.021279856991943902,-0.0028062997599150874,0.023865714431145393,0.4162110085813173,0.0,0.11595906721391316,0.010473710412438164,0.01265653122965582
2019-02-02 22:00:00,0.007031301974097071,0.01820697213624145,-0.005867424458981474,0.023926773812114083,0.44424738786150875,0.7697597807027213,0.2586041416872577,0.008041717603912035,0.010219284841075815
2019-02-02 22:30:00,0.01143541203810483,0.021192857094641138,-0.0015537016243931667,0.022525369106084762,0.4026028932489553,0.0,0.25658659356757396,0.012917466410748535,0.015105566218809985
2019-02-02 23:00:00,0.011883088025126387,0.021864994388292258,-0.00203482455812376,0.023665176709807712,0.3950072740033368,0.0,0.25658659356757396,0.013851533082302359,0.016041650657035333
2019-02-02 23:30:00,0.009032228709185519,0.017598531299460207,-0.0046127129782658205,0.022067959024420592,0.4261011637568447,0.6314747736584999,0.21049159121950015,0.011364507474127983,0.013549252587198302
2019-02-03 00:00:00,0.004313075714128534,0.012084332310319912,-0.009073801174790286,0.021126332743857678,0.4792441300715573,1.0000000000000002,0.5438249245528335,0.006810897435897578,0.008985805860805884
2019-02-03 00:30:00,-0.006776483808455858,0.0009322498341750585,-0.020454658163737482,0.02159772782874431,0.5845694543250907,1.0,0.8771582578861667,-0.00458352195563605,-0.0024332277048437767
2019-02-03 01:00:00,-0.000460715165527259,0.006988502745817415,-0.01416742533797588,0.02123214002865915,0.5213555607822894,0.6665268703097579,0.8888422901032527,0.0017273452032953163,0.00389127216126961
2019-02-03 01:30:00,0.009502971741133459,0.015761547375172436,-0.004032039492852912,0.019678179189071464,0.4387473997300792,0.07980294308651148,0.5821099377987565,0.012101568792911577,0.014287906102566028
2019-02-03 02:00:00,0.004502144345410741,0.009412256588006374,-0.008324304228869206,0.017726917795857545,0.47983940415156845,0.281795538648891,0.3427084506817202,0.0072721026110855735,0.00944800732936324
2019-02-03 03:30:00,0.0017535309871605786,0.005885882704949941,-0.010644886740586945,0.016570198265745982,0.5018354438677889,0.43263719135574397,0.26474522436371556,0.004587679890352581,0.0067577857306022615
2019-02-03 04:00:00,0.0007695573155424018,0.005146208658368012,-0.01159328180126995,0.01679362532504043,0.5098080421091156,0.8602133430149169,0.5248820243398507,0.0036324217412804227,0.005800464037123199
2019-02-03 04:30:00,0.0005565516098500201,0.005268696887815283,-0.011725952744220725,0.017049696759160026,0.5114919311686943,0.9999999999999999,0.7642835114568869,0.003441588074231783,0.0056092181320352985
2019-02-03 05:00:00,-0.00041483305883094346,0.004700966492089176,-0.012660088139381909,0.017430420048234693,0.5207119523587215,1.0,0.953404447671639,0.0024504217004786,0.004615910645087817
2019-02-03 06:00:00,0.0028964454782418603,0.008217837383393212,-0.009182308258661287,0.017408540657276768,0.4864838774017776,0.0,0.6666666666666667,0.00588975297346761,0.008062671546203326
2019-02-03 07:00:00,0.0009497280114749707,0.00589807085054872,-0.010950958758624285,0.016891705556549598,0.5059150380335121,0.5676965665225786,0.522565522174193,0.003976105319229983,0.006144890038809914
2019-02-03 07:30:00,0.003922374516001748,0.009046301453973893,-0.007855461759319282,0.016891705556549598,0.4742226145450662,0.0,0.18923218884085968,0.007118320610687068,0.009293893129771025
2019-02-03 08:00:00,0.006722776028918576,0.012086271121580339,-0.005160543709637033,0.017187297562285094,0.44493808439578897,0.0,0.18923218884085968,0.010202909647779368,0.012385145482389115
2019-02-03 08:30:00,0.006348058231227638,0.011899113240616765,-0.0055828402245025055,0.017426916882689072,0.44631888719897506,0.022644666891522378,0.007548222297174267,0.010086896604524664,0.012268881828273903
2019-02-03 09:00:00,0.006914081072352918,0.012737046514640138,-0.005105155016231544,0.017774375478320295,0.43771940815134697,0.0,0.007548222297174267,0.010938278226887865,0.013122102601432983
2019-02-03 09:30:00,0.003649983354381048,0.009610702626005052,-0.007926339322974041,0.017522285002057717,0.4776269230017216,1.0,0.3408815556305076,0.00781070964784969,0.009987777862653813
2019-02-03 11:30:00,0.000569397478079825,0.006735374340081979,-0.010821125615690708,0.01759243912106259,0.5142930909480838,1.0,0.6666666666666669,0.0047406899702993055,0.0069111263422436675
2019-02-03 12:00:00,-0.0010973577360702258,0.005188711662775125,-0.01171169033765418,0.01695570284446526,0.5341029728898539,1.0,1.0000000000000002,0.0030220093511232893,0.005188733036834314
2019-02-03 13:00:00,0.002387274306957954,0.00843733089102816,-0.00709830063886463,0.015525237148785636,0.48921713948589257,0.534299924206594,0.8447666414021983,0.006618853240758504,0.008793346812650205
2019-02-03 13:30:00,0.002661200632621874,0.0086606682363628,-0.006126607250980909,0.014768563267350635,0.48455182035342537,0.12261653152833092,0.5523054852449752,0.0070030149219555415,0.009178338358203364
2019-02-03 14:00:00,0.0038821840176281874,0.010046737082531454,-0.004914318387229444,0.014922760542164987,0.4672759357979158,0.0,0.2189721519116419,0.00838842817288965,0.010566744372683345
2019-02-03 14:30:00,0.0025150953077941463,0.006453694221273176,-0.005022396511350835,0.011467883754746194,0.4853883281949882,0.2710338986322856,0.13121681005353905,0.007118320610687068,0.009293893129771025
2019-02-03 15:00:00,0.00047193811362444826,0.0038834943951964185,-0.0068279197941992775,0.010727206919652956,0.513969724338931,1.0000000000000002,0.42367796621076215,0.005085133127642694,0.0072563135641641185
2019-02-03 16:00:00,0.009807013403885456,0.01416440651508788,0.0020509781002957528,0.012016006332679543,0.3998153401939961,0.0,0.42367796621076215,0.01486538461538478,0.017057692307692385
2019-02-03 16:30:00,0.009422424642948846,0.014744871678333382,0.0007166667832041451,0.01392058804142439,0.39981534019399606,0.0,0.33333333333333365,0.01486538461538478,0.017057692307692385
2019-02-03 17:00:00,0.00979952074379753,0.015784394275987657,0.00012784590876879776,0.015532966222561236,0.3918365176274314,0.0,2.3684757858670006e-16,0.015646651270207812,0.017840646651270387
2019-02-03 17:30:00,0.009415225812668071,0.015681368727625378,-0.0009662032156945166,0.01652598067289565,0.3918365176274313,0.0,2.3684757858670006e-16,0.015646651270207812,0.017840646651270387
2019-02-03 18:00:00,0.008299977951766735,0.014495055777614896,-0.0024681327006927933,0.01686179074817394,0.40559378142913993,1.0,0.3333333333333336,0.01486538461538478,0.017057692307692385
2019-02-03 18:30:00,0.007899974444311786,0.013647938384266478,-0.00300644926804583,0.016566242905524456,0.4070382997434101,1.0,0.6666666666666669,0.01478732405199601,0.016979463118221627
2019-02-03 19:00:00,0.008410196108280088,0.0142689485342129,-0.0028948145850224982,0.017066703632641032,0.3956482320273977,0.2507412861785332,0.7502470953928446,0.015646651270207812,0.017840646651270387
2019-02-03 19:30:00,0.012915150890937532,0.0192211293714184,0.0005227876917497376,0.018515556870058333,0.33623471121289117,0.0,0.41691376205951125,0.020714865962631945,0.02291980967854257
2019-02-03 20:00:00,0.009518522422877984,0.01597216411514424,-0.0032754655653157716,0.019126209820215952,0.39466739392659717,0.825278547689986,0.3586732779561732,0.017683585313174932,0.019881980870101845
2019-02-03 20:30:00,0.021572469530973137,0.031060253056222287,0.005392871943775912,0.025207927250912213,0.2811342157721511,0.0,0.2750928492299955,0.030722656250000036,0.03294921875000001
2019-02-03 21:00:00,0.022608766150630455,0.03457733790875617,0.0035425008451068773,0.03045437905420154,0.26869869371517385,0.0,0.2750928492299955,0.032699307267817224,0.03493013972055903
2019-02-03 21:30:00,0.014886988265641943,0.027461606518958348,-0.004962578147409191,0.032063486025478566,0.3770948479577857,0.8605006962894904,0.28683356542983035,0.02551496307811907,0.027730275942479787
2019-02-03 22:00:00,0.019369662801839826,0.032875667392635366,-0.002153317117214004,0.034499038733777077,0.33711189258439106,0.5430968070194728,0.46786583443632135,0.03084345821775991,0.033070281673633684
2019-02-03 22:30:00,0.019874346644174867,0.033557069854787125,-0.0029437073137152936,0.03595049440906467,0.3278241073826516,0.54545674688,0.6496847500629879,0.03217415115005484,0.0344038491628853
2019-02-03 23:30:00,0.014592750612676397,0.02701017351037427,-0.008160395455707015,0.03484218523675515,0.3922976797648339,1.0,0.6961845179664912,0.027431664200607386,0.029651117514212455
