timestamp,ema50_dist_omg_usd_6h,ema200_dist_omg_usd_6h,upper_bb_dist_omg_usd_6h,lower_bb_dist_omg_usd_6h,width_bb_omg_usd_6h,rsi_omg_usd_6h,stoch_rsi_fastk_omg_usd_6h,stoch_rsi_fastd_omg_usd_6h,kijun_dist_omg_usd_6h,tenkan_dist_omg_usd_6h
2018-11-08 01:00:00,-1.77,2.73,5.21,-7.01,12.33,53.58,0.0,-0.0,-66.78,-66.78
2018-11-08 07:00:00,-2.38,1.97,4.43,-7.04,11.61,56.28,17.09,5.7,-67.02,-67.02
2018-11-08 13:00:00,-1.99,2.27,4.58,-5.97,10.63,54.79,9.29,8.79,-66.91,-66.91
2018-11-08 19:00:00,0.05,4.36,6.38,-3.19,9.42,46.16,0.0,8.79,-66.22,-66.22
2018-11-09 01:00:00,-0.83,3.37,4.95,-3.14,8.02,49.92,37.06,15.45,-66.53,-66.53
2018-11-09 07:00:00,-0.04,4.15,5.56,-1.92,7.35,46.88,7.05,14.7,-66.26,-66.26
2018-11-09 13:00:00,0.38,4.56,6.02,-1.5,7.35,45.26,0.0,14.7,-66.12,-66.12
2018-11-09 19:00:00,-0.51,3.57,5.05,-2.35,7.3,49.24,85.49,30.85,-66.43,-66.43
2018-11-10 01:00:00,-0.51,3.52,4.96,-2.18,7.03,49.32,87.16,57.55,-66.43,-66.43
2018-11-10 07:00:00,-0.21,3.78,5.25,-1.84,6.97,48.02,68.09,80.25,-66.33,-66.33
2018-11-10 13:00:00,-0.38,3.55,4.99,-1.89,6.77,48.97,91.31,82.19,-66.4,-66.4
2018-11-10 19:00:00,0.44,4.39,5.93,-1.33,7.09,45.07,0.0,53.13,-66.11,-66.11
2018-11-11 01:00:00,0.7,4.63,6.28,-1.33,7.43,43.84,0.0,30.44,-66.02,-66.02
2018-11-11 07:00:00,1.62,5.61,7.3,-0.83,7.88,39.76,0.0,-0.0,-65.68,-65.68
2018-11-11 13:00:00,3.75,7.9,9.61,0.6,8.57,32.5,0.0,-0.0,-64.91,-64.91
2018-11-11 19:00:00,3.33,7.52,8.95,-0.2,8.77,34.13,12.98,4.33,-65.01,-65.01
2018-11-12 01:00:00,3.64,7.93,9.21,-0.34,9.14,32.77,2.4,5.13,-64.85,-64.85
2018-11-12 07:00:00,3.06,7.37,8.11,-1.03,8.82,35.5,41.35,18.91,-65.01,-65.01
2018-11-12 13:00:00,0.4,4.58,4.62,-3.36,7.93,48.77,100.0,47.92,-65.9,-65.9
2018-11-12 19:00:00,0.33,4.47,4.1,-3.34,7.41,49.05,100.0,80.45,-65.93,-65.93
2018-11-13 01:00:00,1.54,5.74,5.15,-2.22,7.27,43.93,68.55,89.52,-65.49,-65.49
2018-11-13 07:00:00,1.69,5.91,4.9,-2.02,6.82,43.12,56.19,74.91,-65.42,-65.42
2018-11-13 13:00:00,1.07,5.26,3.83,-2.49,6.27,45.97,48.1,57.61,-65.61,-65.61
2018-11-13 19:00:00,2.63,6.93,5.48,-1.16,6.49,39.78,0.0,34.76,-65.04,-65.04
2018-11-14 01:00:00,1.71,5.97,4.29,-2.04,6.26,43.93,67.03,38.38,-65.34,-65.34
2018-11-14 07:00:00,5.19,9.73,8.27,0.69,7.26,33.49,0.0,22.34,-64.08,-64.08
2018-11-14 13:00:00,14.14,19.47,20.44,5.88,12.86,21.14,0.0,22.34,-60.82,-60.82
2018-11-14 19:00:00,13.5,19.18,21.29,3.2,16.12,21.41,1.16,0.39,-60.85,-60.85
2018-11-15 01:00:00,19.13,25.66,29.7,5.15,20.91,17.1,0.0,0.39,-58.64,-58.64
2018-11-15 07:00:00,20.27,27.46,32.9,3.34,25.03,16.1,0.0,0.39,-57.96,-57.96
2018-11-15 13:00:00,16.46,23.89,29.38,-1.5,27.1,23.91,100.0,33.33,-59.06,-59.06
2018-11-15 19:00:00,13.03,20.6,25.68,-5.25,28.06,30.69,100.0,66.67,-60.08,-60.08
2018-11-16 01:00:00,11.04,18.76,23.25,-7.42,28.41,34.21,100.0,100.0,-60.62,-60.62
2018-11-16 07:00:00,13.52,21.79,26.06,-6.11,29.25,30.91,81.81,93.94,-59.54,-59.54
2018-11-16 13:00:00,13.54,22.19,26.33,-6.85,30.24,30.34,62.41,81.41,-59.34,-59.34
2018-11-16 19:00:00,14.0,23.06,26.95,-7.21,31.09,29.29,0.0,48.08,-58.97,-58.97
2018-11-17 01:00:00,14.52,24.02,27.62,-7.52,31.93,28.17,0.0,20.8,-58.57,-58.57
2018-11-17 07:00:00,13.19,22.93,25.86,-9.05,32.21,30.23,75.13,25.04,-58.86,-58.86
2018-11-17 13:00:00,13.94,24.12,25.74,-8.61,31.64,28.76,27.27,34.13,-58.38,-58.38
2018-11-17 19:00:00,12.93,23.36,23.28,-9.23,30.38,30.08,92.76,65.05,-58.55,-58.55
2018-11-18 01:00:00,10.55,21.02,19.25,-10.7,28.73,35.5,100.0,73.34,-59.27,-59.27
2018-11-18 07:00:00,10.57,21.3,17.59,-10.01,26.6,34.81,89.83,94.2,-59.1,-59.1
2018-11-18 13:00:00,9.94,20.85,14.61,-9.32,23.31,35.47,99.7,96.51,-59.19,-59.19
2018-11-18 19:00:00,8.67,19.64,10.98,-8.99,19.77,38.29,100.0,96.51,-59.53,-59.53
2018-11-19 01:00:00,19.67,32.31,19.52,1.47,16.34,24.69,0.0,66.57,-55.13,-55.13
2018-11-19 07:00:00,24.79,38.7,23.9,5.29,16.24,21.07,0.0,33.33,-52.83,-52.83
2018-11-19 13:00:00,26.25,41.11,27.4,4.15,20.08,19.85,0.0,-0.0,-51.87,-51.87
2018-11-19 19:00:00,28.48,44.44,31.57,3.57,23.82,18.38,0.0,-0.0,-50.58,-50.58
2018-11-20 01:00:00,36.67,54.78,43.92,6.1,30.25,15.21,0.0,-0.0,-46.86,-46.86
2018-11-20 07:00:00,52.16,74.0,66.84,11.15,40.07,11.87,0.0,-0.0,-40.0,-40.0
2018-11-20 13:00:00,37.61,58.53,53.23,-2.42,44.38,24.78,100.0,33.33,-45.14,-45.14
2018-11-20 19:00:00,42.98,66.07,61.43,-2.08,48.98,22.71,84.02,61.34,-42.29,-42.29
2018-11-21 01:00:00,44.09,68.76,64.11,-4.44,52.8,21.96,78.16,87.39,-41.12,-41.12
2018-11-21 07:00:00,40.33,65.62,60.83,-9.31,55.77,23.95,93.65,85.28,-41.99,-41.99
2018-11-21 13:00:00,35.68,61.24,55.7,-13.84,57.51,27.14,100.0,90.6,-43.3,-43.3
2018-11-21 19:00:00,31.49,57.21,50.57,-17.42,58.32,30.18,100.0,97.88,-44.52,-44.52
2018-11-22 01:00:00,30.94,57.49,49.46,-18.5,58.85,29.84,95.89,98.63,-44.22,-44.22
2018-11-22 07:00:00,34.69,63.07,52.97,-16.99,59.3,27.52,57.32,84.4,-42.02,-42.02
2018-11-22 13:00:00,33.33,62.44,50.4,-18.36,59.27,27.53,12.82,55.34,-42.02,-42.02
2018-11-22 19:00:00,40.44,72.39,57.26,-14.87,59.52,24.13,0.0,23.38,-38.21,-38.21
2018-11-23 01:00:00,46.19,80.95,61.62,-12.06,59.05,21.86,0.0,4.27,-34.85,-34.85
2018-11-23 07:00:00,40.48,75.17,52.01,-14.87,56.4,25.81,69.75,23.25,-36.65,-36.65
2018-11-23 13:00:00,46.32,83.96,54.02,-10.21,52.68,23.41,27.47,32.41,-33.17,-33.17
2018-11-23 19:00:00,41.06,78.66,41.56,-9.83,44.35,26.76,100.0,65.74,-34.81,-34.81
2018-11-24 01:00:00,38.42,76.54,35.25,-9.7,39.86,27.82,100.0,75.82,-35.3,-35.3
2018-11-24 07:00:00,40.41,80.38,34.68,-7.26,36.88,26.43,68.4,89.47,-33.6,-33.6
2018-11-24 13:00:00,39.86,80.94,31.45,-6.19,33.42,26.02,59.21,75.87,-33.09,-33.09
2018-11-24 19:00:00,51.9,98.27,41.45,1.69,32.71,21.72,0.0,42.54,-26.32,-26.32
2018-11-25 01:00:00,58.9,109.45,49.7,3.78,36.23,19.7,0.0,19.74,-21.76,-21.76
2018-11-25 07:00:00,55.07,106.29,49.23,-1.18,40.65,20.98,19.11,6.37,-22.54,-22.54
2018-11-25 13:00:00,56.03,109.51,51.29,-2.48,43.22,20.27,8.98,9.36,-20.92,-20.92
2018-11-25 19:00:00,40.0,89.28,36.14,-12.72,43.74,32.39,100.0,42.7,-28.21,-28.21
2018-11-26 01:00:00,40.61,91.43,37.34,-12.69,44.54,31.5,92.99,67.32,-27.05,-27.05
2018-11-26 07:00:00,40.92,93.19,37.78,-12.72,44.87,30.72,86.21,93.07,-26.02,-26.02
2018-11-26 13:00:00,47.95,104.46,44.43,-8.9,45.28,27.58,60.36,79.85,-21.3,-21.3
2018-11-26 19:00:00,45.29,102.31,40.18,-10.04,43.64,28.27,14.18,53.58,-21.73,-21.73
2018-11-27 01:00:00,44.56,102.79,37.19,-9.47,40.98,27.88,7.63,27.39,-21.15,-21.15
2018-11-27 07:00:00,49.2,111.0,40.3,-6.32,39.85,25.68,0.0,7.27,-17.52,-17.52
2018-11-27 13:00:00,47.31,109.96,36.26,-6.45,37.17,25.67,0.0,2.54,-17.5,-17.5
2018-11-27 19:00:00,40.63,101.77,28.95,-9.87,35.44,30.55,100.0,33.33,-20.31,-20.31
2018-11-28 01:00:00,32.81,91.56,21.39,-14.07,34.21,36.86,100.0,66.67,-23.98,-23.98
2018-11-28 07:00:00,30.76,89.51,18.07,-13.93,31.35,37.66,100.0,100.0,-24.44,-24.44
2018-11-28 13:00:00,20.39,74.94,8.7,-19.92,30.32,47.12,100.0,100.0,-29.95,-29.95
2018-11-28 19:00:00,18.87,73.11,6.72,-19.8,28.37,47.85,100.0,100.0,-30.39,-30.39
2018-11-29 01:00:00,17.44,71.35,4.54,-19.44,25.91,48.6,100.0,100.0,-30.81,-30.81
2018-11-29 07:00:00,12.75,64.61,0.7,-22.23,25.7,53.03,100.0,100.0,-33.27,-33.27
2018-11-29 13:00:00,12.72,64.68,1.1,-21.87,25.63,52.43,89.86,96.62,-32.97,-32.97
2018-11-29 19:00:00,13.43,65.85,3.32,-21.29,27.04,50.88,58.51,82.79,-32.23,-32.23
2018-11-30 01:00:00,15.74,69.47,6.7,-18.82,27.17,47.44,0.0,49.46,-30.46,-30.46
2018-11-30 07:00:00,26.88,86.52,17.98,-10.16,27.07,37.43,0.0,19.5,-23.11,-23.11
2018-11-30 13:00:00,19.14,75.53,11.61,-14.37,26.35,44.37,46.26,15.42,-27.33,-27.33
2018-11-30 19:00:00,21.14,78.96,14.05,-12.45,26.29,42.21,35.55,27.27,-25.58,-25.58
2018-12-01 01:00:00,21.91,80.6,15.47,-11.44,26.37,41.0,35.69,39.17,-24.56,-24.56
2018-12-01 07:00:00,12.83,67.25,7.83,-17.59,26.72,49.56,100.0,57.08,-29.85,-29.85
2018-12-01 13:00:00,9.87,62.84,6.09,-18.87,26.66,52.03,100.0,78.56,-31.44,-31.44
2018-12-01 19:00:00,8.83,61.21,6.11,-18.76,26.55,52.72,100.0,100.0,-31.87,-31.87
2018-12-02 01:00:00,9.52,62.19,7.54,-17.05,25.82,51.46,89.23,96.41,-31.19,-31.19
2018-12-02 07:00:00,10.35,63.4,8.35,-14.13,23.15,49.99,13.78,67.67,-30.4,-30.4
2018-12-02 13:00:00,8.9,61.17,6.58,-12.63,19.8,51.3,47.91,50.3,-31.09,-31.09
2018-12-02 19:00:00,9.84,62.54,7.22,-9.63,17.06,49.58,0.0,20.56,-30.24,-30.24
2018-12-03 01:00:00,14.45,69.54,11.99,-4.65,16.06,43.79,0.0,15.97,-26.94,-26.94
2018-12-03 07:00:00,15.32,71.02,13.25,-3.01,15.47,42.35,0.0,-0.0,-25.99,-25.99
2018-12-03 13:00:00,19.73,77.98,18.88,-0.16,17.41,37.88,0.0,-0.0,-22.64,-22.64
2018-12-03 19:00:00,18.47,76.46,18.55,-1.83,18.81,38.53,5.62,1.87,-22.96,-22.96
2018-12-04 01:00:00,21.48,81.43,22.79,-0.46,20.91,35.5,0.0,1.87,-20.44,-20.44
2018-12-04 07:00:00,14.28,70.84,15.1,-6.14,20.33,43.85,100.0,35.21,-24.77,-24.77
2018-12-04 13:00:00,11.2,66.25,11.39,-8.21,19.3,47.05,100.0,66.67,-26.5,-26.5
2018-12-04 19:00:00,13.99,70.57,13.83,-5.66,18.73,43.63,70.42,90.14,-24.27,-24.27
2018-12-05 01:00:00,12.79,68.86,12.58,-6.49,18.51,44.5,77.92,82.78,-24.73,-24.73
2018-12-05 07:00:00,14.24,71.18,14.59,-4.76,18.44,42.43,0.0,49.45,-23.37,-23.37
2018-12-05 13:00:00,18.52,77.95,19.96,-1.87,20.02,37.97,0.0,25.97,-19.99,-19.99
2018-12-05 19:00:00,20.66,81.61,23.58,-1.03,22.12,35.72,0.0,-0.0,-17.98,-17.98
2018-12-06 01:00:00,16.2,75.14,19.86,-4.85,22.98,40.62,55.76,18.59,-20.56,-20.56
2018-12-06 07:00:00,15.43,74.18,19.16,-5.72,23.32,40.8,75.7,43.82,-20.66,-20.66
2018-12-06 13:00:00,20.64,82.48,24.61,-2.16,24.07,35.81,1.69,44.38,-16.5,-16.5
2018-12-06 19:00:00,29.0,95.95,34.17,2.65,26.62,30.24,0.0,25.8,-9.89,-9.89
2018-12-07 01:00:00,31.41,100.55,37.74,2.38,29.45,28.56,0.0,0.56,-7.31,-7.31
2018-12-07 07:00:00,35.63,108.13,43.68,2.93,33.04,26.28,0.0,-0.0,-3.31,-3.31
2018-12-07 13:00:00,35.0,108.26,43.41,0.53,35.16,25.98,0.0,-0.0,-2.74,-2.74
2018-12-07 19:00:00,17.32,81.27,23.12,-12.03,33.31,43.18,100.0,33.33,-14.97,-14.97
2018-12-08 01:00:00,18.92,84.09,24.22,-10.73,32.74,41.54,90.47,63.49,-13.25,-13.25
2018-12-08 07:00:00,19.05,84.64,23.85,-10.55,32.26,40.91,86.84,92.44,-12.59,-12.59
2018-12-08 13:00:00,18.0,83.31,22.85,-11.38,32.37,41.24,88.76,88.69,-12.82,-12.82
2018-12-08 19:00:00,12.58,74.93,16.98,-15.17,31.86,46.55,100.0,91.87,-16.45,-16.45
2018-12-09 01:00:00,16.89,81.87,21.73,-11.92,32.08,42.34,25.37,71.38,-12.74,-12.74
2018-12-09 07:00:00,13.16,76.14,17.01,-14.22,30.8,45.68,84.68,70.02,-15.12,-15.12
2018-12-09 13:00:00,5.65,64.17,8.02,-19.06,28.66,53.06,100.0,70.02,-20.58,-20.58
2018-12-09 19:00:00,7.54,66.91,9.14,-16.97,27.18,50.71,78.1,87.59,-18.93,-18.93
2018-12-10 01:00:00,9.11,69.23,9.54,-14.86,25.06,48.73,59.59,79.23,-17.46,-17.46
2018-12-10 07:00:00,8.61,68.32,8.14,-14.47,23.35,48.88,43.4,60.37,-17.57,-17.57
2018-12-10 13:00:00,10.52,71.22,9.85,-12.54,22.7,46.44,0.0,34.33,-15.8,-15.8
2018-12-10 19:00:00,10.61,71.32,10.07,-12.15,22.45,45.89,0.0,14.47,-15.4,-15.4
2018-12-11 01:00:00,7.94,67.01,7.1,-13.79,21.61,48.84,98.57,32.86,-17.2,-17.2
2018-12-11 07:00:00,13.8,76.18,12.32,-8.57,20.51,42.28,0.0,32.86,-12.27,-12.27
2018-12-11 13:00:00,12.36,74.0,11.1,-9.44,20.37,43.41,17.29,38.62,-12.99,-12.99
2018-12-11 19:00:00,11.92,73.33,11.13,-9.06,19.98,43.37,16.63,11.31,-12.95,-12.95
2018-12-12 01:00:00,12.98,75.04,12.48,-7.05,19.02,41.74,0.0,11.31,-11.71,-11.71
2018-12-12 07:00:00,9.22,69.1,8.21,-7.79,15.97,46.45,100.0,38.88,-14.36,-14.36
2018-12-12 13:00:00,10.15,70.47,7.86,-3.9,11.53,44.86,66.41,55.47,-13.31,-13.31
2018-12-12 19:00:00,12.45,74.06,10.7,-2.0,12.17,41.77,0.74,55.72,-11.1,-11.1
2018-12-13 01:00:00,13.71,76.12,12.76,-1.1,13.1,39.92,0.0,22.38,-9.66,-9.66
2018-12-13 07:00:00,12.52,74.32,12.25,-2.12,13.67,40.96,16.04,5.59,-10.2,-10.2
2018-12-13 13:00:00,7.69,66.66,7.76,-5.94,13.57,47.81,100.0,38.68,-13.8,-13.8
2018-12-13 19:00:00,16.22,80.07,17.33,0.51,15.44,38.4,0.0,38.68,-6.45,-6.45
2018-12-14 01:00:00,16.12,80.14,18.44,-0.32,17.21,37.95,0.0,33.33,-5.99,-5.99
2018-12-14 07:00:00,17.34,82.3,20.85,-0.36,19.24,36.38,0.0,-0.0,-4.43,-4.43
2018-12-14 13:00:00,20.36,87.41,24.08,1.21,20.3,33.53,0.0,-0.0,-1.3,-1.3
2018-12-14 19:00:00,21.46,89.57,25.72,0.88,21.93,32.2,0.0,-0.0,0.32,0.32
2018-12-15 01:00:00,18.58,85.42,22.92,-2.2,22.76,35.2,52.19,17.4,-1.42,-1.42
2018-12-15 07:00:00,21.19,89.94,25.87,-1.01,23.91,32.66,10.96,21.05,1.46,1.46
2018-12-15 13:00:00,21.22,90.44,26.37,-1.97,25.26,32.03,0.0,21.05,2.21,2.21
2018-12-15 19:00:00,17.82,85.38,22.72,-5.09,25.56,36.05,100.0,36.99,-0.04,-0.04
2018-12-16 01:00:00,13.41,78.52,16.95,-8.13,24.02,41.75,100.0,66.67,-3.32,-3.32
2018-12-16 07:00:00,7.67,69.27,10.84,-12.51,23.54,49.23,100.0,100.0,-7.95,-7.95
2018-12-16 13:00:00,12.52,76.92,15.49,-8.39,23.07,43.3,65.53,88.51,-3.37,-3.37
2018-12-16 19:00:00,12.48,76.9,15.01,-8.19,22.43,42.83,51.45,72.33,-2.96,-2.96
2018-12-17 01:00:00,12.15,76.39,14.37,-8.25,21.95,42.66,12.2,43.06,-2.82,-2.82
2018-12-17 07:00:00,8.38,70.29,9.35,-10.53,20.0,47.56,74.51,46.05,-5.79,-5.79
2018-12-17 13:00:00,0.21,56.89,1.0,-17.21,19.81,57.88,100.0,62.24,-12.88,-12.88
2018-12-17 19:00:00,-0.11,55.82,1.15,-17.72,20.57,58.26,100.0,91.5,-13.17,-13.17
2018-12-18 01:00:00,-0.05,55.36,1.89,-17.97,21.6,58.15,99.31,99.77,-13.11,-13.11
2018-12-18 07:00:00,2.66,59.15,4.85,-15.68,21.7,53.41,54.69,84.67,-10.66,-10.66
2018-12-18 13:00:00,-0.02,54.44,1.9,-17.78,21.37,57.0,74.14,76.05,-13.0,-13.0
2018-12-18 19:00:00,-5.33,45.44,-1.53,-23.32,24.88,63.75,100.0,76.28,-17.81,-17.81
2018-12-19 01:00:00,-7.37,41.44,-1.47,-26.23,28.74,66.35,100.0,91.38,-19.84,-19.84
2018-12-19 07:00:00,-8.76,38.38,-0.76,-28.42,32.39,68.26,100.0,100.0,-21.35,-21.35
2018-12-19 13:00:00,-9.34,36.55,0.55,-29.41,35.01,69.32,100.0,100.0,-22.18,-22.18
2018-12-19 19:00:00,-4.6,42.98,6.62,-25.03,34.86,59.6,0.0,66.67,-18.28,-18.28
2018-12-20 01:00:00,-8.86,35.7,3.2,-28.3,36.02,64.96,55.14,51.71,-22.23,-22.23
2018-12-20 07:00:00,-19.29,18.8,-5.22,-38.13,42.02,75.22,100.0,51.71,-31.81,-31.81
2018-12-20 13:00:00,-18.25,19.05,-1.67,-37.79,45.0,74.52,95.49,83.54,-31.55,-31.55
2018-12-20 19:00:00,-18.88,16.84,-0.32,-38.62,47.56,75.67,100.0,98.5,-32.72,-32.72
2018-12-21 01:00:00,-11.94,25.87,8.85,-32.5,46.89,62.55,0.0,65.16,-27.37,-27.37
2018-12-21 07:00:00,-13.95,21.96,7.32,-33.79,47.38,65.03,18.9,39.63,-29.5,-29.5
2018-12-21 13:00:00,-9.9,26.86,12.37,-29.11,45.27,59.18,0.0,6.3,-26.52,-26.52
2018-12-21 19:00:00,-8.62,27.89,13.58,-26.07,42.29,57.82,0.0,6.3,-25.76,-25.76
2018-12-22 01:00:00,-7.52,28.7,14.13,-22.7,38.48,56.67,0.0,-0.0,-25.12,-25.12
2018-12-22 07:00:00,-10.37,23.91,10.01,-23.02,35.33,60.3,43.4,14.47,-27.77,-27.77
2018-12-22 13:00:00,-9.35,24.55,11.05,-21.08,33.83,59.22,70.4,37.94,-27.25,-27.25
2018-12-22 19:00:00,-11.78,20.35,7.97,-22.21,32.49,62.56,100.0,71.27,-29.59,-29.59
2018-12-23 01:00:00,-16.09,13.43,3.06,-25.42,32.06,67.81,100.0,90.13,-33.55,-33.55
2018-12-23 07:00:00,-17.82,10.02,1.11,-25.87,30.79,70.22,100.0,100.0,-35.5,-35.5
2018-12-23 13:00:00,-13.72,14.6,5.49,-20.45,28.03,63.05,34.84,78.28,-32.72,-32.72
2018-12-23 19:00:00,-13.92,13.45,5.02,-19.73,26.71,63.88,17.29,50.71,-33.32,-33.32
2018-12-24 01:00:00,-20.62,3.47,-1.84,-26.71,29.01,71.35,100.0,50.71,-39.16,-39.16
2018-12-24 07:00:00,-16.48,7.92,3.54,-22.66,28.97,64.48,17.22,44.84,-36.5,-36.5
2018-12-24 13:00:00,-14.54,9.56,5.83,-20.34,28.22,62.15,0.0,39.07,-35.48,-35.48
2018-12-24 19:00:00,-8.03,17.31,12.5,-12.05,24.5,53.43,0.0,5.74,-30.81,-30.81
2018-12-25 01:00:00,-0.15,27.08,21.76,-3.8,23.45,45.87,0.0,-0.0,-24.89,-24.89
2018-12-25 07:00:00,-0.45,26.41,21.4,-5.12,24.53,46.17,1.64,0.55,-25.13,-25.13
2018-12-25 13:00:00,1.93,29.24,24.57,-4.15,26.06,44.14,0.0,0.55,-23.28,-23.28
2018-12-25 19:00:00,-0.63,25.71,21.1,-7.39,26.66,46.8,28.59,10.08,-25.22,-25.22
2018-12-26 01:00:00,-3.98,21.05,16.82,-10.59,26.59,50.47,100.0,42.86,-27.87,-27.87
2018-12-26 07:00:00,0.96,27.06,22.96,-6.8,27.54,45.73,25.12,51.23,-24.13,-24.13
2018-12-26 13:00:00,0.87,26.71,23.0,-7.29,28.08,45.79,26.13,50.41,-24.17,-24.17
2018-12-26 19:00:00,-1.5,23.43,20.04,-9.47,28.03,48.45,57.51,36.25,-25.99,-25.99
2018-12-27 01:00:00,3.41,29.46,26.42,-5.46,28.86,43.76,0.0,27.88,-22.2,-22.2
2018-12-27 07:00:00,3.11,28.95,26.42,-6.59,30.03,43.96,4.19,20.57,-22.33,-22.33
2018-12-27 13:00:00,2.84,28.47,26.39,-7.55,31.02,44.14,8.14,4.11,-22.45,-22.45
2018-12-27 19:00:00,10.99,38.82,37.68,-2.48,34.16,37.36,0.0,4.11,-15.97,-15.97
2018-12-28 01:00:00,11.29,39.38,38.34,-4.25,36.38,36.86,0.0,2.71,-15.39,-15.39
2018-12-28 07:00:00,8.72,36.24,34.08,-7.5,36.7,39.43,35.32,11.77,-17.07,-17.07
2018-12-28 13:00:00,0.26,25.4,22.59,-14.98,36.2,48.9,100.0,45.11,-23.51,-23.51
2018-12-28 19:00:00,-2.28,21.89,18.13,-17.14,35.1,51.73,100.0,78.44,-25.52,-25.52
2018-12-29 01:00:00,-0.79,23.47,15.49,-13.92,29.18,50.06,88.77,96.26,-24.41,-24.41
2018-12-29 07:00:00,0.02,24.23,12.78,-11.59,24.22,49.14,78.94,89.24,-23.8,-23.8
2018-12-29 13:00:00,1.83,26.31,10.84,-7.88,18.44,47.01,0.0,55.9,-22.36,-22.36
2018-12-29 19:00:00,-1.04,22.48,5.91,-9.65,15.85,50.6,76.02,51.65,-24.58,-24.58
2018-12-30 01:00:00,2.71,26.98,9.78,-6.31,15.81,46.18,0.0,25.34,-21.64,-21.64
2018-12-30 07:00:00,0.43,23.94,7.14,-8.38,15.62,48.95,62.75,46.26,-23.36,-23.36
2018-12-30 13:00:00,2.33,26.14,9.19,-6.68,15.67,46.67,11.03,24.59,-21.84,-21.84
2018-12-30 19:00:00,1.52,24.97,8.07,-7.41,15.42,47.64,33.11,35.63,-22.41,-22.41
2018-12-31 01:00:00,1.44,24.69,6.92,-7.05,13.98,47.67,53.82,32.65,-22.43,-22.43
2018-12-31 07:00:00,4.6,28.53,10.22,-4.31,14.11,43.61,0.0,28.98,-19.87,-19.87
2018-12-31 13:00:00,2.23,25.46,7.54,-6.46,13.93,46.9,81.0,44.94,-21.62,-21.62
2018-12-31 19:00:00,6.45,30.66,11.56,-2.71,13.67,41.84,0.0,27.0,-18.17,-18.17
2019-01-01 01:00:00,5.62,29.62,10.88,-3.68,14.05,42.71,14.91,31.97,-18.64,-18.64
2019-01-01 07:00:00,3.09,26.41,8.24,-5.98,14.07,46.24,86.88,33.93,-20.49,-20.49
2019-01-01 13:00:00,4.49,28.07,9.75,-4.81,14.21,44.29,48.32,50.03,-19.27,-19.27
2019-01-01 19:00:00,-0.5,21.71,4.4,-8.42,13.08,51.52,100.0,78.4,-23.14,-23.14
2019-01-02 01:00:00,-2.52,18.93,2.08,-9.17,11.67,54.42,100.0,82.77,-24.78,-24.78
2019-01-02 07:00:00,-3.44,17.45,1.18,-9.35,10.98,55.9,100.0,100.0,-25.6,-25.6
2019-01-02 13:00:00,-6.08,13.81,-0.74,-12.59,12.69,59.83,100.0,100.0,-27.82,-27.82
2019-01-02 19:00:00,-5.69,13.85,0.03,-12.78,13.68,59.52,96.31,98.77,-27.71,-27.71
2019-01-03 01:00:00,-4.76,14.59,1.4,-12.32,14.51,57.97,65.69,87.33,-27.14,-27.14
2019-01-03 07:00:00,-2.35,17.2,4.09,-10.21,14.75,53.44,0.0,54.0,-25.37,-25.37
2019-01-03 13:00:00,-1.05,18.52,5.59,-8.95,14.79,51.18,0.0,21.9,-24.41,-24.41
2019-01-03 19:00:00,-1.45,17.8,5.13,-9.37,14.82,51.96,9.41,3.14,-24.76,-24.76
2019-01-04 01:00:00,-3.7,14.78,3.09,-11.48,15.21,56.1,72.38,27.26,-26.59,-26.59
2019-01-04 07:00:00,-2.92,15.41,4.14,-10.85,15.51,54.68,71.16,50.98,-26.09,-26.09
2019-01-04 13:00:00,-0.39,18.22,6.93,-8.34,15.37,49.71,0.0,47.84,-24.18,-24.18
2019-01-04 19:00:00,-2.01,16.04,5.34,-9.74,15.41,52.81,48.44,39.87,-25.47,-25.47
2019-01-05 01:00:00,-7.15,9.51,0.65,-14.96,16.81,61.57,100.0,49.48,-29.6,-29.6
2019-01-05 07:00:00,-5.11,11.56,3.12,-12.73,16.65,57.55,66.12,71.52,-28.21,-28.21
2019-01-05 13:00:00,-5.38,10.87,3.17,-12.87,16.86,58.32,72.57,79.56,-28.58,-28.58
2019-01-05 19:00:00,-2.63,13.83,5.73,-9.09,15.06,52.88,0.83,46.51,-26.59,-26.59
2019-01-06 01:00:00,-1.26,15.21,6.57,-6.43,12.98,50.47,0.0,24.47,-25.6,-25.6
2019-01-06 07:00:00,-3.39,12.44,3.9,-7.5,11.61,54.38,49.79,16.87,-27.3,-27.3
2019-01-06 13:00:00,-6.52,8.41,0.06,-9.24,9.75,59.8,100.0,49.93,-29.86,-29.86
2019-01-06 19:00:00,-6.8,7.69,0.04,-9.43,9.94,60.65,100.0,83.26,-30.28,-30.28
2019-01-07 01:00:00,-4.56,9.96,2.48,-7.13,9.84,55.99,54.2,84.73,-28.74,-28.74
2019-01-07 07:00:00,-1.7,13.04,5.47,-4.28,9.69,50.6,0.0,51.4,-26.66,-26.66
2019-01-07 13:00:00,-2.15,12.3,4.81,-4.83,9.65,51.55,9.46,21.22,-27.06,-27.06
2019-01-07 19:00:00,-0.77,13.71,6.16,-3.65,9.69,49.03,0.0,3.15,-26.05,-26.05
2019-01-08 01:00:00,0.7,15.27,7.75,-2.49,9.98,46.41,0.0,3.15,-24.94,-24.94
