timestamp,ema50_dist_trx_btc_6h,ema200_dist_trx_btc_6h,upper_bb_dist_trx_btc_6h,lower_bb_dist_trx_btc_6h,width_bb_trx_btc_6h,rsi_trx_btc_6h,stoch_rsi_fastk_trx_btc_6h,stoch_rsi_fastd_trx_btc_6h,kijun_dist_trx_btc_6h,tenkan_dist_trx_btc_6h
2018-11-13 07:00:00,1.58,,2.89,-0.68,3.52,40.64,100.0,33.33,113.6,103.97
2018-11-13 13:00:00,2.36,,3.59,-0.02,3.55,36.34,8.35,36.12,115.43,105.71
2018-11-13 19:00:00,3.98,,5.77,0.97,4.64,29.6,0.0,36.12,119.19,109.3
2018-11-14 01:00:00,4.7,,7.06,1.0,5.82,26.91,0.0,2.78,121.11,111.14
2018-11-14 07:00:00,4.81,,7.53,0.55,6.71,26.06,0.0,0.0,121.76,111.76
2018-11-14 13:00:00,6.74,,10.2,1.46,8.26,21.05,0.0,0.0,126.43,116.22
2018-11-14 19:00:00,4.96,,8.44,-0.6,8.69,31.22,100.0,33.33,123.08,113.02
2018-11-15 01:00:00,6.59,,10.5,0.28,9.7,26.77,56.19,52.06,127.11,116.87
2018-11-15 07:00:00,6.02,,10.16,-0.73,10.41,28.6,74.17,76.79,126.43,116.22
2018-11-15 13:00:00,5.18,,9.18,-1.75,10.54,32.24,100.0,76.79,125.07,114.93
2018-11-15 19:00:00,4.38,,8.18,-2.6,10.49,35.77,100.0,91.39,123.74,113.65
2018-11-16 01:00:00,2.74,,6.21,-4.08,10.18,43.67,100.0,100.0,120.47,110.53
2018-11-16 07:00:00,3.21,,6.34,-3.54,9.74,41.48,85.42,95.14,121.76,111.76
2018-11-16 13:00:00,2.51,,5.28,-4.08,9.3,44.49,100.0,95.14,120.47,110.53
2018-11-16 19:00:00,3.57,,5.96,-2.94,8.77,40.05,49.1,78.17,123.08,113.02
2018-11-17 01:00:00,4.03,,6.15,-2.46,8.46,38.01,0.0,49.7,124.4,114.29
2018-11-17 07:00:00,3.87,,5.7,-2.52,8.1,38.01,0.0,16.37,124.4,114.29
2018-11-17 13:00:00,2.83,,4.18,-3.23,7.38,43.06,77.94,25.98,122.42,112.39
2018-11-17 19:00:00,3.01,,3.95,-2.83,6.74,41.83,75.78,51.24,123.08,113.02
2018-11-18 01:00:00,2.02,,2.55,-3.49,6.06,46.72,100.0,84.57,121.11,111.14
2018-11-18 07:00:00,3.7,,3.53,-1.44,4.92,39.56,17.81,64.53,125.07,114.93
2018-11-18 13:00:00,2.96,,2.17,-1.66,3.82,42.71,44.01,53.94,123.74,113.65
2018-11-18 19:00:00,3.74,,2.8,-0.8,3.56,39.39,0.0,20.61,125.75,115.57
2018-11-19 01:00:00,6.98,,6.78,1.55,5.02,30.15,0.0,14.67,133.44,122.91
2018-11-19 07:00:00,9.66,,10.8,2.67,7.62,24.98,0.0,0.0,140.13,129.3
2018-11-19 13:00:00,6.66,,8.25,-0.43,8.35,35.55,59.63,19.88,134.16,123.6
2018-11-19 19:00:00,6.08,,7.93,-1.21,8.84,36.75,81.68,47.1,133.44,122.91
2018-11-20 01:00:00,8.77,,11.48,0.59,10.27,31.13,52.28,64.53,140.13,129.3
2018-11-20 07:00:00,11.86,,16.04,2.05,12.82,26.32,11.38,48.45,148.03,136.84
2018-11-20 13:00:00,7.64,,12.02,-2.18,13.53,37.73,100.0,54.55,139.37,128.57
2018-11-20 19:00:00,8.67,,13.47,-1.76,14.39,35.57,81.09,64.16,142.44,131.51
2018-11-21 01:00:00,9.01,,13.92,-1.91,14.94,34.51,71.78,84.29,144.01,133.01
2018-11-21 07:00:00,6.33,,10.95,-4.4,14.87,41.13,100.0,84.29,138.61,127.85
2018-11-21 13:00:00,7.06,,11.41,-3.8,14.65,39.3,72.3,81.36,140.89,130.03
2018-11-21 19:00:00,4.22,,8.14,-6.24,14.24,46.19,100.0,90.77,134.89,124.3
2018-11-22 01:00:00,4.37,,8.04,-6.01,13.9,45.5,94.05,88.78,135.63,125.0
2018-11-22 07:00:00,4.83,,8.22,-5.48,13.52,44.07,69.18,87.74,137.11,126.42
2018-11-22 13:00:00,4.33,,7.14,-5.67,12.71,45.0,82.67,81.97,136.36,125.71
2018-11-22 19:00:00,4.79,,7.04,-4.95,11.87,43.44,0.0,50.62,137.85,127.13
2018-11-23 01:00:00,5.89,,7.22,-3.45,10.46,40.43,0.0,27.56,140.89,130.03
2018-11-23 07:00:00,5.33,,6.02,-3.57,9.48,41.52,23.89,7.96,140.13,129.3
2018-11-23 13:00:00,5.77,,5.45,-2.51,7.84,39.95,0.0,7.96,141.67,130.77
2018-11-23 19:00:00,4.9,,3.55,-2.53,6.04,42.3,67.46,30.45,140.13,129.3
2018-11-24 01:00:00,3.44,,2.0,-3.66,5.7,46.81,100.0,55.82,137.11,126.42
2018-11-24 07:00:00,4.25,,2.98,-2.72,5.69,44.03,59.56,75.67,139.37,128.57
2018-11-24 13:00:00,4.4,,3.01,-2.38,5.37,43.11,46.19,68.58,140.13,129.3
2018-11-24 19:00:00,1.74,,0.38,-4.76,5.26,51.77,100.0,68.58,134.16,123.6
2018-11-25 01:00:00,4.8,,3.6,-1.77,5.32,42.97,0.0,48.73,141.67,130.77
2018-11-25 07:00:00,5.59,,4.33,-0.39,4.63,40.73,0.0,33.33,144.01,133.01
2018-11-25 13:00:00,8.42,,8.06,1.51,6.25,34.87,0.0,0.0,151.33,140.0
2018-11-25 19:00:00,6.04,,6.04,-0.75,6.62,40.97,36.1,12.03,146.41,135.29
2018-11-26 01:00:00,4.17,,4.32,-2.26,6.51,45.55,100.0,45.37,142.44,131.51
2018-11-26 07:00:00,4.33,,4.6,-2.08,6.6,44.8,92.99,76.37,143.23,132.26
2018-11-26 13:00:00,4.81,,5.3,-1.63,6.8,43.27,78.66,90.55,144.81,133.77
2018-11-26 19:00:00,4.62,,4.99,-1.74,6.63,43.27,50.21,73.95,144.81,133.77
2018-11-27 01:00:00,4.77,,5.05,-1.57,6.51,42.43,0.0,42.96,145.6,134.53
2018-11-27 07:00:00,4.25,,4.49,-1.99,6.4,43.61,49.76,33.32,144.81,133.77
2018-11-27 13:00:00,4.09,,4.17,-2.03,6.14,43.61,100.0,49.92,144.81,133.77
2018-11-27 19:00:00,2.96,,2.95,-2.95,5.91,47.36,100.0,83.25,142.44,131.51
2018-11-28 01:00:00,3.16,,3.23,-2.68,5.89,46.26,77.6,92.53,143.23,132.26
2018-11-28 07:00:00,2.72,,2.81,-3.0,5.82,47.57,100.0,92.53,142.44,131.51
2018-11-28 13:00:00,-12.44,,-7.46,-21.72,16.7,78.85,100.0,92.53,105.45,96.19
2018-11-28 19:00:00,-6.33,,0.09,-16.98,18.65,62.39,49.49,83.16,119.19,109.3
2018-11-29 01:00:00,-10.32,,-2.3,-22.02,22.44,67.75,65.94,71.81,108.86,99.45
2018-11-29 07:00:00,-13.35,,-3.19,-26.51,27.39,71.59,76.8,64.08,100.53,91.49
2018-11-29 13:00:00,-12.61,,-0.54,-27.09,30.81,70.99,52.23,64.99,101.07,92.0
2018-11-29 19:00:00,-10.28,,3.2,-25.85,32.76,66.15,40.84,56.62,105.45,96.19
2018-11-30 01:00:00,-5.95,,8.68,-22.12,33.02,57.68,0.0,31.02,114.81,105.13
2018-11-30 07:00:00,-4.15,,11.04,-20.2,32.73,54.85,0.0,13.61,118.55,108.7
2018-11-30 13:00:00,-6.83,,8.24,-21.72,32.13,58.84,24.75,8.25,111.8,102.25
2018-11-30 19:00:00,-7.56,,7.77,-21.82,31.83,60.22,47.53,24.09,109.44,100.0
2018-12-01 01:00:00,-6.01,,9.77,-19.97,31.34,57.62,51.66,41.31,112.39,102.82
2018-12-01 07:00:00,-8.25,,7.48,-21.37,30.99,61.22,100.0,66.4,106.58,97.26
2018-12-01 13:00:00,-6.45,,9.58,-18.93,29.91,58.04,11.51,54.39,110.03,100.56
2018-12-01 19:00:00,-6.45,,9.45,-17.89,28.54,58.42,22.3,44.6,109.44,100.0
2018-12-02 01:00:00,-5.94,,9.68,-16.14,26.69,57.85,6.29,13.37,110.03,100.56
2018-12-02 07:00:00,-5.71,,9.43,-14.47,24.51,57.85,0.0,9.53,110.03,100.56
2018-12-02 13:00:00,-5.49,,8.9,-12.52,21.81,57.85,0.0,2.1,110.03,100.56
2018-12-02 19:00:00,-5.52,,7.9,-10.7,18.86,58.36,89.01,29.67,109.44,100.0
2018-12-03 01:00:00,-5.31,,6.62,-8.04,14.77,58.36,100.0,63.0,109.44,100.0
2018-12-03 07:00:00,-5.1,,4.3,-4.35,8.65,58.36,100.0,96.34,109.44,100.0
2018-12-03 13:00:00,-3.62,,5.54,-3.11,8.54,54.24,0.0,66.67,112.39,102.82
2018-12-03 19:00:00,-3.47,,5.26,-2.53,7.69,54.24,0.0,33.33,112.39,102.82
2018-12-04 01:00:00,-2.55,,6.15,-1.94,7.92,51.69,0.0,0.0,114.2,104.55
2018-12-04 07:00:00,-5.53,,1.94,-4.8,6.83,59.81,100.0,33.33,107.14,97.8
2018-12-04 13:00:00,-5.57,,0.96,-4.64,5.7,60.41,100.0,66.67,106.58,97.26
2018-12-04 19:00:00,-4.85,,1.31,-4.01,5.4,58.53,78.51,92.84,107.71,98.35
2018-12-05 01:00:00,-6.39,,-0.15,-5.77,5.79,62.87,100.0,92.84,103.78,94.59
2018-12-05 07:00:00,-7.1,,-0.87,-6.35,5.68,65.12,100.0,92.84,101.6,92.51
2018-12-05 13:00:00,-6.58,,-0.07,-6.17,6.29,64.07,84.15,94.72,102.14,93.03
2018-12-05 19:00:00,-6.08,,0.59,-6.0,6.77,62.99,67.64,83.93,102.69,93.55
2018-12-06 01:00:00,-5.84,,0.9,-5.85,6.93,62.99,5.14,52.31,102.69,93.55
2018-12-06 07:00:00,-4.13,,2.58,-4.3,6.95,56.34,0.0,24.26,106.01,96.72
2018-12-06 13:00:00,-4.72,,1.92,-4.99,7.02,58.69,30.36,11.83,104.34,95.12
2018-12-06 19:00:00,-3.28,,3.35,-3.6,6.96,53.52,0.0,10.12,107.14,97.8
2018-12-07 01:00:00,-6.11,,0.52,-6.69,7.45,62.14,91.0,40.45,100.53,91.49
2018-12-07 07:00:00,-7.75,,-0.67,-8.89,8.63,66.58,100.0,63.67,96.35,87.5
2018-12-07 13:00:00,-6.75,,0.67,-8.15,9.16,63.57,76.92,89.31,97.9,88.98
2018-12-07 19:00:00,-8.33,,-0.44,-10.25,10.36,67.76,100.0,92.31,93.83,85.09
2018-12-08 01:00:00,-8.0,,0.35,-10.3,11.2,67.76,100.0,92.31,93.83,85.09
2018-12-08 07:00:00,-6.54,,2.07,-8.92,11.38,62.54,0.0,66.67,96.35,87.5
2018-12-08 13:00:00,-7.89,,0.81,-10.2,11.55,66.44,74.67,58.22,92.84,84.14
2018-12-08 19:00:00,-6.89,,1.86,-8.92,11.17,63.4,16.34,30.34,94.33,85.57
2018-12-09 01:00:00,-6.62,,1.84,-7.97,10.12,63.4,16.34,35.78,94.33,85.57
2018-12-09 07:00:00,-5.9,,2.55,-7.11,9.89,61.23,0.0,10.89,95.34,86.53
2018-12-09 13:00:00,-4.0,,4.41,-4.99,9.42,54.23,0.0,5.45,98.94,89.97
2018-12-09 19:00:00,-3.6,,4.52,-4.18,8.68,53.3,0.0,0.0,99.47,90.48
2018-12-10 01:00:00,-2.96,,5.04,-3.47,8.45,51.39,0.0,0.0,100.53,91.49
2018-12-10 07:00:00,-3.09,,4.77,-3.65,8.37,52.31,9.36,3.12,100.0,90.98
2018-12-10 13:00:00,-3.46,,4.23,-4.02,8.24,54.18,97.99,35.78,98.94,89.97
2018-12-10 19:00:00,-4.06,,3.45,-4.55,8.05,56.91,100.0,69.12,97.38,88.48
2018-12-11 01:00:00,-4.38,,2.98,-4.8,7.85,58.67,100.0,99.33,96.35,87.5
2018-12-11 07:00:00,-4.45,,2.58,-4.42,7.06,59.57,100.0,100.0,95.84,87.01
2018-12-11 13:00:00,-5.68,,1.11,-5.43,6.69,64.52,100.0,100.0,92.84,84.14
2018-12-11 19:00:00,-4.99,,1.2,-3.87,5.13,61.8,64.3,88.1,93.83,85.09
2018-12-12 01:00:00,-4.56,,1.48,-3.33,4.85,60.43,30.07,64.79,94.33,85.57
2018-12-12 07:00:00,-4.38,,1.56,-3.31,4.92,60.43,17.46,37.28,94.33,85.57
2018-12-12 13:00:00,-3.97,,1.88,-2.96,4.86,58.92,0.0,15.84,94.83,86.05
2018-12-12 19:00:00,-2.61,,3.09,-1.75,4.81,51.91,0.0,5.82,97.38,88.48
2018-12-13 01:00:00,-3.95,,1.46,-3.26,4.76,58.32,75.18,25.06,94.33,85.57
2018-12-13 07:00:00,-4.74,,0.67,-4.29,5.05,61.95,100.0,58.39,92.35,83.67
2018-12-13 13:00:00,-4.79,-10.43,0.51,-4.58,5.19,62.83,100.0,91.73,91.86,83.21
2018-12-13 19:00:00,-5.29,-10.99,0.11,-5.46,5.73,65.4,100.0,100.0,90.4,81.82
2018-12-14 01:00:00,-5.31,-11.11,0.24,-5.86,6.27,66.23,100.0,100.0,89.92,81.36
2018-12-14 07:00:00,-4.88,-10.77,0.82,-5.69,6.67,64.55,60.69,86.9,90.4,81.82
2018-12-14 13:00:00,-4.22,-10.22,1.51,-5.01,6.63,61.2,0.0,53.56,91.37,82.74
2018-12-14 19:00:00,-4.06,-10.12,1.61,-4.71,6.42,61.2,0.0,20.23,91.37,82.74
2018-12-15 01:00:00,-3.43,-9.56,2.04,-3.72,5.81,57.73,0.0,0.0,92.35,83.67
2018-12-15 07:00:00,-4.46,-10.59,0.8,-4.48,5.38,63.33,82.12,27.37,89.92,81.36
2018-12-15 13:00:00,-4.29,-10.49,0.84,-4.06,4.98,63.33,100.0,60.71,89.92,81.36
2018-12-15 19:00:00,-3.88,-10.16,1.12,-3.5,4.67,61.44,66.28,82.8,90.4,81.82
2018-12-16 01:00:00,-5.11,-11.39,-0.04,-4.83,4.91,67.67,100.0,88.76,87.56,79.1
2018-12-16 07:00:00,-4.91,-11.27,0.24,-4.7,5.05,67.67,100.0,88.76,87.56,79.1
2018-12-16 13:00:00,-5.17,-11.6,0.16,-5.26,5.57,69.57,100.0,100.0,86.63,78.22
2018-12-16 19:00:00,-4.06,-10.61,1.33,-4.2,5.61,61.75,3.82,67.94,88.5,80.0
2018-12-17 01:00:00,-4.13,-10.72,1.23,-4.28,5.59,62.88,14.37,39.4,88.03,79.55
2018-12-17 07:00:00,-3.97,-10.61,1.35,-4.07,5.5,62.88,14.37,10.85,88.03,79.55
2018-12-17 13:00:00,-3.81,-10.51,1.4,-3.77,5.23,62.88,14.37,14.37,88.03,79.55
2018-12-17 19:00:00,-3.66,-10.4,1.11,-3.0,4.15,62.88,100.0,42.91,88.03,79.55
2018-12-18 01:00:00,-4.43,-11.18,0.2,-3.63,3.9,67.94,100.0,71.46,86.17,77.78
2018-12-18 07:00:00,-4.03,-10.85,0.57,-3.22,3.84,65.53,52.47,84.16,86.63,78.22
2018-12-18 13:00:00,-3.87,-10.74,0.67,-3.05,3.77,65.53,52.47,68.31,86.63,78.22
2018-12-18 19:00:00,-3.49,-10.41,1.02,-2.73,3.78,62.95,1.4,35.45,87.1,78.66
2018-12-19 01:00:00,-8.77,-15.49,-2.92,-9.65,7.19,82.04,100.0,51.29,76.17,68.22
2018-12-19 07:00:00,-10.62,-17.43,-3.2,-13.09,10.77,85.56,100.0,67.13,71.75,64.01
2018-12-19 13:00:00,-8.81,-15.94,-0.52,-11.91,12.15,75.42,55.15,85.05,74.54,66.67
2018-12-19 19:00:00,-5.53,-12.99,3.11,-8.68,12.13,60.08,0.0,51.72,80.38,72.25
2018-12-20 01:00:00,-6.18,-13.68,2.48,-9.19,12.08,62.43,9.23,21.46,78.67,70.62
2018-12-20 07:00:00,-5.72,-13.34,3.04,-8.71,12.09,61.46,5.4,4.88,79.1,71.02
2018-12-20 13:00:00,-5.71,-13.41,3.08,-8.63,12.04,62.09,13.13,9.25,78.67,70.62
2018-12-20 19:00:00,-5.06,-12.87,3.72,-7.77,11.73,59.96,0.0,6.18,79.52,71.43
2018-12-21 01:00:00,-10.37,-17.95,-1.13,-13.75,13.64,73.3,100.0,37.71,68.68,61.07
2018-12-21 07:00:00,-17.84,-25.2,-6.1,-23.88,20.91,83.3,100.0,66.67,53.25,46.34
2018-12-21 13:00:00,-19.47,-27.14,-5.09,-27.89,27.3,85.27,100.0,100.0,48.72,42.01
2018-12-21 19:00:00,-19.91,-27.99,-3.25,-30.09,32.21,86.21,100.0,100.0,46.41,39.81
2018-12-22 01:00:00,-16.98,-25.72,1.53,-28.21,34.32,76.97,28.42,76.14,50.5,43.71
2018-12-22 07:00:00,-19.08,-28.02,0.48,-30.9,37.01,79.95,32.2,53.54,45.28,38.73
2018-12-22 13:00:00,-18.03,-27.46,2.85,-30.37,38.53,78.73,19.03,26.55,45.84,39.26
2018-12-22 19:00:00,-18.23,-28.01,3.53,-30.7,39.62,79.73,29.82,27.02,44.17,37.67
2018-12-23 01:00:00,-17.06,-27.32,5.61,-29.57,39.97,77.76,26.62,25.16,45.0,38.46
2018-12-23 07:00:00,-17.75,-28.27,5.29,-29.88,40.1,79.4,75.05,43.83,42.53,36.11
2018-12-23 13:00:00,-16.14,-27.18,7.46,-27.77,39.22,75.41,0.0,33.89,44.17,37.67
2018-12-23 19:00:00,-15.67,-27.05,7.93,-26.27,37.66,75.63,5.09,26.71,43.89,37.4
2018-12-24 01:00:00,-15.82,-27.46,7.87,-26.02,37.27,76.75,33.55,12.88,42.53,36.11
2018-12-24 07:00:00,-17.57,-29.29,6.03,-27.58,37.67,79.93,100.0,46.22,38.35,32.11
2018-12-24 13:00:00,-15.55,-27.83,8.58,-25.18,36.81,73.82,0.0,44.52,40.67,34.33
2018-12-24 19:00:00,-11.63,-24.64,12.76,-20.01,34.0,61.92,0.0,33.33,46.41,39.81
2018-12-25 01:00:00,-9.32,-22.76,14.61,-16.02,30.85,56.76,0.0,0.0,49.6,42.86
2018-12-25 07:00:00,-10.82,-24.17,11.33,-15.15,27.0,60.32,15.37,5.12,46.41,39.81
2018-12-25 13:00:00,-9.21,-22.89,11.41,-10.84,22.19,57.1,1.98,5.78,48.43,41.73
2018-12-25 19:00:00,-11.84,-25.28,5.32,-9.59,15.24,62.63,100.0,39.12,43.35,36.88
2018-12-26 01:00:00,-12.95,-26.41,1.55,-7.82,9.68,65.3,100.0,67.33,40.67,34.33
2018-12-26 07:00:00,-10.69,-24.62,3.38,-4.96,8.4,60.2,37.77,79.26,43.62,37.14
2018-12-26 13:00:00,-10.11,-24.23,3.56,-4.44,8.04,59.74,32.2,56.66,43.89,37.4
2018-12-26 19:00:00,-10.69,-24.84,2.54,-5.39,8.05,61.63,33.86,34.61,42.26,35.85
2018-12-27 01:00:00,-8.96,-23.45,3.85,-3.28,7.1,57.75,0.0,22.02,44.44,37.93
2018-12-27 07:00:00,-8.77,-23.36,3.67,-3.4,7.06,58.1,9.15,14.34,44.17,37.67
2018-12-27 13:00:00,-8.76,-23.42,3.3,-3.64,6.96,58.85,28.35,12.5,43.62,37.14
2018-12-27 19:00:00,-4.77,-20.03,7.81,-0.21,7.73,49.0,0.0,12.5,49.6,42.86
2018-12-28 01:00:00,-5.48,-20.61,6.82,-1.48,8.08,51.1,21.31,16.55,48.13,41.45
2018-12-28 07:00:00,-5.97,-21.01,5.87,-2.44,8.17,52.77,38.31,19.87,46.98,40.35
2018-12-28 13:00:00,-8.3,-23.03,2.94,-5.19,8.23,58.51,96.56,52.06,42.8,36.36
2018-12-28 19:00:00,-7.98,-22.8,3.0,-5.18,8.28,58.51,100.0,78.29,42.8,36.36
2018-12-29 01:00:00,-6.82,-21.84,3.89,-4.29,8.2,55.88,64.59,87.05,44.17,37.67
2018-12-29 07:00:00,-6.38,-21.47,3.33,-3.79,7.15,55.35,44.94,69.84,44.44,37.93
2018-12-29 13:00:00,-5.26,-20.51,3.9,-2.8,6.66,52.64,0.0,36.51,45.84,39.26
2018-12-29 19:00:00,-6.44,-21.5,2.41,-4.18,6.65,56.32,62.81,35.91,43.62,37.14
2018-12-30 01:00:00,-5.33,-20.54,3.22,-2.78,5.98,53.52,23.94,28.92,45.0,38.46
2018-12-30 07:00:00,-5.29,-20.49,3.03,-2.86,5.88,54.01,37.32,41.35,44.72,38.2
2018-12-30 13:00:00,-4.73,-19.98,3.29,-2.14,5.4,52.81,4.59,21.95,45.28,38.73
