timestamp,ema50_dist_etc_btc_5m,ema200_dist_etc_btc_5m,upper_bb_dist_etc_btc_5m,lower_bb_dist_etc_btc_5m,width_bb_etc_btc_5m,rsi_etc_btc_5m,stoch_rsi_fastk_etc_btc_5m,stoch_rsi_fastd_etc_btc_5m,kijun_dist_etc_btc_5m,tenkan_dist_etc_btc_5m
2019-02-11 16:00:00,0.10884192725852948,-0.29136367046591616,0.5971993975064427,-0.32115309296515404,0.9170866985012665,47.18611272508031,100.0,75.65706462406679,0.13357079252003246,0.13357079252003246
