timestamp,ema50_dist_xmr_usd_6h,ema200_dist_xmr_usd_6h,upper_bb_dist_xmr_usd_6h,lower_bb_dist_xmr_usd_6h,width_bb_xmr_usd_6h,rsi_xmr_usd_6h,stoch_rsi_fastk_xmr_usd_6h,stoch_rsi_fastd_xmr_usd_6h,kijun_dist_xmr_usd_6h,tenkan_dist_xmr_usd_6h
2018-08-20 14:00:00,-0.76,16.12,3.85,-10.52,14.87,54.61,79.61,72.8,-53.26,-52.89
2018-08-20 20:00:00,6.21,24.33,11.07,-3.33,13.86,45.49,0.0,39.47,-49.85,-49.46
2018-08-21 02:00:00,4.92,22.83,9.56,-3.55,12.73,46.85,12.99,30.87,-50.37,-49.98
2018-08-21 08:00:00,2.94,20.43,7.46,-4.77,12.06,49.26,41.33,18.11,-51.25,-50.87
2018-08-21 14:00:00,1.95,19.18,6.38,-5.09,11.4,50.46,54.54,36.29,-51.68,-51.3
2018-08-21 20:00:00,3.17,20.56,7.51,-3.21,10.49,48.62,62.82,52.9,-51.04,-50.66
2018-08-22 02:00:00,1.34,18.29,5.57,-4.5,10.02,51.17,100.0,72.45,-51.89,-51.51
2018-08-22 08:00:00,2.98,20.14,7.38,-2.78,9.93,48.6,0.0,54.27,-51.05,-50.67
2018-08-22 14:00:00,5.34,22.93,10.21,-1.02,10.73,45.15,0.0,33.33,-49.82,-49.43
2018-08-22 20:00:00,8.39,26.61,13.96,0.85,12.22,41.24,0.0,0.0,-48.21,-47.8
2018-08-23 02:00:00,8.19,26.5,14.23,-0.18,13.47,41.09,0.0,0.0,-48.14,-47.74
2018-08-23 08:00:00,8.49,26.99,13.95,-0.16,13.2,40.34,0.0,0.0,-47.83,-47.43
2018-08-23 14:00:00,5.86,23.96,11.49,-2.86,13.76,44.43,85.0,28.33,-48.98,-48.58
2018-08-23 20:00:00,6.48,24.74,12.12,-2.64,14.09,43.23,70.8,51.93,-48.56,-48.16
2018-08-24 02:00:00,7.98,26.61,14.02,-1.84,14.95,40.84,12.09,55.96,-47.68,-47.27
2018-08-24 08:00:00,6.4,24.82,12.15,-3.48,14.98,43.27,71.62,51.5,-48.31,-47.91
2018-08-24 14:00:00,2.99,20.75,8.56,-6.57,14.98,49.17,100.0,61.24,-49.91,-49.52
2018-08-24 20:00:00,1.66,19.08,6.54,-7.55,14.16,51.37,100.0,90.54,-50.52,-50.14
2018-08-25 02:00:00,0.04,17.01,3.92,-8.59,12.81,54.17,100.0,100.0,-51.31,-50.93
2018-08-25 08:00:00,2.5,19.81,6.01,-6.14,12.16,49.36,55.89,85.3,-50.06,-49.67
2018-08-25 14:00:00,1.87,18.97,4.26,-6.1,10.45,50.38,24.14,60.01,-50.34,-49.95
2018-08-25 20:00:00,2.6,19.74,5.12,-5.32,10.45,48.8,0.0,26.68,-49.93,-49.54
2018-08-26 02:00:00,5.15,22.75,7.87,-3.04,10.65,44.06,0.0,8.05,-48.58,-48.18
2018-08-26 08:00:00,1.79,18.72,4.23,-6.02,10.34,50.28,98.48,32.83,-50.18,-49.8
2018-08-26 14:00:00,2.16,19.06,4.18,-5.44,9.69,49.44,85.14,61.21,-49.96,-49.57
2018-08-26 20:00:00,-0.13,16.22,1.86,-7.58,9.71,53.74,100.0,94.54,-51.09,-50.7
2018-08-27 02:00:00,-2.76,12.9,-0.65,-10.29,10.21,58.51,100.0,95.05,-52.43,-52.06
2018-08-27 08:00:00,-0.01,15.93,2.17,-7.76,10.22,52.66,35.47,78.49,-51.09,-50.7
2018-08-27 14:00:00,-3.12,12.06,-0.2,-11.12,11.58,58.01,94.48,76.65,-52.67,-52.3
2018-08-27 20:00:00,-9.44,4.26,-4.24,-18.64,16.26,67.2,100.0,76.65,-55.95,-55.6
2018-08-28 02:00:00,-8.15,5.31,-1.41,-18.19,18.6,64.89,84.13,92.87,-55.48,-55.13
2018-08-28 08:00:00,-9.18,3.67,-1.1,-19.65,20.7,66.69,96.53,93.56,-56.16,-55.82
2018-08-28 14:00:00,-6.38,6.49,2.66,-17.24,21.47,60.71,29.37,70.01,-54.93,-54.58
2018-08-28 20:00:00,-10.0,1.89,-0.04,-20.9,23.3,66.01,81.67,69.19,-56.87,-56.54
2018-08-29 02:00:00,-8.72,2.91,2.07,-19.49,23.61,63.81,51.76,54.27,-56.43,-56.09
2018-08-29 08:00:00,-5.66,6.04,5.65,-16.1,22.95,57.77,0.0,44.48,-55.08,-54.73
2018-08-29 14:00:00,-4.64,6.9,6.95,-14.78,22.62,56.16,0.0,17.25,-54.68,-54.33
2018-08-29 20:00:00,-5.48,5.65,6.23,-15.27,22.52,57.79,16.57,5.52,-55.19,-54.84
2018-08-30 02:00:00,-2.54,8.74,9.58,-12.36,22.25,52.33,0.0,5.52,-53.85,-53.49
2018-08-30 08:00:00,0.23,11.72,12.59,-9.26,21.5,47.84,0.0,5.52,-52.53,-52.16
2018-08-30 14:00:00,0.12,11.49,12.37,-8.8,20.8,48.02,1.8,0.6,-52.58,-52.21
2018-08-30 20:00:00,-4.97,5.54,6.57,-12.72,19.91,56.47,86.71,29.5,-55.08,-54.73
2018-08-31 02:00:00,-9.71,-0.16,1.37,-16.26,19.05,63.4,100.0,62.84,-57.51,-57.18
2018-08-31 08:00:00,-9.34,-0.18,2.0,-15.45,18.7,63.42,100.0,95.57,-57.52,-57.19
2018-08-31 14:00:00,-12.58,-4.27,-0.94,-18.38,19.3,68.13,100.0,100.0,-59.28,-58.96
2018-08-31 20:00:00,-13.65,-5.99,-1.16,-19.69,20.69,70.03,100.0,100.0,-60.04,-59.72
2018-09-01 02:00:00,-14.61,-7.6,-1.02,-21.3,22.82,71.81,100.0,100.0,-60.75,-60.45
2018-09-01 08:00:00,-17.36,-11.24,-2.69,-24.53,25.28,75.5,100.0,100.0,-62.35,-62.05
2018-09-01 14:00:00,-16.42,-10.83,-0.4,-24.24,27.19,74.63,88.29,96.1,-62.22,-61.93
2018-09-01 20:00:00,-14.61,-9.45,2.57,-23.37,28.95,70.91,16.1,68.13,-61.67,-61.38
2018-09-02 02:00:00,-16.16,-11.67,1.77,-25.58,31.04,73.52,56.9,53.76,-62.66,-62.37
2018-09-02 08:00:00,-11.44,-7.12,7.74,-21.56,31.46,62.27,0.0,24.33,-60.77,-60.46
2018-09-02 14:00:00,-13.14,-9.37,6.04,-23.06,31.81,65.21,23.73,26.88,-61.76,-61.46
2018-09-02 20:00:00,-11.72,-8.3,8.01,-21.99,32.25,62.96,6.08,9.94,-61.35,-61.04
2018-09-03 02:00:00,-12.5,-9.55,7.35,-22.79,32.67,64.74,21.91,17.24,-61.91,-61.61
2018-09-03 08:00:00,-12.13,-9.58,7.92,-22.1,32.31,64.92,90.26,39.42,-61.97,-61.67
2018-09-03 14:00:00,-19.7,-18.01,-0.03,-29.44,34.5,74.94,100.0,70.72,-65.59,-65.32
2018-09-03 20:00:00,-18.96,-17.88,1.87,-29.11,35.87,74.98,100.0,96.75,-65.61,-65.34
2018-09-04 02:00:00,-18.55,-18.05,2.87,-28.27,35.68,75.35,100.0,100.0,-65.75,-65.49
2018-09-04 08:00:00,-20.24,-20.37,1.04,-28.82,34.68,77.95,100.0,100.0,-66.81,-66.55
2018-09-04 14:00:00,-19.15,-19.86,2.08,-26.22,32.18,76.86,63.67,87.89,-66.68,-66.42
2018-09-04 20:00:00,-17.8,-19.05,3.45,-23.71,30.22,74.64,0.0,54.56,-66.43,-66.16
2018-09-05 02:00:00,-17.61,-19.38,3.67,-22.94,29.45,75.29,19.67,27.78,-66.64,-66.38
2018-09-05 08:00:00,-7.36,-9.55,15.52,-11.76,26.78,51.57,0.0,6.56,-62.61,-62.32
2018-09-05 14:00:00,-2.43,-4.78,21.29,-6.56,25.93,45.27,0.0,6.56,-60.66,-60.36
2018-09-05 20:00:00,-0.07,-2.46,24.28,-4.45,26.14,42.73,0.0,-0.0,-59.71,-59.4
2018-09-06 02:00:00,2.11,-0.25,27.5,-3.18,27.36,40.48,0.0,-0.0,-58.8,-58.48
2018-09-06 08:00:00,3.79,1.53,30.38,-3.16,29.52,38.77,0.0,-0.0,-58.06,-57.73
2018-09-06 14:00:00,4.18,2.07,31.59,-4.3,31.58,38.25,0.0,-0.0,-57.83,-57.5
2018-09-06 20:00:00,-2.23,-4.26,23.41,-10.61,31.97,47.58,100.0,33.33,-60.46,-60.15
2018-09-07 02:00:00,-3.03,-5.12,22.15,-11.87,32.36,48.86,100.0,66.67,-60.84,-60.53
2018-09-07 08:00:00,3.57,1.47,30.96,-6.73,33.62,41.41,29.77,76.59,-58.11,-57.79
2018-09-07 14:00:00,2.44,0.46,29.83,-8.66,34.8,42.76,42.53,57.43,-58.53,-58.21
2018-09-07 20:00:00,3.38,1.5,31.39,-8.75,36.06,41.68,3.62,25.31,-58.09,-57.77
2018-09-08 02:00:00,1.04,-0.75,28.47,-11.52,36.87,44.93,47.26,31.14,-59.02,-58.7
2018-09-08 08:00:00,0.9,-0.84,28.28,-12.33,37.61,45.09,100.0,50.29,-59.07,-58.75
2018-09-08 14:00:00,7.68,6.06,36.24,-7.84,38.6,37.85,0.0,49.09,-56.19,-55.85
2018-09-08 20:00:00,9.45,8.11,37.68,-7.69,39.46,36.11,0.0,33.33,-55.31,-54.96
2018-09-09 02:00:00,9.9,8.86,36.99,-8.37,39.68,35.43,0.0,-0.0,-54.97,-54.61
2018-09-09 08:00:00,7.12,6.33,30.61,-10.42,37.27,39.09,37.86,12.62,-55.98,-55.64
2018-09-09 14:00:00,6.15,5.57,25.89,-10.3,33.57,40.17,100.0,45.95,-56.28,-55.94
2018-09-09 20:00:00,6.95,6.58,22.72,-8.09,28.71,39.04,76.14,71.33,-55.83,-55.49
2018-09-10 02:00:00,3.96,3.71,13.09,-7.03,19.53,43.62,100.0,92.05,-57.0,-56.67
2018-09-10 08:00:00,5.73,5.66,12.95,-4.64,16.89,41.24,48.03,74.72,-56.17,-55.83
2018-09-10 14:00:00,7.12,7.27,13.76,-3.45,16.36,39.36,6.94,51.66,-55.48,-55.13
2018-09-10 20:00:00,5.12,5.42,11.18,-5.26,15.96,42.37,72.88,42.62,-56.22,-55.88
2018-09-11 02:00:00,3.29,3.68,9.03,-6.89,15.76,45.26,100.0,59.94,-56.93,-56.59
2018-09-11 08:00:00,4.6,5.13,10.44,-5.78,15.86,43.2,65.08,79.32,-56.3,-55.96
2018-09-11 14:00:00,7.62,8.4,13.93,-3.44,16.51,39.12,0.0,55.03,-54.91,-54.56
2018-09-11 20:00:00,5.11,6.02,10.02,-5.2,14.86,43.09,64.69,43.26,-55.87,-55.53
2018-09-12 02:00:00,8.1,9.28,11.39,-1.71,12.5,39.15,0.58,21.76,-54.48,-54.12
2018-09-12 08:00:00,12.71,14.32,16.94,1.3,14.34,34.31,0.0,21.76,-52.32,-51.95
2018-09-12 14:00:00,9.0,10.82,12.83,-2.23,14.3,39.5,59.16,19.91,-53.73,-53.37
2018-09-12 20:00:00,4.69,6.56,7.91,-5.89,13.67,45.63,100.0,53.05,-55.48,-55.14
2018-09-13 02:00:00,3.4,5.33,5.41,-6.36,11.83,47.32,100.0,86.39,-55.97,-55.63
2018-09-13 08:00:00,-3.22,-1.53,-1.64,-12.36,11.53,56.56,100.0,100.0,-58.85,-58.53
2018-09-13 14:00:00,-2.74,-1.14,-0.25,-12.47,13.04,55.94,96.38,98.79,-58.69,-58.37
2018-09-13 20:00:00,-2.52,-1.01,0.79,-12.53,14.15,55.73,92.4,96.26,-58.64,-58.32
2018-09-14 02:00:00,-4.9,-3.59,-0.49,-15.17,15.93,59.36,100.0,96.26,-59.73,-59.42
2018-09-14 08:00:00,-2.26,-1.0,2.82,-12.95,16.6,54.62,0.0,64.13,-58.66,-58.34
2018-09-14 14:00:00,-2.89,-1.74,2.73,-13.69,17.38,55.71,23.03,41.01,-58.97,-58.65
2018-09-14 20:00:00,-5.62,-4.68,0.85,-16.57,18.91,60.0,100.0,41.01,-60.22,-59.91
2018-09-15 02:00:00,-6.92,-6.23,0.54,-18.46,20.87,62.21,100.0,74.34,-60.89,-60.59
2018-09-15 08:00:00,-8.63,-8.22,0.06,-20.73,23.19,65.01,100.0,100.0,-61.76,-61.46
2018-09-15 14:00:00,-7.62,-7.44,2.14,-20.1,24.44,63.28,81.37,93.79,-61.46,-61.16
2018-09-15 20:00:00,-6.24,-6.25,4.34,-18.99,25.17,60.54,10.86,64.08,-60.99,-60.69
2018-09-16 02:00:00,-2.36,-2.45,8.89,-15.48,25.2,52.72,0.0,30.74,-59.42,-59.1
2018-09-16 08:00:00,-5.12,-5.35,6.25,-17.72,25.43,57.33,37.49,16.12,-60.65,-60.35
2018-09-16 14:00:00,-3.69,-4.04,7.95,-15.72,24.63,54.81,19.75,19.08,-60.12,-59.81
2018-09-16 20:00:00,-4.22,-4.69,7.53,-15.68,24.2,55.95,41.3,32.84,-60.42,-60.11
2018-09-17 02:00:00,-5.9,-6.54,5.65,-16.16,23.02,59.06,100.0,53.68,-61.21,-60.91
2018-09-17 08:00:00,-4.88,-5.66,5.7,-12.77,19.14,57.18,55.7,65.66,-60.87,-60.56
2018-09-17 14:00:00,-0.42,-1.24,9.38,-6.28,15.42,48.67,0.0,51.9,-59.04,-58.72
2018-09-17 20:00:00,6.05,5.36,16.43,0.53,14.65,40.0,0.0,18.57,-56.28,-55.94
2018-09-18 02:00:00,2.67,2.09,12.3,-1.65,13.25,44.98,26.09,8.7,-57.63,-57.3
2018-09-18 08:00:00,3.95,3.49,14.19,-1.03,14.28,43.25,18.88,14.99,-57.03,-56.7
2018-09-18 14:00:00,0.46,0.03,10.39,-4.4,14.36,48.51,98.21,47.73,-58.47,-58.15
2018-09-18 20:00:00,0.16,-0.25,10.08,-4.69,14.38,48.95,100.0,72.36,-58.59,-58.26
2018-09-19 02:00:00,1.08,0.69,11.11,-4.14,14.74,47.51,74.74,90.98,-58.19,-57.87
2018-09-19 08:00:00,4.23,3.96,15.04,-1.71,15.7,42.97,0.0,58.25,-56.82,-56.48
2018-09-19 14:00:00,2.77,2.6,13.66,-3.47,16.3,45.21,37.38,37.38,-57.37,-57.04
2018-09-19 20:00:00,1.99,1.88,12.71,-4.6,16.64,46.42,57.65,31.68,-57.67,-57.34
2018-09-20 02:00:00,0.01,-0.1,10.04,-6.59,16.35,49.87,100.0,65.01,-58.49,-58.16
2018-09-20 08:00:00,-0.72,-0.85,8.22,-7.08,15.21,51.2,100.0,85.88,-58.8,-58.48
2018-09-20 14:00:00,-0.67,-0.82,7.32,-6.83,14.12,51.17,99.43,99.81,-58.79,-58.47
2018-09-20 20:00:00,-3.3,-3.54,3.88,-9.24,13.49,56.25,100.0,99.81,-59.94,-59.63
2018-09-21 02:00:00,-5.2,-5.59,2.1,-11.36,14.12,59.86,100.0,99.81,-60.81,-60.51
2018-09-21 08:00:00,-7.69,-8.3,-0.19,-14.38,15.3,64.29,100.0,100.0,-61.97,-61.68
2018-09-21 14:00:00,-5.36,-6.14,2.47,-12.55,15.82,58.98,59.57,86.52,-61.1,-60.8
2018-09-21 20:00:00,-8.97,-9.99,-0.63,-16.85,17.77,64.96,100.0,86.52,-62.74,-62.45
2018-09-22 02:00:00,-8.61,-9.88,0.2,-17.26,19.1,64.92,99.35,86.31,-62.73,-62.44
2018-09-22 08:00:00,-5.79,-7.26,3.36,-15.04,19.55,58.48,0.0,66.45,-61.68,-61.38
2018-09-22 14:00:00,-6.27,-7.91,3.34,-15.79,20.39,59.69,18.66,39.34,-61.98,-61.69
2018-09-22 20:00:00,-6.31,-8.11,3.55,-15.25,19.97,60.18,26.29,14.98,-62.1,-61.8
2018-09-23 02:00:00,-9.5,-11.51,0.92,-18.42,21.2,65.94,100.0,48.31,-63.55,-63.26
2018-09-23 08:00:00,-8.99,-11.25,2.05,-17.76,21.5,65.52,94.37,73.55,-63.49,-63.21
2018-09-23 14:00:00,-4.12,-6.6,7.57,-13.01,21.16,53.97,0.0,64.79,-61.6,-61.3
2018-09-23 20:00:00,-5.22,-7.81,6.45,-13.7,20.91,56.21,18.7,37.69,-62.13,-61.84
2018-09-24 02:00:00,-3.91,-6.62,7.84,-11.91,20.17,53.75,0.0,6.23,-61.67,-61.37
2018-09-24 08:00:00,-0.38,-3.17,11.25,-7.35,18.25,47.27,0.0,6.23,-60.27,-59.96
2018-09-24 14:00:00,-2.95,-5.73,7.83,-8.51,16.39,52.0,52.88,17.63,-61.34,-61.04
2018-09-24 20:00:00,1.19,-1.65,11.96,-3.57,14.91,45.3,0.0,17.63,-59.68,-59.36
2018-09-25 02:00:00,0.68,-2.09,11.11,-3.38,13.96,46.13,9.81,20.9,-59.87,-59.55
2018-09-25 08:00:00,3.96,1.25,15.02,-0.25,14.22,41.43,0.0,3.27,-58.49,-58.17
2018-09-25 14:00:00,2.42,-0.16,13.34,-1.49,14.01,43.96,24.02,11.27,-59.07,-58.75
2018-09-25 20:00:00,-0.6,-3.1,9.94,-4.3,13.85,49.17,100.0,41.34,-60.29,-59.98
2018-09-26 02:00:00,1.7,-0.78,12.7,-2.54,14.51,45.6,53.82,59.28,-59.34,-59.02
2018-09-26 08:00:00,0.74,-1.67,11.54,-3.88,14.85,47.19,74.43,76.08,-59.71,-59.4
2018-09-26 14:00:00,-0.19,-2.55,10.47,-5.01,15.06,48.86,93.91,74.05,-60.08,-59.77
2018-09-26 20:00:00,0.78,-1.56,11.05,-4.35,14.9,47.15,43.53,70.62,-59.69,-59.37
2018-09-27 02:00:00,1.44,-0.85,11.26,-3.97,14.69,45.92,10.06,49.17,-59.4,-59.08
2018-09-27 08:00:00,0.28,-1.95,9.75,-5.29,14.72,48.25,79.16,44.25,-59.86,-59.54
2018-09-27 14:00:00,-0.06,-2.27,8.99,-5.76,14.51,48.97,100.0,63.07,-60.0,-59.68
2018-09-27 20:00:00,-2.61,-4.81,5.76,-8.2,14.14,54.37,100.0,93.05,-61.06,-60.75
2018-09-28 02:00:00,-3.52,-5.79,3.4,-8.55,12.27,56.43,100.0,100.0,-61.48,-61.18
2018-09-28 08:00:00,-0.41,-2.74,4.95,-4.73,9.67,49.54,15.77,71.92,-60.24,-59.93
2018-09-28 14:00:00,-0.27,-2.58,4.64,-4.53,9.16,49.28,4.17,39.98,-60.19,-59.88
2018-09-28 20:00:00,-0.78,-3.09,3.22,-4.66,7.94,50.47,16.66,12.2,-60.41,-60.1
2018-09-29 02:00:00,2.93,0.65,6.58,-1.09,7.46,43.06,0.0,6.94,-58.88,-58.56
2018-09-29 08:00:00,-0.61,-2.81,2.9,-4.5,7.46,50.35,98.39,38.35,-60.3,-59.99
2018-09-29 14:00:00,0.46,-1.73,3.46,-3.29,6.74,48.28,70.37,56.26,-59.87,-59.56
2018-09-29 20:00:00,1.28,-0.86,4.36,-2.48,6.78,46.63,48.19,72.32,-59.52,-59.2
2018-09-30 02:00:00,1.31,-0.78,4.43,-2.48,6.84,46.48,46.87,55.15,-59.49,-59.17
2018-09-30 08:00:00,-0.21,-2.25,2.69,-3.4,6.11,49.93,89.04,61.37,-60.1,-59.79
2018-09-30 14:00:00,0.16,-1.87,3.01,-2.76,5.77,49.09,75.73,70.55,-59.95,-59.64
2018-09-30 20:00:00,0.15,-1.85,2.95,-2.79,5.73,49.09,75.73,80.17,-59.95,-59.64
2018-10-01 02:00:00,0.64,-1.33,3.45,-2.16,5.58,47.81,38.74,63.4,-59.75,-59.43
2018-10-01 08:00:00,1.54,-0.38,4.48,-1.33,5.72,45.45,0.0,38.16,-59.36,-59.04
2018-10-01 14:00:00,0.6,-1.26,3.5,-2.28,5.74,48.07,71.91,36.88,-59.72,-59.41
2018-10-01 20:00:00,1.16,-0.66,4.13,-1.75,5.81,46.47,28.14,33.35,-59.48,-59.17
2018-10-02 02:00:00,1.0,-0.78,3.99,-1.82,5.75,46.86,53.84,51.3,-59.53,-59.22
2018-10-02 08:00:00,1.57,-0.15,4.67,-1.37,5.94,45.06,0.0,27.33,-59.28,-58.96
2018-10-02 14:00:00,-0.5,-2.18,2.54,-3.39,5.95,51.68,100.0,51.28,-60.11,-59.8
2018-10-02 20:00:00,-0.9,-2.59,1.72,-3.65,5.42,53.01,100.0,66.67,-60.29,-59.98
2018-10-03 02:00:00,1.1,-0.57,2.82,-1.19,3.99,46.74,21.08,73.69,-59.47,-59.15
2018-10-03 08:00:00,1.6,-0.01,3.29,-0.78,4.02,45.17,1.43,40.84,-59.24,-58.92
2018-10-03 14:00:00,1.09,-0.46,2.69,-1.29,3.95,46.73,19.88,14.13,-59.43,-59.11
2018-10-03 20:00:00,0.91,-0.61,2.25,-1.39,3.62,47.26,26.61,15.97,-59.49,-59.17
2018-10-04 02:00:00,-0.35,-1.84,0.91,-2.3,3.24,51.68,100.0,48.83,-60.0,-59.69
2018-10-04 08:00:00,1.62,0.16,2.78,-0.4,3.14,45.19,0.32,42.31,-59.18,-58.86
2018-10-04 14:00:00,0.99,-0.41,2.13,-1.03,3.14,47.22,31.28,43.87,-59.42,-59.1
2018-10-04 20:00:00,0.65,-0.72,1.81,-1.33,3.14,48.35,48.6,26.74,-59.55,-59.23
2018-10-05 02:00:00,0.83,-0.49,2.03,-1.13,3.15,47.59,36.92,38.94,-59.46,-59.14
2018-10-05 08:00:00,0.62,-0.67,1.69,-1.29,2.97,48.32,99.2,61.58,-59.53,-59.22
2018-10-05 14:00:00,1.2,-0.05,2.22,-0.75,2.95,45.98,0.0,45.38,-59.28,-58.96
2018-10-05 20:00:00,-0.23,-1.46,0.73,-2.15,2.9,51.82,100.0,66.4,-59.86,-59.55
2018-10-06 02:00:00,0.09,-1.13,1.06,-1.83,2.89,50.47,76.83,58.94,-59.73,-59.41
2018-10-06 08:00:00,0.67,-0.52,1.66,-1.2,2.86,48.02,34.84,70.56,-59.49,-59.17
2018-10-06 14:00:00,1.09,-0.06,2.1,-0.82,2.9,46.16,3.07,38.25,-59.3,-58.98
2018-10-06 20:00:00,0.06,-1.07,1.1,-1.8,2.91,50.69,80.01,39.31,-59.71,-59.4
2018-10-07 02:00:00,0.7,-0.4,1.77,-1.17,2.93,47.87,37.8,40.29,-59.44,-59.13
2018-10-07 08:00:00,1.91,0.87,3.16,-0.07,3.18,42.97,0.0,39.27,-58.92,-58.6
2018-10-07 14:00:00,1.17,0.18,2.24,-0.76,2.98,46.12,40.88,26.23,-59.2,-58.88
2018-10-07 20:00:00,1.11,0.16,1.81,-0.63,2.42,46.21,41.96,27.61,-59.21,-58.89
2018-10-08 02:00:00,1.5,0.6,2.28,-0.32,2.58,44.36,28.41,37.09,-59.03,-58.71
2018-10-08 08:00:00,0.18,-0.69,0.99,-1.56,2.56,50.65,100.0,56.79,-59.56,-59.24
2018-10-08 14:00:00,-0.2,-1.06,0.67,-1.94,2.63,52.37,100.0,76.14,-59.71,-59.4
2018-10-08 20:00:00,0.38,-0.47,1.27,-1.36,2.63,49.5,64.09,88.03,-59.47,-59.15
2018-10-09 02:00:00,0.24,-0.59,0.92,-1.39,2.32,50.15,72.21,78.77,-59.52,-59.21
2018-10-09 08:00:00,0.61,-0.2,1.31,-0.95,2.26,48.14,0.0,45.44,-59.36,-59.05
2018-10-09 14:00:00,0.88,0.11,1.62,-0.69,2.3,46.58,0.0,24.07,-59.24,-58.92
2018-10-09 20:00:00,0.86,0.11,1.6,-0.73,2.32,46.54,0.0,0.0,-59.24,-58.92
2018-10-10 02:00:00,2.4,1.72,3.45,0.48,2.91,38.94,0.0,0.0,-58.57,-58.25
2018-10-10 08:00:00,1.91,1.3,3.07,-0.16,3.18,41.48,27.64,9.21,-58.74,-58.42
2018-10-10 14:00:00,0.9,0.33,2.07,-1.15,3.21,47.22,100.0,42.55,-59.14,-58.82
2018-10-10 20:00:00,-0.44,-1.01,0.62,-2.43,3.08,54.07,100.0,75.88,-59.68,-59.37
2018-10-11 02:00:00,10.67,10.36,14.86,5.13,8.85,25.94,0.0,66.67,-55.01,-54.66
2018-10-11 08:00:00,10.01,10.02,15.63,2.79,11.75,26.73,2.81,34.27,-55.11,-54.76
2018-10-11 14:00:00,7.39,7.62,13.45,-0.43,13.03,34.07,28.92,10.57,-56.06,-55.71
2018-10-11 20:00:00,11.85,12.45,19.39,2.03,15.68,27.81,6.66,12.8,-54.03,-53.67
2018-10-12 02:00:00,9.69,10.57,17.68,-0.91,17.15,32.47,80.27,38.61,-54.76,-54.41
2018-10-12 08:00:00,8.43,9.55,16.75,-2.71,18.18,34.87,100.0,62.31,-55.14,-54.79
2018-10-12 14:00:00,8.57,9.94,17.17,-3.22,19.06,34.17,90.08,90.12,-54.93,-54.58
2018-10-12 20:00:00,9.41,11.07,18.36,-3.16,20.0,32.42,65.26,85.11,-54.43,-54.07
2018-10-13 02:00:00,7.42,9.27,16.23,-5.3,20.41,37.21,100.0,85.11,-55.13,-54.78
2018-10-13 08:00:00,6.46,8.47,14.85,-6.31,20.3,39.2,100.0,88.42,-55.42,-55.07
2018-10-13 14:00:00,6.09,8.26,13.91,-6.67,19.87,39.56,100.0,100.0,-55.47,-55.12
2018-10-13 20:00:00,6.09,8.44,13.39,-6.66,19.4,39.04,92.67,97.56,-55.36,-55.02
2018-10-14 02:00:00,5.79,8.28,12.38,-6.81,18.67,39.28,88.03,93.57,-55.39,-55.05
2018-10-14 08:00:00,5.46,8.1,11.29,-6.89,17.79,39.65,100.0,93.57,-55.44,-55.09
2018-10-14 14:00:00,4.86,7.61,9.84,-7.11,16.72,41.19,100.0,96.01,-55.61,-55.26
2018-10-14 20:00:00,7.71,10.75,11.97,-4.34,15.72,34.04,0.0,66.67,-54.27,-53.91
2018-10-15 02:00:00,2.48,5.42,5.86,-8.63,14.7,49.64,100.0,66.67,-56.45,-56.11
2018-10-15 08:00:00,-0.82,1.97,1.96,-11.35,13.97,57.32,100.0,66.67,-57.86,-57.53
2018-10-15 14:00:00,-0.35,2.41,1.55,-10.43,12.54,56.03,94.48,98.16,-57.67,-57.34
2018-10-15 20:00:00,-0.64,2.07,-0.26,-9.7,9.93,56.76,97.62,97.37,-57.8,-57.48
2018-10-16 02:00:00,-1.29,1.33,-0.06,-10.55,11.09,58.42,100.0,97.37,-58.1,-57.77
2018-10-16 08:00:00,-0.75,1.84,1.13,-10.14,11.8,56.71,28.35,75.32,-57.88,-57.56
2018-10-16 14:00:00,0.01,2.6,2.31,-9.51,12.26,54.19,0.0,42.78,-57.56,-57.23
2018-10-16 20:00:00,-1.99,0.45,0.84,-11.1,12.59,59.56,100.0,42.78,-58.45,-58.12
2018-10-17 02:00:00,-0.59,1.85,2.65,-9.55,12.64,54.94,14.08,38.03,-57.86,-57.53
2018-10-17 08:00:00,0.51,2.97,4.01,-8.24,12.51,51.53,0.0,38.03,-57.39,-57.05
2018-10-17 14:00:00,0.13,2.55,3.8,-8.18,12.26,52.59,13.17,9.08,-57.55,-57.21
2018-10-17 20:00:00,-0.18,2.2,3.52,-7.81,11.59,53.52,24.78,12.65,-57.68,-57.35
2018-10-18 02:00:00,0.3,2.68,4.1,-6.89,11.15,51.83,8.68,15.54,-57.47,-57.14
2018-10-18 08:00:00,-0.48,1.84,3.41,-7.25,10.86,54.36,100.0,44.49,-57.81,-57.48
2018-10-18 14:00:00,3.2,5.69,7.29,-3.45,10.54,43.11,0.0,36.23,-56.19,-55.85
2018-10-18 20:00:00,3.41,5.98,7.55,-2.87,10.18,42.29,0.0,33.33,-56.05,-55.71
2018-10-19 02:00:00,2.61,5.22,6.7,-3.18,9.71,44.58,18.92,6.31,-56.34,-56.0
2018-10-19 08:00:00,1.92,4.54,5.92,-3.35,9.15,46.63,35.91,18.28,-56.6,-56.27
2018-10-19 14:00:00,2.37,5.06,6.37,-2.54,8.74,45.0,62.51,39.11,-56.37,-56.03
2018-10-19 20:00:00,3.13,5.91,6.59,-0.62,7.0,42.5,4.77,34.4,-55.99,-55.65
