timestamp,ema50_dist_trx_btc_12h,ema200_dist_trx_btc_12h,lower_bb_dist_trx_btc_12h,width_bb_trx_btc_12h,rsi_trx_btc_12h,stoch_rsi_fastk_trx_btc_12h,stoch_rsi_fastd_trx_btc_12h,kijun_dist_trx_btc_12h,tenkan_dist_trx_btc_12h
2018-07-04 02:00:00,,,,,,,,0.2372448979591839,0.31122448979591866
2018-07-04 14:00:00,,,,,,,,0.23305084745762716,0.3067796610169493
2018-07-05 02:00:00,,,,,,,,0.25,0.3247422680412373
2018-07-05 14:00:00,,,,,,,,0.28306878306878325,0.35978835978836
2018-07-06 02:00:00,,,,,,,,0.32513661202185795,0.4043715846994538
2018-07-06 14:00:00,,,,,,,,0.3422509225092252,0.4225092250922511
2018-07-07 02:00:00,,,,,,,,0.34473197781885423,0.425138632162662
2018-07-07 14:00:00,,,,,,,,0.32513661202185795,0.4043715846994538
2018-07-08 02:00:00,,,,,,,,0.3155515370705244,0.39421338155515384
2018-07-08 14:00:00,,,,,,,,0.329981718464351,0.40950639853747717
2018-07-09 02:00:00,,,,,,,,0.3397790055248622,0.4198895027624312
2018-07-09 14:00:00,,,,,,,,0.36748120300751896,0.4492481203007521
2018-07-10 02:00:00,,,,,,,,0.40173410404624277,0.48554913294797686
2018-07-10 14:00:00,,,,,,,,0.3804554079696394,0.4629981024667933
2018-07-11 02:00:00,,,,,0.2242990654205614,,,0.3752362948960304,0.4574669187145559
2018-07-11 14:00:00,,,,,0.21561852107809315,,,0.3857142857142859,0.46857142857142886
2018-07-12 02:00:00,,,,,0.206991579484563,,,0.3963531669865643,0.4798464491362766
2018-07-12 14:00:00,,,,,0.2026262090591538,,,0.40173410404624277,0.48554913294797686
2018-07-13 02:00:00,,,,,0.298254034778822,,,0.37005649717514144,0.45197740112994356
2018-07-13 14:00:00,,0.09794147722923063,-0.06261437442549234,0.15776908923735292,0.32721813425030205,,,0.35981308411214985,0.441121495327103
2018-07-14 02:00:00,,0.10054467639081488,-0.04589572003407927,0.14254541728097372,0.3005037775335437,0.7855851679330474,0.9285283893110159,0.3804554079696394,0.4629981024667933
2018-07-14 14:00:00,,0.07167718423323,-0.04724109400766652,0.11748286726862937,0.33693932734231313,1.0,0.9285283893110159,0.36748120300751896,0.4492481203007521
2018-07-15 02:00:00,,0.03025261100716814,-0.06089481284203124,0.09256563122670954,0.4213358516210432,1.0,0.9285283893110159,0.334862385321101,0.41467889908256894
2018-07-15 14:00:00,,0.026177967410179193,-0.050532210952615175,0.07765580252640003,0.4084166027105006,0.8930809637415708,0.9643603212471902,0.3422509225092252,0.4225092250922511
