timestamp,ema50_dist_neo_btc_5m,ema200_dist_neo_btc_5m,upper_bb_dist_neo_btc_5m,lower_bb_dist_neo_btc_5m,width_bb_neo_btc_5m,rsi_neo_btc_5m,stoch_rsi_fastk_neo_btc_5m,stoch_rsi_fastd_neo_btc_5m,kijun_dist_neo_btc_5m,tenkan_dist_neo_btc_5m
2019-02-11 16:00:00,-0.5246390682373647,-1.539176334912784,0.3441170127123083,-0.4681978950653254,0.8128191843855994,57.20894162702883,39.38565003964971,13.12855001321657,-0.8272058823529327,-0.25275735294116863
