timestamp,ema50_dist_eth_usd_6h,ema200_dist_eth_usd_6h,upper_bb_dist_eth_usd_6h,lower_bb_dist_eth_usd_6h,width_bb_eth_usd_6h,rsi_eth_usd_6h,stoch_rsi_fastk_eth_usd_6h,stoch_rsi_fastd_eth_usd_6h,kijun_dist_eth_usd_6h,tenkan_dist_eth_usd_6h
2018-11-30 01:00:00,11.82,51.44,5.64,-11.83,18.03,46.84,20.4,6.8,-3.23,-2.35
2018-11-30 07:00:00,15.88,57.25,10.11,-7.96,17.87,41.38,0.0,6.8,0.84,1.77
2018-11-30 13:00:00,14.24,55.25,9.04,-8.26,17.24,42.95,27.85,16.08,-0.08,0.84
2018-11-30 19:00:00,15.36,57.05,10.45,-7.04,17.19,41.01,0.0,9.28,1.45,2.38
2018-12-01 01:00:00,16.06,58.31,11.6,-6.22,17.36,39.55,0.0,9.28,2.64,3.58
2018-12-01 07:00:00,7.73,46.9,4.26,-12.75,17.76,51.36,100.0,33.33,-4.45,-3.57
2018-12-01 13:00:00,7.51,46.56,4.74,-12.27,17.68,51.23,98.91,66.3,-4.37,-3.5
2018-12-01 19:00:00,8.03,47.25,5.79,-11.05,17.29,49.94,88.02,95.64,-3.61,-2.73
2018-12-02 01:00:00,8.58,47.99,6.63,-9.48,16.35,48.57,76.44,87.79,-2.81,-1.92
2018-12-02 07:00:00,9.56,49.35,7.02,-6.36,13.34,46.53,0.0,54.82,-1.59,-0.69
2018-12-02 13:00:00,8.75,48.26,5.85,-5.19,11.0,47.31,16.57,31.0,-1.99,-1.09
2018-12-02 19:00:00,8.9,48.47,6.01,-3.95,9.86,46.48,0.0,5.52,-1.53,-0.63
2018-12-03 01:00:00,11.41,52.01,9.02,-1.67,10.31,41.96,0.0,5.52,1.16,2.09
2018-12-03 07:00:00,11.08,51.65,9.24,-1.91,10.75,41.79,0.0,0.0,1.27,2.2
2018-12-03 13:00:00,16.17,58.91,15.31,1.55,12.69,34.77,0.0,0.0,6.52,7.5
2018-12-03 19:00:00,14.57,56.96,13.77,-0.15,13.04,36.71,16.56,5.52,5.59,6.56
2018-12-04 01:00:00,15.67,58.75,15.55,0.09,14.34,34.8,0.38,5.65,7.19,8.18
2018-12-04 07:00:00,10.33,51.49,9.83,-4.25,13.69,43.99,100.0,38.98,2.64,3.58
2018-12-04 13:00:00,10.71,52.08,10.24,-3.86,13.66,42.87,87.85,62.74,3.39,4.34
2018-12-04 19:00:00,11.03,52.61,10.7,-3.59,13.8,41.8,76.12,87.99,4.11,5.07
2018-12-05 01:00:00,12.47,54.74,12.28,-2.47,14.06,39.17,47.55,70.51,5.94,6.92
2018-12-05 07:00:00,11.5,53.52,11.8,-3.38,14.57,40.19,21.18,48.29,5.47,6.44
2018-12-05 13:00:00,16.23,60.33,17.59,-0.17,16.34,33.81,0.0,22.91,10.57,11.59
2018-12-05 19:00:00,17.38,62.27,20.02,-0.19,18.38,32.02,0.0,7.06,12.34,13.37
2018-12-06 01:00:00,15.45,59.87,18.97,-2.4,19.74,34.63,31.87,10.62,11.09,12.11
2018-12-06 07:00:00,17.12,62.52,20.72,-1.57,20.35,32.21,2.31,11.4,13.37,14.42
2018-12-06 13:00:00,20.47,67.65,24.49,0.22,21.6,28.6,0.0,11.4,17.43,18.51
2018-12-06 19:00:00,27.52,78.24,33.24,3.7,24.93,23.55,0.0,0.77,25.39,26.55
2018-12-07 01:00:00,30.93,83.93,38.54,3.71,28.75,21.43,0.0,0.0,29.99,31.19
2018-12-07 07:00:00,32.69,87.4,42.11,2.35,32.53,20.2,0.0,0.0,33.06,34.29
2018-12-07 13:00:00,32.39,87.95,42.72,-0.07,35.27,19.8,0.0,0.0,34.08,35.32
2018-12-07 19:00:00,19.34,69.84,27.76,-9.94,34.62,37.39,100.0,33.33,21.66,22.78
2018-12-08 01:00:00,19.83,70.98,27.79,-9.76,34.45,36.39,94.31,64.77,22.99,24.12
2018-12-08 07:00:00,22.23,74.94,29.82,-8.25,34.37,33.98,80.6,91.64,26.38,27.54
2018-12-08 13:00:00,23.07,76.72,31.05,-8.29,35.32,32.76,73.68,82.86,28.22,29.4
2018-12-08 19:00:00,18.27,70.2,25.6,-11.91,35.11,38.31,100.0,84.76,24.01,25.15
2018-12-09 01:00:00,17.65,69.65,24.69,-12.4,34.94,38.23,98.4,90.69,24.11,25.25
2018-12-09 07:00:00,16.94,68.92,22.49,-12.33,33.14,38.26,99.06,99.15,24.09,25.23
2018-12-09 13:00:00,10.22,59.22,13.9,-16.42,30.7,47.59,100.0,99.15,17.4,18.48
2018-12-09 19:00:00,12.24,62.25,14.27,-13.8,28.01,44.58,67.81,88.96,20.09,21.19
2018-12-10 01:00:00,13.49,64.19,13.97,-11.81,25.51,42.58,46.52,71.44,22.01,23.13
2018-12-10 07:00:00,13.57,64.47,11.91,-10.26,21.98,41.88,38.76,51.03,22.69,23.82
2018-12-10 13:00:00,15.4,67.36,12.68,-7.99,20.2,39.23,0.0,28.43,25.35,26.51
2018-12-10 19:00:00,14.56,66.32,10.99,-7.88,18.57,39.65,7.78,15.51,25.08,26.23
2018-12-11 01:00:00,12.41,63.3,7.4,-8.29,15.76,42.46,96.33,34.7,23.29,24.42
2018-12-11 07:00:00,17.31,70.74,10.97,-3.35,13.8,36.41,0.0,34.7,29.43,30.62
2018-12-11 13:00:00,17.12,70.77,10.5,-3.05,13.06,35.92,0.0,32.11,30.0,31.2
2018-12-11 19:00:00,15.91,69.26,9.96,-3.82,13.37,36.91,15.17,5.06,29.38,30.57
2018-12-12 01:00:00,14.98,68.1,9.62,-3.98,13.22,37.52,24.48,13.22,29.02,30.2
2018-12-12 07:00:00,11.44,62.99,6.44,-5.72,12.12,43.29,100.0,46.55,25.58,26.73
2018-12-12 13:00:00,9.87,60.67,4.87,-5.52,10.42,45.44,100.0,74.83,24.26,25.4
2018-12-12 19:00:00,10.54,61.66,5.64,-4.61,10.2,43.75,80.11,93.37,25.51,26.66
2018-12-13 01:00:00,12.0,63.86,7.34,-3.16,10.29,40.92,42.84,74.32,27.71,28.89
2018-12-13 07:00:00,11.0,62.43,6.82,-3.69,10.35,42.04,24.79,49.25,27.09,28.26
2018-12-13 13:00:00,9.23,59.79,5.46,-4.68,10.11,44.99,90.07,52.57,25.49,26.64
2018-12-13 19:00:00,13.64,66.39,10.37,-1.04,10.9,37.82,0.0,38.29,31.2,32.4
2018-12-14 01:00:00,13.58,66.44,10.94,-1.31,11.68,37.22,0.0,30.02,31.77,32.98
2018-12-14 07:00:00,13.9,67.07,11.89,-1.31,12.54,36.1,0.0,0.0,32.8,34.02
2018-12-14 13:00:00,15.16,69.13,12.59,-0.05,11.89,33.84,0.0,0.0,34.99,36.23
2018-12-14 19:00:00,14.87,68.9,12.22,-0.36,11.88,33.46,0.0,0.0,35.36,36.61
2018-12-15 01:00:00,13.05,66.35,10.37,-1.85,11.72,36.57,82.95,27.65,33.85,35.08
2018-12-15 07:00:00,13.48,67.12,10.79,-1.47,11.71,35.21,56.17,46.37,35.01,36.25
2018-12-15 13:00:00,14.6,68.95,12.39,-0.84,12.5,32.93,0.0,46.37,37.05,38.31
2018-12-15 19:00:00,11.99,65.16,9.89,-3.02,12.48,38.31,100.0,52.06,34.51,35.74
2018-12-16 01:00:00,8.21,59.48,5.69,-5.76,11.46,46.24,100.0,66.67,30.37,31.56
2018-12-16 07:00:00,7.49,58.29,5.27,-6.13,11.45,47.15,100.0,100.0,29.87,31.06
2018-12-16 13:00:00,7.88,58.75,5.94,-5.53,11.45,45.7,89.78,96.59,30.74,31.94
2018-12-16 19:00:00,9.55,61.17,7.87,-3.93,11.58,41.82,39.7,76.49,33.23,34.46
2018-12-17 01:00:00,8.36,59.32,6.9,-4.8,11.57,43.93,39.56,56.35,32.19,33.41
2018-12-17 07:00:00,6.55,56.48,4.86,-6.02,10.95,47.73,100.0,59.75,30.31,31.51
2018-12-17 13:00:00,-0.21,46.08,-1.3,-12.3,11.8,61.18,100.0,79.85,22.04,23.16
2018-12-17 19:00:00,-2.91,41.53,-2.6,-15.72,14.44,65.55,100.0,100.0,18.59,19.68
2018-12-18 01:00:00,-1.13,43.63,0.14,-14.66,15.96,60.95,78.72,92.91,20.71,21.82
2018-12-18 07:00:00,-1.71,42.26,0.48,-15.66,17.46,62.01,80.13,86.28,19.92,21.02
2018-12-18 13:00:00,-2.47,40.61,0.58,-16.84,18.96,63.45,54.23,71.03,18.87,19.96
2018-12-18 19:00:00,-8.73,30.76,-3.36,-23.81,23.66,72.7,100.0,78.12,10.8,11.82
2018-12-19 01:00:00,-9.96,28.13,-2.33,-26.2,27.85,74.56,100.0,84.74,8.82,9.82
2018-12-19 07:00:00,-10.69,26.2,-1.02,-27.83,31.33,75.87,100.0,100.0,7.4,8.39
2018-12-19 13:00:00,-10.27,25.94,1.08,-27.89,33.46,75.87,99.99,100.0,7.4,8.39
2018-12-19 19:00:00,-5.69,31.73,6.91,-23.63,33.33,62.61,0.0,66.66,12.61,13.65
2018-12-20 01:00:00,-6.4,30.07,6.76,-23.7,33.28,64.07,10.98,36.99,11.45,12.47
2018-12-20 07:00:00,-12.67,20.44,1.1,-28.96,34.92,72.71,76.17,29.05,3.37,4.32
2018-12-20 13:00:00,-16.28,14.39,-1.19,-32.28,37.34,76.96,100.0,62.38,-1.69,-0.79
2018-12-20 19:00:00,-16.43,13.14,0.28,-32.62,39.24,77.71,100.0,92.06,-2.65,-1.76
2018-12-21 01:00:00,-13.38,16.37,4.86,-29.86,39.67,70.34,45.98,81.99,0.27,1.19
2018-12-21 07:00:00,-15.87,12.04,3.01,-31.78,40.64,73.7,45.63,63.87,-3.36,-2.48
2018-12-21 13:00:00,-9.98,19.13,10.23,-25.73,38.98,61.11,0.0,30.54,2.92,3.87
2018-12-21 19:00:00,-8.85,19.95,11.11,-22.83,36.05,59.68,0.0,15.21,3.8,4.76
2018-12-22 01:00:00,-7.59,20.99,11.8,-19.48,32.53,57.92,0.0,0.0,4.89,5.85
2018-12-22 07:00:00,-11.56,15.03,6.35,-20.94,29.43,63.53,35.56,11.85,-0.15,0.77
2018-12-22 13:00:00,-10.18,16.13,7.66,-18.49,27.64,61.54,64.53,33.36,0.94,1.87
2018-12-22 19:00:00,-14.25,10.01,3.1,-21.81,27.48,67.09,100.0,66.7,-4.29,-3.41
2018-12-23 01:00:00,-21.64,-0.61,-3.92,-29.45,30.65,75.07,100.0,88.18,-13.53,-12.74
2018-12-23 07:00:00,-21.95,-2.11,-2.74,-30.29,33.01,76.08,100.0,100.0,-14.86,-14.08
2018-12-23 13:00:00,-19.63,-0.2,0.78,-27.86,33.13,72.16,73.05,91.02,-13.2,-12.4
2018-12-23 19:00:00,-19.38,-0.86,1.97,-27.99,34.44,72.69,62.28,78.44,-13.78,-12.99
2018-12-24 01:00:00,-28.36,-13.2,-6.06,-38.77,42.16,80.97,100.0,78.44,-24.62,-23.93
2018-12-24 07:00:00,-25.43,-10.8,-0.38,-37.56,45.88,75.91,42.51,68.26,-22.64,-21.93
2018-12-24 13:00:00,-25.37,-11.85,1.23,-38.4,48.67,76.7,51.49,64.67,-23.65,-22.95
2018-12-24 19:00:00,-20.1,-6.52,8.4,-33.03,47.24,66.58,0.0,31.33,-19.09,-18.35
2018-12-25 01:00:00,-12.69,1.53,17.58,-24.97,44.18,56.0,0.0,17.16,-12.11,-11.31
2018-12-25 07:00:00,-12.16,1.55,17.77,-23.6,42.61,55.96,0.0,0.0,-12.08,-11.27
2018-12-25 13:00:00,-9.77,3.81,20.56,-21.13,41.81,53.43,0.0,0.0,-10.08,-9.26
2018-12-25 19:00:00,-12.47,0.12,16.61,-23.18,41.15,56.84,25.97,8.66,-13.28,-12.49
2018-12-26 01:00:00,-15.42,-3.94,12.38,-25.17,40.11,60.58,100.0,41.99,-16.83,-16.07
2018-12-26 07:00:00,-10.39,1.28,18.64,-20.29,39.25,54.2,10.78,45.58,-12.3,-11.49
2018-12-26 13:00:00,-9.47,1.86,18.96,-18.02,36.8,53.55,1.65,37.48,-11.78,-10.97
2018-12-26 19:00:00,-11.59,-1.04,15.06,-18.12,33.7,56.38,40.19,17.54,-14.31,-13.52
2018-12-27 01:00:00,-5.82,5.1,21.1,-10.52,30.03,49.68,0.0,13.95,-8.95,-8.11
2018-12-27 07:00:00,-6.54,3.96,19.11,-9.76,27.58,50.74,15.92,18.7,-9.9,-9.07
2018-12-27 13:00:00,-5.16,5.21,19.55,-6.61,24.57,49.41,0.0,5.31,-8.77,-7.93
2018-12-27 19:00:00,1.07,12.05,27.67,-0.81,25.1,43.34,0.0,5.31,-2.74,-1.84
2018-12-28 01:00:00,1.49,12.45,28.87,-2.23,27.44,42.93,0.0,0.0,-2.28,-1.38
2018-12-28 07:00:00,-2.13,8.27,24.14,-6.83,28.51,47.18,54.4,18.13,-5.84,-4.98
2018-12-28 13:00:00,-13.04,-4.35,9.94,-17.63,28.68,59.09,100.0,51.47,-16.85,-16.09
2018-12-28 19:00:00,-14.56,-6.61,7.84,-19.6,29.16,61.09,100.0,84.8,-18.87,-18.13
2018-12-29 01:00:00,-13.16,-5.61,7.23,-17.98,26.64,59.8,92.89,97.63,-18.06,-17.3
2018-12-29 07:00:00,-11.64,-4.43,7.23,-16.41,24.78,58.22,79.36,90.75,-17.07,-16.31
2018-12-29 13:00:00,-11.36,-4.58,5.19,-15.61,21.95,58.43,7.11,59.78,-17.24,-16.48
2018-12-29 19:00:00,-11.51,-5.2,4.17,-16.08,21.53,59.15,32.43,39.63,-17.82,-17.06
2018-12-30 01:00:00,-10.23,-4.23,5.7,-15.2,21.94,57.65,0.0,13.18,-17.01,-16.25
2018-12-30 07:00:00,-11.74,-6.29,4.16,-17.11,22.74,60.18,100.0,44.14,-18.85,-18.11
2018-12-30 13:00:00,-10.74,-5.63,5.46,-16.31,23.02,59.09,57.07,52.36,-18.34,-17.59
2018-12-30 19:00:00,-12.09,-7.51,4.14,-18.12,23.93,61.56,100.0,85.69,-20.02,-19.29
2018-12-31 01:00:00,-8.57,-4.14,7.93,-15.17,23.97,55.49,0.0,52.36,-17.15,-16.38
2018-12-31 07:00:00,-8.36,-4.22,8.14,-15.08,24.06,55.67,2.94,34.31,-17.26,-16.5
2018-12-31 13:00:00,-8.54,-4.74,7.9,-15.3,24.1,56.48,16.31,6.42,-17.74,-16.99
2018-12-31 19:00:00,-5.5,-1.78,11.29,-12.64,24.09,51.3,0.0,6.42,-15.2,-14.42
2019-01-01 01:00:00,-6.34,-2.89,10.08,-12.93,23.34,53.07,34.09,16.8,-16.19,-15.42
2019-01-01 07:00:00,-7.06,-3.9,9.04,-13.23,22.76,54.73,66.16,33.42,-17.09,-16.33
2019-01-01 13:00:00,-5.94,-2.97,10.01,-11.53,21.7,52.99,32.61,44.29,-16.32,-15.55
2019-01-01 19:00:00,-10.19,-7.7,3.97,-13.51,18.36,60.5,100.0,66.26,-20.47,-19.73
2019-01-02 01:00:00,-9.69,-7.51,2.52,-9.98,12.99,60.24,96.55,76.39,-20.37,-19.63
2019-01-02 07:00:00,-14.52,-12.94,-3.56,-13.4,10.76,67.86,100.0,98.85,-25.15,-24.46
2019-01-02 13:00:00,-14.94,-13.85,-2.68,-15.39,13.97,69.16,100.0,98.85,-26.05,-25.37
2019-01-02 19:00:00,-16.1,-15.53,-2.59,-18.29,17.53,71.41,100.0,100.0,-27.63,-26.97
2019-01-03 01:00:00,-15.09,-14.98,-0.47,-18.43,19.84,70.2,89.14,96.38,-27.29,-26.62
2019-01-03 07:00:00,-11.64,-11.89,3.75,-15.4,20.33,62.08,0.0,63.05,-24.75,-24.06
2019-01-03 13:00:00,-10.21,-10.77,5.43,-14.11,20.43,59.67,0.0,29.71,-23.88,-23.18
2019-01-03 19:00:00,-10.32,-11.19,5.32,-14.35,20.6,60.53,7.35,2.45,-24.34,-23.64
2019-01-04 01:00:00,-13.71,-14.95,1.85,-18.0,21.6,66.49,64.82,24.06,-27.67,-27.0
2019-01-04 07:00:00,-11.16,-12.75,4.98,-15.79,21.96,61.13,21.34,31.17,-25.91,-25.23
2019-01-04 13:00:00,-9.29,-11.18,7.09,-13.96,21.79,57.74,0.0,28.72,-24.67,-23.98
2019-01-04 19:00:00,-11.89,-14.06,4.24,-16.78,22.43,62.46,53.91,25.08,-27.23,-26.56
2019-01-05 01:00:00,-14.87,-17.38,1.34,-19.93,23.45,67.36,100.0,51.3,-30.19,-29.55
2019-01-05 07:00:00,-13.05,-15.97,3.69,-18.1,23.49,64.05,65.68,73.2,-29.14,-28.48
2019-01-05 13:00:00,-11.68,-14.96,5.27,-16.48,23.05,61.87,42.97,69.55,-28.41,-27.75
2019-01-05 19:00:00,-9.74,-13.34,6.9,-13.4,20.99,58.28,0.0,36.22,-27.16,-26.49
2019-01-06 01:00:00,-8.12,-11.98,7.97,-10.52,18.72,55.48,0.0,14.32,-26.12,-25.44
2019-01-06 07:00:00,-8.74,-12.79,6.34,-9.81,16.44,57.15,19.44,6.48,-26.9,-26.23
2019-01-06 13:00:00,-11.12,-15.34,2.39,-10.42,13.35,61.78,98.63,39.36,-29.17,-28.52
2019-01-06 19:00:00,-9.63,-14.15,3.39,-8.07,11.74,59.08,57.16,58.41,-28.3,-27.64
2019-01-07 01:00:00,-8.6,-13.38,3.47,-5.75,9.32,57.45,31.19,62.33,-27.76,-27.1
2019-01-07 07:00:00,-5.79,-10.83,6.35,-2.99,9.19,51.82,0.0,29.45,-25.73,-25.04
2019-01-07 13:00:00,-6.31,-11.45,5.47,-3.76,9.15,53.28,14.72,15.3,-26.34,-25.67
2019-01-07 19:00:00,-5.03,-10.33,6.59,-2.86,9.28,51.0,0.0,4.91,-25.5,-24.81
2019-01-08 01:00:00,-3.03,-8.47,8.76,-1.43,9.83,47.3,0.0,4.91,-24.02,-23.32
2019-01-08 07:00:00,-4.9,-10.32,6.39,-3.39,9.63,51.48,69.82,23.27,-25.64,-24.96
2019-01-08 13:00:00,-3.88,-9.41,7.24,-2.25,9.26,49.69,40.0,36.61,-24.97,-24.28
2019-01-08 19:00:00,-3.22,-8.83,7.81,-1.66,9.18,48.6,31.06,46.96,-24.56,-23.86
2019-01-09 01:00:00,-4.73,-10.33,5.78,-3.51,9.19,52.28,100.0,57.02,-25.88,-25.2
2019-01-09 07:00:00,-4.34,-10.02,6.02,-3.32,9.21,51.77,86.15,72.4,-25.72,-25.03
2019-01-09 13:00:00,-2.89,-8.69,7.5,-1.97,9.21,48.66,1.64,62.6,-24.68,-23.99
2019-01-09 19:00:00,-2.49,-8.32,7.81,-2.03,9.56,47.97,0.0,29.26,-24.45,-23.76
2019-01-10 01:00:00,-2.46,-8.31,6.8,-2.0,8.59,48.17,4.66,2.1,-24.51,-23.82
2019-01-10 07:00:00,9.27,3.05,22.01,6.26,13.8,30.4,0.0,1.55,-15.13,-14.35
2019-01-10 13:00:00,14.77,8.71,31.18,7.31,20.02,26.01,0.0,1.55,-10.4,-9.58
2019-01-10 19:00:00,13.52,7.97,31.6,3.2,24.19,27.25,5.62,1.87,-10.95,-10.13
2019-01-11 01:00:00,12.0,6.92,31.04,-0.3,27.17,29.17,14.28,6.63,-11.75,-10.94
2019-01-11 07:00:00,14.27,9.55,34.82,-0.6,30.24,27.06,23.99,14.63,-9.51,-8.67
2019-01-11 13:00:00,11.79,7.56,31.68,-4.09,31.43,30.82,100.0,46.09,-11.08,-10.27
2019-01-11 19:00:00,12.14,8.29,31.85,-5.04,32.53,30.1,80.92,68.31,-10.41,-9.59
2019-01-12 01:00:00,10.92,7.47,29.9,-6.97,33.08,31.67,100.0,93.64,-11.03,-10.21
2019-01-12 07:00:00,11.74,8.63,30.73,-7.31,34.05,30.44,73.26,84.73,-9.99,-9.17
2019-01-12 13:00:00,11.0,8.27,29.28,-8.63,34.36,31.08,62.08,78.45,-10.22,-9.4
2019-01-12 19:00:00,11.45,9.07,29.26,-8.94,34.68,30.13,1.67,45.67,-9.49,-8.65
2019-01-13 01:00:00,11.54,9.53,29.0,-9.54,35.12,29.54,0.0,21.25,-9.03,-8.19
2019-01-13 07:00:00,11.0,9.35,27.31,-10.25,34.6,29.77,15.08,5.58,-9.1,-8.26
2019-01-13 13:00:00,18.22,17.02,35.14,-5.49,35.39,22.87,0.0,5.03,-2.58,-1.69
2019-01-13 19:00:00,17.93,17.28,34.08,-6.54,35.7,22.58,0.0,5.03,-2.22,-1.32
2019-01-14 01:00:00,15.54,15.38,29.46,-8.3,34.14,26.66,56.74,18.91,-3.67,-2.79
2019-01-14 07:00:00,15.6,15.92,27.13,-7.68,31.72,26.06,48.42,35.05,-3.09,-2.2
2019-01-14 13:00:00,4.23,4.64,11.92,-15.36,27.76,48.25,100.0,68.39,-12.48,-11.68
2019-01-14 19:00:00,4.3,4.84,8.8,-13.37,22.68,47.86,98.49,82.3,-12.27,-11.46
2019-01-15 01:00:00,4.65,5.33,4.63,-9.88,14.91,47.01,94.42,97.64,-11.82,-11.01
2019-01-15 07:00:00,5.42,6.27,4.79,-8.68,13.73,45.41,87.22,93.37,-10.98,-10.16
2019-01-15 13:00:00,5.29,6.28,4.92,-8.61,13.78,45.27,0.0,60.54,-10.91,-10.09
2019-01-15 19:00:00,10.73,12.1,10.61,-3.89,14.03,37.15,0.0,29.07,-5.93,-5.07
2019-01-16 01:00:00,9.48,11.12,9.39,-4.85,13.92,38.81,16.82,5.61,-6.66,-5.81
2019-01-16 07:00:00,7.86,9.7,7.99,-6.08,13.94,41.39,51.34,22.72,-7.78,-6.93
2019-01-16 13:00:00,7.61,9.66,7.76,-6.11,13.76,41.3,51.11,39.76,-7.73,-6.88
2019-01-16 19:00:00,7.83,10.11,8.07,-5.77,13.68,40.48,78.52,60.32,-7.27,-6.41
2019-01-17 01:00:00,8.97,11.53,9.23,-4.66,13.58,38.2,0.0,43.21,-5.96,-5.1
2019-01-17 07:00:00,8.6,11.4,8.98,-4.89,13.6,38.25,1.36,26.63,-5.98,-5.12
2019-01-17 13:00:00,7.25,10.22,7.64,-5.9,13.43,40.93,88.04,29.8,-6.89,-6.04
2019-01-17 19:00:00,5.83,8.91,6.3,-6.97,13.32,43.97,100.0,63.14,-7.92,-7.08
2019-01-18 01:00:00,6.93,10.23,7.54,-5.86,13.28,41.31,53.9,80.65,-6.72,-5.86
2019-01-18 07:00:00,6.94,10.43,7.66,-5.7,13.23,40.74,43.62,65.84,-6.46,-5.6
2019-01-18 13:00:00,8.76,12.55,9.7,-3.43,12.74,36.86,0.0,32.51,-4.56,-3.68
2019-01-18 19:00:00,7.57,11.52,8.57,-3.66,11.94,39.37,35.23,26.28,-5.33,-4.46
2019-01-19 01:00:00,5.92,9.97,7.03,-4.49,11.38,43.3,100.0,45.08,-6.57,-5.71
2019-01-19 07:00:00,2.38,6.33,3.51,-6.88,10.57,51.97,100.0,78.41,-9.61,-8.77
2019-01-19 13:00:00,2.49,6.48,3.08,-6.4,9.64,51.43,96.42,98.81,-9.42,-8.59
2019-01-19 19:00:00,3.41,7.51,3.38,-5.09,8.54,48.74,74.39,90.27,-8.48,-7.64
2019-01-20 01:00:00,3.56,7.73,2.9,-4.47,7.43,48.01,54.37,75.06,-8.22,-7.38
2019-01-20 07:00:00,7.22,11.74,6.23,-0.91,6.95,39.62,0.0,42.92,-4.71,-3.84
2019-01-20 13:00:00,8.88,13.7,7.73,0.57,6.87,36.31,0.0,18.12,-2.92,-2.02
2019-01-20 19:00:00,8.26,13.28,7.66,-0.2,7.59,37.1,6.3,2.1,-3.17,-2.28
2019-01-21 01:00:00,9.85,15.2,10.05,0.65,8.92,33.98,0.0,2.1,-1.39,-0.48
2019-01-21 07:00:00,7.68,13.13,8.13,-1.49,9.32,39.13,91.29,32.53,-3.06,-2.16
2019-01-21 13:00:00,8.07,13.74,8.79,-1.35,9.78,37.88,75.74,55.68,-2.41,-1.51
2019-01-21 19:00:00,8.35,14.25,9.4,-1.36,10.34,36.8,54.85,73.96,-1.85,-0.95
2019-01-22 01:00:00,7.45,13.49,8.82,-2.29,10.76,38.6,89.73,73.44,-2.38,-1.49
2019-01-22 07:00:00,8.63,14.95,10.45,-1.52,11.46,35.78,0.0,48.19,-1.0,-0.09
2019-01-22 13:00:00,4.59,10.77,6.36,-5.09,11.38,46.65,100.0,63.24,-4.51,-3.63
2019-01-22 19:00:00,4.89,11.19,6.5,-4.68,11.08,45.53,89.68,63.23,-4.05,-3.17
2019-01-23 01:00:00,4.68,11.05,6.27,-4.78,10.97,45.6,90.35,93.34,-4.07,-3.19
2019-01-23 07:00:00,4.45,10.9,6.04,-4.89,10.87,45.73,91.55,90.53,-4.11,-3.23
2019-01-23 13:00:00,4.97,11.55,6.75,-4.32,10.93,43.85,0.0,60.63,-3.45,-2.56
2019-01-23 19:00:00,5.36,12.07,7.27,-3.94,11.03,42.31,0.0,30.52,-2.89,-2.0
2019-01-24 01:00:00,6.66,13.61,8.66,-2.84,11.17,38.57,0.0,-0.0,-1.44,-0.53
2019-01-24 07:00:00,5.24,12.2,6.36,-3.64,9.86,42.75,58.33,19.44,-2.56,-1.66
2019-01-24 13:00:00,5.77,12.88,5.88,-2.53,8.27,40.85,43.18,33.84,-1.85,-0.95
2019-01-24 19:00:00,4.21,11.3,3.35,-3.24,6.59,45.6,100.0,67.17,-3.13,-2.24
2019-01-25 01:00:00,4.09,11.23,1.94,-2.31,4.26,45.47,98.09,80.42,-3.09,-2.2
2019-01-25 07:00:00,5.17,12.49,2.92,-1.1,3.98,41.81,20.33,72.8,-1.88,-0.98
2019-01-25 13:00:00,5.08,12.49,3.02,-1.09,4.08,41.49,13.6,44.01,-1.78,-0.87
2019-01-25 19:00:00,5.01,12.5,3.11,-1.09,4.16,41.12,0.0,11.31,-1.65,-0.75
2019-01-26 01:00:00,3.96,11.43,2.21,-1.79,3.99,44.86,86.07,33.23,-2.49,-1.59
2019-01-26 07:00:00,3.23,10.69,1.62,-2.36,3.99,47.31,100.0,62.02,-3.05,-2.16
2019-01-26 13:00:00,3.65,11.18,2.19,-1.81,3.99,45.24,66.65,84.24,-2.51,-1.62
2019-01-26 19:00:00,4.39,12.05,3.1,-0.97,4.03,42.08,15.54,60.73,-1.65,-0.75
2019-01-27 01:00:00,4.46,12.19,3.37,-0.86,4.18,41.24,0.0,27.4,-1.41,-0.51
2019-01-27 07:00:00,5.44,13.35,4.66,0.11,4.44,37.44,0.0,5.18,-0.28,0.64
2019-01-27 13:00:00,5.12,13.1,4.34,-0.21,4.46,37.99,7.12,2.37,-0.38,0.53
2019-01-27 19:00:00,7.0,15.28,6.68,1.06,5.4,32.02,0.0,2.37,1.67,2.61
2019-01-28 01:00:00,11.4,20.31,12.66,3.44,8.53,23.6,0.0,2.37,6.29,7.27
2019-01-28 07:00:00,13.78,23.26,16.75,3.69,11.85,20.34,0.0,0.0,9.1,10.1
2019-01-28 13:00:00,13.85,23.71,18.1,2.2,14.43,19.72,0.0,0.0,9.71,10.72
2019-01-28 19:00:00,10.89,20.77,15.55,-1.15,15.58,29.08,76.07,25.36,7.29,8.28
2019-01-29 01:00:00,13.03,23.45,18.71,-0.3,17.41,25.64,63.3,46.46,9.87,10.88
2019-01-29 07:00:00,11.67,22.25,17.71,-2.19,18.47,28.62,95.14,78.17,9.01,10.01
2019-01-29 13:00:00,10.19,20.88,16.38,-3.92,19.11,32.21,100.0,86.15,7.97,8.96
2019-01-29 19:00:00,10.3,21.24,16.44,-4.16,19.41,31.36,87.05,94.06,8.49,9.49
2019-01-30 01:00:00,8.75,19.74,14.51,-5.6,19.25,35.53,100.0,95.68,7.32,8.31
2019-01-30 07:00:00,8.8,19.98,14.39,-5.68,19.23,34.75,88.65,91.9,7.72,8.71
2019-01-30 13:00:00,4.98,15.84,10.0,-8.83,18.72,46.45,100.0,96.22,4.14,5.1
