timestamp,ema50_dist_ltc_usd_1D,ema200_dist_ltc_usd_1D,upper_bb_dist_ltc_usd_1D,lower_bb_dist_ltc_usd_1D,width_bb_ltc_usd_1D,rsi_ltc_usd_1D,stoch_rsi_fastk_ltc_usd_1D,stoch_rsi_fastd_ltc_usd_1D,kijun_dist_ltc_usd_1D,tenkan_dist_ltc_usd_1D
2018-12-01 01:00:00,29.06,127.18,46.0,-29.5,69.75,39.64,100.0,86.49,3.61,14.5
2018-12-02 01:00:00,30.19,130.04,41.5,-26.12,62.79,38.62,83.96,84.76,5.51,16.6
2018-12-03 01:00:00,40.85,150.3,46.36,-16.84,55.07,34.15,13.77,65.91,15.49,27.63
2018-12-04 01:00:00,38.29,147.05,40.48,-16.97,51.41,34.76,23.37,40.37,14.68,26.73
2018-12-05 01:00:00,46.02,162.58,44.64,-10.88,47.5,31.83,0.0,12.38,22.64,35.53
2018-12-06 01:00:00,56.44,183.62,52.48,-4.33,45.79,28.81,0.0,7.79,33.33,47.34
2018-12-07 01:00:00,62.89,197.98,56.11,-0.36,44.16,27.09,0.0,-0.0,41.02,55.84
2018-12-08 01:00:00,63.55,201.9,52.21,1.59,39.89,26.5,0.0,-0.0,43.83,58.95
2018-12-09 01:00:00,54.39,187.22,43.32,-4.54,40.09,30.09,67.28,22.43,37.74,52.21
2018-12-10 01:00:00,59.83,199.87,50.57,-3.26,43.54,28.38,52.35,39.88,44.77,59.98
2018-12-11 01:00:00,63.98,210.43,55.79,-2.82,46.34,27.07,15.67,45.1,50.89,66.74
2018-12-12 01:00:00,55.15,196.02,49.28,-9.41,48.93,30.49,100.0,56.01,44.84,60.06
2018-12-13 01:00:00,61.22,210.25,57.01,-7.83,52.04,28.6,44.88,53.52,52.84,68.9
2018-12-14 01:00:00,56.89,204.33,55.31,-11.74,55.06,29.67,76.15,73.68,50.93,66.79
2018-12-15 01:00:00,52.39,197.77,52.13,-15.31,56.96,31.04,100.0,73.68,48.66,64.28
2018-12-16 01:00:00,39.19,173.36,39.89,-22.66,57.58,38.13,100.0,92.05,37.35,51.78
2018-12-17 01:00:00,20.82,137.56,21.63,-32.34,57.02,48.85,100.0,100.0,20.05,32.67
2018-12-18 01:00:00,15.92,127.93,15.03,-33.72,53.77,51.46,100.0,100.0,15.84,28.01
2018-12-19 01:00:00,19.1,134.36,16.75,-30.63,50.9,48.93,87.58,95.86,19.79,32.38
2018-12-20 01:00:00,6.08,108.14,4.98,-38.42,52.11,56.96,100.0,95.86,6.94,18.18
2018-12-21 01:00:00,13.13,121.79,10.41,-33.01,48.95,51.53,33.1,73.56,14.59,26.63
2018-12-22 01:00:00,7.59,110.43,4.52,-35.68,47.62,54.69,71.69,68.26,9.29,20.77
2018-12-23 01:00:00,3.35,101.39,2.25,-38.95,50.46,57.25,100.0,68.26,5.12,16.17
2018-12-24 01:00:00,3.94,101.84,4.37,-39.11,52.62,56.6,88.49,86.73,5.89,17.02
2018-12-25 01:00:00,9.92,113.09,11.76,-35.52,53.66,51.55,0.37,62.95,12.39,24.2
2018-12-26 01:00:00,10.82,114.55,14.24,-34.37,54.06,50.6,0.0,29.62,13.77,25.72
2018-12-27 01:00:00,20.95,134.46,25.72,-26.89,52.92,44.1,0.0,0.12,25.04,38.18
2018-12-28 01:00:00,3.54,99.98,9.36,-36.37,52.87,54.64,84.33,28.11,7.19,18.45
2018-12-29 01:00:00,8.28,108.7,15.59,-32.27,52.22,51.23,67.65,50.66,12.45,24.27
2018-12-30 01:00:00,4.88,101.51,13.0,-32.65,50.62,53.18,86.18,79.39,9.13,20.59
2018-12-31 01:00:00,10.91,112.81,19.57,-25.76,46.77,49.03,46.74,66.86,15.86,28.04
2019-01-01 01:00:00,4.08,99.03,12.64,-28.0,44.02,53.11,72.81,68.58,8.9,20.34
2019-01-02 01:00:00,-0.01,90.3,8.01,-27.47,39.31,55.72,100.0,73.18,4.62,15.61
2019-01-03 01:00:00,4.5,98.25,11.61,-19.84,32.8,52.16,46.78,73.2,9.53,21.04
2019-01-04 01:00:00,3.16,94.99,8.1,-15.85,24.91,52.97,58.88,68.55,8.26,19.64
2019-01-05 01:00:00,-3.85,80.63,0.13,-18.57,20.6,57.9,100.0,68.55,0.74,11.32
2019-01-06 01:00:00,-14.0,59.89,-6.67,-29.47,27.83,65.03,100.0,86.29,-10.5,-1.09
2019-01-07 01:00:00,-10.4,65.14,-0.77,-27.33,30.9,61.45,72.18,90.73,-7.19,2.56
2019-01-08 01:00:00,-13.23,58.35,-1.75,-30.26,33.95,63.72,89.15,87.11,-10.68,-1.29
2019-01-09 01:00:00,-10.95,61.08,2.32,-29.32,36.58,61.57,51.47,70.93,-8.79,0.79
2019-01-10 01:00:00,2.84,85.38,18.33,-17.51,35.7,49.95,0.0,46.87,5.46,16.54
2019-01-11 01:00:00,7.43,93.25,23.95,-13.7,35.81,47.16,0.0,17.16,10.47,22.08
2019-01-12 01:00:00,6.47,91.08,23.03,-14.58,36.08,47.59,2.61,0.87,9.75,21.28
2019-01-13 01:00:00,13.51,103.66,31.88,-9.67,37.4,43.65,0.0,0.87,17.57,29.93
2019-01-14 01:00:00,5.36,88.55,22.68,-15.71,37.09,48.49,76.88,26.5,9.37,20.86
2019-01-15 01:00:00,8.87,94.52,27.17,-12.58,37.04,46.32,55.12,44.0,13.38,25.29
2019-01-16 01:00:00,7.4,91.53,25.08,-11.74,34.52,47.07,70.62,67.54,12.17,23.96
2019-01-17 01:00:00,6.01,88.59,23.7,-13.01,34.85,47.86,87.06,70.94,10.97,22.63
2019-01-18 01:00:00,8.6,92.89,27.18,-10.77,35.08,45.98,0.0,52.56,14.05,26.03
2019-01-19 01:00:00,3.71,83.63,21.63,-14.67,35.07,49.5,100.0,62.35,9.07,20.53
2019-01-20 01:00:00,9.7,94.0,29.12,-9.4,35.06,45.28,0.0,33.33,15.79,27.96
2019-01-21 01:00:00,8.25,91.11,27.87,-10.91,35.75,46.1,19.53,39.84,14.61,26.66
2019-01-22 01:00:00,5.45,85.7,24.65,-13.54,36.18,48.12,67.39,28.97,11.89,23.64
2019-01-23 01:00:00,4.48,83.47,23.7,-14.32,36.31,48.78,82.98,56.63,11.05,22.71
2019-01-24 01:00:00,1.46,77.5,20.21,-16.72,36.29,51.35,100.0,83.46,7.91,19.24
2019-01-25 01:00:00,1.4,76.72,19.69,-16.92,36.12,51.35,100.0,94.33,7.9,19.24
2019-01-26 01:00:00,0.89,75.15,15.9,-16.07,31.99,51.81,100.0,100.0,7.4,18.69
2019-01-27 01:00:00,3.23,78.64,16.04,-13.18,28.8,49.22,14.64,71.55,10.03,21.59
2019-01-28 01:00:00,6.55,84.0,14.74,-7.58,21.55,45.84,0.0,38.21,13.85,25.81
2019-01-29 01:00:00,6.57,83.66,8.19,-2.98,10.89,45.57,0.0,4.88,14.16,26.15
2019-01-30 01:00:00,3.43,77.71,4.27,-5.36,9.68,48.94,53.98,17.99,10.95,22.6
2019-01-31 01:00:00,4.21,78.56,5.15,-4.53,9.65,47.91,63.91,39.3,11.97,23.73
2019-02-01 01:00:00,0.14,70.87,1.35,-8.38,10.08,52.67,100.0,72.63,7.59,18.9
2019-02-02 01:00:00,-4.77,61.55,-2.35,-13.18,11.74,58.3,100.0,87.97,2.12,12.85
2019-02-03 01:00:00,-1.08,67.05,1.81,-9.99,12.31,53.35,52.39,84.13,6.02,17.16
2019-02-04 01:00:00,-2.57,63.72,0.95,-11.43,13.07,55.11,69.32,73.91,4.31,15.27
2019-02-05 01:00:00,-3.46,61.37,0.8,-12.47,14.1,56.29,64.26,61.99,3.21,14.05
2019-02-06 01:00:00,0.82,67.9,5.46,-8.43,14.1,50.52,0.0,44.53,7.82,19.15
2019-02-07 01:00:00,-0.3,65.36,4.44,-8.98,13.73,51.87,23.41,29.22,6.61,17.81
2019-02-08 01:00:00,-22.51,26.73,-11.66,-35.72,31.53,73.11,100.0,41.14,-18.12,-9.52
2019-02-09 01:00:00,-24.14,22.23,-8.65,-40.72,42.59,74.91,100.0,74.47,-20.89,-12.57
2019-02-10 01:00:00,-26.65,16.26,-7.2,-45.89,52.67,77.32,100.0,100.0,-24.64,-16.72
2019-02-11 01:00:00,-21.2,23.3,1.88,-42.95,56.41,68.53,65.47,88.49,-19.93,-11.51
